i	j	c0	c1	c2
0	1	-1	0	1
0	2	1.1032891913208382	1	-2.1031218497007216
0	3	0.18735490644429276	-0.37909892458363925	0.19168678028473021
0	4	0.18993141908257702	-0.38450445928896343	0.19451322142637684
0	5	-0.12939952080925074	0.28545206770503784	-0.15579235134598893
0	6	0.14190395039487635	-0.28374253664346211	0.14182686968341229
0	7	0.19103390648740895	-0.38681748258407395	0.19572265288413573
0	8	0.027713320660526283	-0.044173348007375851	0.016563049506903613
1	2	0.54174039876695512	0.14826569461223643	-0.68998127364631834
1	3	0.18735490616969958	-0.37909892413825297	0.19168678011147747
1	4	0.18993141880836495	-0.3845044588491538	0.19451322125765697
1	5	-0.1293995225154855	0.28545207112989779	-0.15579235306388289
1	6	0.14190395008281068	-0.28374253613385403	0.14182686948405976
1	7	0.19103390621591801	-0.38681748214281986	0.19572265271072031
1	8	0.027713320184891112	-0.044173347209737417	0.016563049189403708
2	3	0.18735490661630544	-0.3790989248627169	0.19168678039332662
2	4	0.18993141925535104	-0.38450445956645596	0.19451322153303904
2	5	-0.12939951974088568	0.28545206556053904	-0.15579235027031324
2	6	0.14190395059028227	-0.2837425369625679	0.14182686980824594
2	7	0.19103390665717448	-0.3868174828597245	0.19572265299229483
2	8	0.027713320958348334	-0.044173348506826193	0.016563049705711257
3	4	-0.21591693853866914	0.45696413945931785	-0.24076713744570785
3	5	-0.12609830544547085	0.27860746635085332	-0.15225172875070239
3	6	0.1649105831168525	-0.33144345862039415	0.16650188944284255
3	7	-0.09319371173750933	0.20248789425820526	-0.10911707646748001
3	8	0.034263453447248696	-0.05775423961978382	0.023588334616222326
4	5	-0.1291690652320297	0.28482381536722529	-0.15539635166449645
4	6	0.14343620826697365	-0.28791974106004087	0.14445986105783018
4	7	0.12428445097080638	-0.20484649846357672	0.081021864830604876
4	8	0.028166972874200585	-0.045410090477628	0.017342608003745784
5	6	0.070385147081849828	-0.16641586840941774	0.095785295539025969
5	7	0.13048061238855146	-0.28747980190510175	0.15674036962871668
5	8	-0.095785812485770991	0.15842496337782119	-0.062940448629988377
6	7	-0.13485287531497317	0.27051737907427303	-0.13564381014836618
6	8	0.16792450509599469	-0.32699266427660306	0.15913617918971515
7	8	0.025592223219853102	-0.040194922244949249	0.014703026538070022
