i	j	c0	c1	c2
0	1	-1	0	1
0	2	1.8281868800372616	1	-1.9413216783743685
0	3	0.18662360341277898	-0.026546901119059291	0.14375495646839723
0	4	0.19324845155787268	-0.030715607859796212	0.14747522787464265
0	5	0.14222789432484043	0.0013892398582624253	0.11882395677413735
0	6	0.19324845155787271	-0.030715607859796223	0.14747522787464265
0	7	0.19324845155787274	-0.030715607859796212	0.14747522787464262
0	8	-0.014627274729585258	0.10009085327424329	0.030739854682356956
1	2	0.65962113650785292	0.11615476279017677	-0.66741106069568379
1	3	0.18662360341277898	-0.026546901119059295	0.14375495646839723
1	4	0.19324845155787271	-0.030715607859796216	0.14747522787464268
1	5	0.14222789432484043	0.0013892398582624229	0.11882395677413735
1	6	0.19324845155787271	-0.030715607859796219	0.14747522787464265
1	7	0.19324845155787274	-0.030715607859796209	0.14747522787464262
1	8	-0.014627274729585251	0.1000908532742433	0.030739854682356953
2	3	0.18662360341277898	-0.026546901119059298	0.14375495646839723
2	4	0.19324845155787268	-0.030715607859796219	0.14747522787464265
2	5	0.14222789432484043	0.0013892398582624251	0.11882395677413735
2	6	0.19324845155787271	-0.030715607859796233	0.14747522787464265
2	7	0.19324845155787276	-0.030715607859796209	0.14747522787464265
2	8	-0.014627274729585256	0.1000908532742433	0.03073985468235696
3	4	-0.18662360341277898	0.026546901119059288	-0.14375495646839723
3	5	0.19891343287002802	-0.0071556270711187102	0.16228211491997624
3	6	-0.186623603412779	0.026546901119059291	-0.14375495646839723
3	7	-0.18662360341277895	0.026546901119059343	-0.14375495646839723
3	8	-0.002122511013895787	0.098205865591736899	0.040326673703218442
4	5	0.14222789432484043	0.0013892398582624229	0.11882395677413736
4	6	0.36333379721098324	0.17649697020070812	0.17150005623902348
4	7	0.080865556271731462	0.10251220860751864	0.0096185237144326436
4	8	-0.014627274729585261	0.1000908532742433	0.030739854682356956
5	6	-0.1422278943248404	-0.001389239858262424	-0.11882395677413736
5	7	-0.14222789432484043	-0.0013892398582624082	-0.11882395677413733
5	8	0.094493707438994295	0.090551813878352955	0.11735945971920846
6	7	-0.028193521435358769	0.23179970161844549	-0.12416095378676366
6	8	-0.014627274729585263	0.10009085327424332	0.03073985468235696
7	8	-0.014627274729585259	0.10009085327424329	0.030739854682356953
