i	j	c0	c1	c2
0	1	1	0	1
0	2	-2.0905393825150549	1	-2.1437073018050379
0	3	-0.077275444044130809	-0.27633930453602795	-0.073240292705239088
0	4	-0.084075575274753206	-0.2963639388991946	-0.06831852129089927
0	5	-0.085815876904840313	-0.30665292523898302	-0.0807331090002886
0	6	-0.069090031364867466	-0.22350267766422524	0.01200004314397376
0	7	-0.084075575274753372	-0.2963639388991946	-0.068318521290899506
0	8	-0.084075575274753317	-0.2963639388991946	-0.068318521290899367
1	2	-0.67871909244716355	0.087831584279845859	-0.68338891503126575
1	3	-0.077275444044130712	-0.27633930453602762	-0.073240292705239046
1	4	-0.084075575274753123	-0.29636393889919432	-0.068318521290899215
1	5	-0.085815876904840216	-0.30665292523898274	-0.080733109000288572
1	6	-0.069090031364867355	-0.22350267766422488	0.012000043143973847
1	7	-0.084075575274753275	-0.29636393889919421	-0.068318521290899423
1	8	-0.08407557527475322	-0.29636393889919427	-0.068318521290899298
2	3	-0.077275444044130864	-0.27633930453602806	-0.073240292705239102
2	4	-0.08407557527475322	-0.29636393889919471	-0.068318521290899298
2	5	-0.085815876904840341	-0.30665292523898319	-0.080733109000288628
2	6	-0.069090031364867521	-0.22350267766422541	0.012000043143973727
2	7	-0.084075575274753414	-0.29636393889919482	-0.068318521290899561
2	8	-0.084075575274753345	-0.29636393889919471	-0.068318521290899395
3	4	0.077275444044131364	0.27633930453602801	0.073240292705240101
3	5	0.042656312205252844	0.071664569750075693	-0.17371818920763171
3	6	-0.20313435491409582	-0.22875622706714752	0.020173639801388279
3	7	0.077275444044131322	0.27633930453602756	0.073240292705239574
3	8	0.077275444044131156	0.27633930453602723	0.073240292705239754
4	5	-0.085815876904840632	-0.30665292523898224	-0.080733109000289169
4	6	-0.069090031364868049	-0.22350267766422519	0.012000043143973167
4	7	0.023056123652180259	0.1218462102835995	0.14001353297917152
4	8	-0.059490921506256365	-0.11424117565498949	0.23700246372329994
5	6	-0.051413055306504099	-0.14412868586491773	0.031954228833669357
5	7	0.085815876904840868	0.30665292523898308	0.080733109000288933
5	8	0.085815876904841645	0.30665292523898258	0.080733109000289002
6	7	0.069090031364868007	0.22350267766422505	-0.012000043143973155
6	8	0.069090031364867896	0.2235026776642251	-0.012000043143973158
7	8	-0.10224875262356448	-0.43099057659191004	-0.29401429318281574
