trial	row	vector
64	7	-1 1 0 0 0 0 0 -1 0 1 0 -1 0 -1 -1 -1 1 0 0 1 0
64	8	0 -1 0 0 0 1 -1 0 1 -1 1 1 1 0 0 2 -1 0 0 0 0
64	9	-1 1 0 -1 1 0 -1 0 0 0 0 0 1 -1 0 0 0 0 0 0 1
64	10	1 -1 0 1 0 1 0 0 1 0 0 1 0 0 0 1 -1 0 -1 0 -1
64	11	-1 -1 1 1 0 0 1 1 -1 0 -1 0 -1 1 0 -1 0 0 0 0 0
64	12	0 1 0 0 -1 0 -1 -1 0 1 0 0 0 -1 0 0 1 0 1 0 0
64	13	-1 1 0 0 0 1 0 -1 0 0 0 -1 0 -1 0 -1 0 0 0 1 0
64	14	0 -1 -1 0 2 0 0 1 0 -1 0 1 1 1 -1 1 -1 0 0 -1 1
64	15	-1 0 0 0 1 -1 1 0 -1 0 -1 0 0 0 0 -1 1 0 0 0 1
64	16	0 1 -1 0 -1 0 -1 -2 1 1 0 -1 0 0 0 -1 1 1 0 0 0
65	0	0 -1 0 0 0 0 0 0 0 1 1 0 0 1 0 0 -1 0 0 0 -1
65	1	1 2 -2 -2 -1 -2 -2 -2 2 2 0 0 0 0 1 0 2 2 0 -1 1
65	2	0 0 0 0 1 0 -1 0 0 -1 0 0 1 0 -1 0 0 0 1 -1 1
65	3	0 -1 0 0 1 1 -1 2 0 -2 1 1 1 0 0 1 -1 0 0 -1 0
65	4	0 0 0 0 0 1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
65	5	0 1 0 0 -1 -1 -1 -2 0 1 -1 -1 0 -1 0 -1 2 1 1 0 1
65	6	0 0 0 0 0 0 -1 0 1 0 1 0 0 0 0 1 -1 0 0 0 -1
65	7	0 0 1 1 0 0 1 0 -1 0 -1 1 0 -1 0 0 0 0 0 1 0
65	8	1 0 -2 0 1 -1 0 1 1 -1 -1 1 0 1 0 1 0 1 -1 -1 1
65	9	0 0 -1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 -1 0
65	10	-1 -1 0 0 1 0 -1 0 0 -1 0 0 0 0 -1 0 0 1 1 -1 2
65	11	0 1 -1 0 0 -1 0 -1 0 0 -1 0 0 0 0 -1 1 1 0 0 1
65	12	1 1 -1 0 0 0 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0
65	13	0 0 0 1 -1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 1 -1
65	14	-1 -3 2 2 2 1 2 3 -3 -2 0 1 1 0 -1 1 -2 -1 0 0 0
65	15	0 0 -1 -1 0 0 -2 0 1 -1 1 0 0 0 0 1 0 1 1 -1 1
65	16	0 0 1 1 0 0 1 -1 -1 1 -1 0 0 0 -1 -1 0 0 0 1 0
66	0	-1 1 0 0 0 0 0 0 0 0 0 -1 -1 0 1 -1 1 0 -1 0 -1
66	1	0 0 0 0 0 0 0 -1 0 1 1 0 0 0 0 0 0 0 0 0 -1
66	2	0 -1 0 1 1 0 0 0 0 0 0 1 1 0 -1 1 -1 0 0 0 1
66	3	0 0 -1 -1 1 0 -1 0 1 -1 0 0 1 0 -1 0 0 1 0 -1 2
66	4	0 -1 0 0 0 1 -1 0 1 -1 1 0 1 -1 0 1 -1 0 0 0 0
66	5	0 1 -1 -1 0 -1 -1 -2 1 1 0 -1 1 -1 0 0 1 1 0 0 1
66	6	0 0 0 1 0 0 1 0 -1 0 0 0 0 0 1 0 0 0 -1 0 -1
66	7	-1 1 0 0 0 -1 1 -1 -1 1 -1 -1 0 0 0 -1 1 0 0 1 0
66	8	1 1 -1 0 0 0 1 -1 0 1 -1 -1 0 0 0 -1 0 0 -1 0 0
66	9	0 -1 0 1 1 0 0 1 -1 -1 0 1 0 0 0 1 0 0 0 0 0
66	10	1 -1 0 2 0 0 1 1 0 0 -1 1 0 0 0 1 -1 0 -1 0 -1
66	11	0 0 0 1 0 0 0 0 -1 0 -1 0 -1 0 0 -1 1 1 0 0 0
66	12	0 0 -1 0 2 0 0 1 0 0 0 1 1 0 -1 1 -1 0 0 -1 1
66	13	1 1 -2 -1 0 -1 -1 -1 1 0 0 0 -1 1 1 0 1 1 0 -1 0
66	14	1 0 -1 0 0 0 -1 0 1 1 0 0 0 1 0 0 -1 0 0 -1 0
66	15	0 0 0 0 0 0 0 0 -1 0 0 1 0 0 1 0 1 0 0 0 0
66	16	-1 -1 1 1 1 1 1 1 -1 -1 -1 0 0 0 -1 0 -1 0 0 0 0
67	0	0 -1 0 1 0 0 1 1 0 0 0 0 0 1 0 0 -1 0 -1 0 -1
67	1	-1 1 0 0 2 0 0 0 -1 0 -1 -1 1 0 -1 -1 0 0 0 -1 1
67	2	-1 1 0 0 0 -1 1 0 -1 1 -1 -1 -1 0 0 -1 1 0 0 0 0
67	3	-1 -1 1 1 1 0 1 1 -2 -1 -1 0 0 0 -1 0 0 0 0 1 0
67	4	-1 -1 1 1 2 0 1 2 -2 -2 0 0 1 0 -1 0 -1 -1 0 0 0
67	5	0 -2 0 1 1 1 0 1 0 -1 0 1 0 1 -1 1 -1 0 0 0 0
67	6	-1 0 1 0 0 1 0 0 0 0 0 0 0 -1 0 -1 0 0 0 1 0
67	7	0 0 0 0 0 0 1 1 -1 0 0 0 0 0 1 0 0 0 -1 0 -1
67	8	-1 -1 1 1 1 1 0 1 -1 -2 0 0 1 0 -1 0 -1 -1 0 0 1
67	9	0 0 -1 0 1 0 -1 1 0 -1 0 0 0 1 0 0 0 0 0 -1 0
67	10	1 0 -1 0 -1 0 -1 -1 1 0 0 0 0 -1 1 0 1 1 0 0 0
67	11	0 0 -1 -1 1 0 -1 0 0 0 0 0 0 1 0 0 0 1 0 -1 1
67	12	2 1 -2 -1 -1 -1 -2 -1 2 1 1 0 1 0 0 1 0 1 0 -1 0
67	13	-1 -2 0 1 2 1 0 2 -1 -2 0 1 1 0 -2 1 -1 0 1 -1 2
67	14	-1 0 0 0 0 0 1 0 0 0 0 -1 -1 0 0 -1 0 0 0 0 0
67	15	1 0 -1 0 1 -1 1 0 0 0 -1 1 0 1 0 1 0 1 -1 0 0
67	16	1 1 -2 -1 1 -1 0 0 1 0 0 0 1 1 0 1 -1 0 -1 -1 0
68	0	0 3 -1 -1 -1 -1 0 -2 1 1 -1 -1 -1 -1 1 -1 2 1 -1 1 0
68	1	1 0 0 1 -1 0 0 -1 1 1 0 1 0 -1 0 1 0 0 0 1 -1
68	2	-1 0 1 0 1 1 0 1 -1 -1 1 0 0 0 0 0 -1 -1 0 0 -1
68	3	0 -1 0 1 0 1 1 0 0 0 -1 1 -1 0 0 0 0 0 0 1 0
68	4	1 0 0 0 -1 1 -1 -1 1 1 1 0 0 0 0 0 -1 0 0 0 -1
68	5	0 0 0 0 1 0 1 0 -1 0 -1 -1 0 1 -1 -1 0 0 0 0 0
68	6	0 -1 0 0 2 1 1 2 -1 -1 0 0 1 1 -1 0 -2 -1 0 -1 0
68	7	0 -1 0 1 1 0 0 2 0 -2 0 1 1 0 -1 1 -1 0 0 -1 1
68	8	-1 0 0 -1 1 1 -2 0 0 0 2 0 1 0 -1 0 -1 0 1 -1 1
68	9	1 0 -1 1 0 0 0 0 0 0 -1 0 0 0 0 0 0 1 -1 0 0
68	10	0 0 0 0 0 0 -1 0 0 0 0 0 1 0 -1 0 0 0 1 -1 1
68	11	-1 0 0 0 1 0 0 1 -1 0 0 0 0 0 0 0 0 0 -1 0 0
68	12	1 2 -1 -1 -2 -1 -2 -2 1 2 0 -1 -1 0 1 -1 2 1 1 0 -1
68	13	-1 -2 1 1 1 1 1 2 -1 -1 1 1 1 0 -1 1 -2 -1 0 0 0
68	14	0 0 0 -1 1 0 -1 0 0 0 1 0 1 0 0 0 -1 0 0 -1 1
68	15	1 1 -1 0 -2 0 -1 -2 2 1 0 0 -1 0 1 0 1 1 0 0 -1
68	16	0 0 -1 -1 1 0 -1 0 1 0 1 0 0 1 0 1 -1 0 0 -1 0
69	0	0 2 0 0 -1 -1 0 -2 0 1 -1 -1 0 -1 0 -1 1 1 0 1 0
69	1	-2 0 1 0 1 0 0 1 -1 -1 0 0 0 0 0 0 0 0 0 0 0
69	2	0 -1 -1 1 2 0 1 1 0 -1 -1 1 0 1 -1 1 -1 1 -1 -1 1
69	3	0 0 0 -1 0 1 0 0 0 0 1 0 0 1 0 0 -1 0 0 -1 0
69	4	0 1 0 0 0 0 1 -1 0 0 -1 0 0 0 0 0 0 0 0 0 0
69	5	1 -1 -1 0 0 0 -1 0 1 0 0 1 -1 1 0 1 0 1 1 -1 0
69	6	-1 0 0 0 0 0 -1 0 0 0 0 0 -1 0 1 0 1 1 0 0 0
69	7	0 0 0 1 1 0 1 0 -1 0 -1 1 0 0 -1 0 0 0 0 1 0
69	8	0 -2 1 1 1 1 1 2 -1 -1 0 1 1 0 -1 1 -1 0 -1 0 0
69	9	-1 0 0 0 1 1 -1 0 0 -1 1 0 2 -1 -1 0 -1 0 0 0 1
69	10	0 1 0 0 0 0 -1 -1 0 0 -1 -1 0 0 0 -1 1 1 0 0 0
69	11	0 -1 0 1 0 1 0 1 0 -1 0 1 0 0 0 1 -1 0 0 0 0
69	12	1 2 -1 -1 -1 -1 -1 -2 1 1 -1 -1 0 0 1 -1 1 1 0 0 0
69	13	0 -1 1 1 1 1 1 1 -1 -1 0 0 1 0 0 0 -1 -1 -1 0 -1
69	14	0 -1 0 1 2 0 1 1 0 -1 0 1 1 0 -1 1 -1 0 -1 0 0
69	15	1 0 -1 -1 0 0 -1 0 1 0 1 0 1 0 0 1 -1 0 0 -1 0
69	16	0 -1 0 1 1 0 0 1 0 -1 0 0 1 0 -1 1 -1 0 0 -1 0
70	0	0 2 -1 -1 0 -1 -1 -1 1 1 0 -1 0 -1 1 -1 1 1 -1 0 0
70	1	0 1 -1 0 0 0 -1 0 1 0 1 0 1 -1 0 0 0 0 0 0 0
70	2	-1 0 0 -1 0 0 0 0 0 1 1 0 0 -1 0 0 0 0 0 1 0
70	3	0 0 0 0 1 0 0 0 -1 0 -1 0 0 0 0 0 1 0 0 0 0
70	4	-1 1 0 -1 0 0 -1 0 0 0 1 0 1 -1 0 0 0 0 0 0 1
70	5	0 1 0 0 0 0 0 -1 0 1 -1 -1 0 -1 0 -1 1 0 0 0 0
70	6	-1 1 -1 0 1 -1 0 0 0 0 -1 0 0 0 0 0 1 0 0 0 1
70	7	0 -1 0 1 0 1 0 1 0 -1 1 1 1 -1 0 1 -1 -1 0 0 0
70	8	0 -1 0 1 1 0 1 1 -1 -1 0 1 0 0 0 0 0 0 0 0 0
70	9	0 3 -1 -1 -1 0 -1 -2 1 1 0 -1 0 -1 1 -1 1 0 0 0 0
70	10	0 1 0 0 0 -1 0 -1 0 1 0 0 0 0 0 -1 1 0 0 0 0
70	11	0 -1 0 0 1 0 0 1 0 -1 0 0 0 1 0 0 -1 0 0 -1 0
70	12	0 0 0 0 -1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
70	13	0 -1 1 0 0 1 0 0 0 0 0 0 0 1 0 0 -1 0 0 -1 0
70	14	-1 -2 1 1 2 1 1 1 -2 -1 0 0 1 0 -2 0 -1 0 0 0 1
70	15	0 0 0 0 0 0 -1 0 0 0 1 0 1 -1 0 0 0 0 0 0 0
70	16	0 1 -1 -1 -1 0 -1 -1 1 0 1 0 0 -1 1 0 1 0 0 0 0
71	0	0 1 0 0 -1 0 0 -1 0 1 0 0 0 -1 0 -1 1 0 0 1 0
71	1	0 -1 1 1 1 0 0 1 0 -1 0 1 1 0 -1 1 -1 0 0 0 0
71	2	-1 0 0 -1 1 0 -1 0 0 0 1 -1 1 0 -1 0 -1 0 1 -1 1
71	3	0 1 -1 -1 -1 0 -1 -1 1 1 1 0 -1 0 1 0 1 1 0 0 -1
71	4	1 0 -1 0 0 -1 0 0 1 1 0 0 0 1 0 0 0 1 -1 -1 0
71	5	-1 0 0 0 -1 0 0 0 0 1 1 0 -1 -1 1 0 1 0 0 1 -1
71	6	0 1 0 -1 -2 1 -2 -1 1 1 2 -1 0 -1 1 -1 0 0 1 0 -1
71	7	0 0 0 0 1 1 -1 0 0 -1 0 0 0 0 -1 0 0 0 1 -1 1
71	8	-1 0 0 0 1 0 0 0 -1 0 0 0 0 0 -1 0 0 0 1 0 0
71	9	0 1 -1 -1 1 0 -1 0 1 0 0 0 0 0 0 0 0 0 0 -1 1
71	10	1 1 0 0 0 -1 1 0 -1 1 -1 0 0 0 1 -1 1 0 -1 0 -1
71	11	0 -1 1 1 0 1 0 1 0 -1 0 1 0 0 0 0 -1 0 0 0 0
71	12	0 1 -1 0 0 0 -1 0 1 -1 0 0 0 0 0 0 0 1 0 -1 1
71	13	0 1 -1 0 0 -1 0 -1 0 0 -1 -1 0 0 0 -1 1 1 0 -1 1
71	14	-1 1 1 0 1 0 0 0 -1 0 -1 -1 0 0 0 -1 0 0 0 0 0
71	15	0 0 0 1 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
71	16	-1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
72	0	0 0 -1 0 2 0 0 1 0 -1 0 0 1 1 -1 0 -1 0 0 -2 1
72	1	-2 0 1 0 1 0 -1 0 -1 -1 1 -1 1 -1 -1 0 0 0 1 0 1
72	2	1 2 -1 -1 -1 -1 -1 -2 1 2 0 -1 -1 1 1 -1 1 1 0 -1 -1
72	3	-1 -1 1 1 1 0 1 0 -2 0 -1 0 0 0 -1 0 0 0 0 1 0
72	4	0 0 -1 0 1 1 -1 1 0 0 1 0 1 0 -1 0 -1 0 0 -1 0
72	5	-1 -2 0 1 2 0 1 2 -1 -2 0 1 1 0 -1 1 -1 0 0 0 1
72	6	1 0 -2 0 1 -1 0 0 1 0 -1 1 0 0 0 1 0 1 -1 0 1
72	7	0 -1 0 1 1 1 0 0 0 -1 0 1 1 0 -1 1 -1 0 0 0 1
72	8	0 0 0 0 0 0 -1 -1 0 1 1 0 1 -1 -1 0 0 0 1 0 1
72	9	0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 -1
72	10	-1 0 1 0 -1 0 -1 -1 0 1 1 0 0 -1 0 0 0 0 1 1 0
72	11	0 2 -1 -1 0 -1 0 -1 0 1 0 -1 0 0 1 -1 1 0 -1 0 0
72	12	-1 -1 1 1 1 1 0 0 -1 -1 0 0 0 0 -1 0 -1 0 1 0 1
72	13	-1 0 0 0 2 0 0 0 -1 0 0 0 0 0 -1 0 0 0 0 0 1
72	14	0 0 0 0 1 0 1 1 -1 0 0 1 0 0 0 0 0 0 -1 0 0
72	15	0 0 -1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 -1 0 0
72	16	-1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
73	0	0 1 0 1 0 0 1 0 -1 0 -2 0 -1 0 0 -1 1 0 0 0 0
73	1	-1 1 0 0 -1 0 0 -1 0 0 0 -1 -1 -1 1 -1 2 0 0 1 -1
73	2	0 0 -1 -1 0 -1 -1 -1 1 1 0 1 0 0 0 1 1 1 1 0 1
73	3	0 -1 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0
73	4	-1 0 0 0 0 0 0 1 0 0 0 0 0 -1 0 0 0 0 0 0 1
73	5	-1 1 0 0 0 -1 0 -1 0 0 -1 -1 -1 0 0 -1 1 1 0 0 1
73	6	0 -1 0 1 1 0 1 1 -1 0 -1 0 1 1 -1 0 -1 0 0 -1 0
73	7	0 0 1 1 -1 0 1 -1 -1 0 -1 0 -1 0 1 -1 1 0 0 1 -1
73	8	0 2 -2 -1 1 -1 -1 0 1 0 0 0 1 0 0 0 0 0 0 -1 1
73	9	0 1 -1 0 0 -1 0 -1 0 1 -1 0 0 0 0 0 1 0 0 1 0
73	10	1 1 -2 -1 0 -1 0 -1 1 1 0 0 0 0 1 0 1 1 -1 -1 0
73	11	-1 -1 1 0 0 0 -1 1 -1 -1 1 0 0 0 0 0 0 0 1 0 0
73	12	1 0 -1 0 -1 0 -1 -1 1 1 0 0 0 0 0 0 0 1 0 0 0
73	13	-1 0 0 0 0 0 1 -1 0 0 -1 0 -1 0 0 0 1 1 0 1 0
73	14	0 -1 1 2 1 0 2 1 -2 -1 -2 1 0 0 0 0 0 0 -1 1 0
73	15	-1 -1 1 1 2 0 1 2 -2 -1 0 0 0 0 -1 0 -1 -1 0 0 0
73	16	1 0 -1 0 -2 -1 0 -2 1 2 0 0 -1 0 1 0 1 1 0 1 -1
74	0	0 -2 0 1 2 0 1 1 -1 -1 0 1 1 0 -1 1 -1 0 -1 0 1
74	1	0 1 -1 0 1 -1 0 -1 0 0 -1 0 0 -1 0 0 1 1 0 0 1
74	2	0 -1 -1 0 2 1 -1 2 0 -1 1 1 1 1 -1 1 -2 0 0 -2 1
74	3	0 -1 0 1 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0
74	4	1 1 -2 0 0 -1 0 -1 1 1 -1 0 0 0 0 0 1 1 -1 0 0
74	5	-1 -1 0 0 1 1 -1 0 0 -1 1 0 1 0 -1 0 -1 0 1 -1 1
74	6	1 0 -1 0 0 -1 0 0 0 0 -1 1 0 1 0 0 1 1 0 -1 1
74	7	0 1 -1 -1 1 -1 -1 -1 0 1 -1 0 0 0 0 0 1 1 0 0 1
74	8	0 -2 1 1 1 1 2 2 -1 0 0 1 0 1 -1 1 -2 -1 -1 0 -1
74	9	0 1 0 0 0 0 0 0 0 1 -1 -1 0 0 0 -1 0 0 0 0 -1
74	10	-1 1 -1 -1 2 0 -1 0 0 -1 0 -1 1 0 -1 0 0 0 0 -1 2
74	11	-1 0 0 0 0 0 -1 -1 0 0 0 0 0 -1 0 0 1 1 1 0 1
74	12	1 0 0 0 -1 1 0 -1 0 1 0 0 0 0 0 -1 0 0 0 0 0
74	13	0 1 0 0 0 -1 0 0 -1 0 -1 0 0 0 0 0 1 0 0 0 0
74	14	0 1 -1 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0
74	15	0 1 0 0 0 0 0 0 -1 0 0 -1 0 0 0 -1 0 0 0 0 0
74	16	0 2 0 0 1 -1 1 0 -1 1 -1 -1 0 0 0 -1 0 0 -1 0 -1
75	0	1 1 -1 0 0 -1 0 -1 0 0 -1 0 0 0 0 0 1 1 -1 0 1
75	1	0 0 0 0 0 -1 0 0 0 0 -1 0 -1 0 1 0 1 1 0 0 0
75	2	1 -1 0 1 0 1 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 -1
75	3	-1 -1 0 1 2 0 0 1 -1 -2 -1 1 1 0 -1 1 0 0 0 0 2
75	4	0 1 -1 -1 -1 0 -1 -1 1 1 1 0 0 0 1 0 1 0 0 0 -1
75	5	1 0 0 0 1 0 -1 0 0 0 0 0 1 0 -1 0 -1 0 0 -1 1
75	6	1 0 -1 0 -1 0 -1 -1 1 1 1 1 1 -1 0 1 0 0 0 1 0
75	7	0 0 0 1 0 0 1 0 0 1 -1 0 0 0 0 0 0 0 -1 0 -1
75	8	0 0 0 0 0 0 1 0 -1 1 0 0 0 0 0 0 0 0 -1 0 0
75	9	0 0 -1 0 1 -1 1 0 0 0 -1 0 -1 1 0 1 0 1 -1 0 0
75	10	0 1 -1 -1 1 -1 -1 -1 1 1 0 -1 1 0 -1 0 0 1 0 -1 1
75	11	-1 -1 0 0 2 0 1 1 -1 -1 0 1 1 0 -1 1 0 0 0 0 1
75	12	0 1 0 0 -1 0 0 -1 0 1 0 0 -1 -1 1 0 1 0 0 1 -1
75	13	-1 -1 0 0 1 0 0 1 0 -1 0 1 0 0 0 1 0 0 0 0 1
75	14	-1 2 0 -1 0 -1 -1 -2 0 1 0 -1 0 -1 0 -1 2 1 0 0 1
75	15	0 0 0 0 1 0 0 0 0 0 -1 0 0 0 -1 0 0 1 0 0 0
75	16	0 0 -1 -1 1 0 -1 0 0 0 1 0 1 1 -1 0 -1 0 1 -1 1
76	0	0 -1 0 1 1 1 0 1 0 -2 0 1 1 0 -1 1 -1 0 0 -1 1
76	1	0 -1 0 1 1 1 0 0 0 -1 -1 1 1 0 -1 1 -1 0 0 0 1
76	2	-1 0 0 0 1 1 0 1 0 -1 1 0 1 -1 0 1 -1 -1 -1 0 0
76	3	0 0 0 1 1 1 -1 1 0 -1 0 0 1 0 -1 0 -1 0 0 -1 0
76	4	-1 0 0 0 0 0 0 0 -1 0 0 -1 0 0 0 -1 1 0 0 0 0
76	5	0 1 -1 0 1 0 -1 0 0 -1 0 0 1 -1 0 0 0 0 0 -1 1
76	6	-1 2 -1 -1 0 0 -1 -1 1 1 1 -1 0 -1 0 0 0 0 0 0 0
76	7	0 0 -1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0
76	8	0 1 -1 -1 0 -1 -2 -1 1 0 1 0 0 0 0 0 1 1 1 -1 1
76	9	1 0 -1 0 0 0 -1 0 1 0 0 1 0 0 1 1 0 1 -1 -1 0
76	10	-1 0 0 0 0 0 1 -1 0 0 0 0 0 0 0 0 0 0 0 1 0
76	11	0 1 -1 0 1 -1 0 -1 0 0 -1 0 0 -1 0 0 1 1 0 0 1
76	12	0 2 -1 -1 0 -1 0 -2 0 2 0 -1 0 0 0 -1 1 0 0 0 0
76	13	0 1 0 0 -1 -1 1 -1 0 1 -1 -1 -1 0 1 -1 1 1 -1 1 -1
76	14	0 1 -1 -1 1 0 -1 0 1 0 0 0 0 0 0 0 0 1 -1 -1 1
76	15	0 0 0 0 0 0 0 -1 0 1 0 0 0 0 0 0 0 0 0 0 0
76	16	0 1 0 0 -1 0 -1 -1 1 0 -1 -1 0 -1 0 -1 1 1 0 0 1
77	0	-1 0 0 0 1 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 1
77	1	0 1 -1 -1 -1 0 -1 -1 1 1 1 0 0 0 0 0 0 1 0 0 0
77	2	0 1 -1 -1 1 -1 0 0 0 0 0 0 1 0 0 0 0 0 0 -1 1
77	3	0 0 0 0 -1 0 0 -1 1 1 0 0 -1 0 1 0 0 1 0 0 -1
77	4	1 0 -1 0 -1 0 0 -1 1 1 1 0 0 0 0 0 0 0 0 0 -1
77	5	0 1 0 0 1 -1 0 0 -1 0 -1 0 1 0 -1 0 0 0 0 0 1
77	6	1 1 -1 -1 -1 -1 -1 -1 1 1 0 0 -1 1 1 -1 1 1 0 -1 0
77	7	0 1 0 0 1 -1 1 1 -1 0 -1 0 0 1 0 0 0 0 -1 -1 0
77	8	-2 0 1 0 1 0 0 1 -1 -1 0 0 1 -1 0 0 0 0 0 0 1
77	9	1 0 -2 0 1 0 -1 0 1 -1 0 1 1 0 0 1 0 1 -1 -1 1
77	10	-1 -2 0 1 1 1 1 1 0 -1 0 1 0 0 -1 1 -1 0 0 0 1
77	11	-1 0 1 0 -1 1 -1 0 0 0 1 0 0 -1 0 0 0 0 1 0 0
77	12	0 1 0 -1 0 0 -2 -1 1 0 0 0 0 0 0 0 0 1 1 -1 1
77	13	-1 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0
77	14	0 0 -1 -1 0 -1 -2 -1 1 0 1 1 0 0 0 1 1 1 1 0 1
77	15	0 -1 0 0 1 0 -1 0 0 -1 0 0 1 0 -1 1 -1 0 1 0 1
77	16	0 0 -1 -1 0 0 -2 -1 1 0 0 0 0 0 0 0 1 1 1 -1 2
78	0	-1 -1 1 1 1 1 1 1 -1 0 0 1 0 0 -1 0 -1 0 0 0 0
78	1	-1 -1 0 1 1 0 0 1 -1 -1 0 1 0 0 -1 1 0 0 1 0 1
78	2	0 1 -1 0 1 0 0 1 0 -1 0 0 1 0 0 0 0 0 -1 -1 0
78	3	0 0 -1 1 1 0 0 0 0 0 0 0 1 0 -1 0 -1 0 0 0 0
78	4	0 1 0 0 0 0 0 -1 0 0 -1 -1 -1 0 0 -1 1 1 0 0 0
78	5	0 0 0 0 -1 0 -1 0 1 0 0 0 0 0 0 0 0 1 0 0 0
78	6	0 0 0 1 2 -1 2 1 -1 -1 -2 0 0 1 -1 0 0 0 -1 0 0
78	7	0 0 -1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 -1 0 0
78	8	0 -2 0 2 1 1 1 1 -1 -1 -1 1 0 1 -1 0 -1 0 0 0 0
78	9	1 0 0 1 0 0 1 0 0 1 0 0 1 0 -1 0 -1 0 -1 0 -1
78	10	-1 2 0 -1 0 0 -2 -1 0 0 0 -1 0 -1 0 -1 1 0 1 0 1
78	11	0 1 1 0 -1 0 0 -1 0 2 0 -1 0 0 0 -1 0 0 0 0 -1
78	12	-1 -1 1 1 0 0 1 1 -1 0 0 0 0 0 -1 0 0 0 0 0 0
78	13	1 0 0 1 1 0 1 1 -1 0 -1 0 1 1 -1 0 -1 0 -1 -1 0
78	14	-1 1 0 0 1 -1 0 -1 -1 0 -1 -1 0 0 -1 -1 1 1 0 0 1
78	15	-1 0 1 0 0 1 0 0 -1 0 0 0 0 -1 0 -1 1 0 0 1 0
78	16	0 0 0 0 0 0 -1 0 0 0 0 0 0 1 0 -1 0 0 1 -1 0
79	0	-1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0
79	1	0 1 -1 0 0 0 -1 0 1 0 0 0 0 0 0 0 0 0 0 -1 1
79	2	-1 0 0 0 1 0 1 1 -1 0 0 -1 0 0 0 -1 0 0 -1 0 0
79	3	-1 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 1 0 0 0 1
79	4	1 -1 0 1 0 0 1 0 0 0 -1 1 0 0 0 1 0 0 -1 1 -1
79	5	0 1 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
79	6	-1 1 0 0 0 0 -1 -1 0 1 0 -1 0 0 0 -1 0 0 1 0 0
79	7	0 0 0 1 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 -1 1 0
79	8	0 -1 0 1 1 0 1 1 -1 -1 -1 1 -1 1 0 0 0 0 0 0 0
79	9	-1 0 0 -1 1 0 -1 0 1 -1 1 0 1 0 0 1 -1 0 0 -1 1
79	10	1 0 -1 0 0 0 0 0 1 0 1 0 0 1 0 1 -1 0 -1 -1 -1
79	11	-1 -1 0 0 1 0 0 0 -1 -1 0 0 0 0 0 0 0 0 1 0 1
79	12	1 1 -2 -1 1 0 -1 -1 1 0 0 0 1 0 0 0 0 1 -1 -1 1
79	13	-1 0 1 0 1 0 0 0 -1 0 0 0 1 0 -1 0 -1 0 0 0 1
79	14	0 0 -1 0 1 0 0 0 0 0 0 0 0 1 -1 0 -1 0 0 -1 1
79	15	0 0 0 0 0 0 0 -1 0 1 0 0 0 -1 0 0 0 0 0 1 0
79	16	0 2 -1 -1 0 0 -2 -1 1 0 0 -1 0 0 0 -1 1 1 0 -1 1
80	0	0 1 -1 0 0 -1 0 -1 1 1 0 0 0 0 0 0 0 1 -1 0 0
80	1	0 -1 0 1 0 1 0 0 0 -1 0 0 0 0 -1 0 0 0 1 0 0
80	2	0 -1 0 1 1 0 1 1 -1 -1 -1 0 1 1 -1 0 -1 0 0 -1 1
80	3	0 1 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 -1 0 -1
80	4	-1 -1 0 1 1 0 1 2 -2 -1 0 0 0 0 0 0 0 -1 0 0 0
80	5	0 0 -1 0 1 0 1 1 0 0 0 0 0 1 0 0 -1 0 -1 0 -1
80	6	0 2 -1 -1 0 -2 -1 -1 0 1 -1 -1 0 0 0 -1 2 1 0 0 1
80	7	1 1 0 0 -1 -1 -1 -2 1 1 -1 -1 0 0 0 -1 1 1 0 0 0
80	8	1 1 -1 0 -1 -1 0 -1 1 1 0 0 0 0 1 0 1 1 -1 0 -1
80	9	0 1 -1 -1 0 -1 -1 -1 1 1 0 -1 0 0 0 -1 1 1 0 -1 1
