priority_rank	orbit_mask	orbit_hex	group_addition_upper_bound	support_count	maximum_absolute_coefficient	coefficient_l1	minimal_unoriented_count	section_basis_w	direct_alternate_w	historical_alternate_w	short_basis_w
28669	128063	0x1f43f	9	10	1	10	20	0 -1 -1 0 0 1 0 1 0 0 1 1 -1 -1 -1 -1 0	-2 -1 2 -1 1 1 4 -2 1 -1 1 0 1 -2 -1 2 -2	-2 12 0 6 4 -3 -4 4 2 -1 -2 0 -2 -1 -5 -3 0	3 1 -1 1 -1 -1 0 0 0 -2 -1 0 1 1 -1 1 1
28670	51452	0x0c8fc	9	10	1	10	24	0 -1 -1 0 0 1 0 1 0 0 1 1 -1 -1 0 -1 1	8 1 -2 1 -1 -3 -4 4 1 0 0 -2 -2 2 4 -4 5	-10 -20 1 8 4 -3 5 -7 4 3 9 -8 10 -2 -4 2 2	0 -2 1 1 -1 -1 1 1 0 0 0 -1 0 0 1 1 0
28671	41198	0x0a0ee	9	10	1	10	23	0 -1 -1 0 0 1 0 1 0 0 1 1 -1 0 -1 -1 1	12 2 0 3 -2 -7 -7 6 1 1 0 -2 -4 3 7 -6 7	-2 -10 1 0 0 0 1 -3 4 3 7 -2 3 0 1 2 1	0 -1 1 1 0 -1 1 1 0 0 0 0 0 1 0 1 0
28672	87244	0x154cc	9	10	1	10	20	0 -1 -1 0 0 1 1 1 -1 -1 0 1 0 0 0 -1 1	1 -1 -4 1 -1 1 1 -1 1 -2 0 -1 -1 2 0 -2 1	-9 13 0 21 13 -5 1 4 2 -4 3 -8 1 0 -14 -11 1	2 -2 -1 1 -2 -2 1 1 -2 -2 -3 0 1 0 -1 2 1
28673	127955	0x1f3d3	9	10	1	10	21	0 -1 -1 0 0 1 1 1 0 -1 0 1 0 0 -1 -1 1	5 0 -3 3 -1 -2 -1 1 1 -2 0 -1 -2 2 3 -3 3	-4 33 1 17 10 -5 -9 12 5 -4 -5 0 -7 -2 -13 -10 0	1 -1 0 2 -1 -2 1 1 -1 -1 -2 0 1 1 -1 1 1
28674	62932	0x0f5d4	9	10	1	10	26	0 -1 -1 0 1 -1 -1 0 0 1 1 0 0 -1 1 1 0	7 2 0 1 0 -4 -4 3 -1 2 -1 0 -3 2 3 -3 4	6 2 3 -6 -8 5 0 -2 0 3 -1 2 -1 0 6 3 0	-2 0 1 0 1 0 -1 -1 1 0 1 0 -1 1 1 -1 0
28675	64597	0x0fc55	9	10	1	10	25	0 -1 -1 0 1 -1 -1 1 -1 1 0 1 -1 0 0 0 0	0 0 1 1 1 -2 1 0 0 -1 0 -1 -1 0 1 0 0	5 -11 -2 -3 0 4 11 -6 -7 -3 7 -5 1 8 4 -6 0	1 0 -1 0 -1 0 -1 0 0 -2 -1 1 1 1 -1 1 0
28676	13144	0x03358	9	10	1	10	23	0 -1 -1 0 1 -1 -1 1 0 1 0 1 -1 -1 0 0 0	0 0 0 1 2 -1 2 0 0 -2 0 -1 0 -1 1 1 0	2 -1 -1 1 1 1 5 -2 -4 -3 1 -3 0 4 0 -5 0	0 0 0 1 -1 0 -1 0 1 -1 0 0 1 1 0 0 0
28677	82089	0x140a9	9	10	1	10	19	0 -1 -1 0 1 -1 0 0 0 1 -1 0 1 1 -1 0 1	4 0 -1 4 0 -5 -2 1 0 -1 0 -1 -4 3 4 -3 3	20 5 -3 -14 -6 11 7 1 -8 -5 5 3 -11 12 12 -9 -1	-1 2 0 -1 0 1 -2 -1 2 0 0 0 0 2 -1 0 -1
28678	102308	0x18fa4	9	10	1	10	21	0 -1 -1 0 1 -1 0 0 1 1 -1 0 1 0 -1 0 1	4 0 -2 4 1 -4 -1 1 0 -2 0 -1 -3 2 4 -2 3	17 15 -2 -10 -5 8 1 5 -5 -5 -1 5 -12 8 8 -8 -1	-2 2 1 0 0 1 -2 -1 3 1 1 -1 0 2 0 -1 -1
28679	105787	0x19d3b	9	10	1	10	21	0 -1 -1 0 1 -1 0 0 1 1 0 -1 1 0 -1 0 1	1 -1 -1 1 2 -2 1 0 0 -2 0 -1 -1 1 2 0 1	22 5 -2 -20 -12 12 3 1 -6 -2 1 7 -11 9 16 -3 -1	-1 3 0 -1 1 1 -2 -2 3 0 1 -1 -1 2 0 -1 -1
28680	36552	0x08ec8	9	10	1	10	21	0 -1 -1 0 1 -1 0 1 -1 1 0 0 -1 1 -1 0 0	0 0 2 1 0 -3 0 -1 0 0 1 0 -1 0 1 0 0	14 -2 -2 -15 -7 8 4 -1 -5 -1 5 4 -7 8 12 -2 -1	2 2 -2 -1 0 0 -1 -1 0 -3 -1 1 0 2 -2 1 0
28681	13092	0x03324	9	10	1	10	18	0 -1 -1 0 1 -1 0 1 1 1 0 0 -1 0 -1 -1 0	0 0 0 0 2 -1 2 0 1 -2 0 -1 1 -2 1 1 0	0 13 1 4 2 -1 -4 4 2 -1 -2 1 -3 0 -3 -3 0	0 0 1 2 0 -1 0 0 1 -1 0 0 1 1 0 0 0
28682	108905	0x1a969	9	10	1	10	18	0 -1 -1 0 1 -1 1 0 -1 -1 0 1 0 1 0 0 1	2 -1 -4 1 2 -1 1 1 0 -4 -1 -3 -1 2 2 -1 1	-8 3 2 13 5 -3 3 -2 1 0 1 -7 5 0 -8 -5 1	1 0 -2 1 0 -1 1 0 -1 -2 -2 1 0 1 0 1 1
28683	45035	0x0afeb	9	10	1	10	20	0 -1 -1 0 1 -1 1 0 -1 0 -1 1 1 0 0 0 1	1 -1 -3 2 1 -1 1 -1 0 -2 0 -1 -2 2 1 -1 1	-6 2 1 14 8 -2 5 -1 0 -2 5 -8 3 2 -8 -8 1	1 1 -2 -1 -2 1 -1 -1 1 -1 -1 -1 0 1 0 1 0
28684	54517	0x0d4f5	9	10	1	10	21	0 -1 -1 0 1 -1 1 0 0 0 -1 1 0 1 0 -1 1	4 0 -5 2 1 -2 -1 2 1 -3 -1 -3 -2 2 3 -3 3	-15 -3 2 22 12 -6 5 -3 3 -1 6 -12 9 -1 -14 -7 2	-1 -2 1 2 -1 -1 1 1 0 0 -1 0 1 0 1 1 0
28685	2292	0x008f4	9	10	1	10	22	0 -1 -1 0 1 -1 1 0 0 0 -1 1 1 0 -1 0 1	5 0 -2 4 1 -4 -1 1 0 -2 0 -1 -3 2 4 -2 3	-1 22 2 10 5 -2 -5 7 3 -2 -3 0 -5 0 -7 -7 0	0 2 -1 0 -1 1 -1 -1 2 0 0 -1 0 2 0 0 0
28686	42887	0x0a787	9	10	1	10	19	0 -1 -1 0 1 -1 1 0 0 0 0 0 1 1 -1 -1 1	2 -1 -1 0 2 -2 1 1 1 -2 -1 -2 -1 1 2 -1 1	-4 7 3 11 5 -1 1 0 3 1 4 -5 2 1 -6 -5 1	1 1 -1 0 0 0 0 -1 1 -1 -1 0 0 1 0 1 0
28687	72937	0x11ce9	9	10	1	10	20	0 -1 -1 0 1 -1 1 0 0 1 -1 0 0 1 -1 0 1	7 1 -2 4 -1 -6 -5 2 0 0 1 -1 -4 3 5 -4 5	10 -9 -1 -13 -7 7 3 -2 -1 1 7 3 -4 5 11 1 0	-1 2 0 -1 0 1 -1 -1 2 0 1 -1 -1 2 0 0 -1
28688	70934	0x11516	9	10	1	10	22	0 -1 -1 0 1 -1 1 0 0 1 -1 0 1 0 -1 0 1	4 0 -1 3 0 -4 -2 0 0 0 1 0 -3 2 3 -2 3	8 1 0 -6 -3 5 1 1 0 0 5 2 -5 4 6 -2 0	0 3 -1 -2 -1 2 -2 -2 3 0 1 -2 -1 2 0 0 -1
28689	62532	0x0f444	9	10	1	10	22	0 -1 -1 0 1 0 -1 1 -1 1 0 1 -1 -1 0 0 0	0 0 1 1 0 -1 1 -1 0 0 1 0 -1 0 0 0 0	2 -2 -2 3 4 1 6 -1 -4 -4 5 -4 -1 5 -1 -7 0	2 0 -1 0 -2 0 -1 0 0 -2 -1 0 1 1 -1 1 0
28690	40022	0x09c56	9	10	1	10	23	0 -1 -1 0 1 0 -1 1 -1 1 0 1 -1 0 -1 0 0	4 1 3 3 -1 -5 -2 1 0 1 1 0 -3 1 3 -2 2	10 8 -2 -5 0 4 2 3 -4 -4 3 2 -8 7 4 -7 -1	2 1 -1 0 -1 0 -1 0 0 -2 -1 1 1 2 -2 1 0
28691	41351	0x0a187	9	10	1	10	20	0 -1 -1 0 1 0 -1 1 0 1 0 0 -1 1 -1 -1 0	0 0 1 1 0 -2 1 0 1 -1 0 -1 -1 0 1 -1 0	12 16 -3 -2 2 5 3 5 -6 -7 2 1 -10 9 2 -12 -1	1 -1 1 2 0 -2 0 1 -1 -2 -2 2 2 1 -2 1 0
28692	21339	0x0535b	9	10	1	10	21	0 -1 -1 0 1 0 -1 1 0 1 0 1 -1 -1 -1 0 0	4 1 2 3 0 -4 -1 1 0 0 1 0 -2 0 3 -1 2	7 18 -1 -1 1 1 -4 7 -1 -4 -3 4 -9 3 0 -6 -1	1 1 0 1 -1 0 -1 0 1 -1 0 0 1 2 -1 0 0
28693	16836	0x041c4	9	10	1	10	21	0 -1 -1 0 1 0 -1 1 0 1 1 0 -1 -1 -1 0 0	1 0 3 0 1 -2 1 0 0 0 1 0 0 -1 1 1 0	12 8 -1 -11 -6 5 -2 3 -2 -1 -1 6 -8 4 8 -1 -1	2 2 -1 0 0 0 -1 -1 1 -2 0 0 0 2 -1 0 0
28694	64552	0x0fc28	9	10	1	10	20	0 -1 -1 0 1 0 -1 1 0 1 1 0 -1 0 -1 -1 0	1 0 3 -1 1 -2 1 1 1 0 0 -1 0 -1 1 0 0	4 3 0 0 1 2 2 0 -1 -1 4 -1 -2 4 1 -4 0	2 0 0 1 0 -1 0 0 0 -2 -1 1 1 1 -1 1 0
28695	40020	0x09c54	9	10	1	10	26	0 -1 -1 0 1 0 0 0 -1 1 -1 1 -1 1 -1 0 0	0 0 1 3 -1 -3 0 -2 0 0 2 0 -3 1 1 -1 0	11 3 -4 -8 -1 5 4 2 -6 -5 4 2 -8 8 6 -7 -1	2 2 -1 0 -1 0 -1 0 0 -2 -1 1 1 2 -2 1 0
28696	61109	0x0eeb5	9	10	1	10	23	0 -1 -1 0 1 0 0 0 0 1 -1 1 -1 1 -1 -1 0	0 0 0 2 0 -2 1 -1 1 -1 1 -1 -2 0 1 -1 0	0 8 -2 7 7 -1 2 3 -2 -5 3 -3 -3 4 -5 -9 0	1 0 1 2 -1 -1 0 1 0 -1 -1 1 2 1 -1 1 0
28697	75479	0x126d7	9	10	1	10	20	0 -1 -1 0 1 0 0 1 -1 0 0 1 -1 1 -1 -1 0	1 0 1 1 0 -2 1 0 1 -1 0 -1 -1 0 1 -1 0	-6 23 1 18 12 -5 -3 7 2 -4 0 -4 -3 1 -13 -11 0	3 -1 -1 2 -1 -2 1 1 -2 -3 -3 2 2 1 -2 2 1
28698	37958	0x09446	9	10	1	10	23	0 -1 -1 0 1 0 0 1 -1 1 -1 1 -1 0 -1 0 0	3 1 1 4 -2 -4 -2 -1 0 1 2 1 -3 1 2 -2 2	6 17 -2 1 4 1 -3 8 -1 -5 1 3 -10 4 -1 -8 -1	2 1 -1 0 -2 0 -1 0 0 -2 -1 0 1 2 -2 1 0
28699	15157	0x03b35	9	10	1	10	15	0 -1 -1 0 1 0 0 1 -1 1 0 0 -1 1 -1 -1 0	0 0 2 0 -1 -2 0 -1 1 1 1 0 -1 0 0 -1 0	3 2 -1 2 4 2 3 1 -1 -2 8 -2 -3 5 0 -6 0	3 0 -1 0 -1 -1 0 0 -1 -3 -2 1 1 1 -2 2 0
28700	43415	0x0a997	9	10	1	10	22	0 -1 -1 0 1 0 0 1 0 1 -1 0 -1 1 -1 -1 0	-1 0 -1 2 -1 -1 1 -2 1 -1 1 0 -1 0 0 -1 0	8 25 -3 4 6 2 -2 10 -3 -8 0 2 -12 6 -3 -13 -1	1 -1 1 2 -1 -2 0 1 -1 -2 -2 1 2 1 -2 1 0
28701	130263	0x1fcd7	9	10	1	10	21	0 -1 -1 0 1 0 1 0 -1 -1 -1 1 0 1 0 0 1	1 -1 -6 3 0 0 1 -1 0 -4 0 -2 -2 3 1 -2 1	-3 25 -1 17 10 -3 -1 8 -1 -7 -3 -4 -5 2 -12 -14 0	1 -1 -1 2 -1 -2 1 1 -2 -2 -3 1 1 1 -1 1 1
28702	62009	0x0f239	9	10	1	10	21	0 -1 -1 0 1 0 1 0 0 0 -1 0 1 1 -1 -1 1	1 -1 -3 2 0 -1 1 -1 1 -2 0 -1 -2 2 1 -2 1	1 29 0 15 10 -1 -3 10 1 -6 0 -2 -8 3 -10 -14 0	1 0 0 1 -1 -1 0 0 0 -1 -2 0 1 1 -1 1 0
28703	95112	0x17388	9	10	1	10	22	0 -1 -1 1 -1 0 0 1 0 -1 1 1 0 -1 0 0 1	-1 -3 -2 0 1 2 3 -1 -1 -3 0 -1 0 1 0 1 -1	22 -20 -5 -31 -19 13 11 -9 -12 -1 0 5 -4 8 23 4 -1	0 2 -2 -1 0 0 -2 -1 1 -1 0 0 -1 1 -1 0 1
28704	10405	0x028a5	9	10	1	10	24	0 -1 -1 1 -1 0 0 1 0 0 1 1 -1 -1 0 0 1	5 -1 -1 1 -1 -2 -3 2 -1 0 1 -1 -2 2 3 -2 3	20 -54 -5 -42 -25 15 16 -19 -10 5 10 4 4 7 32 15 0	-1 2 -1 -2 0 1 -2 -1 2 0 2 -1 -2 1 0 0 0
28705	38217	0x09549	9	10	1	10	22	0 -1 -1 1 -1 0 0 1 0 0 1 1 -1 0 0 -1 1	5 -1 -1 0 -1 -2 -3 3 0 0 0 -2 -2 2 3 -3 3	12 -59 -4 -31 -18 12 20 -22 -9 5 15 -3 10 7 25 12 1	-1 0 0 -1 0 0 -1 0 1 0 1 0 -1 0 0 1 0
28706	29849	0x07499	9	10	1	10	22	0 -1 -1 1 -1 0 0 1 1 0 1 0 0 0 -1 -1 1	2 -2 0 0 0 -1 0 1 0 -1 0 -1 -1 1 2 -1 1	28 -26 -5 -40 -23 17 11 -10 -11 1 5 8 -6 10 30 7 -1	-1 2 0 -1 1 0 -2 -1 2 0 1 0 -1 1 -1 0 0
28707	15275	0x03bab	9	10	1	10	22	0 -1 -1 1 -1 0 1 0 1 0 0 1 0 0 -1 -1 1	2 -2 -1 1 0 -1 0 0 0 -1 1 -1 -2 1 2 -1 1	16 -34 -4 -31 -18 11 10 -12 -7 3 6 4 1 5 23 10 0	-1 3 0 -1 0 1 -2 -1 3 1 2 -1 -1 1 0 0 0
28708	116340	0x1c674	9	10	1	10	21	0 -1 -1 1 -1 0 1 1 0 -1 0 1 0 0 0 -1 1	-2 -3 -4 0 0 3 3 -2 0 -3 0 -1 0 1 -1 0 -1	10 -16 -4 -14 -8 7 10 -7 -8 -2 3 -1 0 5 11 0 0	0 0 -1 0 -1 -1 -1 0 0 -1 -1 0 0 0 -1 1 1
28709	64692	0x0fcb4	9	10	1	10	24	0 -1 -1 1 -1 0 1 1 0 0 0 1 0 0 -1 -1 1	5 -1 0 2 -2 -3 -3 1 0 1 1 0 -3 2 3 -3 3	14 -30 -3 -26 -14 10 9 -10 -5 3 9 3 0 5 20 8 0	0 2 -1 -2 -1 1 -2 -1 2 0 1 -1 -1 1 -1 1 0
28710	9804	0x0264c	9	10	1	10	21	0 -1 -1 1 0 -1 0 1 1 0 0 1 0 0 -1 -1 1	9 0 -1 3 0 -5 -4 5 0 -1 -1 -2 -3 2 6 -4 5	8 -8 0 -12 -8 5 3 -4 -2 1 1 2 -1 2 9 3 0	-2 0 1 1 0 0 -1 0 2 1 1 0 0 1 0 0 0
28711	80814	0x13bae	9	10	1	10	27	0 -1 -1 1 0 -1 0 1 1 1 0 0 0 0 -1 -1 1	8 0 0 2 -1 -5 -5 4 0 1 0 -1 -3 2 5 -4 5	17 -29 -2 -28 -16 12 9 -10 -5 3 9 4 -1 6 22 8 0	-2 1 1 -1 0 1 -2 -1 3 1 2 -1 -1 1 0 0 -1
28712	101932	0x18e2c	9	10	1	10	19	0 -1 -1 1 0 -1 1 0 0 -1 0 1 0 1 0 -1 1	-1 -3 -4 -1 2 2 3 0 0 -4 -1 -3 0 1 0 0 -1	0 -22 -1 -5 -5 3 11 -11 -5 1 4 -6 8 2 5 2 1	0 0 -1 1 0 -1 0 0 0 -1 -1 1 0 0 0 1 1
28713	33105	0x08151	9	10	1	10	21	0 -1 -1 1 0 -1 1 0 0 0 -1 1 0 1 0 -1 1	1 -2 -4 1 0 0 0 0 0 -2 0 -2 -2 2 1 -2 1	4 -33 -3 -11 -6 6 15 -13 -7 0 10 -6 7 5 10 2 1	-1 0 0 0 -1 0 -1 0 1 0 0 0 0 0 0 1 0
28714	23888	0x05d50	9	10	1	10	19	0 -1 -1 1 0 -1 1 0 0 0 -1 1 1 0 -1 0 1	2 -2 -1 3 0 -2 0 -1 -1 -1 1 0 -3 2 2 -1 1	18 -8 -3 -23 -13 10 5 -3 -7 -1 1 6 -7 6 17 2 -1	0 4 -2 -2 -1 2 -3 -2 3 0 1 -1 -1 2 -1 0 0
28715	46316	0x0b4ec	9	10	1	10	20	0 -1 -1 1 0 -1 1 0 0 0 0 1 0 1 -1 -1 1	6 -1 0 1 0 -4 -3 3 0 0 0 -2 -3 2 4 -3 3	4 -36 0 -17 -11 6 10 -14 -2 6 10 -2 8 2 14 10 1	0 2 -1 -1 0 1 -1 -1 2 0 1 0 -1 1 0 1 0
28716	13521	0x034d1	9	10	1	10	24	0 -1 -1 1 0 -1 1 0 1 0 0 0 0 1 -1 -1 1	2 -2 -2 0 1 -1 0 1 0 -2 0 -2 -1 1 2 -1 1	14 -23 -2 -25 -16 10 7 -9 -5 3 4 4 0 4 19 8 0	-1 2 0 0 1 0 -1 -1 2 0 1 0 -1 1 0 0 0
28717	99902	0x1863e	9	10	1	10	19	0 -1 -1 1 0 -1 1 1 0 -1 0 1 0 0 0 -1 1	2 -2 -4 0 1 1 1 1 0 -3 -1 -2 0 1 1 -1 1	-5 -8 1 4 0 -1 4 -5 0 1 1 -5 6 -2 -2 1 1	0 -1 -1 1 -1 -1 0 0 0 -1 -1 0 0 0 0 1 1
28718	62414	0x0f3ce	9	10	1	10	21	0 -1 -1 1 0 -1 1 1 0 0 0 0 0 1 -1 -1 1	5 -1 -1 1 -1 -3 -3 2 0 0 0 -1 -2 2 3 -3 3	12 -19 -1 -20 -12 9 6 -7 -3 3 7 3 -1 4 16 6 0	0 1 -1 -1 0 0 -1 -1 1 -1 0 0 -1 1 -1 1 0
28719	21825	0x05541	9	10	1	10	20	0 -1 -1 1 0 0 -1 0 0 0 1 1 -1 -1 1 0 1	2 -2 -3 -1 1 1 0 2 -1 -2 0 -3 -1 2 1 -1 1	11 -57 -5 -27 -17 11 22 -22 -12 2 11 -5 11 7 22 9 1	-1 0 0 0 0 0 -1 0 1 0 1 0 -1 0 1 0 0
28720	62046	0x0f25e	9	10	1	10	21	0 -1 -1 1 0 0 -1 0 1 0 1 1 -1 -1 0 0 1	6 -1 -2 1 1 -2 -2 4 -1 -2 0 -3 -2 2 4 -2 3	16 -37 -4 -31 -20 11 12 -14 -9 2 3 3 3 5 23 10 0	-2 1 1 1 1 0 -1 0 2 1 2 0 -1 1 1 -1 0
28721	93804	0x16e6c	9	10	1	10	17	0 -1 -1 1 0 0 -1 1 0 -1 1 1 0 -1 0 0 1	3 -2 -2 1 1 0 1 2 -1 -3 -1 -2 -1 2 2 -1 1	16 1 -3 -15 -10 8 6 -2 -9 -4 -4 3 -6 6 11 -3 -1	0 0 -1 1 0 -1 -1 0 0 -1 -1 1 0 1 -1 0 1
28722	1791	0x006ff	9	10	1	10	21	0 -1 -1 1 0 0 -1 1 0 1 0 1 -1 -1 -1 0 0	1 -1 3 2 -1 -2 0 -1 -1 1 2 1 -2 0 1 0 0	26 -12 -6 -34 -17 13 6 -3 -11 -3 1 10 -11 9 24 3 -2	1 3 -1 -1 -1 1 -3 -1 2 -1 1 0 0 2 -2 0 0
28723	119407	0x1d26f	9	10	1	10	17	0 -1 -1 1 0 0 0 1 0 -1 0 1 -1 1 0 -1 1	5 -1 -5 2 -1 -1 -2 3 0 -3 -1 -3 -2 3 3 -4 3	6 -5 -3 -5 -3 4 7 -3 -6 -4 1 -2 -1 4 4 -4 0	-1 -3 1 3 0 -3 1 2 -2 -1 -2 2 1 0 -1 1 1
28724	111490	0x1b382	9	10	1	10	17	0 -1 -1 1 0 0 0 1 0 -1 0 1 0 1 -1 -1 1	6 -1 -2 3 -1 -3 -2 3 0 -2 -1 -2 -3 3 4 -4 3	12 15 -2 -6 -3 5 1 4 -5 -5 -3 3 -9 5 4 -7 -1	0 -1 0 2 0 -2 0 1 -1 -1 -2 2 1 1 -2 1 1
28725	99903	0x1863f	9	10	1	10	19	0 -1 -1 1 0 0 0 1 0 -1 1 1 0 -1 0 -1 1	3 -2 -2 -1 1 1 1 2 0 -2 -1 -2 0 1 1 -1 1	-4 -8 1 4 0 -1 4 -5 0 1 1 -5 6 -2 -2 1 1	1 -1 -1 1 -1 -1 0 0 0 -1 -1 0 0 0 0 1 1
28726	126509	0x1ee2d	9	10	1	10	22	0 -1 -1 1 0 0 0 1 0 -1 1 1 0 0 -1 -1 1	7 -1 0 1 0 -3 -2 4 0 -1 -1 -2 -2 2 4 -3 3	4 2 1 -4 -4 2 0 -1 0 1 -1 1 -1 0 3 1 0	1 0 -1 1 0 -1 0 0 0 -1 -1 1 0 1 -1 1 1
28727	59567	0x0e8af	9	10	1	10	17	0 -1 -1 1 0 0 0 1 0 0 0 1 -1 1 -1 -1 1	12 1 -1 4 -3 -7 -8 6 0 1 0 -2 -5 4 7 -7 7	10 -19 -2 -17 -9 7 6 -6 -3 1 7 2 -1 4 13 4 0	-1 -1 1 1 0 -1 0 1 0 0 0 1 0 1 -1 1 0
28728	56594	0x0dd12	9	10	1	10	18	0 -1 -1 1 0 0 0 1 0 0 1 1 -1 -1 0 -1 1	9 0 -1 0 -1 -3 -5 5 0 1 0 -2 -2 2 4 -4 5	-6 -42 1 -7 -6 1 9 -15 2 7 11 -6 14 -3 7 12 2	0 -1 0 0 -1 0 0 0 1 0 1 -1 -1 0 1 1 0
28729	46336	0x0b500	9	10	1	10	20	0 -1 -1 1 0 0 0 1 0 0 1 1 -1 0 -1 -1 1	13 1 1 2 -2 -7 -8 7 0 2 0 -2 -4 3 7 -6 7	2 -32 1 -15 -10 4 5 -11 2 7 9 0 7 -1 12 12 1	0 0 0 0 0 0 0 0 1 0 1 0 -1 1 0 1 0
28730	97423	0x17c8f	9	10	1	10	18	0 -1 -1 1 0 0 0 1 1 -1 0 1 0 0 -1 -1 1	6 -1 -3 3 0 -2 -1 3 0 -3 -1 -2 -2 2 4 -3 3	9 25 -1 -2 -2 2 -5 8 -2 -5 -9 5 -10 1 0 -6 -1	-1 -1 1 3 0 -2 0 1 0 0 -1 1 1 1 -1 0 1
28731	93712	0x16e10	9	10	1	10	21	0 -1 -1 1 0 0 0 1 1 -1 1 0 0 0 -1 -1 1	3 -2 -2 0 1 0 1 2 0 -3 -1 -2 0 1 2 -1 1	14 15 -1 -12 -9 6 -3 4 -3 -2 -7 7 -9 2 8 -1 -1	0 0 0 2 1 -2 0 0 0 -1 -1 1 0 1 -1 0 1
28732	10146	0x027a2	9	10	1	10	19	0 -1 -1 1 0 0 0 1 1 0 0 1 -1 0 -1 -1 1	12 1 -2 4 -2 -6 -7 6 0 0 0 -2 -4 3 7 -6 7	7 -9 -1 -13 -8 4 0 -2 0 1 1 4 -2 0 9 5 0	-2 -1 2 2 0 -1 0 1 1 1 1 0 0 1 0 0 0
28733	11869	0x02e5d	9	10	1	10	21	0 -1 -1 1 0 0 0 1 1 0 0 1 0 -1 -1 -1 1	9 0 -1 3 -1 -4 -4 4 0 0 0 -1 -3 2 5 -4 5	5 1 0 -6 -4 2 -2 1 1 0 -1 3 -3 -1 4 2 0	-1 0 1 1 -1 0 -1 0 2 1 1 -1 0 1 0 0 0
28734	13629	0x0353d	9	10	1	10	19	0 -1 -1 1 0 0 0 1 1 0 1 0 -1 0 -1 -1 1	9 0 -1 1 -1 -4 -5 5 0 0 0 -2 -2 2 5 -4 5	12 -19 -1 -23 -15 8 2 -6 -1 4 3 6 -1 1 17 10 0	-1 0 1 1 1 -1 0 0 1 0 1 0 -1 1 0 0 0
28735	121746	0x1db92	9	10	1	10	18	0 -1 -1 1 0 0 1 0 0 -1 -1 1 0 1 0 -1 1	-2 -3 -6 1 0 3 3 -2 0 -4 0 -2 -1 2 -1 -1 -1	5 0 -4 -1 0 3 7 -1 -7 -6 0 -3 -2 4 1 -7 0	0 -1 0 2 -1 -2 0 1 -1 -1 -2 1 1 0 -1 1 1
28736	102338	0x18fc2	9	10	1	10	17	0 -1 -1 1 0 0 1 0 0 -1 0 1 -1 1 0 -1 1	2 -2 -5 0 0 1 0 1 0 -3 0 -3 -1 2 1 -2 1	-1 -23 -2 -6 -5 2 8 -9 -3 1 4 -4 7 0 5 4 1	0 -1 0 2 0 -2 1 1 -1 -1 -1 1 0 0 0 1 1
28737	124880	0x1e7d0	9	10	1	10	19	0 -1 -1 1 0 0 1 0 0 -1 0 1 1 0 -1 -1 1	0 -3 -1 0 1 1 3 -1 0 -2 0 -1 -1 1 0 0 -1	3 7 0 0 -1 1 0 1 -1 -1 -2 0 -2 0 0 -2 0	2 2 -2 0 -1 0 -1 -1 1 -1 -1 0 0 1 -1 1 1
28738	59565	0x0e8ad	9	10	1	10	19	0 -1 -1 1 0 0 1 0 0 0 -1 1 1 0 -1 -1 1	2 -2 -1 2 -1 -1 0 -1 0 0 1 0 -3 2 1 -2 1	7 -4 -2 -6 -2 4 4 -1 -3 -2 4 0 -3 3 5 -2 0	1 2 -1 -1 -2 1 -2 -1 2 0 0 -1 0 1 -1 1 0
28739	46338	0x0b502	9	10	1	10	16	0 -1 -1 1 0 0 1 0 0 0 0 1 -1 1 -1 -1 1	9 0 -1 2 -2 -5 -6 4 0 1 1 -2 -4 3 5 -5 5	3 -37 -1 -18 -11 5 7 -12 0 6 10 0 7 0 14 12 1	0 1 0 0 0 0 0 0 1 0 1 0 -1 1 0 1 0
28740	11871	0x02e5f	9	10	1	10	20	0 -1 -1 1 0 0 1 0 1 0 -1 1 0 0 -1 -1 1	5 -1 -3 3 -1 -2 -2 1 0 -1 1 -1 -3 2 3 -3 3	6 -4 -2 -9 -5 3 0 0 -1 -1 0 3 -3 0 6 2 0	-1 1 1 1 -1 0 -1 0 2 1 1 -1 0 1 0 0 0
28741	82210	0x14122	9	10	1	10	19	0 -1 -1 1 0 0 1 1 -1 -1 0 1 0 0 0 -1 1	2 -2 -3 0 -1 1 0 0 0 -1 0 -1 -1 2 0 -2 1	-5 -9 0 6 3 -1 5 -4 0 0 5 -6 5 -1 -3 -1 1	2 -1 -2 0 -2 -1 0 0 -1 -2 -2 0 0 0 -1 2 1
28742	108813	0x1a90d	9	10	1	10	18	0 -1 -1 1 0 0 1 1 0 -1 0 0 0 1 -1 -1 1	2 -2 -3 1 -1 0 0 0 0 -2 0 -1 -1 2 1 -2 1	13 14 -2 -10 -6 6 -2 5 -3 -3 -3 6 -10 3 7 -3 -1	1 0 -1 1 0 -2 0 0 -1 -2 -2 1 0 1 -2 1 1
28743	59712	0x0e940	9	10	1	10	20	0 -1 -1 1 0 0 1 1 0 0 -1 1 0 0 -1 -1 1	8 0 -2 4 -3 -4 -5 2 0 1 1 0 -4 3 4 -5 5	4 0 -1 -4 -1 2 -1 2 1 -1 3 2 -4 0 3 0 0	0 0 0 0 -2 0 -1 0 1 0 0 -1 0 1 -1 1 0
