priority_rank	orbit_mask	orbit_hex	group_addition_upper_bound	support_count	maximum_absolute_coefficient	coefficient_l1	minimal_unoriented_count	section_basis_w	direct_alternate_w	historical_alternate_w	short_basis_w
1	17315	0x043a3	0	1	1	1	3	0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0	-14 -4 0 -3 3 7 10 -7 0 -4 1 0 4 -3 -6 7 -8	20 -28 -8 -28 -13 12 17 -11 -16 -4 5 1 -2 13 21 -1 -1	1 3 -2 -2 0 1 -2 -1 1 -1 0 0 0 0 -1 0 0
2	1002	0x003ea	0	1	1	1	5	0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0	-13 -4 0 -4 4 7 10 -6 0 -4 1 -1 4 -3 -6 7 -8	7 -25 -5 -13 -6 5 13 -10 -10 -2 4 -3 4 7 10 0 0	2 3 -2 -1 0 1 -1 -1 1 -1 0 0 0 0 0 0 0
3	88362	0x1592a	0	1	1	1	4	0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0	-13 -4 -2 -3 4 8 11 -6 0 -6 0 -1 5 -3 -6 7 -8	6 13 -4 0 1 1 3 3 -8 -7 -7 0 -5 5 -1 -9 -1	2 1 -2 1 0 -1 0 0 -1 -2 -2 1 1 0 -1 0 1
4	17608	0x044c8	0	1	1	1	4	0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0	-14 -4 -1 -4 3 8 10 -7 0 -4 1 0 5 -3 -7 7 -8	15 -8 -6 -16 -7 8 9 -3 -11 -5 1 2 -5 9 12 -4 -1	2 2 -2 -1 0 0 -1 -1 0 -2 -1 0 0 0 -1 0 0
5	34315	0x0860b	1	2	1	2	4	-1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1	-6 -3 -3 -1 3 3 6 -2 1 -6 0 -3 2 0 -1 3 -3	4 -33 -5 -8 -3 5 19 -14 -10 -2 10 -9 8 10 8 -4 1	1 1 -2 -1 0 0 0 0 0 -1 -1 0 0 0 0 1 0
6	89280	0x15cc0	1	2	1	2	5	0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 1	-6 -3 -2 -2 4 3 5 -1 0 -5 0 -3 3 -1 -1 4 -3	7 -53 -5 -20 -10 8 22 -20 -11 1 13 -7 11 10 17 4 1	0 2 -2 -2 0 2 -1 -1 2 0 1 -1 -1 0 1 0 -1
7	65902	0x1016e	1	2	1	2	4	0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 1	-6 -3 -2 -1 3 3 5 -1 0 -5 0 -3 2 0 -1 3 -3	16 -40 -8 -22 -9 11 23 -15 -16 -5 11 -5 3 15 18 -4 0	0 1 -1 -1 0 1 -1 0 1 0 0 0 0 0 0 0 -1
8	105436	0x19bdc	1	2	1	2	4	0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 1	-6 -3 -1 -2 2 3 4 -2 0 -3 1 -2 2 0 -2 3 -3	7 -54 -6 -18 -7 8 23 -19 -11 0 17 -8 10 11 16 2 1	2 2 -3 -3 -1 2 -1 -1 1 -1 0 -1 -1 0 0 1 -1
9	1539	0x00603	1	2	1	2	4	0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 1	-9 -4 -4 -2 4 6 8 -3 0 -7 0 -3 4 -1 -3 5 -5	8 -20 -6 -10 -4 5 14 -8 -11 -5 3 -4 2 9 8 -5 0	1 1 -2 0 0 0 0 0 0 -1 -1 0 0 0 0 0 0
10	67966	0x1097e	1	2	1	2	3	0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 1	-7 -3 -4 0 2 4 5 -3 0 -5 1 -2 2 0 -2 3 -3	12 -31 -8 -16 -5 8 18 -10 -13 -6 9 -4 1 12 13 -5 0	0 1 -1 -1 -1 1 -1 0 1 0 0 -1 0 0 0 0 -1
11	89390	0x15d2e	1	2	1	2	4	0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 -1	-11 -2 1 -3 2 6 8 -6 0 -2 1 1 4 -4 -6 6 -7	2 12 -2 -1 0 -1 -3 4 -3 -3 -7 3 -4 0 -1 -2 -1	2 1 -1 1 0 -1 0 0 -1 -2 -1 1 1 0 -1 0 1
12	87249	0x154d1	1	2	1	2	5	0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 1	-6 -3 -2 -2 3 4 5 -2 0 -4 1 -2 3 -1 -2 4 -3	4 -44 -5 -14 -6 5 17 -15 -8 0 11 -6 9 7 12 3 1	1 2 -2 -2 -1 2 -1 -1 2 0 1 -2 -1 0 1 0 -1
13	125245	0x1e93d	1	2	1	2	3	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 1	-6 -3 -2 -3 3 4 5 -1 1 -4 0 -3 3 -1 -2 3 -3	-4 -49 -4 -3 1 2 21 -18 -7 0 16 -13 15 7 5 0 2	1 0 -1 -1 -1 1 0 0 1 0 0 -1 0 -1 1 1 -1
14	130629	0x1fe45	2	3	1	3	3	-1 -1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0	-3 -1 0 1 1 0 4 -2 1 -3 0 -1 -1 0 0 1 -2	2 2 -2 2 2 1 6 -2 -5 -3 1 -4 0 5 -1 -7 0	1 2 -1 0 0 0 -1 0 0 -1 -1 1 1 1 -1 1 1
15	58279	0x0e3a7	2	3	1	3	4	-1 -1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0	-4 -1 1 0 0 0 3 -3 1 -1 1 0 -1 0 -1 1 -2	11 -19 -4 -14 -6 8 12 -8 -8 -1 9 -2 0 9 12 -2 0	1 3 -1 -2 0 1 -2 -1 1 -1 0 0 0 1 -1 1 0
16	97912	0x17e78	2	3	1	3	3	-1 -1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0	-7 -2 -2 0 2 3 7 -4 1 -5 0 -1 1 -1 -2 3 -4	12 15 -4 -6 -3 5 3 3 -8 -6 -5 2 -8 7 4 -9 -1	0 2 0 1 1 -1 -1 0 0 -1 -1 1 1 1 -1 0 1
17	124106	0x1e4ca	2	3	1	3	4	-1 -1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0	-7 -2 -1 -1 1 3 6 -5 1 -3 1 0 1 -1 -3 3 -4	3 1 -2 -2 -1 2 3 -1 -3 -1 1 -1 -1 3 2 -3 0	2 3 -2 -1 0 0 -1 -1 0 -2 -1 0 0 1 -1 1 1
18	58240	0x0e380	2	3	1	3	5	-1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0	-7 -2 1 -1 1 2 5 -3 1 -3 1 -1 1 -1 -2 3 -4	7 -22 -5 -11 -3 5 12 -8 -8 -2 8 -3 2 8 9 -2 0	2 4 -2 -2 0 2 -2 -1 1 -1 0 0 0 1 -1 1 0
19	121093	0x1d905	2	3	1	3	3	-1 0 -1 0 0 0 0 0 0 1 0 0 0 0 0 0 0	-7 -2 -1 -1 2 3 7 -5 1 -3 0 0 1 -1 -3 3 -4	6 3 -2 -1 -1 4 8 -3 -7 -3 1 -4 -1 7 2 -8 0	1 0 -1 0 0 -2 0 0 -1 -2 -2 1 1 0 -1 1 1
20	38415	0x0960f	2	3	1	3	5	-1 0 0 -1 0 0 0 0 0 1 0 0 0 0 0 0 0	-8 -1 0 -1 3 2 7 -4 2 -4 0 -1 2 -2 -2 4 -4	-3 -11 -2 7 6 0 12 -7 -5 -2 8 -10 6 8 -3 -9 1	1 1 -1 -1 0 0 0 0 0 -1 -1 0 1 0 0 1 0
21	117967	0x1cccf	2	3	1	3	6	-1 0 0 -1 0 0 0 1 0 0 0 0 0 0 0 0 0	-8 -1 -2 0 3 3 8 -4 2 -6 -1 -1 3 -2 -2 4 -4	-4 27 -1 20 13 -4 2 6 -3 -7 -3 -7 -3 6 -14 -18 0	1 -1 -1 1 0 -2 1 1 -2 -2 -3 1 2 0 -1 1 1
22	33761	0x083e1	2	3	1	3	4	-1 0 0 0 0 -1 0 0 0 1 0 0 0 0 0 0 0	-7 -2 1 -2 3 2 6 -3 1 -3 0 -1 2 -2 -2 4 -4	1 -33 -2 -8 -4 4 16 -15 -7 2 10 -8 10 7 8 1 1	1 2 -2 -2 0 1 -1 -1 1 -1 0 0 0 0 0 1 0
23	121121	0x1d921	2	3	1	3	5	-1 0 0 0 0 -1 0 1 0 0 0 0 0 0 0 0 0	-7 -2 -1 -1 3 3 7 -3 1 -5 -1 -1 3 -2 -2 4 -4	0 5 -1 5 3 0 6 -2 -5 -3 -1 -5 1 5 -3 -8 0	1 0 -2 0 0 -1 0 0 -1 -2 -2 1 1 0 -1 1 1
24	56911	0x0de4f	2	3	1	3	3	-1 0 0 0 0 0 -1 0 0 1 0 0 0 0 0 0 0	-7 -2 1 -1 2 2 6 -3 1 -3 0 -1 1 -1 -2 3 -4	10 -20 -5 -10 -3 7 17 -10 -12 -4 8 -6 2 12 9 -7 0	1 1 -1 -1 0 0 -1 0 0 -1 -1 1 1 0 -1 1 0
25	99471	0x1848f	2	3	1	3	3	-1 0 0 0 0 0 -1 1 0 0 0 0 0 0 0 0 0	-7 -2 -1 0 2 3 7 -3 1 -5 -1 -1 2 -1 -2 3 -4	9 18 -4 3 4 3 7 3 -10 -9 -3 -3 -7 10 -2 -16 -1	1 -1 -1 1 0 -2 0 1 -2 -2 -3 2 2 0 -2 1 1
26	117693	0x1cbbd	2	3	1	3	2	-1 0 0 0 0 0 0 0 0 0 -1 1 0 0 0 0 0	-7 -2 -2 1 2 3 7 -4 1 -5 0 -1 1 -1 -2 3 -4	-3 10 -3 12 9 -3 6 1 -6 -7 -2 -7 0 5 -9 -13 0	1 0 -1 1 -1 -1 0 1 -1 -1 -2 1 2 0 -1 1 1
27	93489	0x16d31	2	3	1	3	4	-1 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 1 0	-7 -2 -2 0 2 3 6 -4 0 -5 1 -1 2 -1 -2 4 -4	12 -5 -5 -16 -9 6 6 -3 -9 -3 -3 3 -4 7 11 -2 -1	1 2 -2 0 1 -1 0 0 -1 -2 -1 1 0 1 -1 0 1
28	112847	0x1b8cf	2	3	1	3	4	-1 0 0 0 0 0 0 0 0 0 0 0 -1 0 1 0 0	-11 -3 -4 -3 3 7 9 -5 1 -6 0 -2 4 -2 -5 5 -6	-4 -20 -4 3 2 0 14 -10 -8 -3 4 -10 9 5 -1 -5 1	1 -1 -1 1 0 -2 1 1 -2 -2 -2 1 1 -1 0 1 1
29	119005	0x1d0dd	2	3	1	3	5	-1 0 0 0 0 0 0 0 0 0 0 0 -1 1 0 0 0	-7 -2 -2 -1 2 3 6 -3 1 -5 0 -2 2 -1 -2 3 -4	4 -10 -4 -5 -2 3 10 -6 -8 -3 2 -4 2 7 4 -5 0	1 0 -1 1 1 -2 1 1 -2 -2 -2 2 1 0 -1 1 1
30	91342	0x164ce	2	3	1	3	4	-1 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 1 0	-10 -3 -1 -1 3 5 9 -6 0 -5 1 0 3 -2 -4 6 -6	10 5 -4 -9 -5 4 4 0 -8 -4 -5 2 -5 6 6 -5 -1	2 3 -3 -1 0 0 -1 -1 0 -2 -1 0 0 1 -1 0 1
31	12319	0x0301f	2	3	1	3	4	-1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 -1	-4 0 1 1 0 1 4 -4 0 -1 0 2 0 -1 -2 2 -3	6 49 1 5 1 -1 -13 15 0 -4 -16 8 -14 -1 -6 -8 -2	1 1 -1 1 1 -2 0 0 -2 -2 -2 2 1 1 -2 0 2
32	58849	0x0e5e1	2	3	1	3	4	-1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 -1	-8 -1 -1 -2 1 5 7 -5 1 -2 -1 1 2 -2 -5 3 -5	-10 34 2 24 12 -7 -5 8 1 -4 -9 -5 -1 -3 -18 -11 0	1 -2 0 2 0 -3 1 1 -3 -2 -3 2 2 -1 -1 1 2
33	33804	0x0840c	2	3	1	3	3	-1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1	1 -1 -2 1 1 -1 1 1 1 -3 -1 -2 -1 2 2 -1 1	0 -12 -1 3 2 2 11 -7 -4 -1 7 -8 5 6 0 -6 1	0 0 -1 -1 0 0 0 0 0 0 -1 0 0 0 0 1 0
34	103954	0x19612	2	3	1	3	3	-1 0 0 0 0 0 0 0 0 0 0 1 0 -1 0 0 0	-6 -2 0 -1 3 3 7 -3 1 -4 0 -1 2 -2 -2 4 -4	-11 -3 0 14 8 -6 5 -4 -1 -1 0 -9 8 0 -10 -5 1	2 1 -2 0 -1 0 0 0 0 -1 -1 0 1 0 0 1 1
35	101746	0x18d72	2	3	1	3	2	-1 0 0 0 0 0 0 0 0 0 1 0 -1 0 0 0 0	-6 -2 0 -3 3 3 6 -2 1 -4 0 -2 3 -2 -2 4 -4	-4 -23 -1 -3 -3 0 9 -11 -3 3 4 -6 10 2 3 3 1	2 1 -2 0 1 -1 1 0 -1 -2 -1 1 0 0 0 1 1
36	126111	0x1ec9f	2	3	1	3	2	-1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0	7 2 -1 0 -1 -3 -4 4 1 1 -2 -1 -2 2 3 -4 4	-18 -1 6 20 7 -7 -1 -4 8 6 2 -9 12 -7 -13 2 2	-1 -3 1 1 1 -2 2 1 -2 0 -1 1 0 -1 1 1 1
37	50368	0x0c4c0	2	3	1	3	4	-1 0 0 0 0 0 0 0 0 1 0 -1 0 0 0 0 0	-11 -3 0 -3 2 5 8 -6 1 -3 1 0 3 -2 -5 5 -6	11 -21 -5 -14 -6 8 14 -9 -10 -2 8 -3 1 10 12 -3 0	2 2 -2 -2 0 0 -1 -1 0 -2 -1 0 0 0 -1 1 0
38	73680	0x11fd0	2	3	1	3	5	-1 0 0 0 0 0 0 0 1 0 0 0 -1 0 0 0 0	-7 -2 -3 -1 3 4 7 -3 1 -6 0 -2 3 -2 -2 4 -4	1 0 -3 -1 -1 0 4 -2 -5 -3 -4 -2 1 3 0 -4 0	0 0 0 2 1 -2 1 1 -1 -1 -1 1 1 0 0 0 1
39	71215	0x1162f	2	3	1	3	3	-1 0 0 0 0 0 0 0 1 0 0 0 0 -1 0 0 0	-10 -3 -2 -2 4 6 10 -5 1 -6 0 -1 4 -3 -4 6 -6	-1 10 -2 6 3 -2 2 1 -4 -4 -6 -3 0 2 -5 -7 0	1 1 -1 1 0 -1 0 0 0 -1 -1 0 1 0 0 0 1
40	97853	0x17e3d	2	3	1	3	3	-1 0 0 0 0 0 0 0 1 0 0 0 0 0 -1 0 0	-6 -2 0 0 3 2 7 -3 1 -5 0 -1 2 -2 -1 4 -4	7 20 -2 -2 -1 1 -2 5 -4 -4 -8 3 -7 4 0 -7 -1	1 2 -1 1 1 -1 0 0 0 -1 -1 1 1 1 -1 0 1
41	17150	0x042fe	2	3	1	3	4	-1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 -1	-4 0 0 0 1 2 5 -3 1 -2 -1 1 1 -2 -2 2 -3	-5 54 3 20 9 -7 -15 16 4 -4 -17 3 -9 -5 -17 -10 -1	0 -1 1 3 1 -3 1 1 -2 -1 -2 2 2 0 -1 0 2
42	73277	0x11e3d	2	3	1	3	4	-1 0 0 0 0 0 0 1 -1 0 0 0 0 0 0 0 0	-7 -2 0 -1 1 3 6 -4 1 -3 0 0 2 -1 -3 3 -4	0 4 -2 7 6 0 7 -1 -5 -4 3 -6 0 6 -4 -10 0	3 0 -3 -1 -1 -1 0 0 -2 -3 -3 1 1 0 -2 2 1
43	101535	0x18c9f	2	3	1	3	3	-1 0 0 0 0 0 0 1 0 0 -1 0 0 0 0 0 0	-8 -2 -3 1 1 4 7 -5 1 -5 0 0 2 -1 -3 3 -4	5 27 -4 9 8 0 2 8 -7 -10 -5 -2 -9 7 -7 -17 -1	1 -1 -1 1 -1 -2 0 1 -2 -2 -3 1 2 0 -2 1 1
44	105984	0x19e00	2	3	1	3	2	-1 0 0 0 0 0 0 1 0 0 0 -1 0 0 0 0 0	-11 -3 -2 -2 2 6 9 -6 1 -5 0 0 4 -2 -5 5 -6	10 17 -4 -1 1 4 4 4 -8 -7 -3 0 -8 8 1 -12 -1	2 0 -2 0 0 -2 0 0 -2 -3 -3 1 1 0 -2 1 1
45	93404	0x16cdc	2	3	1	3	5	-1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 -1 0	-7 -2 -1 -2 2 4 7 -3 2 -4 -1 -1 3 -2 -3 3 -4	-11 9 0 22 14 -6 5 0 -1 -4 2 -11 5 2 -15 -12 1	2 -2 -1 1 -1 -2 1 1 -2 -2 -3 1 2 -1 -1 2 1
46	34273	0x085e1	2	3	1	3	3	-1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 -1	-1 1 1 1 -1 0 2 -2 1 0 -1 2 0 -1 -1 0 -1	-7 58 4 25 13 -8 -16 18 6 -4 -14 2 -10 -5 -20 -12 -1	1 -2 0 2 0 -3 1 1 -3 -2 -3 2 2 0 -2 1 2
47	119090	0x1d132	2	3	1	3	3	-1 0 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0	-11 -3 -3 -1 2 6 9 -7 1 -5 1 0 3 -2 -5 5 -6	-2 9 -3 8 6 -2 3 2 -4 -5 -2 -4 -1 3 -6 -9 0	2 1 -2 0 -1 -1 0 0 -1 -2 -2 0 1 0 -1 1 1
48	99682	0x18562	2	3	1	3	4	-1 0 0 0 0 0 1 0 0 0 0 0 -1 0 0 0 0	-7 -2 -2 -2 2 4 6 -4 1 -4 1 -1 3 -2 -3 4 -4	-8 -14 -1 3 1 -3 4 -6 0 2 2 -5 8 -1 -2 2 1	2 1 -2 0 0 -1 1 0 -1 -2 -1 0 0 0 0 1 1
49	124047	0x1e48f	2	3	1	3	4	-1 0 0 0 0 0 1 0 0 0 0 0 0 0 -1 0 0	-6 -2 1 -1 2 2 6 -4 1 -3 1 0 2 -2 -2 4 -4	-2 6 0 2 1 -2 -2 1 1 1 -2 0 0 0 -2 -1 0	3 3 -3 -1 0 0 0 -1 0 -2 -1 0 0 1 -1 1 1
50	55372	0x0d84c	2	3	1	3	4	-1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 -1	-4 0 1 -1 0 2 4 -4 1 0 0 2 1 -2 -3 2 -3	-14 40 5 24 11 -10 -15 12 9 1 -11 0 -2 -9 -19 -4 0	2 0 -1 1 0 -2 1 0 -2 -2 -2 1 1 0 -1 1 2
51	119091	0x1d133	2	3	1	3	4	-1 0 0 0 0 1 0 0 0 0 0 0 0 -1 0 0 0	-10 -3 -1 -2 2 6 9 -6 1 -4 1 0 3 -2 -5 5 -6	-1 9 -3 8 6 -2 3 2 -4 -5 -2 -4 -1 3 -6 -9 0	3 1 -2 0 -1 -1 0 0 -1 -2 -2 0 1 0 -1 1 1
52	112929	0x1b921	2	3	1	3	5	-1 0 0 0 0 1 0 0 0 0 0 0 0 0 -1 0 0	-6 -2 1 0 1 2 6 -4 1 -3 1 0 1 -1 -2 3 -4	7 19 -3 0 2 1 -1 6 -4 -5 -4 2 -8 5 -1 -9 -1	3 2 -2 0 0 -1 0 0 -1 -2 -2 1 1 1 -2 1 1
53	34274	0x085e2	2	3	1	3	5	-1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 -1	-4 0 1 0 -1 2 4 -4 1 0 0 2 0 -1 -3 1 -3	-5 53 2 22 12 -7 -14 17 4 -5 -13 2 -10 -4 -18 -12 -1	2 -1 0 2 0 -3 1 1 -3 -2 -3 2 2 0 -2 1 2
54	104808	0x19968	2	3	1	3	4	-1 0 0 0 1 -1 0 0 0 0 0 0 0 0 0 0 0	-6 -2 -1 -2 4 3 7 -2 1 -5 -1 -2 3 -2 -2 4 -4	-13 8 2 20 10 -7 2 -1 1 -1 -2 -9 7 -1 -14 -7 1	2 0 -2 1 0 -1 1 0 -1 -2 -2 1 1 0 0 1 1
55	115910	0x1c4c6	2	3	1	3	4	-1 0 0 0 1 0 -1 0 0 0 0 0 0 0 0 0 0	-6 -2 -1 -1 3 3 7 -2 1 -5 -1 -2 2 -1 -2 3 -4	-4 21 -1 18 11 -4 3 4 -4 -7 -4 -7 -1 4 -13 -15 0	2 -1 -1 2 0 -2 1 1 -2 -2 -3 2 2 0 -1 1 1
56	89716	0x15e74	2	3	1	3	3	-1 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 0	-6 -2 0 -2 2 3 6 -3 1 -3 0 -1 2 -1 -3 3 -4	-13 7 1 22 13 -7 3 0 1 -2 2 -10 6 0 -15 -9 1	4 0 -3 0 -1 -1 1 0 -2 -3 -3 1 1 0 -1 2 1
57	122441	0x1de49	2	3	1	3	2	-1 0 0 0 1 0 0 0 0 0 0 -1 0 0 0 0 0	-10 -3 -2 -3 3 6 9 -5 1 -5 0 -1 4 -2 -5 5 -6	-3 20 -1 14 8 -3 0 5 -2 -5 -4 -4 -2 2 -10 -11 0	3 0 -2 1 0 -2 1 0 -2 -3 -3 1 1 0 -1 1 1
58	102777	0x19179	2	3	1	3	4	-1 0 0 0 1 0 0 0 0 0 0 0 0 -1 0 0 0	-6 -2 -1 -2 3 4 7 -3 1 -4 0 -1 3 -2 -3 4 -4	-16 17 2 26 14 -10 -3 4 4 -2 -4 -8 5 -4 -19 -8 1	3 0 -2 1 -1 -1 1 0 -1 -2 -2 0 1 0 0 1 1
59	129387	0x1f96b	2	3	1	3	6	-1 0 0 0 1 0 0 0 0 0 0 0 0 0 -1 0 0	-2 -1 1 0 2 0 4 -1 1 -3 0 -1 1 -1 0 2 -2	-8 27 2 18 10 -7 -7 8 4 -2 -6 -2 -2 -2 -14 -8 0	3 1 -2 1 0 -1 1 0 -1 -2 -2 1 1 1 -1 1 1
60	50600	0x0c5a8	2	3	1	3	4	-1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 -1	0 1 1 0 0 0 2 -1 1 0 -1 1 0 -1 -1 0 -1	-20 61 7 40 20 -15 -20 19 12 -2 -15 -2 -4 -11 -31 -11 0	2 -2 0 3 0 -3 2 1 -3 -2 -3 2 2 0 -1 1 2
61	104818	0x19972	2	3	1	3	2	-1 0 0 1 0 0 0 0 0 0 -1 0 0 0 0 0 0	-10 -4 -2 -1 1 6 8 -6 0 -4 1 0 2 -1 -5 4 -6	11 0 -6 -9 -3 5 8 -1 -11 -7 -2 0 -5 7 6 -7 -1	2 1 -2 0 -1 -1 -1 0 -1 -2 -2 1 1 0 -2 1 1
62	115933	0x1c4dd	2	3	1	3	3	-1 0 0 1 0 0 0 0 0 0 0 0 0 -1 0 0 0	-9 -4 0 -3 2 6 8 -5 0 -3 1 0 3 -2 -5 5 -6	3 -13 -3 -7 -4 2 7 -6 -6 -1 0 -2 3 2 5 1 0	3 2 -3 -1 -1 0 -1 -1 0 -2 -1 0 0 0 -1 1 1
63	109775	0x1accf	2	3	1	3	5	-1 0 0 1 0 0 0 0 0 0 0 0 0 0 -1 0 0	-5 -3 2 -1 1 2 5 -3 0 -2 1 0 1 -1 -2 3 -4	11 -3 -3 -15 -8 5 3 -2 -6 -1 -2 4 -4 4 10 1 -1	3 3 -3 -1 0 0 -1 -1 0 -2 -1 1 0 1 -2 1 1
64	68560	0x10bd0	2	3	1	3	3	-1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0	11 2 -1 3 -3 -5 -7 5 0 2 -1 0 -4 3 5 -6 6	-4 19 4 5 -1 -3 -11 6 7 3 -8 4 -2 -8 -5 4 0	-2 -2 2 2 1 -2 1 1 -1 1 0 1 0 0 0 0 1
65	54904	0x0d678	2	3	1	3	3	-1 0 1 0 0 0 0 0 0 0 -1 0 0 0 0 0 0	-11 -3 -1 -1 2 5 8 -5 1 -5 1 -1 3 -2 -4 5 -6	2 -14 -6 -1 4 1 12 -5 -9 -6 5 -6 2 8 1 -8 0	2 2 -2 -1 -1 1 -1 0 0 -1 -1 0 1 0 -1 1 0
66	33320	0x08228	2	3	1	3	4	-1 0 1 0 0 0 0 0 0 0 0 0 -1 0 0 0 0	-7 -2 0 -2 2 3 5 -2 1 -4 1 -2 3 -2 -2 4 -4	-4 -37 -4 -6 -1 0 13 -13 -5 1 9 -7 11 4 5 3 1	2 2 -2 -1 0 1 0 0 0 -1 0 0 0 0 0 1 0
67	35799	0x08bd7	2	3	1	3	4	-1 0 1 0 0 0 0 0 0 0 0 0 0 -1 0 0 0	-10 -3 1 -3 3 5 8 -4 1 -4 1 -1 4 -3 -4 6 -6	-6 -27 -3 1 3 -2 11 -10 -4 0 7 -8 10 3 0 0 1	3 3 -3 -2 -1 2 -1 -1 1 -1 0 -1 0 0 0 1 0
68	13883	0x0363b	2	3	1	3	4	-1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0	10 3 1 4 -3 -7 -8 5 0 2 0 0 -4 3 6 -5 6	-2 0 2 -2 -2 -1 -5 1 5 4 0 3 0 -3 1 5 0	-1 1 0 -1 1 1 0 0 0 1 1 0 -1 1 0 0 0
69	17626	0x044da	2	3	1	3	5	-1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0	10 3 0 3 -2 -6 -7 6 1 1 -1 -1 -3 2 6 -5 6	-13 5 4 13 6 -7 -7 2 9 4 -1 -2 5 -7 -10 3 1	-2 -1 2 1 1 0 1 1 0 2 1 0 0 0 1 0 0
70	56936	0x0de68	2	3	1	3	3	-1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0	10 3 1 2 -3 -6 -8 5 1 3 0 0 -3 2 5 -5 6	-22 -9 6 17 8 -10 -7 -2 14 9 5 -5 12 -11 -12 9 2	0 0 0 -1 0 1 1 0 0 1 1 -1 -1 0 1 1 0
71	33734	0x083c6	2	3	1	3	3	-1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0	10 3 1 3 -4 -6 -8 5 1 3 0 0 -4 3 5 -6 6	-13 4 3 15 9 -7 -6 3 9 3 3 -3 4 -6 -11 1 1	0 -1 1 0 0 0 1 1 -1 1 0 0 0 0 0 1 0
72	38440	0x09628	2	3	1	3	3	-1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0	11 2 2 2 -4 -6 -9 6 0 4 0 0 -4 3 5 -6 6	-9 -18 3 0 -1 -3 -2 -5 7 7 5 -1 8 -7 0 11 1	0 0 0 -1 0 1 0 0 0 1 1 0 -1 0 0 1 0
73	112778	0x1b88a	2	3	1	3	4	-1 1 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0	-10 -3 -2 -3 4 6 9 -4 1 -6 0 -2 5 -3 -4 6 -6	-9 -15 -2 7 4 -4 9 -8 -4 -1 1 -9 10 2 -5 -3 1	2 -1 -2 1 0 -2 2 1 -2 -2 -2 1 1 -1 0 1 1
74	58788	0x0e5a4	2	3	1	3	5	-1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1	-7 -1 1 -2 2 4 7 -4 1 -2 -1 1 3 -3 -4 4 -5	-15 39 4 28 14 -11 -10 10 5 -2 -12 -4 0 -6 -22 -9 0	2 -2 -1 2 0 -3 2 1 -3 -2 -3 2 2 -1 -1 1 2
75	110965	0x1b175	2	3	1	3	5	-1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0	7 2 -1 2 -1 -4 -4 4 1 0 -2 -1 -2 2 4 -4 4	-15 17 5 22 10 -8 -5 3 7 2 -3 -6 5 -5 -16 -4 1	-1 -4 1 2 1 -3 3 2 -3 0 -2 2 1 -1 0 1 1
76	93429	0x16cf5	2	3	1	3	5	0 -1 -1 0 0 0 0 0 0 0 1 0 0 0 0 0 0	-6 -2 0 -2 2 3 6 -4 0 -2 0 0 1 -1 -3 3 -4	15 8 -2 -13 -9 8 3 0 -7 -2 -3 4 -7 6 10 -3 -1	1 2 -1 0 1 -1 -1 -1 0 -2 -1 1 0 1 -1 0 1
