priority_rank	orbit_mask	orbit_hex	group_addition_upper_bound	support_count	maximum_absolute_coefficient	coefficient_l1	minimal_unoriented_count	section_basis_w	direct_alternate_w	historical_alternate_w	short_basis_w
27843	42968	0x0a7d8	9	9	2	10	4	0 0 -1 -1 0 0 -1 0 0 2 1 0 -1 -1 0 1 -1	-5 1 4 -1 2 0 4 -4 0 1 1 2 1 -3 -2 4 -3	13 0 -1 -16 -10 7 2 -2 -5 1 -1 5 -5 6 12 1 -1	0 2 0 -1 1 0 -1 -1 1 -1 1 0 0 1 0 -1 0
27844	65963	0x101ab	9	9	2	10	5	0 0 -1 -1 0 0 -1 1 -1 0 2 0 -1 0 1 1 0	3 2 -1 0 1 -2 -1 2 0 -1 -2 -1 0 1 2 -1 2	3 7 2 1 -3 3 3 -2 -2 1 -1 -2 0 4 1 -4 0	-1 -3 0 1 2 -3 2 1 -3 -2 -2 2 0 0 0 0 1
27845	128231	0x1f4e7	9	9	2	10	2	0 0 -1 -1 0 0 -1 1 0 1 1 0 -2 0 0 1 -1	-2 2 1 1 1 -1 2 -2 0 -1 0 1 1 -2 0 2 -1	14 28 -1 -10 -7 5 -6 8 -4 -3 -10 9 -13 5 6 -5 -2	-1 -1 1 2 2 -3 1 1 -2 -2 -1 2 1 1 -1 -1 1
27846	74009	0x12119	9	9	2	10	3	0 0 -1 -1 0 0 -1 1 0 1 1 0 -2 0 1 0 -1	-6 1 -1 -2 2 3 5 -3 1 -2 -1 0 3 -3 -3 3 -3	-2 13 0 9 4 -1 2 1 -3 -3 -3 -4 0 3 -6 -8 0	-1 -4 2 3 1 -4 2 2 -3 -2 -2 2 2 -1 0 0 1
27847	84235	0x1490b	9	9	2	10	2	0 0 -1 -1 0 0 -1 1 0 1 1 0 -2 1 0 0 -1	-2 2 1 0 1 -1 2 -1 1 -1 -1 0 1 -2 0 1 -1	6 23 0 1 0 2 -2 5 -3 -3 -5 2 -7 5 -1 -8 -1	-1 -3 2 3 2 -4 2 2 -3 -2 -2 3 2 0 -1 0 1
27848	67131	0x1063b	9	9	2	10	3	0 0 -1 -1 0 0 -1 1 0 1 1 1 -2 0 0 0 -1	2 3 2 1 1 -3 0 1 1 0 -1 0 0 -2 2 0 1	-7 20 3 13 6 -5 -5 4 3 0 -5 -2 0 -1 -10 -5 0	-1 -3 2 3 1 -3 2 2 -2 -1 -1 2 2 0 0 0 1
27849	23830	0x05d16	9	9	2	10	3	0 0 -1 -1 0 0 -1 1 0 2 1 -1 -1 0 0 0 -1	-6 1 3 -2 1 1 4 -4 1 1 0 2 2 -3 -3 3 -3	13 12 -1 -8 -4 7 2 2 -5 -2 1 3 -8 8 7 -6 -1	0 -1 1 0 1 -2 0 0 -1 -2 -1 1 1 0 -1 0 0
27850	114982	0x1c126	9	9	2	10	2	0 0 -1 -1 0 0 0 1 -1 1 0 1 -2 1 0 0 -1	1 3 1 2 -1 -3 -1 -1 1 1 0 1 -1 -1 1 -1 1	-8 19 2 15 9 -5 -4 5 3 -1 -1 -3 -1 0 -11 -7 0	0 -3 1 2 0 -3 2 2 -3 -2 -2 2 2 0 -1 1 1
27851	119737	0x1d3b9	9	9	2	10	3	0 0 -1 -1 0 0 0 1 -1 1 1 0 -2 1 0 0 -1	-2 2 2 -1 0 -1 1 -2 1 1 0 1 1 -2 -1 1 -1	-3 9 2 5 2 -1 -2 1 2 2 1 -1 0 1 -3 -2 0	1 -2 0 1 1 -3 2 1 -3 -3 -2 2 1 0 -1 1 1
27852	105609	0x19c89	9	9	2	10	4	0 0 -1 -1 0 0 0 1 -1 1 1 1 -2 0 0 0 -1	2 3 3 0 0 -3 -1 0 1 2 0 1 0 -2 1 0 1	-16 6 5 17 8 -8 -5 0 8 5 1 -5 7 -5 -12 1 1	1 -2 0 1 0 -2 2 1 -2 -2 -1 1 1 0 0 1 1
27853	65960	0x101a8	9	9	2	10	5	0 0 -1 -1 0 1 -1 0 -1 0 2 0 -1 0 1 1 0	0 1 -1 -1 1 0 1 0 0 -1 -1 -1 0 1 0 0 0	5 2 0 -2 -4 4 5 -3 -4 0 0 -2 0 5 3 -4 0	0 -2 0 1 2 -3 2 1 -3 -2 -2 2 0 0 0 0 1
27854	67128	0x10638	9	9	2	10	5	0 0 -1 -1 0 1 -1 0 0 1 1 1 -2 0 0 0 -1	-1 2 2 0 1 -1 2 -1 1 0 0 0 0 -2 0 1 -1	-5 15 1 10 5 -4 -3 3 1 -1 -4 -2 0 0 -8 -5 0	0 -2 2 3 1 -3 2 2 -2 -1 -1 2 2 0 0 0 1
27855	116516	0x1c724	9	9	2	10	4	0 0 -1 -1 0 1 -1 1 -1 0 1 1 -2 0 0 0 0	-7 -1 -1 -1 3 3 7 -3 1 -5 0 -2 3 -2 -2 4 -4	1 -1 -4 5 5 0 10 -3 -8 -6 2 -7 1 9 -3 -12 0	2 -2 -1 2 0 -3 2 2 -3 -3 -3 2 2 0 -1 1 1
27856	111702	0x1b456	9	9	2	10	5	0 0 -1 -1 0 1 -1 1 -1 0 2 0 -1 0 1 0 0	3 2 -1 -1 0 -1 -1 2 1 0 -2 -1 0 1 1 -2 2	-8 11 3 18 8 -3 2 0 2 0 2 -8 4 1 -11 -8 1	0 -5 1 2 1 -4 3 2 -4 -2 -3 2 1 -1 0 1 1
27857	51289	0x0c859	9	9	2	10	4	0 0 -1 -1 0 1 -1 1 -1 1 0 1 -2 0 0 0 0	-5 0 -1 1 1 1 4 -3 1 -3 1 -1 1 -1 -1 2 -2	5 -12 -6 -1 4 3 14 -5 -10 -7 8 -7 0 12 2 -12 0	1 -2 0 1 -1 -2 1 2 -2 -2 -2 1 2 0 -1 1 0
27858	56006	0x0dac6	9	9	2	10	2	0 0 -1 -1 0 1 -1 1 -1 1 1 0 -2 0 0 0 0	-8 -1 0 -2 2 3 6 -4 1 -3 1 -1 3 -2 -3 4 -4	10 -22 -6 -11 -3 7 16 -9 -11 -4 10 -5 1 13 10 -7 0	2 -1 -1 0 0 -2 1 1 -2 -3 -2 1 1 0 -1 1 0
27859	100741	0x18985	9	9	2	10	2	0 0 -1 -1 0 1 0 0 -2 0 1 1 -1 0 1 1 0	3 2 -1 1 -1 -2 -2 0 0 1 0 0 -2 2 1 -2 2	-9 -2 2 12 5 -3 3 -3 2 2 4 -7 6 0 -7 -3 1	1 -2 -1 0 0 -2 2 1 -3 -2 -2 1 0 0 0 1 1
27860	114981	0x1c125	9	9	2	10	3	0 0 -1 -1 0 1 0 0 -1 1 0 1 -2 1 0 0 -1	-2 2 1 1 -1 -1 1 -3 1 1 1 1 -1 -1 -1 0 -1	-6 14 0 12 8 -4 -2 4 1 -2 0 -3 -1 1 -9 -7 0	1 -2 1 2 0 -3 2 2 -3 -2 -2 2 2 0 -1 1 1
27861	105610	0x19c8a	9	9	2	10	4	0 0 -1 -1 0 1 0 0 -1 1 1 1 -2 0 0 0 -1	-1 2 3 -1 0 -1 1 -2 1 2 1 1 0 -2 -1 1 -1	-14 1 3 14 7 -7 -3 -1 6 4 2 -5 7 -4 -10 1 1	2 -1 0 1 0 -2 2 1 -2 -2 -1 1 1 0 0 1 1
27862	50762	0x0c64a	9	9	2	10	5	0 0 -1 -1 0 1 0 1 -1 0 1 1 -2 0 0 0 -1	-1 2 1 0 0 0 2 -2 1 0 0 1 1 -2 -1 1 -1	-15 39 4 27 14 -11 -13 12 8 -1 -9 -2 -2 -6 -21 -8 0	2 -3 0 3 0 -4 3 2 -4 -3 -3 2 2 0 -1 1 2
27863	62964	0x0f5f4	9	9	2	10	5	0 0 -1 -1 0 1 0 1 -1 1 0 1 -2 0 -1 0 0	-1 1 1 2 0 -2 1 -2 1 -1 2 0 0 -1 1 1 0	1 -6 -3 -1 3 0 4 -1 -2 -2 6 -2 -1 6 1 -5 0	2 0 -1 0 -1 -1 1 1 -1 -2 -1 0 1 1 -1 1 0
27864	117047	0x1c937	9	9	2	10	3	0 0 -1 -1 0 1 0 1 -1 1 0 1 -2 0 0 0 -1	1 3 1 2 -2 -2 -1 -2 1 2 1 2 -1 -1 0 -1 1	-11 28 2 21 13 -8 -9 10 6 -2 -3 -2 -3 -3 -16 -8 0	1 -3 1 2 -1 -3 2 2 -3 -2 -2 1 2 0 -1 1 1
27865	121768	0x1dba8	9	9	2	10	4	0 0 -1 -1 0 1 0 1 -1 1 1 0 -2 0 0 0 -1	-2 2 2 -1 -1 0 1 -3 1 2 1 2 1 -2 -2 1 -1	-6 18 2 11 6 -4 -7 6 5 1 -1 0 -2 -2 -8 -3 0	2 -2 0 1 0 -3 2 1 -3 -3 -2 1 1 0 -1 1 1
27866	47677	0x0ba3d	9	9	2	10	5	0 0 -1 -1 1 -1 -1 0 0 2 0 0 -1 0 0 1 -1	-2 2 2 1 2 -2 2 -2 0 0 0 1 0 -2 0 2 -1	6 21 1 0 -1 2 -3 5 -2 -2 -5 3 -7 4 0 -6 -1	-1 0 1 1 1 -1 0 0 0 -1 0 1 1 1 0 -1 0
27867	32033	0x07d21	9	9	2	10	4	0 0 -1 -1 1 0 -1 0 -1 2 0 0 -1 0 0 1 -1	-2 2 3 1 0 -2 1 -3 0 2 1 2 -1 -1 -1 1 -1	6 20 0 2 2 2 -2 6 -2 -3 -1 2 -8 5 -1 -8 -1	1 0 0 0 0 -1 0 0 -1 -2 -1 1 1 1 -1 0 0
27868	92638	0x169de	9	9	2	10	3	0 0 -1 0 -1 0 -1 1 0 0 2 1 -1 -1 1 0 0	4 1 0 -1 1 -1 -1 3 0 0 -2 -1 0 0 2 -1 2	-2 -21 2 -5 -7 2 8 -12 -2 5 2 -5 10 0 5 6 1	-2 -3 1 1 1 -2 1 1 -1 0 0 1 0 -1 1 0 1
27869	28508	0x06f5c	9	9	2	10	2	0 0 -1 0 -1 0 -1 1 0 1 1 1 -2 0 -1 0 0	-3 -1 3 0 2 -1 3 -1 0 -2 1 -1 1 -2 1 3 -2	24 -44 -7 -42 -22 15 18 -17 -15 1 8 4 0 14 31 7 -1	0 2 -1 -1 1 0 -1 0 1 -1 1 1 0 1 -1 0 0
27870	86943	0x1539f	9	9	2	10	4	0 0 -1 0 -1 0 -1 1 0 1 1 1 -2 0 0 0 -1	-1 1 3 0 0 -1 1 -1 0 1 0 1 0 -2 0 1 -1	12 -10 -2 -20 -12 7 5 -6 -7 1 -1 4 -2 5 14 4 -1	-1 -1 1 1 1 -2 0 1 -1 -1 0 2 1 0 -1 0 1
27871	125411	0x1e9e3	9	9	2	10	2	0 0 -1 0 -1 0 -1 1 1 0 2 0 -1 -1 1 0 0	0 0 -2 -2 2 2 2 1 0 -2 -2 -1 2 -1 0 1 0	8 -8 0 -13 -12 6 5 -7 -5 2 -4 1 2 2 10 4 0	-3 -3 2 2 2 -3 1 1 -1 0 0 1 0 -1 1 -1 1
27872	86940	0x1539c	9	9	2	10	2	0 0 -1 0 -1 1 -1 0 0 1 1 1 -2 0 0 0 -1	-4 0 3 -1 0 1 3 -3 0 1 1 1 0 -2 -2 2 -3	14 -15 -4 -23 -13 8 7 -7 -9 0 0 4 -2 6 16 4 -1	0 0 1 1 1 -2 0 1 -1 -1 0 2 1 0 -1 0 1
27873	103040	0x19280	9	9	2	10	4	0 0 -1 0 -1 1 -1 1 -1 0 1 1 -2 0 0 0 0	-10 -3 0 -2 2 5 8 -5 0 -4 1 -1 3 -2 -4 5 -6	20 -31 -9 -28 -13 12 20 -13 -18 -5 6 -1 -1 15 21 -3 -1	2 0 -2 0 0 -2 0 1 -2 -3 -2 2 1 0 -2 1 1
27874	79263	0x1359f	9	9	2	10	3	0 0 -1 0 -1 1 -1 1 0 0 1 1 -2 0 -1 0 0	-6 -2 1 0 2 2 6 -3 0 -4 1 -1 2 -2 -1 4 -4	25 -11 -8 -32 -16 12 10 -5 -15 -5 -2 7 -9 13 22 -2 -2	1 1 -1 1 1 -2 0 1 -1 -2 -1 2 1 1 -2 0 1
27875	122977	0x1e061	9	9	2	10	4	0 0 -1 0 -1 1 -1 1 0 0 1 1 -2 0 0 -1 0	-10 -3 -1 -3 3 6 9 -4 1 -5 0 -2 4 -3 -4 5 -6	9 -26 -7 -13 -5 6 18 -12 -14 -5 5 -6 4 11 10 -5 0	1 -2 0 2 0 -3 1 2 -2 -2 -2 2 2 -1 -1 1 1
27876	2396	0x0095c	9	9	2	10	4	0 0 -1 0 -1 1 -1 1 0 0 1 1 -2 0 0 0 -1	-4 0 1 0 0 2 4 -3 0 -1 0 1 1 -2 -2 2 -3	13 23 -3 -10 -6 4 -3 6 -7 -5 -11 7 -11 4 5 -5 -2	0 -2 1 3 1 -4 1 2 -3 -2 -2 3 2 0 -2 0 2
27877	4668	0x0123c	9	9	2	10	3	0 0 -1 0 -1 1 -1 1 0 0 2 0 -1 -1 0 0 1	-2 -2 -1 -2 2 2 3 0 0 -3 0 -2 2 0 0 2 -1	20 -43 -6 -33 -19 14 19 -17 -13 1 9 0 3 12 26 5 0	0 0 -1 -1 1 -1 0 0 0 -1 0 0 -1 0 0 0 0
27878	129793	0x1fb01	9	9	2	10	3	0 0 -1 0 -1 1 -1 1 0 0 2 0 -1 -1 0 1 0	4 1 1 1 -1 -2 -2 1 -1 1 0 1 -1 1 2 -1 2	24 6 -2 -30 -20 12 -2 1 -6 1 -7 13 -12 5 21 5 -2	-1 0 0 0 2 -2 0 0 -1 -1 0 1 -1 1 -1 -1 1
27879	15074	0x03ae2	9	9	2	10	4	0 0 -1 0 -1 1 -1 1 0 1 0 1 -2 0 -1 0 0	-4 -1 1 2 0 0 3 -3 0 -2 2 0 0 -1 0 2 -2	29 -22 -10 -38 -17 15 14 -7 -17 -6 4 7 -10 16 27 -2 -2	0 1 0 0 0 -1 -1 1 0 -1 0 1 1 1 -2 0 0
27880	10365	0x0287d	9	9	2	10	3	0 0 -1 0 -1 1 -1 1 0 1 1 0 -2 0 -1 0 0	-7 -2 2 -1 1 2 5 -4 0 -2 2 0 2 -2 -2 4 -4	34 -32 -10 -48 -24 19 16 -11 -18 -3 6 9 -9 17 35 3 -2	1 2 -1 -1 1 -1 -1 0 0 -2 0 1 0 1 -2 0 0
27881	70846	0x114be	9	9	2	10	2	0 0 -1 0 -1 1 -1 1 0 1 1 0 -2 0 0 0 -1	-5 0 2 -1 -1 2 3 -4 0 1 1 2 1 -2 -3 2 -3	22 2 -5 -26 -14 11 3 0 -10 -3 -3 9 -11 8 18 0 -2	0 -1 1 1 1 -3 0 1 -2 -2 -1 2 1 0 -2 0 1
27882	78860	0x1340c	9	9	2	10	4	0 0 -1 0 -1 1 -1 1 1 0 2 0 -1 0 0 -1 0	4 1 0 -1 0 -1 -1 3 1 0 -2 -1 0 0 2 -2 2	5 6 1 -4 -5 3 0 -1 -1 1 -3 1 -1 1 3 0 0	-2 -4 3 3 2 -4 2 2 -2 0 -1 2 1 -1 0 0 1
27883	102369	0x18fe1	9	9	2	10	2	0 0 -1 0 -1 1 0 0 -1 -1 1 2 -1 0 0 0 1	-1 -2 -2 0 2 1 3 0 0 -4 0 -3 0 1 1 1 -1	2 -40 -4 -12 -7 4 18 -17 -9 1 8 -8 11 7 10 2 1	1 0 -2 0 0 -1 1 1 -1 -1 -1 1 0 0 0 1 1
27884	121436	0x1da5c	9	9	2	10	2	0 0 -1 0 -1 1 0 1 -1 -1 0 2 -1 0 0 0 1	1 -1 -4 3 0 0 1 0 0 -4 0 -2 -1 2 2 -1 1	5 -13 -5 -5 -1 3 12 -6 -9 -5 3 -5 1 8 4 -7 0	0 -2 -1 1 -1 -2 1 2 -2 -1 -2 1 1 0 -1 1 1
27885	110381	0x1af2d	9	9	2	10	4	0 0 -1 0 -1 1 0 1 -1 0 1 1 -2 0 -1 0 0	-6 -2 2 -1 1 2 5 -4 0 -2 2 0 2 -2 -2 4 -4	16 -25 -6 -28 -14 9 10 -9 -10 0 4 4 -2 9 20 4 -1	3 2 -3 -1 0 -1 0 0 -1 -3 -1 1 0 1 -2 1 1
27886	96979	0x17ad3	9	9	2	10	3	0 0 -1 0 -1 1 0 1 -1 0 1 1 -2 0 0 -1 0	-10 -3 0 -4 2 6 8 -5 1 -3 1 -1 4 -3 -5 5 -6	0 -40 -5 -9 -3 3 18 -16 -9 0 11 -9 11 7 8 1 1	3 -1 -2 0 -1 -2 1 1 -2 -3 -2 1 1 -1 -1 2 1
27887	37870	0x093ee	9	9	2	10	5	0 0 -1 0 -1 1 0 1 -1 0 1 1 -2 0 0 0 -1	-4 0 2 -1 -1 2 3 -4 0 1 1 2 1 -2 -3 2 -3	4 9 -1 -6 -4 1 -3 2 -2 0 -5 4 -4 0 3 1 -1	2 -1 -1 1 0 -3 1 1 -3 -3 -2 2 1 0 -2 1 2
27888	41040	0x0a050	9	9	2	10	5	0 0 -1 0 -1 1 0 1 -1 1 0 1 -2 0 -1 0 0	-4 -1 2 1 -1 0 2 -4 0 0 3 1 0 -1 -1 2 -2	20 -36 -8 -34 -15 12 14 -11 -12 -1 10 4 -3 12 25 4 -1	2 2 -2 -2 -1 0 -1 0 0 -2 0 0 0 1 -2 1 0
27889	57615	0x0e10f	9	9	2	10	4	0 0 -1 0 -1 1 0 1 0 0 1 1 -2 0 0 -1 -1	-4 0 1 -2 0 3 4 -3 1 0 0 1 2 -3 -3 2 -3	-7 14 1 9 4 -5 -5 3 2 0 -6 -1 1 -4 -8 -1 0	1 -3 1 3 0 -4 2 2 -3 -2 -2 2 2 -1 -1 1 2
27890	51136	0x0c7c0	9	9	2	10	3	0 0 -1 0 -1 1 0 2 0 0 1 0 -1 0 -1 -1 1	4 0 -1 1 -1 -2 -2 2 1 -1 0 -1 0 1 3 -2 3	11 -15 -3 -15 -7 7 7 -5 -4 0 7 1 -2 7 12 0 0	0 -2 0 0 0 -2 1 1 -1 -1 -1 0 0 0 -1 1 0
27891	100337	0x187f1	9	9	2	10	3	0 0 -1 0 -1 1 1 0 -1 -1 0 2 -1 0 0 0 1	-2 -2 -4 1 1 2 3 -2 0 -4 1 -2 0 1 0 1 -1	-2 -31 -4 -6 -3 1 13 -12 -6 0 6 -7 9 4 5 1 1	1 0 -2 0 -1 -1 1 1 -1 -1 -1 0 0 0 0 1 1
27892	80995	0x13c63	9	9	2	10	3	0 0 -1 0 -1 2 -1 0 0 0 1 1 -1 -1 1 0 0	0 0 -2 0 -1 2 1 -1 0 0 0 0 -1 1 -1 -1 0	5 -4 -3 -4 -3 3 6 -3 -6 -3 -1 -2 0 3 3 -3 0	-1 -3 2 2 0 -3 1 2 -2 0 -1 1 1 -1 0 0 1
27893	89187	0x15c63	9	9	2	10	2	0 0 -1 0 -1 2 -1 1 0 0 1 1 -1 -1 0 0 0	7 2 0 3 -3 -3 -4 2 0 2 0 1 -3 2 3 -4 4	8 20 -1 -3 -2 2 -5 7 -1 -3 -6 5 -9 1 1 -4 -1	-1 -3 2 2 0 -3 1 2 -2 0 -1 1 1 0 -1 0 1
27894	93899	0x16ecb	9	9	2	10	2	0 0 -1 0 0 0 -1 0 -1 0 1 1 -1 -1 2 1 0	0 0 -3 -1 1 2 1 0 -1 -1 -1 -1 0 1 -1 0 0	-4 -20 0 1 -3 1 11 -11 -5 1 2 -8 10 1 1 1 1	-1 -3 0 1 0 -2 1 1 -2 -1 -1 1 0 -1 1 0 1
27895	120009	0x1d4c9	9	9	2	10	3	0 0 -1 0 0 0 -1 1 -1 1 1 1 -2 0 0 0 -1	3 2 4 0 -1 -3 -2 1 0 3 0 1 -1 -1 1 -1 1	-3 -3 2 0 -1 -1 0 -3 1 3 1 -1 3 -1 0 3 0	1 -2 0 1 0 -2 1 1 -2 -2 -1 2 1 0 -1 1 1
27896	72644	0x11bc4	9	9	2	10	3	0 0 -1 0 0 0 -1 1 0 1 1 1 -2 -1 0 0 -1	3 2 3 0 0 -2 -1 1 0 2 0 1 0 -2 1 0 1	-6 7 3 4 0 -4 -6 1 4 3 -5 1 2 -5 -4 4 0	0 -2 1 2 0 -2 1 1 -1 -1 0 1 1 0 0 0 1
27897	39659	0x09aeb	9	9	2	10	4	0 0 -1 0 0 0 -1 1 0 1 1 1 -2 0 -1 -1 0	1 0 3 -1 2 -2 1 2 1 -1 0 -2 1 -2 2 1 0	-2 -32 -1 -7 -3 1 11 -13 -3 3 9 -6 10 4 6 4 1	1 -1 0 1 0 -1 1 1 0 -1 0 1 1 0 0 1 0
27898	6870	0x01ad6	9	9	2	10	5	0 0 -1 0 0 0 -1 1 1 1 1 0 -2 0 -1 -1 0	-3 -1 1 -2 3 1 4 0 1 -3 0 -2 3 -3 0 3 -2	8 -19 -3 -15 -8 5 8 -8 -6 0 3 0 2 6 11 2 0	0 -1 1 2 1 -2 1 1 0 -1 0 1 1 0 0 0 0
27899	44729	0x0aeb9	9	9	2	10	4	0 0 -1 0 0 0 0 1 0 1 -1 1 -1 1 -2 -1 0	0 0 2 3 0 -3 1 -1 1 -1 1 0 -1 -1 2 0 0	8 10 -3 -4 2 2 1 4 -4 -5 1 2 -8 7 2 -8 -1	1 0 0 1 -1 -1 0 1 0 -1 -1 1 2 1 -2 1 0
27900	23543	0x05bf7	9	9	2	10	3	0 0 -1 0 0 0 1 0 -1 0 -1 1 0 2 -1 -1 1	1 -1 -2 2 0 -2 0 0 1 -2 0 -2 -2 2 2 -2 1	-2 -16 -2 4 5 1 12 -7 -4 -2 11 -9 5 7 -1 -7 1	1 -1 -1 0 -1 -1 1 1 -1 -1 -2 1 1 0 -1 2 0
27901	103546	0x1947a	9	9	2	10	2	0 0 -1 0 0 1 -2 0 0 0 1 1 -1 -1 1 1 0	4 1 -2 2 0 -1 -1 2 -1 -1 -1 -1 -2 2 2 -2 2	10 13 -2 -5 -5 4 2 2 -7 -5 -8 2 -6 4 3 -6 -1	-2 -3 2 3 1 -3 1 2 -2 0 -1 2 1 0 0 -1 1
27902	67383	0x10737	9	9	2	10	5	0 0 -1 0 0 1 -1 0 -1 0 1 1 -2 0 1 1 0	7 2 -2 2 -2 -3 -5 3 -1 1 0 -1 -3 3 3 -4 4	3 -11 -1 -8 -7 3 4 -5 -3 1 0 0 2 1 6 3 0	-1 -3 1 2 1 -3 2 2 -3 -1 -1 2 0 0 0 0 1
27903	120010	0x1d4ca	9	9	2	10	5	0 0 -1 0 0 1 -1 0 -1 1 1 1 -2 0 0 0 -1	0 1 4 -1 -1 -1 0 -1 0 3 1 1 -1 -1 -1 0 -1	-1 -8 0 -3 -2 0 2 -4 -1 2 2 -1 3 0 2 3 0	2 -1 0 1 0 -2 1 1 -2 -2 -1 2 1 0 -1 1 1
27904	72647	0x11bc7	9	9	2	10	4	0 0 -1 0 0 1 -1 0 0 1 1 1 -2 -1 0 0 -1	0 1 3 -1 0 0 1 -1 0 2 1 1 0 -2 -1 1 -1	-4 2 1 1 -1 -3 -4 0 2 2 -4 1 2 -4 -2 4 0	1 -1 1 2 0 -2 1 1 -1 -1 0 1 1 0 0 0 1
27905	111305	0x1b2c9	9	9	2	10	5	0 0 -1 0 0 1 -1 1 -1 0 1 1 -2 0 -1 0 0	-2 -1 2 0 1 0 3 -1 0 -2 1 -1 1 -1 0 2 -2	10 -4 -4 -12 -5 4 5 -2 -7 -3 0 2 -4 7 8 -3 -1	3 0 -2 1 0 -2 1 1 -2 -3 -2 2 1 1 -2 1 1
27906	91959	0x16737	9	9	2	10	5	0 0 -1 0 0 1 -1 1 -1 0 1 1 -2 0 0 -1 0	-6 -2 0 -3 2 4 6 -2 1 -3 0 -2 3 -2 -3 3 -4	-6 -19 -3 7 6 -2 13 -9 -6 -3 7 -11 9 5 -4 -6 1	3 -3 -1 2 -1 -3 2 2 -3 -3 -3 2 2 -1 -1 2 1
27907	36362	0x08e0a	9	9	2	10	6	0 0 -1 0 0 1 -1 1 -1 0 1 1 -2 0 0 0 -1	0 1 2 0 -1 0 1 -1 0 1 0 1 0 -1 -1 0 -1	-2 30 1 10 5 -4 -8 9 1 -3 -9 2 -6 -2 -9 -6 -1	2 -3 0 3 0 -4 2 2 -4 -3 -3 3 2 0 -2 1 2
27908	26698	0x0684a	9	9	2	10	4	0 0 -1 0 0 1 -1 1 -1 1 0 1 -2 0 0 -1 0	-4 -1 0 -1 0 2 3 -2 1 -1 1 -1 1 -1 -2 1 -2	-2 -30 -5 1 5 1 17 -11 -8 -4 13 -11 8 8 1 -6 1	2 -3 0 1 -2 -2 1 2 -2 -2 -2 1 2 -1 -1 2 0
27909	98679	0x18177	9	9	2	10	3	0 0 -1 0 0 1 -1 1 -1 1 0 1 -2 0 0 0 -1	2 2 2 2 -3 -2 -2 -1 0 3 1 2 -2 0 0 -2 1	2 19 -1 4 4 -1 -4 7 -1 -4 -3 2 -7 1 -4 -6 -1	1 -3 1 2 -1 -3 1 2 -3 -2 -2 2 2 0 -2 1 1
27910	44843	0x0af2b	9	9	2	10	3	0 0 -1 0 0 1 -1 1 -1 1 1 0 -2 0 -1 0 0	-3 -1 3 -1 0 0 2 -2 0 0 2 0 1 -1 -1 2 -2	19 -25 -6 -28 -13 11 11 -8 -10 -1 8 4 -4 11 21 2 -1	3 1 -2 -1 0 -1 0 0 -1 -3 -1 1 0 1 -2 1 0
27911	103400	0x193e8	9	9	2	10	3	0 0 -1 0 0 1 -1 1 -1 1 1 0 -2 0 0 0 -1	-1 1 3 -1 -2 0 0 -2 0 3 1 2 0 -1 -2 0 -1	7 9 -1 -6 -3 3 -2 3 -2 -1 -1 4 -6 2 4 -1 -1	2 -2 0 1 0 -3 1 1 -3 -3 -2 2 1 0 -2 1 1
27912	114728	0x1c028	9	9	2	10	4	0 0 -1 0 0 1 -1 1 0 0 1 1 -2 0 -1 -1 0	-2 -1 1 -1 2 1 4 0 1 -3 0 -2 2 -2 0 2 -2	-1 1 -2 3 3 -2 3 -1 -3 -3 -1 -3 1 3 -3 -5 0	2 -2 0 3 0 -3 2 2 -2 -2 -2 2 2 0 -1 1 1
27913	32869	0x08065	9	9	2	10	4	0 0 -1 0 0 1 -1 1 0 1 0 0 -2 1 -1 -1 0	-4 -1 0 0 0 1 3 -2 1 -2 1 -1 1 -1 -1 1 -2	16 -7 -7 -15 -4 8 10 -2 -11 -7 5 1 -7 12 11 -8 -1	1 -2 1 2 0 -3 1 2 -2 -2 -2 2 2 0 -2 1 0
27914	89317	0x15ce5	9	9	2	10	5	0 0 -1 0 0 1 -1 1 0 1 1 0 -2 -1 0 0 -1	-1 1 2 -1 -1 1 1 -2 0 2 1 2 1 -2 -2 1 -1	4 19 0 -2 -2 0 -8 7 1 -1 -7 6 -7 -2 0 0 -1	1 -2 1 2 0 -3 1 1 -2 -2 -1 1 1 0 -1 0 1
27915	79095	0x134f7	9	9	2	10	5	0 0 -1 0 0 1 -1 1 0 1 1 0 -2 0 -1 0 -1	3 2 4 1 -2 -3 -2 0 0 3 1 2 -1 -1 1 -1 1	12 29 0 -10 -6 3 -12 11 1 -1 -9 12 -14 0 5 0 -2	1 -1 1 2 1 -3 1 1 -2 -2 -1 2 1 1 -2 0 1
27916	123145	0x1e109	9	9	2	10	3	0 0 -1 0 0 1 -1 1 0 1 1 0 -2 0 0 -1 -1	-1 1 2 -2 -1 1 1 -1 1 2 0 1 1 -2 -2 0 -1	-4 14 1 9 5 -3 -4 4 2 -1 -2 -1 -1 -2 -7 -3 0	1 -4 2 3 0 -4 2 2 -3 -2 -2 2 2 -1 -1 1 1
27917	88730	0x15a9a	9	9	2	10	4	0 0 -1 0 0 1 0 1 -1 0 1 1 -2 0 -1 -1 0	-2 -1 2 -2 1 1 3 -1 1 -1 1 -1 2 -2 -1 2 -2	-10 -13 0 7 5 -5 3 -5 2 2 5 -6 8 -1 -5 1 1	4 -1 -2 1 -1 -2 2 1 -2 -3 -2 1 1 0 -1 2 1
