priority_rank	orbit_mask	orbit_hex	short_orbit_mask	coefficient_l1	support_count	maximum_absolute_coefficient	minimal_unoriented_count	section_basis_w	short_basis_w
19220	107241	0x1a2e9	3142	9	9	1	3	-1 0 0 -1 0 -1 1 -1 0 1 0 0 0 1 0 -1 1	-2 1 -1 2 0 0 -1 2 0 -2 1 1 0 -2 0 0 0
19221	103145	0x192e9	27547	9	9	1	3	-1 0 0 -1 0 -1 1 -1 0 1 0 0 1 0 0 -1 1	1 -1 0 -1 1 0 0 -1 1 1 0 -1 0 1 -1 0 0
19222	23017	0x059e9	10640	9	9	1	4	-1 0 0 -1 0 -1 1 -1 1 0 0 -1 1 0 1 0 0	-2 0 -2 2 1 2 0 1 -1 0 0 1 0 -1 0 0 0
19223	102889	0x191e9	26642	9	9	1	3	-1 0 0 -1 0 -1 1 -1 1 0 0 0 1 0 0 -1 1	0 -1 0 0 1 0 0 0 0 0 0 -1 0 1 -1 0 0
19224	53737	0x0d1e9	65214	9	9	1	3	-1 0 0 -1 0 -1 1 -1 1 0 0 0 1 0 1 -1 0	0 1 -1 3 1 1 0 1 -2 -1 1 1 -1 -1 1 -1 0
19225	45545	0x0b1e9	42912	9	9	1	5	-1 0 0 -1 0 -1 1 -1 1 0 0 0 1 1 0 -1 0	0 2 0 2 2 1 0 1 -1 -1 1 0 0 -1 0 -1 0
19226	7145	0x01be9	15127	9	9	1	2	-1 0 0 -1 0 -1 1 -1 1 1 0 -1 1 0 0 0 0	-3 1 -1 2 1 2 0 2 -1 -1 0 1 1 -1 0 0 0
19227	117097	0x1c969	28548	9	9	1	6	-1 0 0 -1 0 -1 1 0 -1 0 0 1 0 0 1 -1 1	0 0 1 -2 0 0 0 -1 1 1 -1 -1 2 1 -1 0 0
19228	104809	0x19969	20807	9	9	1	6	-1 0 0 -1 0 -1 1 0 -1 0 0 1 1 0 0 -1 1	-1 -1 -1 0 0 0 -1 0 1 0 0 0 1 0 -1 0 0
19229	47465	0x0b969	40693	9	9	1	4	-1 0 0 -1 0 -1 1 0 -1 0 0 1 1 1 0 -1 0	1 2 1 2 3 1 1 1 -2 -1 1 -1 -1 0 0 -1 0
19230	86889	0x15369	38126	9	9	1	4	-1 0 0 -1 0 -1 1 0 -1 1 0 0 -1 0 1 0 1	4 1 3 -3 0 -1 1 -3 0 2 -1 -2 1 2 0 -1 0
19231	115561	0x1c369	31645	9	9	1	3	-1 0 0 -1 0 -1 1 0 -1 1 0 0 0 0 1 -1 1	1 0 1 -1 1 0 0 -1 1 1 0 -1 1 1 -1 0 0
19232	58217	0x0e369	46127	9	9	1	5	-1 0 0 -1 0 -1 1 0 -1 1 0 0 0 1 1 -1 0	-1 1 -1 3 2 1 0 2 -2 -2 1 0 -1 -1 0 -1 0
19233	45929	0x0b369	35564	9	9	1	4	-1 0 0 -1 0 -1 1 0 -1 1 0 0 1 1 0 -1 0	0 2 1 1 2 1 1 1 -2 -1 0 -1 0 0 0 -1 0
19234	101225	0x18b69	32003	9	9	1	1	-1 0 0 -1 0 -1 1 0 -1 1 0 1 0 0 0 -1 1	1 -1 0 -2 0 0 0 -2 1 2 -1 -1 1 1 -1 0 0
19235	43881	0x0ab69	45745	9	9	1	4	-1 0 0 -1 0 -1 1 0 -1 1 0 1 0 1 0 -1 0	-1 2 0 4 3 1 0 3 -2 -3 2 0 -1 -1 0 -1 0
19236	105065	0x19a69	21198	9	9	1	3	-1 0 0 -1 0 -1 1 0 0 -1 0 1 1 0 0 -1 1	-2 -1 -1 1 0 0 -1 1 0 -1 0 0 1 0 -1 0 0
19237	124009	0x1e469	81075	9	9	1	3	-1 0 0 -1 0 -1 1 0 0 0 -1 0 0 1 1 -1 1	1 1 2 -2 -1 -1 0 -1 0 0 -1 -1 1 1 0 0 -1
19238	109673	0x1ac69	80429	9	9	1	3	-1 0 0 -1 0 -1 1 0 0 0 -1 1 0 1 0 -1 1	1 0 1 -3 -2 -1 0 -2 0 1 -2 -1 1 1 0 0 -1
19239	105577	0x19c69	89584	9	9	1	4	-1 0 0 -1 0 -1 1 0 0 0 -1 1 1 0 0 -1 1	0 0 0 -2 -1 -1 -1 -1 1 0 -1 -1 1 0 -1 0 -1
19240	48233	0x0bc69	102978	9	9	1	3	-1 0 0 -1 0 -1 1 0 0 0 -1 1 1 1 0 -1 0	0 -1 0 -4 -4 -2 -1 -2 2 1 -2 0 1 0 0 1 -1
19241	127081	0x1f069	8137	9	9	1	5	-1 0 0 -1 0 -1 1 0 0 0 0 0 1 1 -1 -1 1	-1 -2 -2 3 0 0 -1 1 -1 -1 1 1 -1 0 0 0 0
19242	120937	0x1d869	16457	9	9	1	4	-1 0 0 -1 0 -1 1 0 0 0 0 1 1 0 -1 -1 1	-1 -2 -2 1 0 0 -1 0 0 0 0 0 0 0 -1 0 0
19243	63593	0x0f869	36859	9	9	1	4	-1 0 0 -1 0 -1 1 0 0 0 0 1 1 1 -1 -1 0	1 3 2 1 3 1 1 1 -1 -1 1 -1 0 0 0 -1 0
19244	104041	0x19669	84457	9	9	1	4	-1 0 0 -1 0 -1 1 0 0 1 -1 0 1 0 0 -1 1	1 0 0 -1 0 -1 -1 -1 1 0 0 -1 0 0 -1 0 -1
19245	39785	0x09b69	54636	9	9	1	1	-1 0 0 -1 0 -1 1 0 1 -1 0 1 1 0 0 -1 0	2 2 1 1 2 1 1 0 -1 0 1 0 -1 0 1 -1 0
19246	103785	0x19569	84576	9	9	1	4	-1 0 0 -1 0 -1 1 0 1 0 -1 0 1 0 0 -1 1	0 0 0 0 0 -1 -1 0 0 -1 0 -1 0 0 -1 0 -1
19247	46441	0x0b569	99794	9	9	1	4	-1 0 0 -1 0 -1 1 0 1 0 -1 0 1 1 0 -1 0	0 -1 0 -2 -3 -2 -1 -1 1 0 -1 0 0 0 0 1 -1
19248	100841	0x189e9	20559	9	9	1	5	-1 0 0 -1 0 -1 1 1 -1 0 0 1 0 0 0 -1 1	-1 -1 -1 1 0 0 -1 0 0 0 0 0 1 0 -1 0 0
19249	107753	0x1a4e9	66424	9	9	1	4	-1 0 0 -1 0 -1 1 1 0 0 -1 0 0 1 0 -1 1	0 0 0 1 -1 -1 -1 0 -1 -1 0 0 0 0 0 0 -1
19250	101609	0x18ce9	89336	9	9	1	5	-1 0 0 -1 0 -1 1 1 0 0 -1 1 0 0 0 -1 1	0 0 0 -1 -1 -1 -1 -1 0 0 -1 -1 1 0 -1 0 -1
19251	60297	0x0eb89	36294	9	9	1	5	-1 0 0 -1 0 0 0 -1 -1 1 0 -1 0 1 1 -1 0	2 1 1 0 0 0 1 -1 -1 0 -1 -1 0 0 0 -1 0
19252	93065	0x16b89	51930	9	9	1	4	-1 0 0 -1 0 0 0 -1 -1 1 0 -1 0 1 1 0 1	2 1 2 -1 1 0 1 -1 0 1 0 -1 0 2 1 -1 0
19253	28553	0x06f89	82383	9	9	1	4	-1 0 0 -1 0 0 0 -1 -1 1 1 -1 0 1 1 0 0	-1 1 -1 1 0 0 -1 1 -1 -2 0 0 0 -2 -1 0 -1
19254	64265	0x0fb09	36046	9	9	1	4	-1 0 0 -1 0 0 0 0 -1 1 0 -1 -1 1 1 -1 0	2 1 1 -1 0 0 1 -1 0 0 -1 -1 0 0 0 -1 0
19255	97033	0x17b09	52178	9	9	1	5	-1 0 0 -1 0 0 0 0 -1 1 0 -1 -1 1 1 0 1	2 1 2 0 1 0 1 -1 -1 1 0 -1 0 2 1 -1 0
19256	125705	0x1eb09	9377	9	9	1	3	-1 0 0 -1 0 0 0 0 -1 1 0 -1 0 1 1 -1 1	1 0 0 -2 -2 -1 0 -1 0 0 -1 0 0 -1 0 0 0
19257	127753	0x1f309	7420	9	9	1	5	-1 0 0 -1 0 0 0 0 -1 1 0 0 -1 1 1 -1 1	0 0 -1 1 -1 -1 -1 1 0 -2 1 1 -1 -2 0 0 0
19258	109961	0x1ad89	70740	9	9	1	3	-1 0 0 -1 0 0 0 1 -1 0 -1 1 0 1 0 -1 1	-2 0 -1 0 -1 0 -1 0 0 0 -1 0 1 0 0 0 -1
19259	127369	0x1f189	12720	9	9	1	3	-1 0 0 -1 0 0 0 1 -1 0 0 0 -1 1 1 -1 1	2 0 0 -2 -1 -1 0 -1 1 0 0 0 -1 -1 0 0 0
19260	113033	0x1b989	14126	9	9	1	4	-1 0 0 -1 0 0 0 1 -1 0 0 1 -1 1 0 -1 1	2 1 1 -1 0 -1 0 0 1 -1 1 0 -1 -1 0 0 0
19261	63881	0x0f989	41346	9	9	1	5	-1 0 0 -1 0 0 0 1 -1 0 0 1 -1 1 1 -1 0	2 1 0 2 2 0 0 1 -1 -2 2 0 -2 -1 0 -1 0
19262	108425	0x1a789	65613	9	9	1	3	-1 0 0 -1 0 0 0 1 -1 1 -1 0 0 1 0 -1 1	-1 0 -1 1 0 0 -1 0 0 0 0 0 0 0 0 0 -1
19263	62345	0x0f389	46491	9	9	1	3	-1 0 0 -1 0 0 0 1 -1 1 0 0 -1 1 1 -1 0	1 1 0 1 1 0 0 1 -1 -2 1 0 -1 -1 0 -1 0
19264	123337	0x1e1c9	12533	9	9	1	3	-1 0 0 -1 0 0 1 -1 -1 0 0 0 0 1 1 -1 1	1 0 -1 0 -1 -1 -1 -1 0 0 0 0 -1 -1 0 0 0
19265	111049	0x1b1c9	3638	9	9	1	5	-1 0 0 -1 0 0 1 -1 -1 0 0 0 1 1 0 -1 1	2 1 1 -2 -1 -1 0 -2 0 1 -1 -1 0 0 0 0 0
19266	109001	0x1a9c9	13931	9	9	1	5	-1 0 0 -1 0 0 1 -1 -1 0 0 1 0 1 0 -1 1	1 1 0 1 0 -1 -1 0 0 -1 1 0 -1 -1 0 0 0
19267	75721	0x127c9	126587	9	9	1	5	-1 0 0 -1 0 0 1 -1 -1 1 -1 0 0 1 0 0 1	3 1 2 -3 -1 -1 1 -2 0 1 -1 -1 0 1 1 -1 -1
19268	23497	0x05bc9	1069	9	9	1	4	-1 0 0 -1 0 0 1 -1 -1 1 0 -1 -1 0 1 0 0	-1 0 -1 1 0 1 0 0 0 0 -1 0 0 0 0 0 0
19269	84937	0x14bc9	44098	9	9	1	5	-1 0 0 -1 0 0 1 -1 -1 1 0 -1 0 0 1 0 1	2 1 2 0 2 0 1 0 0 0 1 -1 0 1 0 -1 0
19270	76745	0x12bc9	62812	9	9	1	5	-1 0 0 -1 0 0 1 -1 -1 1 0 -1 0 1 0 0 1	2 0 1 1 1 0 1 0 -1 0 1 0 -1 1 1 -1 0
19271	27593	0x06bc9	25584	9	9	1	5	-1 0 0 -1 0 0 1 -1 -1 1 0 -1 0 1 1 0 0	-2 0 -2 2 1 1 -1 1 -1 -1 0 0 0 -1 -1 0 0
19272	86985	0x153c9	37919	9	9	1	5	-1 0 0 -1 0 0 1 -1 -1 1 0 0 -1 0 1 0 1	3 1 3 -3 1 0 2 -2 0 2 -1 -2 1 2 0 -1 0
19273	58313	0x0e3c9	46302	9	9	1	3	-1 0 0 -1 0 0 1 -1 -1 1 0 0 0 1 1 -1 0	0 1 -1 3 1 0 -1 1 -2 -2 1 0 -1 -1 0 -1 0
19274	46025	0x0b3c9	35357	9	9	1	2	-1 0 0 -1 0 0 1 -1 -1 1 0 0 1 1 0 -1 0	1 2 1 1 1 0 0 0 -2 -1 0 -1 0 0 0 -1 0
19275	22473	0x057c9	73482	9	9	1	4	-1 0 0 -1 0 0 1 -1 -1 1 1 0 -1 0 1 0 0	-2 1 -2 3 0 0 -2 2 -1 -3 1 1 -1 -2 0 0 -1
19276	124233	0x1e549	70279	9	9	1	2	-1 0 0 -1 0 0 1 0 -1 0 -1 0 0 1 1 -1 1	-1 1 1 0 0 0 0 1 0 -1 0 0 1 0 0 0 -1
19277	111945	0x1b549	76868	9	9	1	4	-1 0 0 -1 0 0 1 0 -1 0 -1 0 1 1 0 -1 1	-2 0 -1 2 0 0 -1 2 0 -2 1 1 0 -1 0 0 -1
19278	127305	0x1f149	12797	9	9	1	4	-1 0 0 -1 0 0 1 0 -1 0 0 0 -1 1 1 -1 1	1 0 -1 -1 -1 -1 -1 -1 1 0 0 0 -1 -1 0 0 0
19279	121161	0x1d949	28285	9	9	1	4	-1 0 0 -1 0 0 1 0 -1 0 0 1 -1 0 1 -1 1	-1 0 1 -1 1 1 1 0 0 1 -1 -1 2 1 -1 0 0
19280	112969	0x1b949	14179	9	9	1	5	-1 0 0 -1 0 0 1 0 -1 0 0 1 -1 1 0 -1 1	1 1 0 0 0 -1 -1 0 1 -1 1 0 -1 -1 0 0 0
19281	125257	0x1e949	2464	9	9	1	5	-1 0 0 -1 0 0 1 0 -1 0 0 1 0 1 -1 -1 1	2 2 2 -2 0 -1 0 -1 1 0 0 -1 0 0 0 0 0
19282	32073	0x07d49	93638	9	9	1	4	-1 0 0 -1 0 0 1 0 -1 0 1 1 -1 -1 1 0 0	0 1 -1 2 0 0 -1 1 -1 -2 1 1 -2 -1 1 0 -1
19283	77641	0x12f49	120622	9	9	1	2	-1 0 0 -1 0 0 1 0 -1 1 -1 -1 0 1 0 0 1	2 1 1 1 0 -1 0 0 -1 -1 1 0 -1 0 1 -1 -1
19284	87881	0x15749	112237	9	9	1	4	-1 0 0 -1 0 0 1 0 -1 1 -1 0 -1 0 1 0 1	3 2 3 -3 0 -1 1 -2 0 1 -1 -2 1 1 0 -1 -1
19285	79689	0x13749	126835	9	9	1	2	-1 0 0 -1 0 0 1 0 -1 1 -1 0 -1 1 0 0 1	3 1 2 -2 -1 -1 1 -2 -1 1 -1 -1 0 1 1 -1 -1
19286	91977	0x16749	119216	9	9	1	3	-1 0 0 -1 0 0 1 0 -1 1 -1 0 0 1 -1 0 1	2 0 0 0 -1 -1 0 -1 -1 0 0 0 -1 0 1 -1 -1
19287	59209	0x0e749	104108	9	9	1	4	-1 0 0 -1 0 0 1 0 -1 1 -1 0 0 1 1 -1 0	0 0 1 -3 -2 -1 0 -1 2 1 -1 0 1 0 0 1 -1
19288	46921	0x0b749	108655	9	9	1	4	-1 0 0 -1 0 0 1 0 -1 1 -1 0 1 1 0 -1 0	-1 -1 -1 -1 -2 -1 -1 0 2 0 0 1 0 -1 0 1 -1
19289	44873	0x0af49	102450	9	9	1	4	-1 0 0 -1 0 0 1 0 -1 1 -1 1 0 1 0 -1 0	0 -1 0 -4 -3 -1 0 -2 2 2 -2 0 1 0 0 1 -1
19290	88905	0x15b49	44362	9	9	1	7	-1 0 0 -1 0 0 1 0 -1 1 0 -1 -1 0 1 0 1	2 1 2 1 2 0 1 0 -1 0 1 -1 0 1 0 -1 0
19291	62281	0x0f349	46550	9	9	1	4	-1 0 0 -1 0 0 1 0 -1 1 0 0 -1 -1 1 1 0	4 1 3 -4 -1 -2 1 -3 1 2 -1 -2 1 1 0 -1 0
19292	119625	0x1d349	31332	9	9	1	5	-1 0 0 -1 0 0 1 0 -1 1 0 0 -1 0 1 -1 1	0 0 1 0 2 1 1 0 0 1 0 -1 1 1 -1 0 0
19293	111433	0x1b349	9082	9	9	1	6	-1 0 0 -1 0 0 1 0 -1 1 0 0 -1 1 0 -1 1	0 1 0 -1 -1 -1 -1 0 1 -1 0 0 0 -1 0 0 0
19294	107977	0x1a5c9	77132	9	9	1	4	-1 0 0 -1 0 0 1 1 -1 0 -1 0 0 1 0 -1 1	-2 0 -1 3 0 0 -1 2 -1 -2 1 1 0 -1 0 0 -1
19295	73161	0x11dc9	105919	9	9	1	4	-1 0 0 -1 0 0 1 1 -1 0 -1 1 -1 0 0 0 1	1 1 1 -1 -1 -1 0 -1 -1 0 -1 -1 1 0 0 -1 -1
19296	101833	0x18dc9	94924	9	9	1	4	-1 0 0 -1 0 0 1 1 -1 0 -1 1 0 0 0 -1 1	-2 0 -1 1 0 0 -1 1 0 -1 0 0 1 -1 -1 0 -1
19297	44489	0x0adc9	114046	9	9	1	4	-1 0 0 -1 0 0 1 1 -1 0 -1 1 0 1 0 -1 0	-2 -1 -1 -1 -3 -1 -1 0 1 0 -1 1 1 -1 0 1 -1
19298	31177	0x079c9	20404	9	9	1	6	-1 0 0 -1 0 0 1 1 -1 0 0 1 -1 -1 1 0 0	0 0 1 -2 -1 -1 0 -1 1 1 -1 -1 2 0 -1 0 0
19299	104905	0x199c9	20918	9	9	1	5	-1 0 0 -1 0 0 1 1 -1 0 0 1 -1 0 0 -1 1	-2 -1 -1 2 1 1 0 1 -1 0 0 0 1 0 -1 0 0
19300	55753	0x0d9c9	50970	9	9	1	4	-1 0 0 -1 0 0 1 1 -1 0 0 1 -1 0 1 -1 0	2 1 0 1 1 0 0 0 -1 -1 1 0 -2 0 1 -1 0
19301	71625	0x117c9	100774	9	9	1	5	-1 0 0 -1 0 0 1 1 -1 1 -1 0 -1 0 0 0 1	2 1 1 0 0 -1 0 -1 -1 0 0 -1 0 0 0 -1 -1
19302	42953	0x0a7c9	108903	9	9	1	4	-1 0 0 -1 0 0 1 1 -1 1 -1 0 0 1 0 -1 0	-1 -1 -1 0 -2 -1 -1 0 1 0 0 1 0 -1 0 1 -1
19303	8137	0x01fc9	72084	9	9	1	4	-1 0 0 -1 0 0 1 1 -1 1 -1 1 -1 0 0 0 0	2 0 1 -4 -3 -2 0 -3 1 2 -2 -1 1 0 0 0 -1
19304	89289	0x15cc9	101553	9	9	1	5	-1 0 0 -1 0 0 1 1 0 0 -1 1 1 0 -1 0 1	1 0 0 0 -1 -1 0 -1 0 0 -1 -1 0 0 0 -1 -1
19305	62761	0x0f529	113236	9	9	1	3	-1 0 0 -1 0 1 0 0 -1 0 1 0 -1 -1 1 1 0	0 0 -1 0 -1 0 -1 0 0 -1 0 1 -1 -1 0 1 -1
19306	120105	0x1d529	95718	9	9	1	5	-1 0 0 -1 0 1 0 0 -1 0 1 0 -1 0 1 1 -1	0 1 -1 2 2 1 -1 1 -1 -2 1 0 -1 -1 -1 0 -1
19307	89385	0x15d29	107208	9	9	1	4	-1 0 0 -1 0 1 0 0 -1 0 1 1 -1 0 1 0 -1	2 2 0 3 2 0 -1 1 -2 -3 2 0 -2 -1 0 -1 -1
19308	56105	0x0db29	60138	9	9	1	4	-1 0 0 -1 0 1 0 0 -1 1 0 -1 -1 0 1 1 0	2 1 2 -1 0 -1 1 -1 0 1 0 -1 0 1 1 -1 0
19309	31529	0x07b29	25156	9	9	1	5	-1 0 0 -1 0 1 0 0 -1 1 0 -1 -1 1 1 0 0	0 0 -1 0 0 0 -1 0 0 -1 0 0 0 -1 -1 0 0
19310	119593	0x1d329	31448	9	9	1	6	-1 0 0 -1 0 1 0 0 -1 1 0 0 -1 0 1 1 -1	-2 0 -2 5 3 2 -1 3 -2 -3 2 1 -1 -1 -1 0 0
19311	87849	0x15729	112337	9	9	1	4	-1 0 0 -1 0 1 0 0 -1 1 1 0 -1 0 1 0 -1	1 2 0 2 1 0 -1 1 -2 -3 1 0 -1 -1 0 -1 -1
19312	88489	0x159a9	32954	9	9	1	5	-1 0 0 -1 0 1 0 1 -1 0 0 1 -1 0 1 0 -1	2 1 0 3 3 1 0 1 -2 -2 2 0 -2 0 0 -1 0
19313	86953	0x153a9	38051	9	9	1	5	-1 0 0 -1 0 1 0 1 -1 1 0 0 -1 0 1 0 -1	1 1 0 2 2 1 0 1 -2 -2 1 0 -1 0 0 -1 0
19314	21481	0x053e9	15753	9	9	1	2	-1 0 0 -1 0 1 1 -1 -1 1 0 0 -1 0 1 0 0	-1 0 -2 3 0 0 -2 1 -1 -2 1 1 -1 -1 0 0 0
19315	61801	0x0f169	39019	9	9	1	4	-1 0 0 -1 0 1 1 0 -1 0 0 0 -1 -1 1 1 0	1 1 2 -1 0 -1 1 0 0 0 0 -1 1 0 0 -1 0
19316	31081	0x07969	20293	9	9	1	3	-1 0 0 -1 0 1 1 0 -1 0 0 1 -1 -1 1 0 0	-1 0 1 -2 0 0 1 0 1 1 -1 -1 2 0 -1 0 0
19317	22377	0x05769	73723	9	9	1	3	-1 0 0 -1 0 1 1 0 -1 1 -1 0 -1 0 1 0 0	1 1 2 -3 -1 -1 1 -1 1 1 -1 -1 1 0 0 0 -1
19318	23401	0x05b69	1244	9	9	1	3	-1 0 0 -1 0 1 1 0 -1 1 0 -1 -1 0 1 0 0	0 0 -1 -1 -1 0 -1 -1 0 0 -1 0 0 0 0 0 0
19319	29545	0x07369	23388	9	9	1	4	-1 0 0 -1 0 1 1 0 -1 1 0 0 -1 -1 1 0 0	0 0 1 -1 1 0 1 0 1 1 0 -1 1 0 -1 0 0
19320	7657	0x01de9	78889	9	9	1	3	-1 0 0 -1 0 1 1 1 -1 0 -1 1 -1 0 0 0 0	-1 0 0 -1 -2 -1 0 0 0 0 -1 0 1 -1 0 0 -1
19321	14825	0x039e9	28814	9	9	1	4	-1 0 0 -1 0 1 1 1 -1 0 0 1 -1 -1 0 0 0	-2 -1 -1 1 0 0 0 1 0 0 0 0 1 -1 -1 0 0
19322	6121	0x017e9	73776	9	9	1	4	-1 0 0 -1 0 1 1 1 -1 1 -1 0 -1 0 0 0 0	0 0 0 0 -1 -1 0 0 0 0 0 0 0 -1 0 0 -1
19323	13561	0x034f9	83249	9	9	1	4	-1 0 0 -1 1 -1 -1 -1 0 0 1 0 1 1 0 0 0	-1 2 0 2 1 1 0 2 -1 -2 1 0 0 -2 -1 0 -1
19324	25977	0x06579	87351	9	9	1	5	-1 0 0 -1 1 -1 -1 0 -1 0 1 0 0 1 1 0 0	-1 1 -1 2 1 1 0 2 -1 -2 1 0 -1 -2 -1 0 -1
19325	27769	0x06c79	82599	9	9	1	5	-1 0 0 -1 1 -1 -1 0 0 0 1 -1 0 1 1 0 0	-1 1 -1 0 0 1 0 1 0 -1 0 0 0 -2 -1 0 -1
19326	58489	0x0e479	103817	9	9	1	3	-1 0 0 -1 1 -1 -1 0 0 0 1 0 0 1 1 -1 0	1 2 0 1 0 0 0 1 -1 -2 1 0 -1 -2 0 -1 -1
19327	46201	0x0b479	109386	9	9	1	4	-1 0 0 -1 1 -1 -1 0 0 0 1 0 1 1 0 -1 0	2 3 2 -1 0 0 1 0 -1 -1 0 -1 0 -1 0 -1 -1
19328	27257	0x06a79	19865	9	9	1	3	-1 0 0 -1 1 -1 -1 0 0 1 0 -1 0 1 1 0 0	-3 0 -2 3 1 2 0 3 -1 -2 1 1 0 -2 -1 0 0
19329	14969	0x03a79	29530	9	9	1	3	-1 0 0 -1 1 -1 -1 0 0 1 0 -1 1 1 0 0 0	-2 1 0 1 1 2 1 2 -1 -1 0 0 1 -1 -1 0 0
19330	14713	0x03979	28883	9	9	1	2	-1 0 0 -1 1 -1 -1 0 1 0 0 -1 1 1 0 0 0	-1 1 0 0 1 2 1 1 0 0 0 0 1 -1 -1 0 0
19331	45433	0x0b179	43005	9	9	1	5	-1 0 0 -1 1 -1 -1 0 1 0 0 0 1 1 0 -1 0	1 2 1 1 1 1 1 1 -1 -1 1 0 0 -1 0 -1 0
19332	57593	0x0e0f9	47099	9	9	1	2	-1 0 0 -1 1 -1 -1 1 0 0 0 0 0 1 1 -1 0	1 1 0 1 1 1 1 1 -1 -1 1 0 -1 -1 0 -1 0
19333	45305	0x0b0f9	35128	9	9	1	3	-1 0 0 -1 1 -1 -1 1 0 0 0 0 1 1 0 -1 0	2 2 2 -1 1 1 2 0 -1 0 0 -1 0 0 0 -1 0
19334	78073	0x130f9	52772	9	9	1	3	-1 0 0 -1 1 -1 -1 1 0 0 0 0 1 1 0 0 1	2 0 1 0 0 -1 0 -2 0 1 -1 -1 0 2 1 -1 0
19335	12793	0x031f9	18822	9	9	1	3	-1 0 0 -1 1 -1 -1 1 1 0 0 0 1 1 0 0 0	-2 1 -1 2 2 2 0 3 -1 -2 2 1 0 -2 -1 0 0
19336	78265	0x131b9	57516	9	9	1	3	-1 0 0 -1 1 -1 0 -1 -1 0 0 0 1 1 0 0 1	2 0 1 -1 0 -1 0 -1 0 0 0 0 0 1 1 -1 0
19337	74681	0x123b9	52456	9	9	1	4	-1 0 0 -1 1 -1 0 -1 -1 1 0 0 0 1 0 0 1	4 0 2 -3 0 -1 1 -3 0 2 -1 -1 0 2 1 -1 0
19338	13241	0x033b9	25735	9	9	1	4	-1 0 0 -1 1 -1 0 -1 -1 1 0 0 1 1 0 0 0	-3 1 -1 4 2 2 0 3 -2 -2 1 0 0 -1 -1 0 0
19339	80057	0x138b9	63292	9	9	1	3	-1 0 0 -1 1 -1 0 -1 0 0 0 -1 1 1 0 0 1	2 0 1 1 1 -1 0 0 -1 -1 1 0 -1 1 1 -1 0
19340	30905	0x078b9	24976	9	9	1	4	-1 0 0 -1 1 -1 0 -1 0 0 0 -1 1 1 1 0 0	-2 0 -2 2 1 2 0 1 -1 0 0 0 0 -1 -1 0 0
19341	61625	0x0f0b9	46782	9	9	1	2	-1 0 0 -1 1 -1 0 -1 0 0 0 0 1 1 1 -1 0	0 1 -1 3 1 1 0 1 -2 -1 1 0 -1 -1 0 -1 0
19342	46265	0x0b4b9	109319	9	9	1	3	-1 0 0 -1 1 -1 0 -1 0 0 1 0 1 1 0 -1 0	1 3 1 0 0 0 0 0 -1 -1 0 -1 0 -1 0 -1 -1
19343	27321	0x06ab9	19924	9	9	1	5	-1 0 0 -1 1 -1 0 -1 0 1 0 -1 0 1 1 0 0	-4 0 -3 4 1 2 -1 3 -1 -2 1 1 0 -2 -1 0 0
19344	45753	0x0b2b9	42041	9	9	1	4	-1 0 0 -1 1 -1 0 -1 0 1 0 0 1 1 0 -1 0	-1 2 0 3 1 1 0 2 -2 -2 1 0 0 -1 0 -1 0
19345	14777	0x039b9	28830	9	9	1	4	-1 0 0 -1 1 -1 0 -1 1 0 0 -1 1 1 0 0 0	-2 1 -1 1 1 2 0 1 0 0 0 0 1 -1 -1 0 0
19346	45497	0x0b1b9	42928	9	9	1	2	-1 0 0 -1 1 -1 0 -1 1 0 0 0 1 1 0 -1 0	0 2 0 2 1 1 0 1 -1 -1 1 0 0 -1 0 -1 0
19347	47417	0x0b939	40677	9	9	1	6	-1 0 0 -1 1 -1 0 0 -1 0 0 1 1 1 0 -1 0	1 2 1 2 2 1 1 1 -2 -1 1 -1 -1 0 0 -1 0
19348	80185	0x13939	55801	9	9	1	4	-1 0 0 -1 1 -1 0 0 -1 0 0 1 1 1 0 0 1	3 0 2 -3 -1 -1 1 -3 1 2 -2 -1 1 2 1 -1 0
19349	75577	0x12739	126618	9	9	1	3	-1 0 0 -1 1 -1 0 0 -1 1 -1 0 0 1 0 0 1	4 1 2 -3 -1 -2 0 -3 0 1 -1 -1 0 1 1 -1 -1
19350	76601	0x12b39	62909	9	9	1	4	-1 0 0 -1 1 -1 0 0 -1 1 0 -1 0 1 0 0 1	3 0 1 1 1 -1 0 -1 -1 0 1 0 -1 1 1 -1 0
19351	27449	0x06b39	25361	9	9	1	6	-1 0 0 -1 1 -1 0 0 -1 1 0 -1 0 1 1 0 0	-3 0 -2 2 1 2 0 2 -1 -1 0 0 0 -1 -1 0 0
19352	58169	0x0e339	46143	9	9	1	4	-1 0 0 -1 1 -1 0 0 -1 1 0 0 0 1 1 -1 0	-1 1 -1 3 1 1 0 2 -2 -2 1 0 -1 -1 0 -1 0
19353	45881	0x0b339	35580	9	9	1	6	-1 0 0 -1 1 -1 0 0 -1 1 0 0 1 1 0 -1 0	0 2 1 1 1 1 1 1 -2 -1 0 -1 0 0 0 -1 0
19354	111161	0x1b239	3422	9	9	1	3	-1 0 0 -1 1 -1 0 0 0 -1 0 0 1 1 0 -1 1	2 1 1 -3 -1 0 1 -2 1 2 -1 -1 0 0 0 0 0
19355	47673	0x0ba39	40300	9	9	1	4	-1 0 0 -1 1 -1 0 0 0 -1 0 1 1 1 0 -1 0	2 2 1 1 2 1 1 0 -1 0 1 -1 -1 0 0 -1 0
