i	j	c0	c1	c2
0	1	-1	0	1
0	2	-0.30164078848582881	1	-0.52432235755266965
0	3	-1.8579494711114012e-07	-4.4210881225611059e-07	-1.5145546752952429e-07
0	4	-1.7140966136970377e-07	-6.0632662055997509e-07	-1.3477822837899433e-08
0	5	-3.9298897235864958e-07	-1.1729602594019167e-07	-3.797976059850694e-07
0	6	5.3996198270113306e-09	-7.8176834358876891e-07	8.1815530079838915e-08
0	7	-2.0243672757589446e-07	-7.4780799124326198e-07	2.9269119675135677e-07
0	8	-7.2960860405451176e-08	-2.8702209817718717e-08	-2.5744608017216086e-07
1	2	-0.30164078848583087	0.99999999999999656	-0.52432235755266177
1	3	-1.8579496166267577e-07	-4.4210882244186924e-07	-1.5145544743087831e-07
1	4	-1.7140966894939173e-07	-6.0632663419702089e-07	-1.3477809493109328e-08
1	5	-3.929889723651153e-07	-1.1729604084775056e-07	-3.7979758278178898e-07
1	6	5.3996225132652787e-09	-7.817683475798322e-07	8.1815533652627752e-08
1	7	-2.0243674204860669e-07	-7.4780801046017342e-07	2.9269118903907393e-07
1	8	-7.296086993157896e-08	-2.8702193065582068e-08	-2.5744607013872018e-07
2	3	0.30164078848587061	-0.99999999999989131	0.52432235755268097
2	4	0.30164078848583475	-0.99999999999997879	0.52432235755266643
2	5	0.30164078848584558	-0.9999999999999164	0.52432235755269962
2	6	0.30164078848583337	-0.99999999999993494	0.52432235755267154
2	7	0.30164078848581921	-0.99999999999997335	0.52432235755284196
2	8	0.30164078848587755	-0.99999999999983602	0.52432235755274026
3	4	2.3559197010822482e-07	-3.2656902341476887e-08	2.1818733739785132e-07
3	5	-1.69898092613523e-07	-3.5861870606616825e-08	-3.4540260573837798e-07
3	6	-1.1435499023237993e-07	2.2071236311373907e-07	4.1343157268141101e-07
3	7	-6.2206358471352497e-08	-2.9847374076721832e-07	4.5968360933558398e-07
3	8	1.3165040528033361e-07	9.5526859106804909e-08	-4.1372227115281894e-07
4	5	-3.074412587918989e-07	1.2685509194643302e-07	-1.2265807940955484e-07
4	6	-3.8051085940380988e-07	-2.7544403408489673e-08	3.5149813124446465e-07
4	7	-9.3105049000471643e-08	-3.9400823352457128e-07	5.9432950103593012e-07
4	8	-1.221301578864806e-07	2.0323452441562303e-07	-4.3381414109692029e-07
5	6	2.0479087286223317e-07	-2.4786338361232791e-08	4.0307323002766276e-07
5	7	3.3579241498058192e-08	-1.4085771731342433e-07	6.3848723320545109e-07
5	8	2.4052731360653291e-07	-6.6957667495300142e-07	-6.1734908090126672e-07
6	7	-1.1694876647986985e-07	-6.9313759765078154e-07	5.6447749738460691e-07
6	8	1.9198029600683534e-07	1.9404698597113756e-07	-5.4703331723233061e-07
7	8	1.6077153657579922e-07	3.4585367260476694e-07	-6.7796157807736891e-07
