i	j	c0	c1	c2
0	1	-1	0	1
0	2	1.9136111331685093	1	-2.685327980327715
0	3	0.16672234905653865	-0.22740253877003391	0.13078705865426724
0	4	0.15837306608786919	-0.21603347695395092	0.12477856830682468
0	5	0.16943109027423231	-0.23109098081509097	0.13273638119146058
0	6	0.13049058780912873	-0.17806642992415364	0.10471318038917395
0	7	0.048815073340136024	-0.066850415765482979	0.045936092326536428
0	8	0.16668877538340243	-0.22735682212984903	0.13076289764646287
1	2	0.66632142004232209	0.088506136030843438	-0.73329438770887889
1	3	0.16672234905653918	-0.22740253877003461	0.13078705865426762
1	4	0.15837306608786972	-0.21603347695395164	0.1247785683068251
1	5	0.16943109027423284	-0.23109098081509166	0.132736381191461
1	6	0.13049058780912931	-0.17806642992415442	0.1047131803891744
1	7	0.048815073340136822	-0.066850415765484061	0.045936092326537045
1	8	0.16668877538340293	-0.22735682212984973	0.13076289764646329
2	3	0.16672234905653846	-0.22740253877003364	0.13078705865426704
2	4	0.158373066087869	-0.21603347695395064	0.1247785683068245
2	5	0.16943109027423212	-0.23109098081509066	0.13273638119146039
2	6	0.13049058780912848	-0.17806642992415331	0.10471318038917374
2	7	0.048815073340135705	-0.066850415765482521	0.045936092326536157
2	8	0.16668877538340224	-0.22735682212984873	0.13076289764646271
3	4	0.157658377233444	-0.21460474539505908	0.12429422063056078
3	5	0.17163401000726505	-0.23549482862216187	0.13422930926371462
3	6	0.13032589420123467	-0.17773719160780496	0.10460156683065346
3	7	0.048764464593185355	-0.066749244026937493	0.045901794563489369
3	8	-0.011043921778333932	0.12794788412126615	0.010312692870085093
4	5	-0.075490283357555255	0.10264349358214168	-0.059860935007727836
4	6	0.22762494029753597	-0.31042352719558547	0.18109612452592969
4	7	0.073535738674098072	-0.10053525972027663	0.065375530083153971
4	8	-0.15900159895813251	0.21643501312463634	-0.12534824153239651
5	6	0.10695417307266587	-0.14586681514670105	0.086278370520294689
5	7	0.041216415721008245	-0.05645487120607507	0.039984471825464996
5	8	-0.16752514699642343	0.22987337517898235	-0.13100892204622269
6	7	0.18058750353111905	-0.24657289536446442	0.15035593631984734
6	8	-0.13063497892321507	0.17815867371564792	-0.10484404984023805
7	8	-0.048859414839053684	0.066878743187200024	-0.045976281417533703
