root	fingerprint_index	identity	score	curve_max	line_max	anchor_count	v_pairings	anchors
root-000029	2452	0	5.85044504703737e-13	5.220100634428849e-14	5.85044504703737e-13	9	0 0 2 2 2 1 1 1 1	V2:+2 V3:+2 V4:+2 D02:-2 D03:-2 D04:-2 D12:-2 D13:-2 D14:-2
root-000029	2455	0	2.1955787589350288e-12	7.833202612509214e-16	2.1955787589350288e-12	9	0 0 -2 -2 -1 -1 -2 -1 -1	V2:-2 V3:-2 V6:-2 D02:+2 D03:+2 D06:+2 D12:+2 D13:+2 D16:+2
root-000029	2473	0	2.406868679581628e-12	6.076979618729316e-14	2.406868679581628e-12	9	0 0 -2 -1 -1 -2 -1 -1 -2	V2:-2 V5:-2 V8:-2 D02:+2 D05:+2 D08:+2 D12:+2 D15:+2 D18:+2
root-000029	2467	0	4.405773989361776e-12	3.6291904056807073e-16	4.405773989361776e-12	9	0 0 -2 -1 -2 -1 -1 -1 -2	V2:-2 V4:-2 V8:-2 D02:+2 D04:+2 D08:+2 D12:+2 D14:+2 D18:+2
root-000029	831	0	6.963899838562207e-12	5.7070563769508175e-15	6.963899838562207e-12	9	-2 0 0 -1 -1 -2 -1 -2 -1	V0:-2 V5:-2 V7:-2 D01:-2 D02:-2 D15:+2 D17:+2 D25:+2 D27:+2
root-000029	837	0	9.48451520757581e-12	3.129318614362189e-16	9.48451520757581e-12	9	-2 0 0 -1 -1 -1 -2 -1 -2	V0:-2 V6:-2 V8:-2 D01:-2 D02:-2 D16:+2 D18:+2 D26:+2 D28:+2
root-000029	817	0	1.0638768018784536e-11	2.997378261577181e-16	1.0638768018784536e-11	9	-2 0 0 -2 -1 -1 -1 -2 -1	V0:-2 V3:-2 V7:-2 D01:-2 D02:-2 D13:+2 D17:+2 D23:+2 D27:+2
root-000029	1536	0	1.9449685056989966e-11	2.9855452483474317e-16	1.9449685056989966e-11	9	1 1 1 0 2 1 2 0 2	V4:+2 V6:+2 V8:+2 D34:-2 D36:-2 D38:-2 D47:+2 D67:+2 D78:-2
root-000029	828	0	2.1946441324191023e-11	2.0491356582667883e-12	2.1946441324191023e-11	9	2 0 0 1 2 1 1 1 2	V0:+2 V4:+2 V8:+2 D01:+2 D02:+2 D14:-2 D18:-2 D24:-2 D28:-2
root-000029	397	0	2.7115906162503006e-11	3.01335939283328e-16	2.7115906162503006e-11	9	-2 -1 -1 -1 -2 -1 -2 0 0	V0:-2 V4:-2 V6:-2 D07:-2 D08:-2 D47:-2 D48:-2 D67:-2 D68:-2
root-000029	2463	0	2.790507784342947e-11	2.9022897974487387e-16	2.790507784342947e-11	9	0 0 -2 -1 -2 -1 -2 -1 -1	V2:-2 V4:-2 V6:-2 D02:+2 D04:+2 D06:+2 D12:+2 D14:+2 D16:+2
root-000029	814	0	2.7992225426863153e-11	1.470082541144982e-11	2.7992225426863153e-11	9	2 0 0 2 1 2 1 1 1	V0:+2 V3:+2 V5:+2 D01:+2 D02:+2 D13:-2 D15:-2 D23:-2 D25:-2
root-000029	505	0	2.97544643618204e-11	3.0134187378844685e-16	2.97544643618204e-11	9	-2 -1 -1 0 0 -1 -2 -2 -1	V0:-2 V6:-2 V7:-2 D03:-2 D04:-2 D36:+2 D37:+2 D46:+2 D47:+2
root-000029	1437	0	3.125633164500637e-11	3.0133672247634963e-16	3.125633164500637e-11	9	-1 -1 -2 0 0 -1 -2 -1 -2	V2:-2 V6:-2 V8:-2 D23:-2 D24:-2 D36:+2 D38:+2 D46:+2 D48:+2
root-000029	714	0	3.153554529084413e-11	3.0140943863556843e-16	3.153554529084413e-11	9	2 0 1 2 1 1 0 2 1	V0:+2 V3:+2 V7:+2 D01:+2 D06:+2 D13:-2 D17:-2 D36:+2 D67:-2
root-000029	2476	0	3.194673210850219e-11	2.7967596213069573e-16	3.194673210850219e-11	9	0 0 2 1 1 1 2 2 1	V2:+2 V6:+2 V7:+2 D02:-2 D06:-2 D07:-2 D12:-2 D16:-2 D17:-2
root-000029	1012	0	3.254876941078101e-11	2.4172769322463984e-16	3.254876941078101e-11	9	1 2 1 2 0 1 0 2 1	V1:+2 V3:+2 V7:+2 D14:+2 D16:+2 D34:+2 D36:+2 D47:-2 D67:-2
root-000029	834	0	3.337416449888499e-11	6.765613888651286e-14	3.337416449888499e-11	9	2 0 0 1 1 2 1 1 2	V0:+2 V5:+2 V8:+2 D01:+2 D02:+2 D15:-2 D18:-2 D25:-2 D28:-2
root-000029	1310	0	3.38162795540456e-11	3.0133517046963765e-16	3.38162795540456e-11	9	1 1 2 2 0 1 1 0 2	V2:+2 V3:+2 V8:+2 D24:+2 D27:+2 D34:+2 D37:+2 D48:-2 D78:-2
root-000029	54	0	3.527628483998336e-11	3.013338845192285e-16	3.527628483998336e-11	9	2 2 1 1 2 1 0 1 0	V0:+2 V1:+2 V4:+2 D06:+2 D08:+2 D16:+2 D18:+2 D46:+2 D48:+2
root-000029	912	0	3.7277698504410914e-11	3.0516816535240204e-16	3.7277698504410914e-11	9	1 2 2 1 0 1 0 2 1	V1:+2 V2:+2 V7:+2 D14:+2 D16:+2 D24:+2 D26:+2 D47:-2 D67:-2
root-000029	2268	0	3.8228151642902303e-11	3.01336585856849e-16	3.8228151642902303e-11	9	0 1 2 1 0 1 2 1 2	V2:+2 V6:+2 V8:+2 D02:-2 D06:-2 D08:-2 D24:+2 D46:-2 D48:-2
root-000029	1810	0	3.9186625266543966e-11	3.477234054250459e-14	3.9186625266543966e-11	9	1 0 1 2 2 1 2 0 1	V3:+2 V4:+2 V6:+2 D13:-2 D14:-2 D16:-2 D37:+2 D47:+2 D67:+2
root-000029	2474	0	4.018084302024464e-11	6.45924909987316e-14	4.018084302024464e-11	9	0 0 2 1 1 2 1 1 2	V2:+2 V5:+2 V8:+2 D02:-2 D05:-2 D08:-2 D12:-2 D15:-2 D18:-2
root-000029	2178	0	4.027216799279357e-11	3.0139984601385563e-16	4.027216799279357e-11	9	0 1 2 2 2 0 1 1 1	V2:+2 V3:+2 V4:+2 D02:-2 D03:-2 D04:-2 D25:+2 D35:+2 D45:+2
root-000029	1735	0	4.162443824976597e-11	3.0133650315938647e-16	4.162443824976597e-11	9	-1 0 -2 -1 -2 -1 0 -2 -1	V2:-2 V4:-2 V7:-2 D12:+2 D14:+2 D17:+2 D26:-2 D46:-2 D67:+2
root-000029	691	0	4.191697046876609e-11	3.008990948618791e-16	4.191697046876609e-11	9	-2 0 -1 -2 -2 -1 -1 -1 0	V0:-2 V3:-2 V4:-2 D01:-2 D08:-2 D13:+2 D14:+2 D38:-2 D48:-2
root-000029	48	0	4.198924832390744e-11	3.2104047389053823e-16	4.198924832390744e-11	9	2 2 1 2 0 1 0 1 1	V0:+2 V1:+2 V3:+2 D04:+2 D06:+2 D14:+2 D16:+2 D34:+2 D36:+2
root-000029	461	0	4.351693077467578e-11	3.0132995730579676e-16	4.351693077467578e-11	9	-2 -1 -1 0 -2 -1 -1 -2 0	V0:-2 V4:-2 V7:-2 D03:-2 D08:-2 D34:+2 D37:+2 D48:-2 D78:-2
root-000029	282	0	4.494255040338273e-11	3.0114994622878317e-16	4.494255040338273e-11	9	2 1 2 1 0 1 0 2 1	V0:+2 V2:+2 V7:+2 D04:+2 D06:+2 D24:+2 D26:+2 D47:-2 D67:-2
root-000029	2458	0	4.51173764010524e-11	7.804627240668773e-16	4.51173764010524e-11	9	0 0 2 2 1 1 1 2 1	V2:+2 V3:+2 V7:+2 D02:-2 D03:-2 D07:-2 D12:-2 D13:-2 D17:-2
root-000029	564	0	4.6603348109275696e-11	3.0122018872578666e-16	4.6603348109275696e-11	9	2 1 0 1 2 1 1 0 2	V0:+2 V4:+2 V8:+2 D02:+2 D07:+2 D24:-2 D28:-2 D47:+2 D78:-2
root-000029	1359	0	4.774018361553786e-11	3.0137059100525205e-16	4.774018361553786e-11	9	-1 -1 -2 -1 0 -2 -2 0 -1	V2:-2 V5:-2 V6:-2 D24:-2 D27:-2 D45:+2 D46:+2 D57:-2 D67:-2
root-000029	508	0	4.787734368629709e-11	3.0133623133866872e-16	4.787734368629709e-11	9	2 1 1 0 0 1 2 1 2	V0:+2 V6:+2 V8:+2 D03:+2 D04:+2 D36:-2 D38:-2 D46:-2 D48:-2
root-000029	146	0	4.794270980646581e-11	3.0149400237234314e-16	4.794270980646581e-11	9	2 2 1 0 0 1 2 1 1	V0:+2 V1:+2 V6:+2 D03:+2 D04:+2 D13:+2 D14:+2 D36:-2 D46:-2
root-000029	2233	0	4.8049059915757863e-11	3.028366043838545e-16	4.8049059915757863e-11	9	0 -1 -2 -1 -2 0 -1 -1 -2	V2:-2 V4:-2 V8:-2 D02:+2 D04:+2 D08:+2 D25:-2 D45:-2 D58:+2
root-000029	96	0	5.107651084081097e-11	3.0134770636778904e-16	5.107651084081097e-11	9	2 2 1 1 0 1 2 0 1	V0:+2 V1:+2 V6:+2 D04:+2 D07:+2 D14:+2 D17:+2 D46:-2 D67:+2
root-000029	95	0	5.24237940718998e-11	3.012318709911154e-16	5.24237940718998e-11	9	-2 -2 -1 -1 0 -1 -2 0 -1	V0:-2 V1:-2 V6:-2 D04:-2 D07:-2 D14:-2 D17:-2 D46:+2 D67:-2
root-000029	2076	0	5.337330291651519e-11	3.0542403327608827e-16	5.337330291651519e-11	9	0 2 1 1 2 1 0 2 1	V1:+2 V4:+2 V7:+2 D01:-2 D04:-2 D07:-2 D16:+2 D46:+2 D67:-2
root-000029	614	0	5.566227519851848e-11	3.0127978397265547e-16	5.566227519851848e-11	9	2 1 0 0 2 1 2 1 1	V0:+2 V4:+2 V6:+2 D02:+2 D03:+2 D24:-2 D26:-2 D34:-2 D36:-2
root-000029	626	0	5.7137720991604936e-11	3.0206459860698206e-16	5.7137720991604936e-11	9	2 1 0 0 1 1 2 2 1	V0:+2 V6:+2 V7:+2 D02:+2 D03:+2 D26:-2 D27:-2 D36:-2 D37:-2
root-000029	695	0	5.7464167052765085e-11	3.013993505698272e-16	5.7464167052765085e-11	9	-2 0 -1 -2 -2 -1 0 -1 -1	V0:-2 V3:-2 V4:-2 D01:-2 D06:-2 D13:+2 D14:+2 D36:-2 D46:-2
root-000029	1706	0	5.889161653269273e-11	3.013358579540658e-16	5.889161653269273e-11	9	1 0 2 2 1 1 0 1 2	V2:+2 V3:+2 V8:+2 D12:-2 D13:-2 D18:-2 D26:+2 D36:+2 D68:-2
root-000029	2176	0	5.89593650962912e-11	3.013144320211383e-16	5.89593650962912e-11	9	0 1 2 2 2 1 0 1 1	V2:+2 V3:+2 V4:+2 D02:-2 D03:-2 D04:-2 D26:+2 D36:+2 D46:+2
root-000029	380	0	5.896299951378871e-11	3.013381508407646e-16	5.896299951378871e-11	9	2 1 1 2 0 1 1 0 2	V0:+2 V3:+2 V8:+2 D04:+2 D07:+2 D34:+2 D37:+2 D48:-2 D78:-2
root-000029	1313	0	5.97427485763048e-11	3.013377714946452e-16	5.97427485763048e-11	9	-1 -1 -2 -2 0 -1 0 -1 -2	V2:-2 V3:-2 V8:-2 D24:-2 D26:-2 D34:-2 D36:-2 D48:+2 D68:+2
root-000029	2273	0	6.12295721115958e-11	3.014782730945655e-16	6.12295721115958e-11	9	0 -1 -2 0 -2 -1 -2 -1 -1	V2:-2 V4:-2 V6:-2 D02:+2 D04:+2 D06:+2 D23:-2 D34:+2 D36:+2
root-000029	71	0	6.171340092267906e-11	2.987590398764379e-16	6.171340092267906e-11	9	-2 -2 -1 -1 -1 -1 0 -2 0	V0:-2 V1:-2 V7:-2 D06:-2 D08:-2 D16:-2 D18:-2 D67:+2 D78:-2
root-000029	6	0	6.269922225182224e-11	9.619764883013228e-13	6.269922225182224e-11	9	2 2 2 1 1 1 0 0 1	V0:+2 V1:+2 V2:+2 D06:+2 D07:+2 D16:+2 D17:+2 D26:+2 D27:+2
root-000029	232	0	6.292271792832892e-11	3.0132103742294736e-16	6.292271792832892e-11	9	2 1 2 1 2 1 1 0 0	V0:+2 V2:+2 V4:+2 D07:+2 D08:+2 D27:+2 D28:+2 D47:+2 D48:+2
root-000029	94	0	6.365794676598761e-11	3.013638918442573e-16	6.365794676598761e-11	9	2 2 1 1 0 1 2 1 0	V0:+2 V1:+2 V6:+2 D04:+2 D08:+2 D14:+2 D18:+2 D46:-2 D68:+2
root-000029	101	0	6.584543242195531e-11	3.2867042878405433e-16	6.584543242195531e-11	9	-2 -2 -1 -1 0 -1 0 -2 -1	V0:-2 V1:-2 V7:-2 D04:-2 D06:-2 D14:-2 D16:-2 D47:+2 D67:+2
root-000029	1778	0	6.622189698319785e-11	3.013322142376039e-16	6.622189698319785e-11	9	1 0 2 1 0 1 2 1 2	V2:+2 V6:+2 V8:+2 D12:-2 D16:-2 D18:-2 D24:+2 D46:-2 D48:-2
root-000029	2199	0	6.716335869134602e-11	3.0134511158914624e-16	6.716335869134602e-11	9	0 -1 -2 -2 -1 0 -1 -2 -1	V2:-2 V3:-2 V7:-2 D02:+2 D03:+2 D07:+2 D25:-2 D35:-2 D57:+2
root-000029	824	0	6.767421219356508e-11	4.551870339760997e-12	6.767421219356508e-11	9	2 0 0 1 2 1 2 1 1	V0:+2 V4:+2 V6:+2 D01:+2 D02:+2 D14:-2 D16:-2 D24:-2 D26:-2
root-000029	705	0	6.8045972889856e-11	3.0012424642672896e-16	6.8045972889856e-11	9	-2 0 -1 -2 -1 -1 -2 -1 0	V0:-2 V3:-2 V6:-2 D01:-2 D08:-2 D13:+2 D16:+2 D38:-2 D68:-2
root-000029	2262	0	6.808840549444406e-11	3.0133386995572025e-16	6.808840549444406e-11	9	0 1 2 1 0 2 1 2 1	V2:+2 V5:+2 V7:+2 D02:-2 D05:-2 D07:-2 D24:+2 D45:-2 D47:-2
root-000029	200	0	6.849110400413803e-11	2.9603176305013136e-16	6.849110400413803e-11	9	2 2 0 1 0 1 1 1 2	V0:+2 V1:+2 V8:+2 D02:+2 D04:+2 D12:+2 D14:+2 D28:-2 D48:-2
root-000029	706	0	6.853631713406857e-11	3.0103090642429065e-16	6.853631713406857e-11	9	2 0 1 2 1 1 2 1 0	V0:+2 V3:+2 V6:+2 D01:+2 D08:+2 D13:-2 D16:-2 D38:+2 D68:+2
root-000029	1703	0	6.942284020086653e-11	3.015529432017125e-16	6.942284020086653e-11	9	-1 0 -2 -2 -1 -1 0 -2 -1	V2:-2 V3:-2 V7:-2 D12:+2 D13:+2 D17:+2 D26:-2 D36:-2 D67:+2
root-000029	1717	0	6.945588336309855e-11	3.016907888419169e-16	6.945588336309855e-11	9	-1 0 -2 -2 0 -1 -1 -2 -1	V2:-2 V3:-2 V7:-2 D12:+2 D13:+2 D17:+2 D24:-2 D34:-2 D47:+2
root-000029	597	0	7.115123696757144e-11	3.0141238687367705e-16	7.115123696757144e-11	9	-2 -1 0 -1 -1 0 -1 -2 -2	V0:-2 V7:-2 V8:-2 D02:-2 D05:-2 D27:+2 D28:+2 D57:+2 D58:+2
root-000029	2215	0	7.294129352868106e-11	3.013278071090663e-16	7.294129352868106e-11	9	0 -1 -2 -1 -2 -2 0 -1 -1	V2:-2 V4:-2 V5:-2 D02:+2 D04:+2 D05:+2 D26:-2 D46:-2 D56:-2
root-000029	69	0	7.332660217273706e-11	3.0036030917894327e-16	7.332660217273706e-11	9	-2 -2 -1 -1 -1 -1 -2 0 0	V0:-2 V1:-2 V6:-2 D07:-2 D08:-2 D17:-2 D18:-2 D67:-2 D68:-2
root-000029	559	0	7.65871746311866e-11	3.0131575174903154e-16	7.65871746311866e-11	9	-2 -1 0 -1 -2 -1 -2 0 -1	V0:-2 V4:-2 V6:-2 D02:-2 D07:-2 D24:+2 D26:+2 D47:-2 D67:-2
root-000029	325	0	7.726788310348485e-11	3.0134653296079524e-16	7.726788310348485e-11	9	-2 -1 -2 0 0 -1 -2 -1 -1	V0:-2 V2:-2 V6:-2 D03:-2 D04:-2 D23:-2 D24:-2 D36:+2 D46:+2
root-000029	589	0	7.742997241370463e-11	3.0131019509420037e-16	7.742997241370463e-11	9	-2 -1 0 -1 -1 -1 -2 0 -2	V0:-2 V6:-2 V8:-2 D02:-2 D07:-2 D26:+2 D28:+2 D67:-2 D78:+2
root-000029	2460	0	7.745209414100757e-11	2.8676287874788864e-16	7.745209414100757e-11	9	0 0 2 2 1 1 1 1 2	V2:+2 V3:+2 V8:+2 D02:-2 D03:-2 D08:-2 D12:-2 D13:-2 D18:-2
root-000029	278	0	7.76197104049445e-11	3.013156797712926e-16	7.76197104049445e-11	9	2 1 2 1 0 1 1 2 0	V0:+2 V2:+2 V7:+2 D04:+2 D08:+2 D24:+2 D28:+2 D47:-2 D78:+2
root-000029	2243	0	7.767515776901327e-11	3.013294819301878e-16	7.767515776901327e-11	9	0 -1 -2 -1 -1 -2 0 -2 -1	V2:-2 V5:-2 V7:-2 D02:+2 D05:+2 D07:+2 D26:-2 D56:-2 D67:+2
root-000029	2220	0	7.785261243184807e-11	3.0131876762975397e-16	7.785261243184807e-11	9	0 1 2 1 2 1 2 0 1	V2:+2 V4:+2 V6:+2 D02:-2 D04:-2 D06:-2 D27:+2 D47:+2 D67:+2
root-000029	1725	0	7.80448585603211e-11	3.013659162519794e-16	7.80448585603211e-11	9	-1 0 -2 -1 -2 -2 0 -1 -1	V2:-2 V4:-2 V5:-2 D12:+2 D14:+2 D15:+2 D26:-2 D46:-2 D56:-2
root-000029	276	0	7.987283946798001e-11	3.0132795186234133e-16	7.987283946798001e-11	9	2 1 2 1 0 1 2 0 1	V0:+2 V2:+2 V6:+2 D04:+2 D07:+2 D24:+2 D27:+2 D46:-2 D67:+2
root-000029	2281	0	8.077394126095174e-11	3.01313107977406e-16	8.077394126095174e-11	9	0 -1 -2 0 -1 -2 -1 -2 -1	V2:-2 V5:-2 V7:-2 D02:+2 D05:+2 D07:+2 D23:-2 D35:+2 D37:+2
root-000029	353	0	8.20098156863776e-11	3.013294532989546e-16	8.20098156863776e-11	9	-2 -1 -1 -2 -1 -1 0 0 -2	V0:-2 V3:-2 V8:-2 D06:-2 D07:-2 D36:-2 D37:-2 D68:+2 D78:+2
root-000029	606	0	8.469093618788076e-11	3.010123532232905e-16	8.469093618788076e-11	9	2 1 0 1 0 1 2 2 1	V0:+2 V6:+2 V7:+2 D02:+2 D04:+2 D26:-2 D27:-2 D46:-2 D47:-2
root-000029	999	0	8.469670535044378e-11	3.0966962755263658e-16	8.469670535044378e-11	9	-1 -2 -1 -2 0 -2 -1 0 -1	V1:-2 V3:-2 V5:-2 D14:-2 D17:-2 D34:-2 D37:-2 D45:+2 D57:-2
root-000029	563	0	8.533614218074527e-11	3.013424015640089e-16	8.533614218074527e-11	9	-2 -1 0 -1 -2 -1 -1 0 -2	V0:-2 V4:-2 V8:-2 D02:-2 D07:-2 D24:+2 D28:+2 D47:-2 D78:+2
root-000029	1372	0	8.560723904058111e-11	3.0134663830777963e-16	8.560723904058111e-11	9	1 1 2 1 0 1 2 0 2	V2:+2 V6:+2 V8:+2 D24:+2 D27:+2 D46:-2 D48:-2 D67:+2 D78:-2
root-000029	549	0	8.570717542395864e-11	3.013245346166624e-16	8.570717542395864e-11	9	-2 -1 0 -2 0 -1 -1 -1 -2	V0:-2 V3:-2 V8:-2 D02:-2 D04:-2 D23:+2 D28:+2 D34:-2 D48:+2
root-000029	152	0	8.657269130464915e-11	3.0133930630181653e-16	8.657269130464915e-11	9	2 2 0 2 1 1 1 1 0	V0:+2 V1:+2 V3:+2 D02:+2 D08:+2 D12:+2 D18:+2 D23:-2 D38:+2
root-000029	514	0	8.669714290632865e-11	3.0134417322029304e-16	8.669714290632865e-11	9	2 1 0 2 2 1 1 0 1	V0:+2 V3:+2 V4:+2 D02:+2 D07:+2 D23:-2 D24:-2 D37:+2 D47:+2
root-000029	617	0	8.737683914895e-11	3.1192264867037185e-16	8.737683914895e-11	9	-2 -1 0 0 -2 -1 -1 -1 -2	V0:-2 V4:-2 V8:-2 D02:-2 D03:-2 D24:+2 D28:+2 D34:+2 D38:+2
root-000029	2180	0	8.768938602375676e-11	3.0133698300431526e-16	8.768938602375676e-11	9	0 1 2 2 1 2 1 1 0	V2:+2 V3:+2 V5:+2 D02:-2 D03:-2 D05:-2 D28:+2 D38:+2 D58:+2
root-000029	326	0	9.040951406328735e-11	3.012786666422872e-16	9.040951406328735e-11	9	2 1 2 0 0 1 2 1 1	V0:+2 V2:+2 V6:+2 D03:+2 D04:+2 D23:+2 D24:+2 D36:-2 D46:-2
root-000029	608	0	9.081912905515993e-11	3.013296584005685e-16	9.081912905515993e-11	9	2 1 0 1 0 1 2 1 2	V0:+2 V6:+2 V8:+2 D02:+2 D04:+2 D26:-2 D28:-2 D46:-2 D48:-2
root-000029	535	0	9.265680655421788e-11	3.013646368704466e-16	9.265680655421788e-11	9	-2 -1 0 -2 -1 -1 0 -1 -2	V0:-2 V3:-2 V8:-2 D02:-2 D06:-2 D23:+2 D28:+2 D36:-2 D68:+2
root-000029	2174	0	9.269821454496454e-11	3.0174740820636567e-16	9.269821454496454e-11	9	0 1 2 2 2 1 1 0 1	V2:+2 V3:+2 V4:+2 D02:-2 D03:-2 D04:-2 D27:+2 D37:+2 D47:+2
root-000029	607	0	9.336088155214235e-11	3.0132962677706595e-16	9.336088155214235e-11	9	-2 -1 0 -1 0 -1 -2 -1 -2	V0:-2 V6:-2 V8:-2 D02:-2 D04:-2 D26:+2 D28:+2 D46:+2 D48:+2
root-000029	2285	0	9.336391718677638e-11	3.1722022816473957e-16	9.336391718677638e-11	9	0 -1 -2 0 -1 -1 -2 -2 -1	V2:-2 V6:-2 V7:-2 D02:+2 D06:+2 D07:+2 D23:-2 D36:+2 D37:+2
root-000029	2224	0	9.616738346306887e-11	3.0134379936797765e-16	9.616738346306887e-11	9	0 1 2 1 2 1 1 0 2	V2:+2 V4:+2 V8:+2 D02:-2 D04:-2 D08:-2 D27:+2 D47:+2 D78:-2
root-000029	2287	0	9.786782409391786e-11	3.015368918542163e-16	9.786782409391786e-11	9	0 -1 -2 0 -1 -1 -2 -1 -2	V2:-2 V6:-2 V8:-2 D02:+2 D06:+2 D08:+2 D23:-2 D36:+2 D38:+2
root-000029	2196	0	9.814962602999744e-11	3.008810828302642e-16	9.814962602999744e-11	9	0 1 2 2 1 1 0 1 2	V2:+2 V3:+2 V8:+2 D02:-2 D03:-2 D08:-2 D26:+2 D36:+2 D68:-2
root-000029	2183	0	9.834355405899614e-11	3.01342797487264e-16	9.834355405899614e-11	9	0 -1 -2 -2 -1 -2 0 -1 -1	V2:-2 V3:-2 V5:-2 D02:+2 D03:+2 D05:+2 D26:-2 D36:-2 D56:-2
root-000029	545	0	1.0023115509427217e-10	3.0132501536026155e-16	1.0023115509427217e-10	9	-2 -1 0 -2 0 -1 -2 -1 -1	V0:-2 V3:-2 V6:-2 D02:-2 D04:-2 D23:+2 D26:+2 D34:-2 D46:+2
root-000029	441	0	1.0145998314561695e-10	3.0133466554877706e-16	1.0145998314561695e-10	9	-2 -1 -1 -1 0 -1 -2 0 -2	V0:-2 V6:-2 V8:-2 D04:-2 D07:-2 D46:+2 D48:+2 D67:-2 D78:+2
root-000029	600	0	1.0751545518878679e-10	3.013292702292034e-16	1.0751545518878679e-10	9	2 1 0 1 0 2 2 1 1	V0:+2 V5:+2 V6:+2 D02:+2 D04:+2 D25:-2 D26:-2 D45:-2 D46:-2
root-000029	711	0	1.0913287977007607e-10	3.0118324142398e-16	1.0913287977007607e-10	9	-2 0 -1 -2 -1 -1 -1 0 -2	V0:-2 V3:-2 V8:-2 D01:-2 D07:-2 D13:+2 D18:+2 D37:-2 D78:+2
root-000029	111	0	1.0923857730226108e-10	3.0133340613307394e-16	1.0923857730226108e-10	9	-2 -2 -1 0 -2 -1 -1 -1 0	V0:-2 V1:-2 V4:-2 D03:-2 D08:-2 D13:-2 D18:-2 D34:+2 D48:-2
root-000029	2228	0	1.1162252221643183e-10	3.0123734425156015e-16	1.1162252221643183e-10	9	0 1 2 1 2 1 0 1 2	V2:+2 V4:+2 V8:+2 D02:-2 D04:-2 D08:-2 D26:+2 D46:+2 D68:-2
root-000029	584	0	1.1189989025986967e-10	3.013177669950619e-16	1.1189989025986967e-10	9	2 1 0 1 1 2 0 2 1	V0:+2 V5:+2 V7:+2 D02:+2 D06:+2 D25:-2 D27:-2 D56:+2 D67:-2
root-000029	636	0	1.1194288783208592e-10	3.0979693052773945e-16	1.1194288783208592e-10	9	2 0 2 2 1 1 0 1 1	V0:+2 V2:+2 V3:+2 D01:+2 D06:+2 D12:-2 D13:-2 D26:+2 D36:+2
root-000029	2241	0	1.1277005331141516e-10	3.013279545906641e-16	1.1277005331141516e-10	9	0 -1 -2 -1 -1 -2 -1 0 -2	V2:-2 V5:-2 V8:-2 D02:+2 D05:+2 D08:+2 D27:-2 D57:-2 D78:+2
root-000029	128	0	1.128046068657278e-10	3.0147460012345565e-16	1.128046068657278e-10	9	2 2 1 0 1 1 2 0 1	V0:+2 V1:+2 V6:+2 D03:+2 D07:+2 D13:+2 D17:+2 D36:-2 D67:+2
root-000029	53	0	1.1301602917266262e-10	3.013305293200725e-16	1.1301602917266262e-10	9	-2 -2 -1 -1 -2 -1 0 -1 0	V0:-2 V1:-2 V4:-2 D06:-2 D08:-2 D16:-2 D18:-2 D46:-2 D48:-2
root-000029	629	0	1.1303335810736653e-10	3.0152236797185575e-16	1.1303335810736653e-10	9	-2 -1 0 0 -1 -1 -1 -2 -2	V0:-2 V7:-2 V8:-2 D02:-2 D03:-2 D27:+2 D28:+2 D37:+2 D38:+2
root-000029	161	0	1.1513814326739492e-10	2.704103231799018e-16	1.1513814326739492e-10	9	-2 -2 0 -1 -2 -1 -1 -1 0	V0:-2 V1:-2 V4:-2 D02:-2 D08:-2 D12:-2 D18:-2 D24:+2 D48:-2
root-000029	382	0	1.163658325672066e-10	3.013481204997209e-16	1.163658325672066e-10	9	2 1 1 2 0 1 0 2 1	V0:+2 V3:+2 V7:+2 D04:+2 D06:+2 D34:+2 D36:+2 D47:-2 D67:-2
root-000029	1369	0	1.1779280421956238e-10	3.0133668184544393e-16	1.1779280421956238e-10	9	-1 -1 -2 -1 0 -1 -2 -2 0	V2:-2 V6:-2 V7:-2 D24:-2 D28:-2 D46:+2 D47:+2 D68:-2 D78:-2
root-000029	2205	0	1.182107358641037e-10	3.01323744985627e-16	1.182107358641037e-10	9	0 -1 -2 -2 0 -1 -2 -1 -1	V2:-2 V3:-2 V6:-2 D02:+2 D03:+2 D06:+2 D24:-2 D34:-2 D46:+2
root-000029	422	0	1.1913554398538026e-10	3.0085873010780036e-16	1.1913554398538026e-10	9	2 1 1 1 1 0 2 2 0	V0:+2 V6:+2 V7:+2 D05:+2 D08:+2 D56:-2 D57:-2 D68:+2 D78:+2
root-000029	538	0	1.196491864495489e-10	3.084914206460307e-16	1.196491864495489e-10	9	2 1 0 2 1 0 2 1 1	V0:+2 V3:+2 V6:+2 D02:+2 D05:+2 D23:-2 D26:-2 D35:+2 D56:-2
root-000029	573	0	1.2664337131352208e-10	3.0133996484542457e-16	1.2664337131352208e-10	9	-2 -1 0 -1 -2 0 -1 -1 -2	V0:-2 V4:-2 V8:-2 D02:-2 D05:-2 D24:+2 D28:+2 D45:-2 D58:+2
root-000029	540	0	1.2700391251669065e-10	3.0138061799079343e-16	1.2700391251669065e-10	9	2 1 0 2 1 0 1 2 1	V0:+2 V3:+2 V7:+2 D02:+2 D05:+2 D23:-2 D27:-2 D35:+2 D57:-2
root-000029	2270	0	1.2923030449066394e-10	3.013235780198464e-16	1.2923030449066394e-10	9	0 1 2 1 0 1 1 2 2	V2:+2 V7:+2 V8:+2 D02:-2 D07:-2 D08:-2 D24:+2 D47:-2 D48:-2
