root	fingerprint_index	identity	score	curve_max	line_max	anchor_count	v_pairings	anchors
root-000029	1233	0	1.9452653406771586e-08	1.1802932336424324e-14	1.9452653406771586e-08	9	-1 -2 0 -1 0 -2 -1 -1 -2	V1:-2 V5:-2 V8:-2 D12:-2 D14:-2 D25:+2 D28:+2 D45:+2 D48:+2
root-000029	1662	0	1.9562671913494182e-08	1.4258156923143554e-08	1.9562671913494182e-08	9	1 1 0 0 2 2 2 1 1	V4:+2 V5:+2 V6:+2 D24:-2 D25:-2 D26:-2 D34:-2 D35:-2 D36:-2
root-000029	323	0	1.9606507057470957e-08	4.4953494921148483e-11	1.9606507057470957e-08	9	-2 -1 -2 0 0 -2 -1 -1 -1	V0:-2 V2:-2 V5:-2 D03:-2 D04:-2 D23:-2 D24:-2 D35:+2 D45:+2
root-000029	1141	0	1.9629754087647507e-08	4.2178870983086635e-09	1.9629754087647507e-08	9	-1 -2 0 -2 -2 -1 -1 -1 0	V1:-2 V3:-2 V4:-2 D12:-2 D18:-2 D23:+2 D24:+2 D38:-2 D48:-2
root-000029	2390	0	1.965045364997981e-08	1.965045364997981e-08	1.62398738615304e-08	9	0 1 1 1 0 1 2 2 2	V6:+2 V7:+2 V8:+2 D06:-2 D07:-2 D08:-2 D46:-2 D47:-2 D48:-2
root-000029	2113	0	1.965689275074964e-08	1.0984583389297867e-14	1.965689275074964e-08	9	0 -2 -1 -1 0 -2 -1 -1 -2	V1:-2 V5:-2 V8:-2 D01:+2 D05:+2 D08:+2 D14:-2 D45:+2 D48:+2
root-000029	2114	0	1.9662064871540067e-08	1.0716166136269297e-14	1.9662064871540067e-08	9	0 2 1 1 0 2 1 1 2	V1:+2 V5:+2 V8:+2 D01:-2 D05:-2 D08:-2 D14:+2 D45:-2 D48:-2
root-000029	2021	0	2.0030085366730106e-08	4.57689904101013e-09	2.0030085366730106e-08	9	0 -2 -1 -2 -2 -1 -1 -1 0	V1:-2 V3:-2 V4:-2 D01:+2 D03:+2 D04:+2 D18:-2 D38:-2 D48:-2
root-000029	2405	0	2.0085489582038224e-08	1.8637152306338004e-08	2.0085489582038224e-08	9	0 -1 -1 0 -1 -2 -2 -1 -2	V5:-2 V6:-2 V8:-2 D05:+2 D06:+2 D08:+2 D35:+2 D36:+2 D38:+2
root-000029	1796	0	2.011476515349604e-08	1.9389742341108213e-10	2.011476515349604e-08	9	1 0 2 0 1 1 2 2 1	V2:+2 V6:+2 V7:+2 D12:-2 D16:-2 D17:-2 D23:+2 D36:-2 D37:-2
root-000029	793	0	2.0229927331951434e-08	1.0909232562532941e-10	2.0229927331951434e-08	9	-2 0 -1 0 -2 -1 -2 -1 -1	V0:-2 V4:-2 V6:-2 D01:-2 D03:-2 D14:+2 D16:+2 D34:+2 D36:+2
root-000029	423	0	2.0484804706469092e-08	1.3324383143428763e-08	2.0484804706469092e-08	9	-2 -1 -1 -1 -1 0 -2 0 -2	V0:-2 V6:-2 V8:-2 D05:-2 D07:-2 D56:+2 D58:+2 D67:-2 D78:+2
root-000029	85	0	2.0543644483854423e-08	1.8550592165059695e-09	2.0543644483854423e-08	9	-2 -2 -1 -1 -1 0 0 -1 -2	V0:-2 V1:-2 V8:-2 D05:-2 D06:-2 D15:-2 D16:-2 D58:+2 D68:+2
root-000029	86	0	2.0550311859725867e-08	1.8584763225290641e-09	2.0550311859725867e-08	9	2 2 1 1 1 0 0 1 2	V0:+2 V1:+2 V8:+2 D05:+2 D06:+2 D15:+2 D16:+2 D58:-2 D68:-2
root-000029	1838	0	2.0743358784589696e-08	2.665882585768834e-10	2.0743358784589696e-08	9	1 0 1 2 1 1 2 2 0	V3:+2 V6:+2 V7:+2 D13:-2 D16:-2 D17:-2 D38:+2 D68:+2 D78:+2
root-000029	923	0	2.0760890867719273e-08	1.8543589984634013e-09	2.0760890867719273e-08	9	-1 -2 -2 0 -2 -1 -1 0 -1	V1:-2 V2:-2 V4:-2 D13:-2 D17:-2 D23:-2 D27:-2 D34:+2 D47:-2
root-000029	1595	0	2.0954572611208017e-08	1.44480301362799e-08	2.0954572611208017e-08	9	-1 -1 0 -2 -1 -2 0 -1 -2	V3:-2 V5:-2 V8:-2 D23:+2 D25:+2 D28:+2 D36:-2 D56:-2 D68:+2
root-000029	1479	0	2.10752789849856e-08	1.0664892959275434e-08	2.10752789849856e-08	9	-1 -1 -1 -2 0 -2 -2 0 -1	V3:-2 V5:-2 V6:-2 D34:-2 D37:-2 D45:+2 D46:+2 D57:-2 D67:-2
root-000029	2319	0	2.1117226108234266e-08	2.1117226108234266e-08	1.4875633707061255e-08	9	0 -1 -1 -2 -1 -2 -1 -2 0	V3:-2 V5:-2 V7:-2 D03:+2 D05:+2 D07:+2 D38:-2 D58:-2 D78:-2
root-000029	88	0	2.1241794837140972e-08	1.90480781080318e-10	2.1241794837140972e-08	9	2 2 1 1 0 2 1 1 0	V0:+2 V1:+2 V5:+2 D04:+2 D08:+2 D14:+2 D18:+2 D45:-2 D58:+2
root-000029	1478	0	2.131159336859817e-08	1.163157676531754e-08	2.131159336859817e-08	9	1 1 1 2 0 2 2 1 0	V3:+2 V5:+2 V6:+2 D34:+2 D38:+2 D45:-2 D46:-2 D58:+2 D68:+2
root-000029	868	0	2.1419782259357987e-08	3.741715705254199e-13	2.1419782259357987e-08	9	1 2 2 1 2 0 1 1 0	V1:+2 V2:+2 V4:+2 D15:+2 D18:+2 D25:+2 D28:+2 D45:+2 D48:+2
root-000029	463	0	2.1461607011503436e-08	1.8708424170344398e-09	2.1461607011503436e-08	9	-2 -1 -1 0 -2 -1 -1 0 -2	V0:-2 V4:-2 V8:-2 D03:-2 D07:-2 D34:+2 D38:+2 D47:-2 D78:+2
root-000029	1699	0	2.1464693728094657e-08	2.4446305468469135e-11	2.1464693728094657e-08	9	-1 0 -2 -2 -1 -1 -1 -2 0	V2:-2 V3:-2 V7:-2 D12:+2 D13:+2 D17:+2 D28:-2 D38:-2 D78:-2
root-000029	1178	0	2.1578768007159112e-08	1.9073776236348134e-09	2.1578768007159112e-08	9	1 2 0 2 0 1 1 2 1	V1:+2 V3:+2 V7:+2 D12:+2 D14:+2 D23:-2 D27:-2 D34:+2 D47:-2
root-000029	1517	0	2.160435765001177e-08	1.805974068756308e-09	2.160435765001177e-08	9	-1 -1 -1 -1 0 -2 0 -2 -2	V5:-2 V7:-2 V8:-2 D45:+2 D47:+2 D48:+2 D56:-2 D67:+2 D68:+2
root-000029	2404	0	2.1673031536632183e-08	1.3708314175435861e-08	2.1673031536632183e-08	9	0 1 1 0 1 2 2 2 1	V5:+2 V6:+2 V7:+2 D05:-2 D06:-2 D07:-2 D35:-2 D36:-2 D37:-2
root-000029	1618	0	2.1827014884655645e-08	2.1827014884655645e-08	1.1856519273634444e-08	9	1 1 0 2 0 1 2 1 2	V3:+2 V6:+2 V8:+2 D23:-2 D26:-2 D28:-2 D34:+2 D46:-2 D48:-2
root-000029	2427	0	2.1860288480479245e-08	2.1860288480479245e-08	1.0303289599165801e-10	9	0 -1 0 -2 -1 -1 -2 -1 -2	V3:-2 V6:-2 V8:-2 D03:+2 D06:+2 D08:+2 D23:+2 D26:+2 D28:+2
root-000029	1462	0	2.2061678978181043e-08	4.649208101733568e-10	2.2061678978181043e-08	9	1 1 1 2 2 0 0 2 1	V3:+2 V4:+2 V7:+2 D35:+2 D36:+2 D45:+2 D46:+2 D57:-2 D67:-2
root-000029	1571	0	2.2196497374050886e-08	1.2812860360117529e-08	2.2196497374050886e-08	9	-1 -1 0 -2 -2 -1 -1 -2 0	V3:-2 V4:-2 V7:-2 D23:+2 D24:+2 D27:+2 D38:-2 D48:-2 D78:-2
root-000029	1700	0	2.237439755358206e-08	2.1103693977350024e-11	2.237439755358206e-08	9	1 0 2 2 1 1 1 2 0	V2:+2 V3:+2 V7:+2 D12:-2 D13:-2 D17:-2 D28:+2 D38:+2 D78:+2
root-000029	1664	0	2.2480584180760538e-08	1.3570541482728322e-08	2.2480584180760538e-08	9	1 1 0 0 2 2 1 2 1	V4:+2 V5:+2 V7:+2 D24:-2 D25:-2 D27:-2 D34:-2 D35:-2 D37:-2
root-000029	1302	0	2.2549509872942116e-08	1.382069374150214e-08	2.2549509872942116e-08	9	1 1 2 2 0 2 0 1 1	V2:+2 V3:+2 V5:+2 D24:+2 D26:+2 D34:+2 D36:+2 D45:-2 D56:+2
root-000029	74	0	2.264364614042169e-08	5.496645273113323e-10	2.264364614042169e-08	9	2 2 1 1 1 1 0 0 2	V0:+2 V1:+2 V8:+2 D06:+2 D07:+2 D16:+2 D17:+2 D68:-2 D78:-2
root-000029	1424	0	2.2726937110625466e-08	4.635550357725683e-09	2.2726937110625466e-08	9	1 1 2 0 1 0 2 2 1	V2:+2 V6:+2 V7:+2 D23:+2 D25:+2 D36:-2 D37:-2 D56:-2 D57:-2
root-000029	1917	0	2.2729264346778408e-08	1.3287432439481593e-08	2.2729264346778408e-08	9	-1 0 -1 0 -1 -2 -1 -2 -2	V5:-2 V7:-2 V8:-2 D15:+2 D17:+2 D18:+2 D35:+2 D37:+2 D38:+2
root-000029	1480	0	2.287353590856783e-08	6.378277703389436e-10	2.287353590856783e-08	9	1 1 1 2 0 2 2 0 1	V3:+2 V5:+2 V6:+2 D34:+2 D37:+2 D45:-2 D46:-2 D57:+2 D67:+2
root-000029	1821	0	2.289875461194041e-08	2.289875461194041e-08	2.1425035830371587e-08	9	-1 0 -1 -2 -2 0 -1 -2 -1	V3:-2 V4:-2 V7:-2 D13:+2 D14:+2 D17:+2 D35:-2 D45:-2 D57:+2
root-000029	1755	0	2.30106598983164e-08	6.489030244475337e-12	2.30106598983164e-08	9	-1 0 -2 -1 -1 -2 0 -1 -2	V2:-2 V5:-2 V8:-2 D12:+2 D15:+2 D18:+2 D26:-2 D56:-2 D68:+2
root-000029	857	0	2.322558519500181e-08	7.2187565733506115e-09	2.322558519500181e-08	9	-1 -2 -2 -2 0 -1 0 -1 -1	V1:-2 V2:-2 V3:-2 D14:-2 D16:-2 D24:-2 D26:-2 D34:-2 D36:-2
root-000029	1612	0	2.3228299111672295e-08	1.067057878887697e-08	2.3228299111672295e-08	9	1 1 0 2 0 2 1 2 1	V3:+2 V5:+2 V7:+2 D23:-2 D25:-2 D27:-2 D34:+2 D45:-2 D47:-2
root-000029	1477	0	2.3427922039035432e-08	1.0114760944673991e-08	2.3427922039035432e-08	9	-1 -1 -1 -2 0 -2 -2 -1 0	V3:-2 V5:-2 V6:-2 D34:-2 D38:-2 D45:+2 D46:+2 D58:-2 D68:-2
root-000029	2367	0	2.3456508269422438e-08	2.3456508269422438e-08	2.1575276156838766e-08	9	0 -1 -1 -1 -2 -1 0 -2 -2	V4:-2 V7:-2 V8:-2 D04:+2 D07:+2 D08:+2 D46:-2 D67:+2 D68:+2
root-000029	2371	0	2.3598914281892433e-08	2.3598914281892433e-08	1.1610185901985922e-08	9	0 -1 -1 -1 -2 0 -2 -1 -2	V4:-2 V6:-2 V8:-2 D04:+2 D06:+2 D08:+2 D45:-2 D56:+2 D58:+2
root-000029	1491	0	2.3662588370701964e-08	3.304593511910404e-10	2.3662588370701964e-08	9	-1 -1 -1 -2 0 -1 -2 0 -2	V3:-2 V6:-2 V8:-2 D34:-2 D37:-2 D46:+2 D48:+2 D67:-2 D78:+2
root-000029	370	0	2.3691177574688936e-08	3.7898087306981094e-10	2.3691177574688936e-08	9	2 1 1 2 0 2 1 0 1	V0:+2 V3:+2 V5:+2 D04:+2 D07:+2 D34:+2 D37:+2 D45:-2 D57:+2
root-000029	1918	0	2.3691870377031537e-08	2.3691870377031537e-08	9.903398186444863e-09	9	1 0 1 0 1 2 1 2 2	V5:+2 V7:+2 V8:+2 D15:-2 D17:-2 D18:-2 D35:-2 D37:-2 D38:-2
root-000029	1652	0	2.3724455758062007e-08	2.3724455758062007e-08	1.3486025736802174e-08	9	1 1 0 1 1 0 2 2 2	V6:+2 V7:+2 V8:+2 D26:-2 D27:-2 D28:-2 D56:-2 D57:-2 D58:-2
root-000029	1784	0	2.3844979213970147e-08	1.420956279182081e-10	2.3844979213970147e-08	9	1 0 2 0 2 1 2 1 1	V2:+2 V4:+2 V6:+2 D12:-2 D14:-2 D16:-2 D23:+2 D34:-2 D36:-2
root-000029	121	0	2.3947009230069027e-08	2.267700832067045e-08	2.3947009230069027e-08	9	-2 -2 -1 0 -1 -2 -1 0 -1	V0:-2 V1:-2 V5:-2 D03:-2 D07:-2 D13:-2 D17:-2 D35:+2 D57:-2
root-000029	1538	0	2.400565312670445e-08	3.459556743647518e-10	2.400565312670445e-08	9	1 1 1 0 2 1 0 2 2	V4:+2 V7:+2 V8:+2 D34:-2 D37:-2 D38:-2 D46:+2 D67:-2 D68:-2
root-000029	1581	0	2.404167847343286e-08	1.951459444226465e-08	2.404167847343286e-08	9	-1 -1 0 -2 -2 0 -1 -2 -1	V3:-2 V4:-2 V7:-2 D23:+2 D24:+2 D27:+2 D35:-2 D45:-2 D57:+2
root-000029	1852	0	2.4098149981499712e-08	1.87300586158452e-08	2.4098149981499712e-08	9	1 0 1 2 0 2 1 2 1	V3:+2 V5:+2 V7:+2 D13:-2 D15:-2 D17:-2 D34:+2 D45:-2 D47:-2
root-000029	1682	0	2.4207798670489347e-08	1.3301514074003988e-12	2.4207798670489347e-08	9	1 0 2 2 2 1 1 1 0	V2:+2 V3:+2 V4:+2 D12:-2 D13:-2 D14:-2 D28:+2 D38:+2 D48:+2
root-000029	1472	0	2.4261255791975468e-08	5.238753838477903e-09	2.4261255791975468e-08	9	1 1 1 2 1 0 2 2 0	V3:+2 V6:+2 V7:+2 D35:+2 D38:+2 D56:-2 D57:-2 D68:+2 D78:+2
root-000029	2335	0	2.4307751446891428e-08	2.4307751446891428e-08	9.778513497040394e-09	9	0 -1 -1 -2 -1 0 -2 -1 -2	V3:-2 V6:-2 V8:-2 D03:+2 D06:+2 D08:+2 D35:-2 D56:+2 D58:+2
root-000029	648	0	2.4483969387312713e-08	2.900814766579031e-10	2.4483969387312713e-08	9	2 0 2 1 2 0 1 1 1	V0:+2 V2:+2 V4:+2 D01:+2 D05:+2 D12:-2 D14:-2 D25:+2 D45:+2
root-000029	1676	0	2.448475302604833e-08	2.125313150629815e-08	2.448475302604833e-08	9	1 1 0 0 1 2 2 1 2	V5:+2 V6:+2 V8:+2 D25:-2 D26:-2 D28:-2 D35:-2 D36:-2 D38:-2
root-000029	123	0	2.4562293379232806e-08	2.2370205822619165e-08	2.4562293379232806e-08	9	-2 -2 -1 0 -1 -2 0 -1 -1	V0:-2 V1:-2 V5:-2 D03:-2 D06:-2 D13:-2 D16:-2 D35:+2 D56:-2
root-000029	1516	0	2.4621278442154635e-08	3.845199851867591e-09	2.4621278442154635e-08	9	1 1 1 1 0 2 2 0 2	V5:+2 V6:+2 V8:+2 D45:-2 D46:-2 D48:-2 D57:+2 D67:+2 D78:-2
root-000029	2394	0	2.4658040027858696e-08	1.4858928801071968e-08	2.4658040027858696e-08	9	0 1 1 0 2 2 1 2 1	V4:+2 V5:+2 V7:+2 D04:-2 D05:-2 D07:-2 D34:-2 D35:-2 D37:-2
root-000029	169	0	2.4709480615934864e-08	6.662198949299737e-09	2.4709480615934864e-08	9	-2 -2 0 -1 -1 -2 -1 -1 0	V0:-2 V1:-2 V5:-2 D02:-2 D08:-2 D12:-2 D18:-2 D25:+2 D58:-2
root-000029	170	0	2.4722700204624234e-08	6.5921939290251334e-09	2.4722700204624234e-08	9	2 2 0 1 1 2 1 1 0	V0:+2 V1:+2 V5:+2 D02:+2 D08:+2 D12:+2 D18:+2 D25:-2 D58:+2
root-000029	1900	0	2.482158771123457e-08	2.482158771123457e-08	1.2808742299392963e-08	9	1 0 1 1 0 1 2 2 2	V6:+2 V7:+2 V8:+2 D16:-2 D17:-2 D18:-2 D46:-2 D47:-2 D48:-2
root-000029	1815	0	2.482311874575595e-08	2.482311874575595e-08	2.1142396042853672e-08	9	-1 0 -1 -2 -2 -1 0 -2 -1	V3:-2 V4:-2 V7:-2 D13:+2 D14:+2 D17:+2 D36:-2 D46:-2 D67:+2
root-000029	782	0	2.4861517048161045e-08	2.6017983654527993e-12	2.4861517048161045e-08	9	2 0 1 1 0 2 1 2 1	V0:+2 V5:+2 V7:+2 D01:+2 D04:+2 D15:-2 D17:-2 D45:-2 D47:-2
root-000029	1301	0	2.5235193417351198e-08	3.152353520833855e-09	2.5235193417351198e-08	9	-1 -1 -2 -2 0 -2 0 -1 -1	V2:-2 V3:-2 V5:-2 D24:-2 D26:-2 D34:-2 D36:-2 D45:+2 D56:-2
root-000029	312	0	2.5392808375289766e-08	1.343890784078406e-11	2.5392808375289766e-08	9	2 1 2 0 1 1 1 0 2	V0:+2 V2:+2 V8:+2 D03:+2 D07:+2 D23:+2 D27:+2 D38:-2 D78:-2
root-000029	1878	0	2.5413604347498878e-08	4.872142447439136e-09	2.5413604347498878e-08	9	1 0 1 1 2 1 0 2 2	V4:+2 V7:+2 V8:+2 D14:-2 D17:-2 D18:-2 D46:+2 D67:-2 D68:-2
root-000029	1710	0	2.5477486975476044e-08	1.9356695915070354e-10	2.5477486975476044e-08	9	1 0 2 2 1 0 1 2 1	V2:+2 V3:+2 V7:+2 D12:-2 D13:-2 D17:-2 D25:+2 D35:+2 D57:-2
root-000029	1799	0	2.559507714998333e-08	7.395342560619607e-11	2.559507714998333e-08	9	-1 0 -2 0 -1 -1 -1 -2 -2	V2:-2 V7:-2 V8:-2 D12:+2 D17:+2 D18:+2 D23:-2 D37:+2 D38:+2
root-000029	1142	0	2.5595131093426924e-08	1.2118681741318744e-11	2.5595131093426924e-08	9	1 2 0 2 2 1 1 1 0	V1:+2 V3:+2 V4:+2 D12:+2 D18:+2 D23:-2 D24:-2 D38:+2 D48:+2
root-000029	2368	0	2.559632223654159e-08	5.098119915723306e-09	2.559632223654159e-08	9	0 1 1 1 2 1 0 2 2	V4:+2 V7:+2 V8:+2 D04:-2 D07:-2 D08:-2 D46:+2 D67:-2 D68:-2
root-000029	239	0	2.5614410586505715e-08	1.668710338256718e-09	2.5614410586505715e-08	9	-2 -1 -2 -1 -2 0 -1 0 -1	V0:-2 V2:-2 V4:-2 D05:-2 D07:-2 D25:-2 D27:-2 D45:-2 D47:-2
root-000029	1598	0	2.5639550853427112e-08	2.4742490996931453e-08	2.5639550853427112e-08	9	1 1 0 2 1 1 2 2 0	V3:+2 V6:+2 V7:+2 D23:-2 D26:-2 D27:-2 D38:+2 D68:+2 D78:+2
root-000029	2346	0	2.5677830901355505e-08	2.5677830901355505e-08	2.260697671521885e-08	9	0 1 1 2 0 1 2 2 1	V3:+2 V6:+2 V7:+2 D03:-2 D06:-2 D07:-2 D34:+2 D46:-2 D47:-2
root-000029	2406	0	2.5790325747753717e-08	2.5790325747753717e-08	2.0750642042292696e-08	9	0 1 1 0 1 2 2 1 2	V5:+2 V6:+2 V8:+2 D05:-2 D06:-2 D08:-2 D35:-2 D36:-2 D38:-2
root-000029	2323	0	2.5812629387393743e-08	2.5812629387393743e-08	1.6205188398240718e-08	9	0 -1 -1 -2 -1 -2 0 -2 -1	V3:-2 V5:-2 V7:-2 D03:+2 D05:+2 D07:+2 D36:-2 D56:-2 D67:+2
root-000029	1742	0	2.5824455806094273e-08	7.787898738667884e-10	2.5824455806094273e-08	9	1 0 2 1 2 0 1 2 1	V2:+2 V4:+2 V7:+2 D12:-2 D14:-2 D17:-2 D25:+2 D45:+2 D57:-2
root-000029	2022	0	2.587164160051542e-08	1.2632184036543043e-11	2.587164160051542e-08	9	0 2 1 2 2 1 1 1 0	V1:+2 V3:+2 V4:+2 D01:-2 D03:-2 D04:-2 D18:+2 D38:+2 D48:+2
root-000029	1826	0	2.601862392608635e-08	2.601862392608635e-08	1.8123892697645706e-08	9	1 0 1 2 1 2 2 1 0	V3:+2 V5:+2 V6:+2 D13:-2 D15:-2 D16:-2 D38:+2 D58:+2 D68:+2
root-000029	1505	0	2.6101221366508547e-08	2.7318742974149876e-10	2.6101221366508547e-08	9	-1 -1 -1 -1 -2 -2 0 0 -2	V4:-2 V5:-2 V8:-2 D46:-2 D47:-2 D56:-2 D57:-2 D68:+2 D78:+2
root-000029	1507	0	2.61099867111014e-08	2.61099867111014e-08	1.4285389127112812e-08	9	-1 -1 -1 -1 -2 0 -2 -2 0	V4:-2 V6:-2 V7:-2 D45:-2 D48:-2 D56:+2 D57:+2 D68:-2 D78:-2
root-000029	892	0	2.630727768934548e-08	2.630727768934548e-08	2.2298151561474792e-08	9	1 2 2 1 1 0 1 0 2	V1:+2 V2:+2 V8:+2 D15:+2 D17:+2 D25:+2 D27:+2 D58:-2 D78:-2
root-000029	2054	0	2.638656763025853e-08	2.638656763025853e-08	1.740462891651706e-08	9	0 2 1 2 0 2 1 1 1	V1:+2 V3:+2 V5:+2 D01:-2 D03:-2 D05:-2 D14:+2 D34:+2 D45:-2
root-000029	871	0	2.6403490641540245e-08	2.4241470911816517e-09	2.6403490641540245e-08	9	-1 -2 -2 -1 -2 0 0 -1 -1	V1:-2 V2:-2 V4:-2 D15:-2 D16:-2 D25:-2 D26:-2 D45:-2 D46:-2
root-000029	1969	0	2.6515462295245964e-08	2.6515462295245964e-08	2.4406165035298778e-08	9	0 -2 -2 -2 0 -1 -1 -1 -1	V1:-2 V2:-2 V3:-2 D01:+2 D02:+2 D03:+2 D14:-2 D24:-2 D34:-2
root-000029	529	0	2.6588852005491837e-08	1.5199476089956196e-10	2.6588852005491837e-08	9	-2 -1 0 -2 -1 -1 -1 -2 0	V0:-2 V3:-2 V7:-2 D02:-2 D08:-2 D23:+2 D27:+2 D38:-2 D78:-2
root-000029	524	0	2.6639823680341124e-08	8.046074746467784e-09	2.6639823680341124e-08	9	2 1 0 2 1 2 0 1 1	V0:+2 V3:+2 V5:+2 D02:+2 D06:+2 D23:-2 D25:-2 D36:+2 D56:+2
root-000029	1585	0	2.6758782000973798e-08	2.6758782000973798e-08	1.7862343711244836e-08	9	-1 -1 0 -2 -1 -2 -2 -1 0	V3:-2 V5:-2 V6:-2 D23:+2 D25:+2 D26:+2 D38:-2 D58:-2 D68:-2
root-000029	801	0	2.6771130479922506e-08	2.429286504550832e-11	2.6771130479922506e-08	9	-2 0 -1 0 -1 -2 -1 -2 -1	V0:-2 V5:-2 V7:-2 D01:-2 D03:-2 D15:+2 D17:+2 D35:+2 D37:+2
root-000029	1584	0	2.677280418572989e-08	2.677280418572989e-08	5.524824763211879e-09	9	1 1 0 2 2 0 1 1 2	V3:+2 V4:+2 V8:+2 D23:-2 D24:-2 D28:-2 D35:+2 D45:+2 D58:-2
root-000029	1210	0	2.6894006538693355e-08	2.6894006538693355e-08	2.0111869122374016e-08	9	1 2 0 1 1 2 1 2 0	V1:+2 V5:+2 V7:+2 D12:+2 D18:+2 D25:-2 D27:-2 D58:+2 D78:+2
root-000029	304	0	2.6916735672631345e-08	5.6514152057504775e-11	2.6916735672631345e-08	9	2 1 2 0 1 2 0 1 1	V0:+2 V2:+2 V5:+2 D03:+2 D06:+2 D23:+2 D26:+2 D35:-2 D56:+2
root-000029	1159	0	2.693331826123739e-08	2.693331826123739e-08	2.0132375177544295e-08	9	-1 -2 0 -2 -1 -1 -1 -2 0	V1:-2 V3:-2 V7:-2 D12:-2 D18:-2 D23:+2 D27:+2 D38:-2 D78:-2
root-000029	1537	0	2.707423856099422e-08	7.55697389383972e-11	2.707423856099422e-08	9	-1 -1 -1 0 -2 -1 0 -2 -2	V4:-2 V7:-2 V8:-2 D34:+2 D37:+2 D38:+2 D46:-2 D67:+2 D68:+2
root-000029	809	0	2.7089616484748217e-08	7.992424119573807e-11	2.7089616484748217e-08	9	-2 0 -1 0 -1 -1 -1 -2 -2	V0:-2 V7:-2 V8:-2 D01:-2 D03:-2 D17:+2 D18:+2 D37:+2 D38:+2
root-000029	1835	0	2.719158872138769e-08	2.218693045375742e-08	2.719158872138769e-08	9	-1 0 -1 -2 -1 -2 0 -1 -2	V3:-2 V5:-2 V8:-2 D13:+2 D15:+2 D18:+2 D36:-2 D56:-2 D68:+2
root-000029	167	0	2.7399357301350835e-08	2.3957076557459875e-12	2.7399357301350835e-08	9	-2 -2 0 -1 -2 0 -1 -1 -1	V0:-2 V1:-2 V4:-2 D02:-2 D05:-2 D12:-2 D15:-2 D24:+2 D45:-2
root-000029	2395	0	2.746980805980743e-08	2.746980805980743e-08	1.1139332510379376e-08	9	0 -1 -1 0 -2 -2 -1 -1 -2	V4:-2 V5:-2 V8:-2 D04:+2 D05:+2 D08:+2 D34:+2 D35:+2 D38:+2
root-000029	2403	0	2.7622884806205573e-08	2.7622884806205573e-08	1.0312845316231904e-08	9	0 -1 -1 0 -1 -2 -2 -2 -1	V5:-2 V6:-2 V7:-2 D05:+2 D06:+2 D07:+2 D35:+2 D36:+2 D37:+2
root-000029	1637	0	2.7657870175053785e-08	7.528773288023457e-09	2.7657870175053785e-08	9	-1 -1 0 -1 -2 -1 0 -2 -2	V4:-2 V7:-2 V8:-2 D24:+2 D27:+2 D28:+2 D46:-2 D67:+2 D68:+2
root-000029	750	0	2.7695217318607715e-08	2.494587737131232e-09	2.7695217318607715e-08	9	2 0 1 1 2 0 2 1 1	V0:+2 V4:+2 V6:+2 D01:+2 D05:+2 D14:-2 D16:-2 D45:+2 D56:-2
root-000029	2184	0	2.771358663231498e-08	4.290825347114971e-11	2.771358663231498e-08	9	0 1 2 2 1 2 0 1 1	V2:+2 V3:+2 V5:+2 D02:-2 D03:-2 D05:-2 D26:+2 D36:+2 D56:+2
root-000029	2090	0	2.774142589023288e-08	2.774142589023288e-08	2.0759502629204583e-08	9	0 2 1 1 1 2 1 2 0	V1:+2 V5:+2 V7:+2 D01:-2 D05:-2 D07:-2 D18:+2 D58:+2 D78:+2
root-000029	2306	0	2.7742327061894054e-08	7.216176492188024e-09	2.7742327061894054e-08	9	0 1 1 2 2 1 0 2 1	V3:+2 V4:+2 V7:+2 D03:-2 D04:-2 D07:-2 D36:+2 D46:+2 D67:-2
root-000029	2434	0	2.7996438952710183e-08	2.7996438952710183e-08	1.4848520287402602e-08	9	0 1 0 1 2 2 1 2 1	V4:+2 V5:+2 V7:+2 D04:-2 D05:-2 D07:-2 D24:-2 D25:-2 D27:-2
root-000029	1743	0	2.8173393674613825e-08	2.12322159108078e-08	2.8173393674613825e-08	9	-1 0 -2 -1 -2 0 -1 -1 -2	V2:-2 V4:-2 V8:-2 D12:+2 D14:+2 D18:+2 D25:-2 D45:-2 D58:+2
root-000029	1653	0	2.818959046795747e-08	2.3419087439204835e-08	2.818959046795747e-08	9	-1 -1 0 -1 0 -2 -2 -2 -1	V5:-2 V6:-2 V7:-2 D25:+2 D26:+2 D27:+2 D45:+2 D46:+2 D47:+2
root-000029	2322	0	2.8269595212539513e-08	2.8269595212539513e-08	1.688535698093491e-08	9	0 1 1 2 1 2 1 0 2	V3:+2 V5:+2 V8:+2 D03:-2 D05:-2 D08:-2 D37:+2 D57:+2 D78:-2
root-000029	1663	0	2.8324704432968774e-08	2.1713085260122122e-08	2.8324704432968774e-08	9	-1 -1 0 0 -2 -2 -1 -2 -1	V4:-2 V5:-2 V7:-2 D24:+2 D25:+2 D27:+2 D34:+2 D35:+2 D37:+2
root-000029	471	0	2.8324777279689216e-08	1.5386666295906093e-08	2.8324777279689216e-08	9	-2 -1 -1 0 -2 0 -1 -2 -1	V0:-2 V4:-2 V7:-2 D03:-2 D05:-2 D34:+2 D37:+2 D45:-2 D57:+2
root-000029	635	0	2.8435181790855232e-08	1.3028339476121164e-12	2.8435181790855232e-08	9	-2 0 -2 -2 -1 -1 0 -1 -1	V0:-2 V2:-2 V3:-2 D01:-2 D06:-2 D12:+2 D13:+2 D26:-2 D36:-2
