mask	hex	bit_vector	representative_norm	half_representative_norm
2813	0x00afd	10111111010100000	58	29/2
2814	0x00afe	01111111010100000	58	29/2
2826	0x00b0a	01010000110100000	22	11/2
2831	0x00b0f	11110000110100000	54	27/2
2849	0x00b21	10000100110100000	14	7/2
2850	0x00b22	01000100110100000	10	5/2
2852	0x00b24	00100100110100000	14	7/2
2853	0x00b25	10100100110100000	22	11/2
2854	0x00b26	01100100110100000	18	9/2
2855	0x00b27	11100100110100000	30	15/2
2857	0x00b29	10010100110100000	22	11/2
2859	0x00b2b	11010100110100000	30	15/2
2862	0x00b2e	01110100110100000	26	13/2
2863	0x00b2f	11110100110100000	42	21/2
2867	0x00b33	11001100110100000	30	15/2
2869	0x00b35	10101100110100000	34	17/2
2870	0x00b36	01101100110100000	30	15/2
2876	0x00b3c	00111100110100000	34	17/2
2878	0x00b3e	01111100110100000	42	21/2
2882	0x00b42	01000010110100000	18	9/2
2911	0x00b5f	11111010110100000	94	47/2
2918	0x00b66	01100110110100000	22	11/2
2921	0x00b69	10010110110100000	26	13/2
2922	0x00b6a	01010110110100000	22	11/2
2926	0x00b6e	01110110110100000	34	17/2
2934	0x00b76	01101110110100000	38	19/2
2935	0x00b77	11101110110100000	54	27/2
2938	0x00b7a	01011110110100000	38	19/2
2941	0x00b7d	10111110110100000	58	29/2
2942	0x00b7e	01111110110100000	54	27/2
2943	0x00b7f	11111110110100000	74	37/2
2945	0x00b81	10000001110100000	26	13/2
2946	0x00b82	01000001110100000	22	11/2
2953	0x00b89	10010001110100000	42	21/2
2955	0x00b8b	11010001110100000	54	27/2
2960	0x00b90	00001001110100000	30	15/2
2961	0x00b91	10001001110100000	42	21/2
2962	0x00b92	01001001110100000	38	19/2
2963	0x00b93	11001001110100000	54	27/2
2964	0x00b94	00101001110100000	46	23/2
2967	0x00b97	11101001110100000	74	37/2
2969	0x00b99	10011001110100000	62	31/2
2973	0x00b9d	10111001110100000	82	41/2
2975	0x00b9f	11111001110100000	98	49/2
2976	0x00ba0	00000101110100000	14	7/2
2977	0x00ba1	10000101110100000	22	11/2
2978	0x00ba2	01000101110100000	18	9/2
2979	0x00ba3	11000101110100000	30	15/2
2980	0x00ba4	00100101110100000	22	11/2
2983	0x00ba7	11100101110100000	42	21/2
2985	0x00ba9	10010101110100000	34	17/2
2989	0x00bad	10110101110100000	46	23/2
2991	0x00baf	11110101110100000	58	29/2
2993	0x00bb1	10001101110100000	34	17/2
2994	0x00bb2	01001101110100000	30	15/2
3001	0x00bb9	10011101110100000	50	25/2
3003	0x00bbb	11011101110100000	62	31/2
3010	0x00bc2	01000011110100000	30	15/2
3011	0x00bc3	11000011110100000	46	23/2
3021	0x00bcd	10110011110100000	70	35/2
3026	0x00bd2	01001011110100000	50	25/2
3030	0x00bd6	01101011110100000	70	35/2
3031	0x00bd7	11101011110100000	90	45/2
3035	0x00bdb	11011011110100000	94	47/2
3039	0x00bdf	11111011110100000	118	59/2
3042	0x00be2	01000111110100000	22	11/2
3046	0x00be6	01100111110100000	34	17/2
3047	0x00be7	11100111110100000	50	25/2
3051	0x00beb	11010111110100000	54	27/2
3054	0x00bee	01110111110100000	50	25/2
3055	0x00bef	11110111110100000	70	35/2
3058	0x00bf2	01001111110100000	38	19/2
3059	0x00bf3	11001111110100000	54	27/2
3060	0x00bf4	00101111110100000	42	21/2
3062	0x00bf6	01101111110100000	54	27/2
3077	0x00c05	10100000001100000	34	17/2
3082	0x00c0a	01010000001100000	34	17/2
3083	0x00c0b	11010000001100000	50	25/2
3086	0x00c0e	01110000001100000	50	25/2
3091	0x00c13	11001000001100000	46	23/2
3093	0x00c15	10101000001100000	50	25/2
3095	0x00c17	11101000001100000	66	33/2
3098	0x00c1a	01011000001100000	50	25/2
3102	0x00c1e	01111000001100000	70	35/2
3103	0x00c1f	11111000001100000	90	45/2
3113	0x00c29	10010100001100000	26	13/2
3116	0x00c2c	00110100001100000	26	13/2
3117	0x00c2d	10110100001100000	38	19/2
3122	0x00c32	01001100001100000	22	11/2
3124	0x00c34	00101100001100000	26	13/2
3127	0x00c37	11101100001100000	50	25/2
3135	0x00c3f	11111100001100000	70	35/2
3142	0x00c46	01100010001100000	46	23/2
3149	0x00c4d	10110010001100000	66	33/2
3165	0x00c5d	10111010001100000	90	45/2
3166	0x00c5e	01111010001100000	90	45/2
3169	0x00c61	10000110001100000	18	9/2
3173	0x00c65	10100110001100000	30	15/2
3175	0x00c67	11100110001100000	46	23/2
3177	0x00c69	10010110001100000	34	17/2
3189	0x00c75	10101110001100000	46	23/2
3193	0x00c79	10011110001100000	50	25/2
3194	0x00c7a	01011110001100000	50	25/2
3201	0x00c81	10000001001100000	34	17/2
3205	0x00c85	10100001001100000	50	25/2
3206	0x00c86	01100001001100000	50	25/2
3207	0x00c87	11100001001100000	66	33/2
3214	0x00c8e	01110001001100000	70	35/2
3215	0x00c8f	11110001001100000	90	45/2
3218	0x00c92	01001001001100000	50	25/2
3219	0x00c93	11001001001100000	66	33/2
3221	0x00c95	10101001001100000	70	35/2
3222	0x00c96	01101001001100000	70	35/2
3224	0x00c98	00011001001100000	58	29/2
3225	0x00c99	10011001001100000	74	37/2
3233	0x00ca1	10000101001100000	26	13/2
3234	0x00ca2	01000101001100000	26	13/2
3237	0x00ca5	10100101001100000	38	19/2
3238	0x00ca6	01100101001100000	38	19/2
3240	0x00ca8	00010101001100000	30	15/2
3241	0x00ca9	10010101001100000	42	21/2
3244	0x00cac	00110101001100000	42	21/2
3246	0x00cae	01110101001100000	54	27/2
3250	0x00cb2	01001101001100000	38	19/2
3253	0x00cb5	10101101001100000	54	27/2
3254	0x00cb6	01101101001100000	54	27/2
3255	0x00cb7	11101101001100000	70	35/2
3257	0x00cb9	10011101001100000	58	29/2
3259	0x00cbb	11011101001100000	74	37/2
3262	0x00cbe	01111101001100000	74	37/2
3263	0x00cbf	11111101001100000	94	47/2
3267	0x00cc3	11000011001100000	62	31/2
3269	0x00cc5	10100011001100000	62	31/2
3271	0x00cc7	11100011001100000	82	41/2
3284	0x00cd4	00101011001100000	70	35/2
3285	0x00cd5	10101011001100000	86	43/2
3301	0x00ce5	10100111001100000	46	23/2
3314	0x00cf2	01001111001100000	50	25/2
3317	0x00cf5	10101111001100000	66	33/2
3319	0x00cf7	11101111001100000	86	43/2
3333	0x00d05	10100000101100000	54	27/2
3334	0x00d06	01100000101100000	50	25/2
3338	0x00d0a	01010000101100000	50	25/2
3340	0x00d0c	00110000101100000	58	29/2
3342	0x00d0e	01110000101100000	70	35/2
3348	0x00d14	00101000101100000	58	29/2
3349	0x00d15	10101000101100000	74	37/2
3350	0x00d16	01101000101100000	70	35/2
3351	0x00d17	11101000101100000	90	45/2
3361	0x00d21	10000100101100000	26	13/2
3362	0x00d22	01000100101100000	22	11/2
3369	0x00d29	10010100101100000	42	21/2
3371	0x00d2b	11010100101100000	54	27/2
3372	0x00d2c	00110100101100000	42	21/2
3373	0x00d2d	10110100101100000	58	29/2
3379	0x00d33	11001100101100000	50	25/2
3380	0x00d34	00101100101100000	42	21/2
3383	0x00d37	11101100101100000	70	35/2
3385	0x00d39	10011100101100000	58	29/2
3389	0x00d3d	10111100101100000	78	39/2
3391	0x00d3f	11111100101100000	94	47/2
3394	0x00d42	01000010101100000	42	21/2
3398	0x00d46	01100010101100000	62	31/2
3399	0x00d47	11100010101100000	82	41/2
3406	0x00d4e	01110010101100000	86	43/2
3414	0x00d56	01101010101100000	86	43/2
3421	0x00d5d	10111010101100000	118	59/2
3422	0x00d5e	01111010101100000	114	57/2
3429	0x00d65	10100110101100000	46	23/2
3431	0x00d67	11100110101100000	62	31/2
3434	0x00d6a	01010110101100000	46	23/2
3439	0x00d6f	11110110101100000	86	43/2
3450	0x00d7a	01011110101100000	66	33/2
3457	0x00d81	10000001101100000	54	27/2
3458	0x00d82	01000001101100000	50	25/2
3460	0x00d84	00100001101100000	58	29/2
3461	0x00d85	10100001101100000	74	37/2
3462	0x00d86	01100001101100000	70	35/2
3463	0x00d87	11100001101100000	90	45/2
3465	0x00d89	10010001101100000	78	39/2
3467	0x00d8b	11010001101100000	94	47/2
3471	0x00d8f	11110001101100000	118	59/2
3472	0x00d90	00001001101100000	58	29/2
3473	0x00d91	10001001101100000	74	37/2
3474	0x00d92	01001001101100000	70	35/2
3475	0x00d93	11001001101100000	90	45/2
3477	0x00d95	10101001101100000	98	49/2
3481	0x00d99	10011001101100000	102	51/2
3484	0x00d9c	00111001101100000	106	53/2
3488	0x00da0	00000101101100000	30	15/2
3489	0x00da1	10000101101100000	42	21/2
3490	0x00da2	01000101101100000	38	19/2
3491	0x00da3	11000101101100000	54	27/2
3494	0x00da6	01100101101100000	54	27/2
3497	0x00da9	10010101101100000	62	31/2
3505	0x00db1	10001101101100000	58	29/2
3506	0x00db2	01001101101100000	54	27/2
3508	0x00db4	00101101101100000	62	31/2
3509	0x00db5	10101101101100000	78	39/2
3510	0x00db6	01101101101100000	74	37/2
3511	0x00db7	11101101101100000	94	47/2
3513	0x00db9	10011101101100000	82	41/2
3515	0x00dbb	11011101101100000	98	49/2
3519	0x00dbf	11111101101100000	122	61/2
3522	0x00dc2	01000011101100000	62	31/2
3523	0x00dc3	11000011101100000	82	41/2
3527	0x00dc7	11100011101100000	106	53/2
3535	0x00dcf	11110011101100000	138	69/2
3538	0x00dd2	01001011101100000	86	43/2
3540	0x00dd4	00101011101100000	94	47/2
3541	0x00dd5	10101011101100000	114	57/2
3547	0x00ddb	11011011101100000	142	71/2
3554	0x00de2	01000111101100000	46	23/2
3563	0x00deb	11010111101100000	90	45/2
3570	0x00df2	01001111101100000	66	33/2
3571	0x00df3	11001111101100000	86	43/2
3573	0x00df5	10101111101100000	90	45/2
3575	0x00df7	11101111101100000	110	55/2
3583	0x00dff	11111111101100000	142	71/2
3586	0x00e02	01000000011100000	14	7/2
3589	0x00e05	10100000011100000	26	13/2
3590	0x00e06	01100000011100000	26	13/2
3591	0x00e07	11100000011100000	38	19/2
3593	0x00e09	10010000011100000	26	13/2
3598	0x00e0e	01110000011100000	38	19/2
3599	0x00e0f	11110000011100000	54	27/2
3604	0x00e14	00101000011100000	30	15/2
3607	0x00e17	11101000011100000	54	27/2
3610	0x00e1a	01011000011100000	38	19/2
3611	0x00e1b	11011000011100000	54	27/2
3613	0x00e1d	10111000011100000	58	29/2
3615	0x00e1f	11111000011100000	74	37/2
3620	0x00e24	00100100011100000	14	7/2
3623	0x00e27	11100100011100000	30	15/2
3626	0x00e2a	01010100011100000	18	9/2
3629	0x00e2d	10110100011100000	30	15/2
3634	0x00e32	01001100011100000	18	9/2
3636	0x00e34	00101100011100000	22	11/2
3638	0x00e36	01101100011100000	30	15/2
3639	0x00e37	11101100011100000	42	21/2
3641	0x00e39	10011100011100000	30	15/2
3646	0x00e3e	01111100011100000	42	21/2
3647	0x00e3f	11111100011100000	58	29/2
3650	0x00e42	01000010011100000	22	11/2
3653	0x00e45	10100010011100000	34	17/2
3655	0x00e47	11100010011100000	50	25/2
3670	0x00e56	01101010011100000	54	27/2
3673	0x00e59	10011010011100000	54	27/2
3674	0x00e5a	01011010011100000	54	27/2
3676	0x00e5c	00111010011100000	58	29/2
3677	0x00e5d	10111010011100000	74	37/2
3678	0x00e5e	01111010011100000	74	37/2
3679	0x00e5f	11111010011100000	94	47/2
3681	0x00e61	10000110011100000	14	7/2
3683	0x00e63	11000110011100000	26	13/2
3686	0x00e66	01100110011100000	26	13/2
3687	0x00e67	11100110011100000	38	19/2
3689	0x00e69	10010110011100000	26	13/2
3690	0x00e6a	01010110011100000	26	13/2
3695	0x00e6f	11110110011100000	54	27/2
3698	0x00e72	01001110011100000	26	13/2
3708	0x00e7c	00111110011100000	42	21/2
3711	0x00e7f	11111110011100000	74	37/2
3717	0x00e85	10100001011100000	38	19/2
3718	0x00e86	01100001011100000	38	19/2
3724	0x00e8c	00110001011100000	42	21/2
3729	0x00e91	10001001011100000	38	19/2
3730	0x00e92	01001001011100000	38	19/2
3737	0x00e99	10011001011100000	58	29/2
3740	0x00e9c	00111001011100000	62	31/2
3741	0x00e9d	10111001011100000	78	39/2
3744	0x00ea0	00000101011100000	14	7/2
3748	0x00ea4	00100101011100000	22	11/2
3749	0x00ea5	10100101011100000	30	15/2
3761	0x00eb1	10001101011100000	30	15/2
3762	0x00eb2	01001101011100000	30	15/2
3764	0x00eb4	00101101011100000	34	17/2
3767	0x00eb7	11101101011100000	58	29/2
3769	0x00eb9	10011101011100000	46	23/2
3773	0x00ebd	10111101011100000	62	31/2
3783	0x00ec7	11100011011100000	66	33/2
3788	0x00ecc	00110011011100000	54	27/2
3789	0x00ecd	10110011011100000	70	35/2
3790	0x00ece	01110011011100000	70	35/2
3791	0x00ecf	11110011011100000	90	45/2
3793	0x00ed1	10001011011100000	50	25/2
3797	0x00ed5	10101011011100000	70	35/2
3799	0x00ed7	11101011011100000	90	45/2
3800	0x00ed8	00011011011100000	58	29/2
3801	0x00ed9	10011011011100000	74	37/2
3802	0x00eda	01011011011100000	74	37/2
3803	0x00edb	11011011011100000	94	47/2
3804	0x00edc	00111011011100000	78	39/2
3807	0x00edf	11111011011100000	118	59/2
3810	0x00ee2	01000111011100000	26	13/2
3825	0x00ef1	10001111011100000	38	19/2
3827	0x00ef3	11001111011100000	54	27/2
3828	0x00ef4	00101111011100000	42	21/2
3829	0x00ef5	10101111011100000	54	27/2
3833	0x00ef9	10011111011100000	58	29/2
3834	0x00efa	01011111011100000	58	29/2
3841	0x00f01	10000000111100000	26	13/2
3842	0x00f02	01000000111100000	22	11/2
3844	0x00f04	00100000111100000	30	15/2
3845	0x00f05	10100000111100000	42	21/2
3846	0x00f06	01100000111100000	38	19/2
3847	0x00f07	11100000111100000	54	27/2
3849	0x00f09	10010000111100000	42	21/2
3851	0x00f0b	11010000111100000	54	27/2
3854	0x00f0e	01110000111100000	54	27/2
3855	0x00f0f	11110000111100000	74	37/2
3860	0x00f14	00101000111100000	46	23/2
3863	0x00f17	11101000111100000	74	37/2
3866	0x00f1a	01011000111100000	54	27/2
3869	0x00f1d	10111000111100000	82	41/2
3871	0x00f1f	11111000111100000	98	49/2
3876	0x00f24	00100100111100000	22	11/2
3879	0x00f27	11100100111100000	42	21/2
3885	0x00f2d	10110100111100000	46	23/2
3887	0x00f2f	11110100111100000	58	29/2
3889	0x00f31	10001100111100000	30	15/2
3890	0x00f32	01001100111100000	26	13/2
3892	0x00f34	00101100111100000	34	17/2
3893	0x00f35	10101100111100000	46	23/2
3894	0x00f36	01101100111100000	42	21/2
3895	0x00f37	11101100111100000	58	29/2
3897	0x00f39	10011100111100000	46	23/2
3899	0x00f3b	11011100111100000	58	29/2
3903	0x00f3f	11111100111100000	78	39/2
3906	0x00f42	01000010111100000	30	15/2
3907	0x00f43	11000010111100000	46	23/2
3909	0x00f45	10100010111100000	50	25/2
3911	0x00f47	11100010111100000	66	33/2
3919	0x00f4f	11110010111100000	90	45/2
3926	0x00f56	01101010111100000	70	35/2
3927	0x00f57	11101010111100000	90	45/2
3930	0x00f5a	01011010111100000	70	35/2
3933	0x00f5d	10111010111100000	98	49/2
3934	0x00f5e	01111010111100000	94	47/2
3935	0x00f5f	11111010111100000	118	59/2
3937	0x00f61	10000110111100000	22	11/2
3942	0x00f66	01100110111100000	34	17/2
3943	0x00f67	11100110111100000	50	25/2
3950	0x00f6e	01110110111100000	50	25/2
3951	0x00f6f	11110110111100000	70	35/2
3954	0x00f72	01001110111100000	34	17/2
3955	0x00f73	11001110111100000	50	25/2
3957	0x00f75	10101110111100000	54	27/2
3959	0x00f77	11101110111100000	70	35/2
3964	0x00f7c	00111110111100000	58	29/2
3967	0x00f7f	11111110111100000	94	47/2
3973	0x00f85	10100001111100000	58	29/2
3974	0x00f86	01100001111100000	54	27/2
3978	0x00f8a	01010001111100000	54	27/2
3985	0x00f91	10001001111100000	58	29/2
3986	0x00f92	01001001111100000	54	27/2
3993	0x00f99	10011001111100000	82	41/2
3995	0x00f9b	11011001111100000	98	49/2
3996	0x00f9c	00111001111100000	86	43/2
3997	0x00f9d	10111001111100000	106	53/2
4004	0x00fa4	00100101111100000	34	17/2
4005	0x00fa5	10100101111100000	46	23/2
4006	0x00fa6	01100101111100000	42	21/2
4007	0x00fa7	11100101111100000	58	29/2
4014	0x00fae	01110101111100000	58	29/2
4016	0x00fb0	00001101111100000	34	17/2
4017	0x00fb1	10001101111100000	46	23/2
4018	0x00fb2	01001101111100000	42	21/2
4019	0x00fb3	11001101111100000	58	29/2
4020	0x00fb4	00101101111100000	50	25/2
4023	0x00fb7	11101101111100000	78	39/2
4025	0x00fb9	10011101111100000	66	33/2
4029	0x00fbd	10111101111100000	86	43/2
4031	0x00fbf	11111101111100000	102	51/2
4034	0x00fc2	01000011111100000	46	23/2
4040	0x00fc8	00010011111100000	54	27/2
4053	0x00fd5	10101011111100000	94	47/2
4055	0x00fd7	11101011111100000	114	57/2
4058	0x00fda	01011011111100000	94	47/2
4060	0x00fdc	00111011111100000	102	51/2
4063	0x00fdf	11111011111100000	146	73/2
4070	0x00fe6	01100111111100000	50	25/2
4077	0x00fed	10110111111100000	74	37/2
4081	0x00ff1	10001111111100000	54	27/2
4084	0x00ff4	00101111111100000	58	29/2
4085	0x00ff5	10101111111100000	74	37/2
4089	0x00ff9	10011111111100000	78	39/2
4110	0x0100e	01110000000010000	30	15/2
4114	0x01012	01001000000010000	18	9/2
4118	0x01016	01101000000010000	30	15/2
4119	0x01017	11101000000010000	46	23/2
4123	0x0101b	11011000000010000	50	25/2
4126	0x0101e	01111000000010000	46	23/2
4127	0x0101f	11111000000010000	66	33/2
4139	0x0102b	11010100000010000	30	15/2
4141	0x0102d	10110100000010000	26	13/2
4143	0x0102f	11110100000010000	38	19/2
4146	0x01032	01001100000010000	14	7/2
4147	0x01033	11001100000010000	26	13/2
4148	0x01034	00101100000010000	14	7/2
4158	0x0103e	01111100000010000	34	17/2
4164	0x01044	00100010000010000	18	9/2
4165	0x01045	10100010000010000	30	15/2
4166	0x01046	01100010000010000	30	15/2
4167	0x01047	11100010000010000	46	23/2
4174	0x0104e	01110010000010000	46	23/2
4175	0x0104f	11110010000010000	66	33/2
4181	0x01055	10101010000010000	46	23/2
4182	0x01056	01101010000010000	46	23/2
4186	0x0105a	01011010000010000	50	25/2
4187	0x0105b	11011010000010000	70	35/2
4188	0x0105c	00111010000010000	50	25/2
4190	0x0105e	01111010000010000	66	33/2
4202	0x0106a	01010110000010000	26	13/2
4203	0x0106b	11010110000010000	42	21/2
4204	0x0106c	00110110000010000	22	11/2
4206	0x0106e	01110110000010000	34	17/2
4212	0x01074	00101110000010000	22	11/2
4213	0x01075	10101110000010000	34	17/2
4214	0x01076	01101110000010000	34	17/2
4215	0x01077	11101110000010000	50	25/2
4216	0x01078	00011110000010000	26	13/2
4218	0x0107a	01011110000010000	38	19/2
4222	0x0107e	01111110000010000	50	25/2
4223	0x0107f	11111110000010000	70	35/2
4230	0x01086	01100001000010000	30	15/2
4231	0x01087	11100001000010000	46	23/2
4236	0x0108c	00110001000010000	34	17/2
4238	0x0108e	01110001000010000	46	23/2
4239	0x0108f	11110001000010000	66	33/2
4249	0x01099	10011001000010000	54	27/2
4251	0x0109b	11011001000010000	70	35/2
4253	0x0109d	10111001000010000	70	35/2
4258	0x010a2	01000101000010000	18	9/2
4259	0x010a3	11000101000010000	30	15/2
4261	0x010a5	10100101000010000	26	13/2
4263	0x010a7	11100101000010000	38	19/2
4268	0x010ac	00110101000010000	26	13/2
4271	0x010af	11110101000010000	54	27/2
4274	0x010b2	01001101000010000	26	13/2
4276	0x010b4	00101101000010000	26	13/2
4277	0x010b5	10101101000010000	38	19/2
4280	0x010b8	00011101000010000	30	15/2
4283	0x010bb	11011101000010000	58	29/2
4292	0x010c4	00100011000010000	30	15/2
4295	0x010c7	11100011000010000	62	31/2
4298	0x010ca	01010011000010000	50	25/2
4301	0x010cd	10110011000010000	66	33/2
4303	0x010cf	11110011000010000	86	43/2
4321	0x010e1	10000111000010000	26	13/2
4322	0x010e2	01000111000010000	26	13/2
4324	0x010e4	00100111000010000	22	11/2
4325	0x010e5	10100111000010000	34	17/2
4326	0x010e6	01100111000010000	34	17/2
4327	0x010e7	11100111000010000	50	25/2
4329	0x010e9	10010111000010000	42	21/2
4331	0x010eb	11010111000010000	58	29/2
4335	0x010ef	11110111000010000	70	35/2
4336	0x010f0	00001111000010000	26	13/2
4337	0x010f1	10001111000010000	38	19/2
4338	0x010f2	01001111000010000	38	19/2
4339	0x010f3	11001111000010000	54	27/2
4341	0x010f5	10101111000010000	50	25/2
4342	0x010f6	01101111000010000	50	25/2
4345	0x010f9	10011111000010000	58	29/2
4365	0x0110d	10110000100010000	54	27/2
4366	0x0110e	01110000100010000	46	23/2
4374	0x01116	01101000100010000	46	23/2
4375	0x01117	11101000100010000	66	33/2
4383	0x0111f	11111000100010000	90	45/2
4391	0x01127	11100100100010000	38	19/2
4396	0x0112c	00110100100010000	26	13/2
4397	0x0112d	10110100100010000	42	21/2
4398	0x0112e	01110100100010000	34	17/2
4399	0x0112f	11110100100010000	54	27/2
4402	0x01132	01001100100010000	22	11/2
4403	0x01133	11001100100010000	38	19/2
4404	0x01134	00101100100010000	26	13/2
4406	0x01136	01101100100010000	34	17/2
4414	0x0113e	01111100100010000	50	25/2
4419	0x01143	11000010100010000	46	23/2
4423	0x01147	11100010100010000	62	31/2
4426	0x0114a	01010010100010000	46	23/2
4430	0x0114e	01110010100010000	62	31/2
4431	0x0114f	11110010100010000	86	43/2
4438	0x01156	01101010100010000	62	31/2
4442	0x0115a	01011010100010000	66	33/2
4443	0x0115b	11011010100010000	90	45/2
4446	0x0115e	01111010100010000	86	43/2
4453	0x01165	10100110100010000	34	17/2
4458	0x0116a	01010110100010000	34	17/2
4459	0x0116b	11010110100010000	54	27/2
4460	0x0116c	00110110100010000	34	17/2
4467	0x01173	11001110100010000	50	25/2
4471	0x01177	11101110100010000	66	33/2
4474	0x0117a	01011110100010000	50	25/2
4479	0x0117f	11111110100010000	90	45/2
4486	0x01186	01100001100010000	46	23/2
4495	0x0118f	11110001100010000	90	45/2
4504	0x01198	00011001100010000	58	29/2
4505	0x01199	10011001100010000	78	39/2
4506	0x0119a	01011001100010000	70	35/2
4507	0x0119b	11011001100010000	94	47/2
4514	0x011a2	01000101100010000	26	13/2
4517	0x011a5	10100101100010000	42	21/2
4519	0x011a7	11100101100010000	54	27/2
4524	0x011ac	00110101100010000	42	21/2
4527	0x011af	11110101100010000	74	37/2
4528	0x011b0	00001101100010000	30	15/2
