rank	mask	hex	multiplicity	witness
11788	10031	0x0272f	21	1 -1 -1 -1 0 1 2 -2 1 -1 1 2 0 -1 0 0 0
11789	10040	0x02738	21	0 0 0 1 3 -1 -4 0 -1 1 1 -2 0 1 -2 0 -2
11790	10046	0x0273e	21	0 1 1 1 1 -5 -6 4 -1 1 -3 -4 0 5 0 -2 -2
11791	10071	0x02757	21	1 -1 -1 -2 1 2 3 -2 1 -1 1 2 0 -1 0 0 0
11792	10074	0x0275a	21	0 1 0 1 1 -2 -3 2 -1 1 -1 -2 0 1 0 0 0
11793	10093	0x0276d	21	1 0 1 1 2 -1 -3 0 -1 1 1 -2 -2 1 -2 0 -2
11794	10096	0x02770	21	0 0 0 0 3 -1 -3 0 -1 1 1 -2 0 1 -2 0 -2
11795	10116	0x02784	21	0 2 3 4 4 -6 -12 3 -3 3 -1 -8 -2 5 -4 0 -4
11796	10121	0x02789	21	1 0 0 1 2 -2 -4 1 -1 1 1 -2 -2 1 -2 0 -2
11797	10150	0x027a6	21	2 -1 1 0 2 -1 -2 1 -1 1 1 -2 -2 1 -2 0 -2
11798	10157	0x027ad	21	1 0 1 1 2 -1 -4 1 -1 1 1 -2 -2 1 -2 0 -2
11799	10166	0x027b6	21	2 -1 1 0 1 -1 -2 1 -1 1 1 -2 -2 1 -2 0 -2
11800	10177	0x027c1	21	1 0 0 0 2 -2 -3 1 -1 1 1 -2 -2 1 -2 0 -2
11801	10214	0x027e6	21	2 -1 1 0 2 -1 -3 1 -1 1 1 -2 -2 1 -2 0 -2
11802	10285	0x0282d	21	1 0 1 1 2 -3 -4 0 -2 0 0 -3 0 1 -2 0 -2
11803	10286	0x0282e	21	2 -1 1 1 2 -1 -2 0 -2 0 0 -1 0 -1 -2 0 -2
11804	10348	0x0286c	21	0 0 1 1 2 -1 -3 0 0 0 0 -3 0 1 -2 0 -2
11805	10388	0x02894	21	0 2 1 2 3 -4 -8 1 -2 2 0 -5 -2 3 -4 0 -2
11806	10406	0x028a6	21	0 1 1 2 2 -3 -6 1 -2 2 0 -3 -2 3 -2 0 -2
11807	10425	0x028b9	21	1 -2 -2 -3 -3 3 8 -1 2 -2 0 5 2 -3 4 0 2
11808	10430	0x028be	21	0 1 1 1 1 -3 -4 1 0 2 0 -3 -2 3 -2 0 -2
11809	10444	0x028cc	21	0 2 1 1 2 -2 -5 1 0 2 0 -3 -2 3 -2 0 -2
11810	10455	0x028d7	21	1 -1 -1 -2 -1 2 5 -1 0 -2 0 3 2 -3 2 0 2
11811	10463	0x028df	21	1 -1 -1 -3 -1 2 5 -1 0 -2 0 3 2 -3 2 0 2
11812	10469	0x028e5	21	1 0 1 2 2 -3 -5 1 -2 2 0 -3 -2 3 -2 0 -2
11813	10500	0x02904	21	2 0 1 2 4 -4 -8 2 -3 2 0 -5 -2 3 -4 0 -4
11814	10505	0x02909	21	1 0 2 3 4 -4 -8 2 -3 2 0 -5 -2 3 -4 0 -4
11815	10513	0x02911	21	3 -2 0 0 3 0 -2 0 -3 0 2 -1 0 -1 -2 0 -2
11816	10537	0x02929	21	1 0 2 3 4 -3 -8 2 -3 2 0 -5 -2 3 -4 0 -4
11817	10549	0x02935	21	1 0 1 2 3 -3 -6 0 -3 0 0 -3 0 1 -2 0 -2
11818	10597	0x02965	21	1 0 1 2 2 -3 -5 0 -3 0 0 -3 0 1 -2 0 -2
11819	10607	0x0296f	21	1 -1 1 1 2 -1 -3 0 -1 0 0 -3 0 1 -2 0 -2
11820	10632	0x02988	21	2 0 2 1 4 -4 -8 3 -3 2 0 -5 -2 3 -4 0 -4
11821	10702	0x029ce	21	0 1 1 1 2 -2 -5 1 -1 2 0 -3 -2 3 -2 0 -2
11822	10710	0x029d6	21	0 1 1 2 1 -2 -5 1 -1 2 0 -3 -2 3 -2 0 -2
11823	10727	0x029e7	21	1 -1 -1 -2 -2 3 5 -1 1 -2 0 3 2 -3 2 0 2
11824	10730	0x029ea	21	0 1 0 1 2 -3 -5 1 -1 2 0 -3 -2 3 -2 0 -2
11825	10735	0x029ef	21	1 1 1 1 2 -3 -5 1 -1 2 0 -3 -2 3 -2 0 -2
11826	10748	0x029fc	21	0 2 1 3 3 -3 -7 1 -1 2 0 -5 -2 3 -2 0 -2
11827	10773	0x02a15	21	3 -2 1 0 3 0 -2 0 -4 -1 2 -1 0 -1 -2 0 -2
11828	10776	0x02a18	21	0 0 0 1 1 0 -2 0 0 1 0 -1 0 1 -2 0 -2
11829	10798	0x02a2e	21	2 -1 1 1 4 -1 -4 0 -4 -1 2 -3 0 -1 -2 0 -2
11830	10812	0x02a3c	21	0 0 1 1 3 -1 -4 0 -2 -1 0 -3 0 1 -2 0 -2
11831	10823	0x02a47	21	1 1 1 2 2 -2 -5 0 -2 1 0 -3 0 1 -2 0 -2
11832	10830	0x02a4e	21	2 -1 1 1 4 -2 -5 0 -4 -1 0 -3 0 1 -2 0 -2
11833	10836	0x02a54	21	0 0 1 0 -1 -2 -1 2 0 1 -2 -1 0 1 0 0 0
11834	10849	0x02a61	21	1 0 0 0 2 -1 -3 0 0 1 0 -1 0 1 -2 0 -2
11835	10874	0x02a7a	21	0 1 0 1 1 -1 -3 0 0 1 0 -1 0 1 -2 0 -2
11836	10902	0x02a96	21	0 1 1 2 1 -2 -4 1 0 1 0 -3 -2 1 -2 0 -2
11837	10918	0x02aa6	21	0 1 1 2 2 -1 -4 1 0 1 0 -3 -2 1 -2 0 -2
11838	10954	0x02aca	21	0 1 0 1 2 -2 -5 1 0 1 0 -3 -2 3 -2 0 -2
11839	10958	0x02ace	21	0 1 1 1 2 -2 -5 1 0 1 0 -3 -2 3 -2 0 -2
11840	10961	0x02ad1	21	1 0 2 2 3 -4 -7 3 -2 3 0 -5 -2 3 -4 0 -4
11841	10972	0x02adc	21	0 0 1 1 1 2 -1 -1 0 1 2 -1 -2 -1 -2 2 0
11842	10988	0x02aec	21	0 0 1 1 0 1 -1 -1 0 1 2 -1 -2 -1 -2 2 0
11843	10998	0x02af6	21	0 1 1 2 1 -1 -3 1 0 1 0 -3 -2 1 -2 0 -2
11844	11034	0x02b1a	21	0 1 0 1 3 -2 -4 0 -1 1 0 -3 0 1 -2 0 -2
11845	11037	0x02b1d	21	3 -2 1 -1 3 0 -2 0 -3 -1 2 -1 0 -1 -2 0 -2
11846	11070	0x02b3e	21	2 -1 1 1 3 -1 -4 0 -3 -1 2 -3 0 -1 -2 0 -2
11847	11090	0x02b52	21	0 1 0 2 3 -2 -5 0 -1 1 0 -3 0 1 -2 0 -2
11848	11094	0x02b56	21	2 -1 1 0 1 0 -1 0 -1 -1 0 -1 0 -1 -2 0 -2
11849	11124	0x02b74	21	2 -2 -1 -2 -1 3 5 -2 1 -1 2 3 0 -3 0 0 0
11850	11153	0x02b91	21	3 -2 0 0 3 0 -2 -1 -3 -1 2 -1 0 -1 -2 0 -2
11851	11161	0x02b99	21	1 0 0 1 1 0 -2 -1 -1 1 2 -1 -2 -1 -2 2 0
11852	11167	0x02b9f	21	1 -1 -1 -1 1 0 0 -1 -1 -1 2 1 0 -1 0 0 0
11853	11168	0x02ba0	21	0 0 0 2 2 1 -2 -1 -1 1 2 -1 -2 -1 -2 2 0
11854	11177	0x02ba9	21	1 0 0 1 2 1 -2 -1 -1 1 2 -1 -2 -1 -2 2 0
11855	11190	0x02bb6	21	2 -1 1 0 1 -1 -2 1 -1 1 0 -1 -2 1 -2 0 -2
11856	11198	0x02bbe	21	2 -1 1 1 1 -1 -2 1 -1 1 0 -1 -2 1 -2 0 -2
11857	11199	0x02bbf	21	1 -1 1 1 1 -1 -2 1 -1 1 0 -1 -2 1 -2 0 -2
11858	11223	0x02bd7	21	1 -1 1 0 1 0 -1 -1 -1 -1 0 -1 0 -1 -2 0 0
11859	11224	0x02bd8	21	0 0 0 1 1 0 -1 -1 -1 1 2 -1 -2 -1 -2 2 0
11860	11231	0x02bdf	21	1 1 1 1 1 -4 -5 1 -1 1 -2 -3 0 3 -2 -2 -2
11861	11238	0x02be6	21	0 1 1 2 2 -1 -5 1 -1 1 0 -3 -2 3 -2 0 -2
11862	11246	0x02bee	21	0 1 1 1 2 -3 -5 1 -1 1 0 -3 -2 3 -2 0 -2
11863	11257	0x02bf9	21	1 0 0 1 1 1 -1 -1 -1 1 2 -1 -2 -1 -2 2 0
11864	11292	0x02c1c	21	0 0 1 1 -1 -2 -2 2 -2 0 -1 -1 0 1 0 0 0
11865	11293	0x02c1d	21	1 0 1 1 3 -2 -4 0 -2 0 1 -3 0 1 -2 0 -2
11866	11337	0x02c49	21	1 0 0 1 4 -2 -5 0 -2 0 1 -3 0 1 -2 0 -2
11867	11393	0x02c81	21	1 2 2 2 4 -6 -10 3 -2 2 -1 -7 -2 5 -4 -2 -4
11868	11411	0x02c93	21	1 1 2 2 3 -4 -8 3 -2 2 -1 -5 -2 3 -4 0 -4
11869	11429	0x02ca5	21	1 0 1 2 2 -1 -4 1 -2 0 1 -3 -2 1 -2 0 -2
11870	11441	0x02cb1	21	1 0 0 0 1 -1 -2 1 0 2 1 -1 -2 1 -2 0 -2
11871	11446	0x02cb6	21	0 1 1 2 1 -3 -4 1 0 2 -1 -3 -2 3 -2 0 -2
11872	11473	0x02cd1	21	1 0 2 2 3 -4 -7 3 -2 2 -1 -5 -2 3 -4 0 -4
11873	11478	0x02cd6	21	0 1 1 2 1 -2 -5 1 0 2 -1 -3 -2 3 -2 0 -2
11874	11502	0x02cee	21	2 -1 1 1 2 -1 -3 1 -2 0 1 -3 -2 1 -2 0 -2
11875	11524	0x02d04	21	2 0 1 2 4 -4 -8 2 -3 2 1 -5 -2 3 -4 0 -4
11876	11534	0x02d0e	21	2 -1 1 1 2 0 -2 0 -3 0 1 -1 0 -1 -2 0 -2
11877	11565	0x02d2d	21	1 0 -1 -1 0 1 2 -2 1 0 1 1 0 -1 0 0 0
11878	11573	0x02d35	21	3 -2 1 0 3 -1 -2 0 -3 0 1 -1 0 -1 -2 0 -2
11879	11575	0x02d37	21	1 -1 1 2 3 -1 -4 0 -3 0 1 -3 0 1 -2 0 -2
11880	11589	0x02d45	21	3 -2 1 0 2 0 -1 0 -3 0 1 -1 0 -1 -2 0 -2
11881	11673	0x02d99	21	1 0 2 3 3 -4 -8 3 -3 2 -1 -5 -2 3 -4 0 -4
11882	11717	0x02dc5	21	1 -2 -1 -2 -2 2 5 -1 -1 -2 1 3 2 -3 2 0 2
11883	11726	0x02dce	21	0 1 1 1 2 -2 -5 1 -1 2 1 -3 -2 3 -2 0 -2
11884	11731	0x02dd3	21	1 -1 0 0 1 0 -1 -1 -1 0 1 -1 0 -1 -2 0 0
11885	11740	0x02ddc	21	2 0 1 1 3 -2 -5 1 -3 0 1 -3 -2 1 -2 0 -2
11886	11778	0x02e02	21	2 -1 0 0 2 0 -2 0 -2 -1 1 -1 0 -1 -2 0 -2
11887	11781	0x02e05	21	1 0 1 0 2 0 -2 -2 -2 -1 1 -1 0 -1 -2 0 0
11888	11826	0x02e32	21	2 -1 2 2 3 -1 -4 0 -4 -1 1 -3 0 -1 -2 0 -2
11889	11870	0x02e5e	21	2 -1 1 1 3 -4 -5 2 -2 1 -1 -3 0 3 -2 -2 -4
11890	11998	0x02ede	21	0 1 1 1 1 -4 -5 1 0 1 -1 -3 0 3 -2 -2 -2
11891	12044	0x02f0c	21	0 0 1 1 0 -2 -2 2 -1 1 -1 -1 0 1 0 0 0
11892	12047	0x02f0f	21	1 -1 -1 -1 0 2 2 -2 1 -1 1 1 0 -1 0 0 0
11893	12068	0x02f24	21	0 0 1 0 0 -1 -2 2 -1 1 -1 -1 0 1 0 0 0
11894	12089	0x02f39	21	3 -2 0 -1 3 -1 -2 0 -3 -1 1 -1 0 -1 -2 0 -2
11895	12090	0x02f3a	21	0 1 0 1 3 -1 -4 0 -1 1 1 -3 0 1 -2 0 -2
11896	12095	0x02f3f	21	1 -1 -1 -1 1 1 2 -2 1 -1 1 1 0 -1 0 0 0
11897	12165	0x02f85	21	1 0 1 2 2 -2 -4 1 -1 1 1 -3 -2 1 -2 0 -2
11898	12298	0x0300a	21	0 1 0 1 2 -2 -4 0 0 2 0 -2 -1 3 -2 0 -2
11899	12299	0x0300b	21	1 -1 0 -1 -2 2 4 0 0 -2 0 2 1 -3 2 0 2
11900	12306	0x03012	21	0 1 2 2 1 -4 -6 4 -2 2 -2 -4 -1 3 -2 0 -2
11901	12321	0x03021	21	1 0 0 0 2 -1 -2 0 0 0 0 -2 -1 1 -2 0 -2
11902	12331	0x0302b	21	1 1 2 3 4 -5 -10 2 -4 2 0 -6 -1 3 -4 0 -4
11903	12359	0x03047	21	1 -1 -1 -2 0 2 3 -2 0 -2 2 2 1 -3 0 0 0
11904	12364	0x0304c	21	0 0 1 1 2 0 -3 0 0 0 0 -2 -1 1 -2 0 -2
11905	12375	0x03057	21	1 1 1 2 3 -2 -5 0 -2 0 0 -4 -1 1 -2 0 -2
11906	12376	0x03058	21	2 0 2 3 5 -4 -9 2 -4 2 0 -6 -1 3 -4 0 -4
11907	12396	0x0306c	21	2 0 1 1 2 -1 -3 0 -2 0 0 -2 -1 1 -2 0 -2
11908	12407	0x03077	21	3 -3 -1 -2 1 1 3 -2 -2 -2 2 2 1 -3 0 0 0
11909	12411	0x0307b	21	3 -3 0 -1 1 3 3 -2 -2 -2 2 2 1 -3 0 0 0
11910	12414	0x0307e	21	0 1 1 1 1 -1 -3 0 0 0 0 -2 -1 1 -2 0 -2
11911	12419	0x03083	21	1 1 2 2 4 -6 -10 3 -2 2 -2 -6 -1 5 -4 -2 -4
11912	12444	0x0309c	21	2 0 1 1 3 -2 -4 1 -2 0 0 -4 -1 1 -2 0 -2
11913	12469	0x030b5	21	1 0 -1 0 1 1 0 -1 0 0 2 0 -1 -1 0 0 0
11914	12478	0x030be	21	0 1 1 1 1 -5 -6 3 0 2 -2 -4 -1 5 -2 -2 -4
11915	12504	0x030d8	21	0 0 0 1 1 -2 -3 1 0 2 0 -2 -1 1 -2 0 -2
11916	12521	0x030e9	21	1 0 0 1 2 -1 -3 -1 -2 0 2 -2 -1 -1 -2 0 0
11917	12522	0x030ea	21	2 -1 0 1 2 -1 -3 1 -2 0 0 -2 -1 1 -2 0 -2
11918	12557	0x0310d	21	1 0 1 1 2 -2 -4 0 -1 0 0 -2 -1 1 -2 0 -2
11919	12566	0x03116	21	2 -1 -1 -2 1 2 2 -2 -1 -2 2 2 1 -3 0 0 0
11920	12574	0x0311e	21	2 -1 1 1 3 -2 -4 0 -3 0 0 -2 -1 1 -2 0 -2
11921	12575	0x0311f	21	1 -1 1 1 1 2 0 -2 -1 0 2 0 -1 -3 -2 2 0
11922	12586	0x0312a	21	2 -3 0 -1 0 3 4 -2 -1 -2 2 2 1 -3 0 0 0
11923	12591	0x0312f	21	1 1 1 1 2 -1 -4 0 -1 0 0 -2 -1 1 -2 0 -2
11924	12599	0x03137	21	3 -3 -1 -2 1 3 4 -2 -1 -2 2 2 1 -3 0 0 0
11925	12607	0x0313f	21	1 -1 1 1 1 -1 -2 0 -1 0 0 -2 -1 1 -2 0 -2
11926	12666	0x0317a	21	2 -1 0 -1 1 1 1 -2 -1 -2 2 0 1 -3 0 0 0
11927	12674	0x03182	21	2 1 2 2 4 -6 -10 3 -3 2 -2 -6 -1 5 -4 -2 -4
11928	12706	0x031a2	21	2 -1 0 0 2 -1 -2 1 -1 0 0 -2 -1 1 -2 0 -2
11929	12707	0x031a3	21	1 1 2 2 4 -7 -10 3 -3 2 -2 -6 -1 5 -4 -2 -4
11930	12751	0x031cf	21	1 -1 -1 -1 0 2 3 -1 1 0 2 2 -1 -1 0 0 0
11931	12761	0x031d9	21	1 0 0 -1 1 0 -1 -1 -1 0 2 0 -1 -1 -2 0 0
11932	12792	0x031f8	21	2 -2 0 -1 1 3 3 -3 -1 -2 2 2 1 -3 0 0 0
11933	12820	0x03214	21	0 0 1 2 1 0 -2 0 0 1 0 -2 -1 1 -2 0 -2
11934	12844	0x0322c	21	0 0 1 1 2 -1 -2 0 0 1 0 -2 -1 1 -2 0 -2
11935	12852	0x03234	21	0 0 1 2 1 -1 -2 0 0 1 0 -2 -1 1 -2 0 -2
11936	12854	0x03236	21	0 1 1 2 1 -1 -4 0 0 1 0 -2 -1 1 -2 0 -2
11937	12857	0x03239	21	1 0 0 1 3 -1 -4 0 -2 1 2 -2 -1 1 -2 0 -2
11938	12924	0x0327c	21	0 0 1 1 1 -1 -3 0 0 1 0 -2 -1 1 -2 0 -2
11939	12959	0x0329f	21	1 1 1 1 3 -4 -6 1 -2 1 0 -4 -1 3 -2 -2 -2
11940	13014	0x032d6	21	0 1 1 2 3 -2 -5 1 -2 1 0 -4 -1 1 -2 0 -2
11941	13055	0x032ff	21	1 -1 -1 -1 -1 1 3 1 0 -1 0 2 1 -1 2 0 0
11942	13061	0x03305	21	1 0 1 2 2 -2 -4 0 -1 1 0 -2 -1 1 -2 0 -2
11943	13078	0x03316	21	0 1 1 2 1 -2 -4 0 -1 1 0 -2 -1 1 -2 0 -2
11944	13098	0x0332a	21	0 1 0 1 0 -1 -2 2 -1 1 0 -2 -1 1 0 0 0
11945	13127	0x03347	21	1 -1 -1 -2 0 2 3 -2 1 -1 2 2 1 -3 0 0 0
11946	13144	0x03358	21	2 0 2 3 5 -4 -9 2 -5 1 0 -6 -1 3 -4 0 -4
11947	13169	0x03371	21	1 0 0 0 3 -1 -3 0 -1 1 2 -2 -1 1 -2 0 -2
11948	13199	0x0338f	21	1 1 1 1 2 -4 -6 1 -1 1 0 -4 -1 3 -2 -2 -2
11949	13212	0x0339c	21	2 -2 1 -1 1 0 0 1 -3 -1 0 0 1 -1 0 0 0
11950	13241	0x033b9	21	1 0 2 1 3 -3 -6 1 -3 1 0 -4 -1 1 -4 0 -2
11951	13290	0x033ea	21	2 -1 0 1 2 -1 -3 1 -1 1 0 -2 -1 1 -2 0 -2
11952	13341	0x0341d	21	1 0 1 1 3 -2 -4 0 -2 0 1 -4 -1 1 -2 0 -2
11953	13400	0x03458	21	2 -2 0 -1 -1 2 3 -2 0 -2 1 2 1 -3 0 0 0
11954	13405	0x0345d	21	1 0 1 1 3 -2 -5 0 -2 0 1 -4 -1 1 -2 0 -2
11955	13412	0x03464	21	2 0 1 0 2 -1 -3 0 -2 0 1 -2 -1 1 -2 0 -2
11956	13441	0x03481	21	1 0 0 0 0 0 0 -1 0 0 1 0 -1 -1 -2 0 0
11957	13473	0x034a1	21	1 0 0 0 0 1 0 -1 0 0 1 0 -1 -1 -2 0 0
11958	13476	0x034a4	21	0 0 1 0 0 1 0 -1 0 0 1 0 -1 -1 -2 0 0
11959	13481	0x034a9	21	1 0 0 1 2 -1 -4 1 -2 0 1 -2 -1 1 -2 0 -2
11960	13505	0x034c1	21	1 0 0 0 0 0 -1 -1 0 0 1 0 -1 -1 -2 0 0
11961	13524	0x034d4	21	0 0 1 0 1 -2 -3 1 -2 0 -1 -2 1 1 0 0 0
11962	13526	0x034d6	21	2 -1 1 0 1 0 -1 -1 -2 0 1 0 -1 -1 -2 0 0
11963	13531	0x034db	21	1 1 2 1 3 -6 -9 3 -2 2 -1 -6 -1 5 -4 -2 -4
11964	13537	0x034e1	21	1 0 0 0 2 -1 -3 1 -2 0 1 -2 -1 1 -2 0 -2
11965	13540	0x034e4	21	0 0 1 0 0 -1 -1 1 -2 0 -1 0 1 1 0 0 0
11966	13564	0x034fc	21	0 0 1 1 1 -1 -3 1 -2 0 -1 -2 1 1 0 0 0
11967	13594	0x0351a	21	2 -1 0 1 3 -2 -4 0 -3 0 1 -2 -1 1 -2 0 -2
11968	13600	0x03520	21	0 0 0 0 0 1 0 0 -1 0 1 0 -1 -1 0 2 2
11969	13633	0x03541	21	1 0 0 0 2 -2 -3 0 -1 0 1 -2 -1 1 -2 0 -2
11970	13641	0x03549	21	1 0 0 1 2 0 -3 0 -1 0 1 -2 -1 1 -2 0 -2
11971	13644	0x0354c	21	2 0 1 1 4 -2 -5 0 -3 0 1 -4 -1 1 -2 0 -2
11972	13676	0x0356c	21	0 0 1 1 2 -1 -3 0 -1 0 1 -2 -1 1 -2 0 -2
11973	13684	0x03574	21	2 -2 -1 -2 1 3 3 -2 -1 -2 3 2 1 -3 0 0 0
11974	13709	0x0358d	21	1 0 1 1 2 0 -2 -1 -1 0 1 -2 -1 -1 -2 0 0
11975	13722	0x0359a	21	2 -1 0 -1 1 0 0 -1 -1 0 1 0 -1 -1 -2 0 0
11976	13728	0x035a0	21	0 0 0 0 0 1 0 -1 1 0 1 0 -1 -1 -2 0 0
11977	13736	0x035a8	21	2 0 0 1 4 -3 -6 1 -3 0 1 -4 -1 1 -2 0 -2
11978	13738	0x035aa	21	0 1 0 1 2 -1 -4 -1 -1 0 1 -2 -1 1 -2 0 0
11979	13751	0x035b7	21	1 -1 1 0 1 1 0 -1 -1 0 1 0 -1 -1 -2 0 0
11980	13754	0x035ba	21	0 1 0 1 1 -3 -4 1 1 2 -1 -2 -1 3 -2 -2 -2
11981	13816	0x035f8	21	0 2 2 3 3 -5 -9 3 -1 4 -1 -6 -3 5 -4 0 -4
11982	13832	0x03608	21	2 0 0 1 2 -2 -4 0 -2 1 1 -2 -1 1 -2 0 -2
11983	13852	0x0361c	21	0 0 1 1 1 0 -2 0 0 1 1 -2 -1 1 -2 0 -2
11984	13877	0x03635	21	1 0 1 0 1 -1 -2 0 0 1 1 -2 -1 1 -2 0 -2
11985	13889	0x03641	21	1 0 0 0 2 -2 -3 0 0 1 1 -2 -1 1 -2 0 -2
11986	13909	0x03655	21	1 0 1 2 3 -2 -5 0 -2 1 1 -4 -1 1 -2 0 -2
11987	13919	0x0365f	21	1 -1 -1 -1 1 2 3 -2 0 -1 1 2 1 -3 0 0 0
11988	13925	0x03665	21	1 0 1 2 2 -1 -3 0 -2 1 1 -2 -1 1 -2 0 -2
11989	13932	0x0366c	21	2 0 1 1 2 -1 -3 0 -2 1 1 -2 -1 1 -2 0 -2
11990	13945	0x03679	21	1 0 0 1 1 -1 -3 0 0 1 1 -2 -1 1 -2 0 -2
11991	13948	0x0367c	21	0 0 1 1 1 -1 -3 0 0 1 1 -2 -1 1 -2 0 -2
11992	13973	0x03695	21	1 0 -1 0 1 0 0 -1 0 -1 1 0 -1 -1 0 0 0
11993	13974	0x03696	21	2 -1 1 0 3 0 -2 -1 -2 -1 1 -2 1 -1 -2 0 -2
11994	14014	0x036be	21	0 1 1 1 1 -3 -4 1 0 1 -1 -2 -1 3 -2 -2 -2
11995	14030	0x036ce	21	0 1 1 1 2 -4 -5 1 0 1 -1 -4 -1 3 -2 -2 -2
11996	14073	0x036f9	21	1 -2 0 -1 -1 1 3 1 0 -1 -1 2 1 -1 2 0 0
11997	14093	0x0370d	21	1 0 1 1 2 -2 -4 0 -1 1 1 -2 -1 1 -2 0 -2
11998	14143	0x0373f	21	1 -1 1 1 1 -1 -2 0 -1 1 1 -2 -1 1 -2 0 -2
11999	14149	0x03745	21	1 0 1 0 2 -2 -3 0 -1 1 1 -2 -1 1 -2 0 -2
12000	14152	0x03748	21	0 0 0 1 2 -2 -3 0 -1 1 1 -2 -1 1 -2 0 -2
12001	14160	0x03750	21	2 0 2 2 5 -4 -9 2 -5 1 1 -6 -1 3 -4 0 -4
12002	14164	0x03754	21	2 -2 -1 -2 1 2 3 -2 -1 -1 3 2 1 -3 0 0 0
12003	14170	0x0375a	21	2 -1 0 -1 1 -2 -1 0 -1 -1 -1 0 1 1 0 -2 -2
12004	14197	0x03775	21	1 0 1 2 1 -1 -3 0 -1 1 1 -2 -1 1 -2 0 -2
12005	14250	0x037aa	21	0 1 0 1 2 -1 -4 -1 -1 1 1 -2 -1 1 -2 0 0
12006	14252	0x037ac	21	2 0 1 1 4 -3 -6 1 -3 1 1 -4 -1 1 -2 0 -2
12007	14268	0x037bc	21	2 0 1 1 3 -3 -6 1 -3 1 1 -4 -1 1 -4 0 -2
12008	14269	0x037bd	21	1 0 1 1 3 -3 -6 1 -3 1 1 -4 -1 1 -4 0 -2
12009	14279	0x037c7	21	1 -1 -1 -2 0 2 3 -1 1 -1 1 2 -1 -1 0 0 0
12010	14296	0x037d8	21	0 2 2 3 3 -4 -9 3 -1 3 -1 -6 -3 5 -4 0 -4
12011	14300	0x037dc	21	0 0 1 1 1 -2 -3 1 -3 -1 -1 -2 1 1 0 0 0
12012	14326	0x037f6	21	2 -1 1 0 3 -1 -3 -1 -3 -1 1 -2 1 -1 -2 0 -2
12013	14347	0x0380b	21	1 -1 0 -1 0 2 2 -2 0 -2 2 1 1 -3 0 0 0
12014	14358	0x03816	21	2 -1 -1 -2 1 2 2 -2 0 -2 2 1 1 -3 0 0 0
12015	14393	0x03839	21	1 0 0 1 3 -1 -4 0 -2 0 2 -3 -1 1 -2 0 -2
12016	14400	0x03840	21	2 0 2 2 4 -4 -9 2 -4 2 0 -5 -1 3 -4 0 -4
12017	14409	0x03849	21	1 0 2 3 4 -4 -9 2 -4 2 0 -5 -1 3 -4 0 -4
12018	14429	0x0385d	21	1 0 1 1 3 -2 -5 0 -2 0 0 -3 -1 1 -2 0 -2
12019	14457	0x03879	21	3 -2 0 -1 1 1 1 -2 -2 -2 2 1 1 -3 0 0 0
12020	14458	0x0387a	21	2 -1 0 -1 1 1 1 -2 -2 -2 2 1 1 -3 0 0 0
12021	14483	0x03893	21	1 -1 0 0 1 -2 -2 1 0 2 0 -1 -1 1 -2 0 -2
12022	14490	0x0389a	21	2 -1 0 1 3 -2 -4 1 -2 0 0 -3 -1 1 -2 0 -2
12023	14511	0x038af	21	1 -1 -1 -1 0 1 2 -1 0 0 2 1 -1 -1 0 0 0
12024	14519	0x038b7	21	1 1 1 2 3 -5 -8 3 -2 2 -2 -5 -1 5 -2 -2 -4
12025	14545	0x038d1	21	1 0 0 0 1 0 -1 -1 0 0 2 -1 -1 -1 -2 0 0
12026	14550	0x038d6	21	2 -1 1 0 1 0 -1 -1 -2 0 2 -1 -1 -1 -2 0 0
12027	14552	0x038d8	21	2 0 0 1 3 -2 -5 1 -2 0 0 -3 -1 1 -2 0 -2
12028	14554	0x038da	21	0 1 0 1 1 -2 -3 1 0 2 0 -1 -1 1 -2 0 -2
12029	14555	0x038db	21	1 1 2 1 3 -6 -9 3 -2 2 -2 -5 -1 5 -4 -2 -4
12030	14577	0x038f1	21	1 0 0 0 1 1 -1 -1 0 0 2 -1 -1 -1 -2 0 0
12031	14579	0x038f3	21	1 1 2 2 3 -5 -9 3 -2 2 -2 -5 -1 5 -4 -2 -4
12032	14583	0x038f7	21	1 -1 -1 0 1 1 1 -1 0 0 2 1 -1 -1 0 0 0
12033	14597	0x03905	21	1 0 1 2 4 -4 -8 2 -3 2 0 -5 -1 3 -4 0 -4
12034	14607	0x0390f	21	1 1 1 1 2 -2 -4 0 -1 0 0 -3 -1 1 -2 0 -2
12035	14617	0x03919	21	1 0 0 1 3 -2 -4 0 -1 0 0 -3 -1 1 -2 0 -2
12036	14624	0x03920	21	2 0 2 2 4 -3 -8 2 -3 2 0 -5 -1 3 -4 0 -4
12037	14637	0x0392d	21	1 0 1 1 2 -1 -4 0 -1 0 0 -3 -1 1 -2 0 -2
12038	14639	0x0392f	21	1 1 1 1 2 -1 -4 0 -1 0 0 -3 -1 1 -2 0 -2
12039	14662	0x03946	21	0 1 1 2 2 -2 -5 0 -1 0 0 -3 -1 1 -2 0 -2
12040	14682	0x0395a	21	2 -1 0 -1 1 2 1 -2 -1 -2 2 1 1 -3 0 0 0
12041	14751	0x0399f	21	1 1 3 3 3 -6 -10 3 -3 2 -2 -7 -1 5 -4 -2 -4
12042	14807	0x039d7	21	1 -1 1 0 1 0 -1 -1 -1 0 2 -1 -1 -1 -2 0 0
