rank	mask	hex	multiplicity	witness
258	15161	0x03b39	26	1 0 0 1 3 -1 -4 0 -1 1 2 -3 -1 1 -2 0 -2
259	15576	0x03cd8	26	0 0 0 1 1 0 -1 -1 0 0 1 -1 -1 -1 -2 0 0
260	15928	0x03e38	26	0 0 0 1 1 -1 -2 0 0 1 1 -1 -1 1 -2 0 -2
261	16143	0x03f0f	26	1 1 1 1 2 -2 -4 0 -1 1 1 -3 -1 1 -2 0 -2
262	16282	0x03f9a	26	2 -1 0 1 3 -2 -4 1 -3 1 1 -3 -1 1 -2 0 -2
263	16780	0x0418c	26	0 2 1 3 2 -2 -6 1 -1 2 0 -4 -2 2 -3 0 -2
264	17017	0x04279	26	1 0 0 -1 1 1 1 -2 0 -1 2 0 0 -2 -1 0 0
265	17176	0x04318	26	2 -2 0 -1 1 2 2 -2 -1 -1 2 2 0 -2 -1 0 0
266	17501	0x0445d	26	1 0 1 1 3 -2 -5 0 -2 0 1 -4 0 0 -3 0 -2
267	17596	0x044bc	26	2 0 1 1 3 -3 -6 1 -2 2 1 -4 -2 2 -3 0 -2
268	17702	0x04526	26	2 -1 1 0 4 -1 -4 0 -3 0 1 -2 0 0 -3 0 -2
269	17725	0x0453d	26	1 0 1 1 3 -1 -4 0 -3 0 1 -2 0 0 -3 0 -2
270	20049	0x04e51	26	1 0 0 0 1 2 1 -2 0 -1 1 1 0 -2 -1 0 0
271	20159	0x04ebf	26	1 1 1 1 3 -3 -6 1 -2 1 1 -5 -2 2 -3 0 -2
272	20309	0x04f55	26	1 0 1 2 3 -2 -5 0 -3 1 1 -3 0 0 -3 0 -2
273	20827	0x0515b	26	1 -1 0 1 1 2 1 -2 -1 0 2 0 -1 -2 -1 2 0
274	22569	0x05829	26	1 0 0 -1 2 -1 -2 0 0 0 0 -1 1 2 -1 -2 -2
275	22768	0x058f0	26	0 0 0 0 1 1 -1 -1 0 0 2 -1 -1 0 -1 0 0
276	22807	0x05917	26	3 -1 1 0 3 -2 -4 0 -3 0 2 -3 -1 0 -3 0 -2
277	23106	0x05a42	26	0 1 2 2 2 -2 -5 0 -2 1 0 -3 -1 2 -3 0 -2
278	23572	0x05c14	26	2 0 1 0 3 -2 -4 0 -2 0 1 -3 -1 0 -3 0 -2
279	24083	0x05e13	26	1 1 2 2 3 -4 -8 2 -2 1 -1 -5 -1 4 -3 -2 -4
280	24415	0x05f5f	26	1 1 1 1 3 -4 -7 2 -1 1 -1 -5 -1 4 -3 -2 -4
281	24750	0x060ae	26	0 1 1 3 2 -3 -6 1 -2 2 0 -4 -2 3 -3 0 -2
282	25390	0x0632e	26	2 -1 -1 -1 2 1 0 -2 -1 -1 2 0 0 -1 -1 0 0
283	28919	0x070f7	26	1 -1 -1 0 1 1 1 -1 0 0 2 0 -1 -1 -1 0 0
284	29528	0x07358	26	0 0 0 1 1 0 -1 0 1 1 0 0 -1 1 -1 0 -2
285	30196	0x075f4	26	0 0 1 0 -1 -1 -1 1 -1 0 -1 0 1 1 1 0 0
286	30833	0x07871	26	1 0 2 2 3 -1 -5 0 -2 0 0 -3 -1 1 -3 0 -2
287	31991	0x07cf7	26	1 -1 -1 0 1 1 1 -1 0 0 1 1 -1 -1 -1 0 0
288	32369	0x07e71	26	1 0 2 2 3 -1 -5 0 -2 1 1 -3 -1 1 -3 0 -2
289	32375	0x07e77	26	1 1 1 2 3 -1 -5 0 -2 1 1 -3 -1 1 -3 0 -2
290	32566	0x07f36	26	2 -1 1 0 1 -1 -2 0 -1 -1 -1 -1 1 1 -1 -2 -2
291	33157	0x08185	26	1 -2 -1 -4 -2 2 6 -1 1 -2 0 4 2 -2 2 -1 2
292	33166	0x0818e	26	0 1 1 3 2 -2 -6 1 -1 2 0 -4 -2 2 -2 1 -2
293	33560	0x08318	26	0 0 0 1 3 -2 -4 0 -1 1 0 -2 0 2 -2 -1 -2
294	33856	0x08440	26	2 0 0 0 2 -2 -3 0 -2 0 1 -2 0 0 -2 -1 -2
295	33863	0x08447	26	3 -1 1 0 2 -2 -3 0 -2 0 1 -2 0 0 -2 -1 -2
296	34044	0x084fc	26	2 0 3 3 3 -5 -9 3 -4 2 -1 -6 -2 4 -4 -1 -4
297	34709	0x08795	26	1 0 1 2 1 0 -2 1 -1 1 1 -2 -2 0 -2 1 -2
298	35133	0x0893d	26	1 0 1 1 1 -1 -2 0 -1 0 0 -1 0 0 -2 -1 -2
299	35298	0x089e2	26	2 1 2 2 4 -5 -9 3 -3 2 0 -7 -2 4 -4 -1 -4
300	35357	0x08a1d	26	1 0 1 1 3 -2 -4 0 -2 -1 0 -3 0 0 -2 -1 -2
301	36305	0x08dd1	26	1 0 -2 -2 1 0 1 -1 1 0 1 1 0 0 0 -1 0
302	37283	0x091a3	26	1 1 0 0 2 -3 -4 1 -1 2 0 -2 -1 2 -2 -1 -2
303	37470	0x0925e	26	0 1 1 1 1 -2 -3 0 0 1 0 -2 -1 2 -2 -1 -2
304	37486	0x0926e	26	0 1 1 1 2 -1 -3 0 0 1 0 -2 -1 2 -2 -1 -2
305	37705	0x09349	26	1 0 0 1 2 -2 -3 0 -1 1 0 -2 -1 2 -2 -1 -2
306	38173	0x0951d	26	1 0 1 1 3 -4 -6 2 -1 2 -1 -4 -1 4 -2 -1 -4
307	38428	0x0961c	26	2 0 1 1 3 -4 -6 2 -2 1 -1 -4 -1 4 -2 -1 -4
308	38721	0x09741	26	1 0 0 0 2 -2 -3 0 -1 1 1 -2 -1 2 -2 -1 -2
309	38723	0x09743	26	1 1 2 2 4 -4 -9 2 -3 1 -1 -6 -1 4 -4 -1 -4
310	38747	0x0975b	26	1 -1 0 1 1 0 -1 0 -1 1 1 0 -1 0 -2 1 -2
311	38804	0x09794	26	0 0 1 2 1 -2 -4 1 -1 1 -1 -2 -1 2 -2 -1 -2
312	38819	0x097a3	26	1 1 0 0 2 -3 -4 1 -1 1 -1 -2 -1 2 -2 -1 -2
313	39458	0x09a22	26	2 -1 0 0 2 -1 -2 0 -2 1 2 -1 -1 0 -2 1 -2
314	39874	0x09bc2	26	0 1 0 2 2 -2 -5 1 -1 1 0 -3 -1 2 -2 -1 -2
315	40684	0x09eec	26	2 0 1 1 2 -3 -5 1 -2 1 1 -3 -1 2 -2 -1 -2
316	40737	0x09f21	26	1 0 0 0 2 -1 -2 0 -1 1 1 -1 -1 0 -2 1 -2
317	40746	0x09f2a	26	0 1 0 1 2 -3 -4 2 -1 1 -1 -3 -1 2 -2 -1 -2
318	41294	0x0a14e	26	2 -1 1 1 2 -2 -3 0 -3 0 0 -2 0 1 -2 -1 -2
319	43198	0x0a8be	26	0 1 1 1 1 -3 -4 1 0 2 0 -3 -2 3 -2 -1 -2
320	44547	0x0ae03	26	1 -1 0 0 0 2 2 -2 0 -1 1 1 0 -3 0 1 0
321	45863	0x0b327	26	1 -1 -1 -2 -2 1 4 0 1 -1 0 2 1 -1 2 -1 2
322	46613	0x0b615	26	1 0 1 2 3 -4 -6 2 -2 1 -1 -4 -1 3 -2 -1 -4
323	47561	0x0b9c9	26	1 0 0 1 2 -2 -3 1 -1 0 0 -3 -1 1 -2 -1 -2
324	49252	0x0c064	26	0 0 1 0 2 -1 -3 0 0 0 0 -2 0 2 -1 -1 -2
325	49475	0x0c143	26	1 -1 0 0 0 0 1 0 1 0 0 0 0 0 -1 -1 -2
326	49581	0x0c1ad	26	1 -2 -1 -3 -2 3 6 -1 1 -2 0 4 2 -2 3 -1 2
327	51254	0x0c836	26	0 1 1 2 3 -5 -8 2 -2 2 0 -5 -2 4 -3 -1 -2
328	51382	0x0c8b6	26	0 1 1 2 3 -3 -6 1 -2 2 0 -3 -2 2 -3 1 -2
329	51537	0x0c951	26	1 0 0 0 1 0 -1 0 1 0 0 -1 0 0 -1 -1 -2
330	51632	0x0c9b0	26	2 0 2 2 3 -5 -8 3 -3 2 0 -5 -2 4 -3 -1 -4
331	51799	0x0ca57	26	1 -1 -1 0 1 2 1 -2 0 -1 2 1 0 -2 -1 1 0
332	52406	0x0ccb6	26	2 1 1 2 3 -5 -8 3 -2 2 -1 -5 -2 4 -3 -1 -4
333	53431	0x0d0b7	26	1 1 1 0 3 -3 -6 1 -2 0 0 -4 -1 2 -3 -1 -2
334	53844	0x0d254	26	2 -2 1 0 1 0 -1 0 -2 -1 0 0 1 0 -1 -1 -2
335	54685	0x0d59d	26	1 0 -1 -1 1 0 0 -1 1 0 1 0 -1 0 -1 -1 0
336	55552	0x0d900	26	0 0 0 0 0 2 2 -2 1 0 2 1 -1 -2 -1 1 0
337	55837	0x0da1d	26	1 0 1 1 3 0 -4 0 -2 1 2 -3 -1 0 -3 1 -2
338	56149	0x0db55	26	1 0 1 2 3 -2 -5 0 -3 1 2 -3 -1 0 -3 1 -2
339	57562	0x0e0da	26	0 1 2 3 3 -6 -9 3 -2 2 -2 -6 -2 5 -3 -1 -4
340	57597	0x0e0fd	26	1 0 1 1 1 -1 -3 1 0 2 0 -2 -2 1 -3 1 -2
341	57634	0x0e122	26	2 -1 0 0 2 -1 -2 0 -1 0 0 -2 0 1 -1 -1 -2
342	57674	0x0e14a	26	2 -1 0 1 2 -2 -3 0 -1 0 0 -2 0 1 -1 -1 -2
343	58332	0x0e3dc	26	2 0 1 1 3 -2 -5 1 -3 1 2 -4 -2 1 -3 1 -2
344	58442	0x0e44a	26	2 -1 0 1 2 -2 -3 0 -2 0 1 -2 0 1 -1 -1 -2
345	58525	0x0e49d	26	1 2 3 3 5 -6 -12 3 -4 2 -1 -8 -2 5 -5 -1 -4
346	58766	0x0e58e	26	0 1 1 3 2 -2 -6 1 -1 2 1 -4 -2 1 -3 1 -2
347	59474	0x0e852	26	2 -1 0 0 3 -2 -3 0 -2 0 0 -1 0 1 -1 -1 -2
348	59842	0x0e9c2	26	0 1 2 2 2 -4 -7 3 -1 2 -2 -5 -2 5 -3 -1 -4
349	60662	0x0ecf6	26	0 1 1 2 1 -3 -5 1 0 2 -1 -3 -2 3 -3 -1 -2
350	60799	0x0ed7f	26	1 -1 1 1 1 -1 -1 0 -1 0 -1 -1 0 1 -1 -1 -2
351	61322	0x0ef8a	26	0 1 2 3 2 -4 -8 3 -1 3 -1 -5 -2 5 -3 -1 -4
352	63163	0x0f6bb	26	1 1 2 1 3 -3 -6 1 -2 1 -1 -4 -1 3 -3 -1 -2
353	63216	0x0f6f0	26	0 2 2 2 3 -3 -7 1 -2 1 -1 -4 -1 3 -3 -1 -2
354	63372	0x0f78c	26	0 2 1 1 2 -4 -6 1 -1 1 -1 -4 -1 3 -3 -1 -2
355	64087	0x0fa57	26	1 1 1 2 3 -4 -7 2 -2 1 0 -5 -1 3 -3 -1 -4
356	64115	0x0fa73	26	1 1 2 2 3 -3 -7 2 -2 1 0 -5 -1 3 -3 -1 -4
357	64338	0x0fb52	26	2 -1 0 0 1 2 1 -2 -1 -1 2 1 -1 -3 -1 1 0
358	65172	0x0fe94	26	2 0 1 0 3 -2 -4 1 -2 1 1 -3 -1 1 -3 -1 -2
359	65255	0x0fee7	26	1 -1 -1 0 0 1 1 -1 0 1 1 1 -1 -1 -1 1 0
360	65316	0x0ff24	26	2 0 1 2 4 -5 -8 2 -3 1 -1 -5 -1 3 -3 -1 -4
361	66776	0x104d8	26	0 0 0 1 -1 0 1 1 0 0 -1 0 0 0 2 0 1
362	66939	0x1057b	26	1 -1 0 -1 -1 1 3 0 -1 -2 -1 2 2 -2 2 0 1
363	67069	0x105fd	26	1 0 1 1 3 -3 -5 1 -1 0 -1 -4 0 2 -2 -2 -3
364	68301	0x10acd	26	3 -2 1 -1 2 0 -1 -1 -2 -1 2 -1 0 -2 -2 0 -1
365	69608	0x10fe8	26	2 0 2 1 4 -3 -7 1 -3 1 1 -5 -2 2 -4 0 -3
366	70303	0x1129f	26	1 1 1 3 3 -2 -6 1 -2 1 0 -4 -1 2 -2 0 -3
367	71557	0x11785	26	1 0 1 0 2 0 -2 -1 -1 -1 1 -2 -1 0 -2 0 -1
368	71830	0x11896	26	2 -1 1 0 3 -2 -4 1 -2 0 0 -3 -1 2 -2 0 -3
369	72260	0x11a44	26	0 2 1 2 2 -4 -7 2 0 1 -2 -5 -1 4 -2 -2 -3
370	73613	0x11f8d	26	1 0 1 1 2 0 -2 -1 -1 1 1 -1 -1 0 -2 0 -1
371	73894	0x120a6	26	2 -1 1 0 2 -1 -2 -1 -2 0 2 -2 0 -1 -2 0 -1
372	74816	0x12440	26	2 0 2 2 4 -4 -9 2 -4 2 1 -6 -2 3 -4 0 -3
373	75361	0x12661	26	1 0 0 0 2 -1 -3 0 0 1 1 -2 -2 1 -2 0 -1
374	76304	0x12a10	26	2 0 2 2 3 -4 -8 2 -4 1 0 -5 -2 3 -4 0 -3
375	77165	0x12d6d	26	1 0 1 1 2 -1 -3 0 -1 0 1 -3 -2 1 -2 0 -1
376	77779	0x12fd3	26	1 1 0 0 3 -4 -5 1 -1 1 -1 -3 0 3 -2 -2 -3
377	77988	0x130a4	26	0 0 1 2 2 1 -2 -1 -2 0 2 -2 -1 -1 -2 2 -1
378	80085	0x138d5	26	1 0 1 2 3 -2 -5 1 -2 0 0 -3 -1 1 -2 0 -3
379	80392	0x13a08	26	0 2 0 1 2 -2 -4 0 0 1 0 -3 -1 1 -2 0 -1
380	81531	0x13e7b	26	1 -1 0 -1 1 1 1 -2 0 -1 1 1 1 -1 0 0 -1
381	81584	0x13eb0	26	0 0 0 0 1 -1 -2 -1 0 1 1 -1 -1 1 -2 0 -1
382	82313	0x14189	26	3 -2 0 -1 2 0 0 -1 -3 -2 2 0 0 -2 -1 0 -1
383	82578	0x14292	26	2 -1 0 0 1 0 0 -1 -2 -1 2 0 0 -2 -1 0 -1
384	83314	0x14572	26	0 1 2 4 3 -5 -9 2 -3 2 -1 -6 -2 4 -3 0 -3
385	83635	0x146b3	26	1 -1 0 0 1 1 0 -1 0 -1 1 0 0 -2 -1 0 -1
386	84499	0x14a13	26	1 1 2 2 3 -2 -6 2 -2 1 0 -5 -2 2 -3 0 -3
387	84763	0x14b1b	26	1 -1 0 -1 -1 0 2 0 -1 -1 0 1 2 -2 1 0 1
388	85779	0x14f13	26	1 1 2 2 3 -4 -8 2 -3 1 -1 -5 -2 4 -3 0 -3
389	86449	0x151b1	26	1 0 0 0 1 1 0 -1 1 0 0 0 -1 0 -1 0 -1
390	86455	0x151b7	26	1 1 1 2 3 -3 -6 1 -1 2 0 -4 -1 2 -3 0 -3
391	86456	0x151b8	26	0 0 0 1 1 1 0 -1 1 0 0 0 -1 0 -1 0 -1
392	87730	0x156b2	26	2 -1 2 2 3 -3 -6 1 -4 1 1 -4 -1 2 -3 0 -3
393	88513	0x159c1	26	1 0 0 0 2 0 -1 -1 -1 0 2 -1 -1 0 -1 0 -1
394	88560	0x159f0	26	2 0 2 2 3 -3 -7 1 -3 0 0 -5 -1 2 -3 0 -3
395	88650	0x15a4a	26	0 1 2 1 2 -2 -5 0 -2 1 0 -3 -1 2 -3 0 -1
396	88652	0x15a4c	26	0 0 1 1 0 0 -1 0 -2 -1 0 -1 1 0 1 0 1
397	88898	0x15b42	26	0 1 2 2 2 -4 -7 2 -1 1 -2 -5 -1 4 -3 -2 -3
398	89912	0x15f38	26	2 -2 0 -1 1 1 2 -2 -1 -1 1 1 1 -2 -1 0 -1
399	90051	0x15fc3	26	1 -1 0 0 2 0 -1 -1 -1 -1 1 -1 -1 0 -1 0 -1
400	90209	0x16061	26	1 0 2 2 2 -3 -7 2 -2 2 0 -4 -2 3 -3 0 -3
401	90520	0x16198	26	2 -2 0 -1 1 0 0 -1 -1 0 2 0 0 -1 -1 0 -1
402	90702	0x1624e	26	0 1 1 3 2 -4 -7 2 -2 3 0 -4 -2 3 -3 0 -3
403	90933	0x16335	26	1 0 1 2 3 -3 -6 2 -3 1 0 -4 -2 3 -3 0 -3
404	91078	0x163c6	26	0 1 1 2 2 -2 -5 1 -1 1 0 -4 -2 1 -3 0 -1
405	91189	0x16435	26	1 0 1 2 3 -3 -6 2 -2 2 1 -4 -2 3 -3 0 -3
406	91344	0x164d0	26	0 0 0 0 1 0 -1 -1 0 0 1 0 0 -1 -1 0 -1
407	91351	0x164d7	26	1 -1 -1 0 1 0 1 -1 0 0 1 0 0 -1 -1 0 -1
408	91569	0x165b1	26	1 0 0 0 3 -3 -4 1 -1 0 -1 -2 0 3 -1 -2 -3
409	92830	0x16a9e	26	2 -1 1 1 3 -2 -4 1 -2 1 0 -3 0 1 -3 0 -3
410	93125	0x16bc5	26	1 0 -1 0 2 0 -1 -1 -1 -1 2 -1 0 -1 -1 0 -1
411	93188	0x16c04	26	2 0 1 2 4 -4 -8 2 -4 2 1 -5 -2 3 -3 0 -3
412	93376	0x16cc0	26	2 -2 0 0 2 0 -1 -1 -2 -2 1 -1 0 -1 -1 0 -1
413	93516	0x16d4c	26	2 0 1 1 4 -4 -7 2 -3 2 1 -5 -2 3 -3 0 -3
414	93540	0x16d64	26	2 0 1 2 4 -3 -7 2 -3 2 1 -5 -2 3 -3 0 -3
415	93666	0x16de2	26	2 -1 0 0 2 1 -1 -1 -1 -2 1 -1 0 -1 -1 0 -1
416	94032	0x16f50	26	0 0 0 0 1 0 -1 0 1 1 1 -1 -2 1 -1 0 -1
417	94144	0x16fc0	26	2 -2 0 0 2 0 -1 -1 -1 -1 1 -1 0 -1 -1 0 -1
418	94224	0x17010	26	2 -2 0 0 1 0 0 0 -2 0 2 0 -1 -1 -1 0 -1
419	94424	0x170d8	26	0 0 0 1 1 0 -1 -1 0 0 0 0 -1 1 -1 0 -1
420	94439	0x170e7	26	1 1 1 2 4 -3 -7 1 -2 2 0 -4 -1 3 -3 0 -3
421	94811	0x1725b	26	1 -1 0 -1 -1 2 3 0 0 -1 0 2 1 -1 1 0 1
422	95919	0x176af	26	3 -1 1 1 4 -3 -6 1 -4 1 1 -4 -1 1 -3 0 -3
423	95923	0x176b3	26	1 -1 0 0 1 1 0 -1 0 -1 1 0 -1 -1 -1 0 -1
424	95987	0x176f3	26	1 -1 0 0 1 1 1 -1 0 -1 1 0 -1 -1 -1 0 -1
425	96620	0x1796c	26	0 0 1 1 0 -1 -1 2 -1 0 -2 -1 1 1 1 0 -1
426	97620	0x17d54	26	2 0 1 0 3 -2 -5 0 -3 0 1 -3 -1 1 -3 0 -1
427	97687	0x17d97	26	3 -1 1 0 3 -2 -4 1 -3 0 1 -3 -1 1 -3 0 -3
428	97759	0x17ddf	26	3 -1 1 1 3 -2 -5 1 -3 0 1 -3 -1 1 -3 0 -3
429	99400	0x18448	26	0 2 2 3 4 -4 -9 2 -2 2 -1 -6 -2 4 -4 -1 -3
430	99707	0x1857b	26	1 1 2 3 3 -5 -9 2 -3 2 -1 -6 -2 4 -4 -1 -3
431	99898	0x1863a	26	0 1 0 1 1 -1 -2 0 0 1 1 -2 -2 0 -2 1 -1
432	100102	0x18706	26	0 1 1 2 2 -4 -6 2 -1 1 -1 -4 -2 4 -2 -1 -3
433	100111	0x1870f	26	1 1 1 1 2 -4 -6 2 -1 1 -1 -4 -2 4 -2 -1 -3
434	100525	0x188ad	26	1 0 -1 -1 0 1 2 -1 2 0 0 1 0 0 0 -1 -1
435	100751	0x1898f	26	1 -1 -1 -1 0 0 2 -1 1 0 0 1 0 0 0 -1 -1
436	101262	0x18b8e	26	0 1 1 1 0 -4 -4 3 -1 1 -2 -3 0 2 0 -1 -1
437	101406	0x18c1e	26	2 -1 1 1 1 0 -2 0 -2 0 1 -1 -2 0 -2 1 -1
438	101411	0x18c23	26	1 1 2 2 2 -5 -8 2 -2 2 -1 -5 -2 4 -4 -1 -3
439	101775	0x18d8f	26	1 -1 -1 -1 0 0 2 -1 1 0 1 1 0 0 0 -1 -1
440	103071	0x1929f	26	1 -1 -1 -1 1 0 0 -1 0 -1 0 0 1 0 0 -1 -1
441	103862	0x195b6	26	2 -1 1 0 1 1 0 -1 -1 0 1 0 -1 -2 -2 1 -1
442	103947	0x1960b	26	1 1 0 1 2 -2 -4 0 -2 1 1 -2 -1 0 -2 1 -1
443	105112	0x19a98	26	0 0 0 1 1 0 -2 -1 0 1 2 -1 -1 0 -2 1 -1
444	105390	0x19bae	26	2 -1 1 1 2 -3 -4 1 -1 1 0 -3 -1 2 -2 -1 -3
445	105980	0x19dfc	26	0 0 1 1 1 1 -1 -1 -1 0 1 -1 -1 0 -2 1 -1
446	106222	0x19eee	26	2 -1 1 1 2 1 -1 -1 -2 -1 1 -1 -1 -2 -2 1 -1
447	106491	0x19ffb	26	1 -1 0 -1 -1 -1 1 1 -1 -1 -1 1 1 0 2 -1 1
448	106690	0x1a0c2	26	0 1 0 0 2 -2 -3 -1 0 0 0 -2 0 1 -2 -1 -1
449	106862	0x1a16e	26	2 -1 1 1 2 -1 -3 0 -1 0 0 -2 0 1 -2 -1 -3
450	106944	0x1a1c0	26	2 0 0 0 2 -2 -3 1 -1 0 0 -2 0 1 -2 -1 -3
451	106962	0x1a1d2	26	2 -1 0 0 3 -2 -3 1 -1 0 0 -2 0 1 -2 -1 -3
452	107183	0x1a2af	26	1 -1 -1 -1 0 3 4 -3 0 -1 2 2 0 -3 0 1 1
453	108574	0x1a81e	26	2 -1 1 1 3 -2 -4 0 -2 0 0 -3 0 1 -2 -1 -3
454	108717	0x1a8ad	26	1 -2 -1 -1 0 3 4 -3 0 -2 2 3 0 -3 0 1 1
455	110729	0x1b089	26	1 0 0 1 2 -2 -4 1 0 2 0 -2 -1 3 -2 -1 -3
456	110745	0x1b099	26	1 0 0 1 3 0 -2 -1 -2 0 2 -2 -1 -1 -2 1 -1
457	110845	0x1b0fd	26	1 0 1 1 3 -3 -5 1 -2 0 0 -4 -1 3 -2 -1 -3
458	111139	0x1b223	26	1 1 2 2 4 -5 -10 2 -4 1 0 -6 -1 3 -4 -1 -3
459	111585	0x1b3e1	26	1 0 0 0 2 1 -1 -1 -1 1 2 0 -1 -1 -2 1 -1
460	111611	0x1b3fb	26	1 1 0 1 3 -3 -5 1 -1 1 0 -4 -1 3 -2 -1 -3
461	112344	0x1b6d8	26	0 0 0 1 1 0 -1 -1 0 1 1 0 -1 -1 -2 1 -1
462	112435	0x1b733	26	1 1 2 2 3 -5 -8 2 -3 1 -1 -6 -1 3 -4 -1 -3
463	113208	0x1ba38	26	0 2 2 3 3 -3 -8 2 -2 3 0 -5 -3 3 -4 1 -3
464	113229	0x1ba4d	26	1 -2 -1 -1 -2 2 5 0 0 -1 0 3 1 -3 2 1 1
465	113290	0x1ba8a	26	0 1 0 1 2 -2 -4 1 0 1 0 -3 -1 3 -2 -1 -3
466	113377	0x1bae1	26	1 0 0 0 2 1 -1 -1 0 1 2 -1 -1 -1 -2 1 -1
467	113383	0x1bae7	26	1 1 1 2 4 -3 -7 1 -2 1 0 -5 -1 3 -2 -1 -3
468	113647	0x1bbef	26	1 1 1 1 2 -3 -5 1 -1 1 0 -3 -1 3 -2 -1 -3
469	114084	0x1bda4	26	0 0 1 2 2 1 -2 -1 -1 0 1 -1 -1 -1 -2 1 -1
470	114245	0x1be45	26	1 -2 -1 -2 -2 2 5 0 0 -1 1 3 1 -3 2 1 1
471	114283	0x1be6b	26	1 1 0 1 2 -3 -5 2 0 1 -1 -3 -1 3 -2 -1 -3
472	114734	0x1c02e	26	0 1 1 1 2 -3 -6 2 0 2 0 -4 -2 4 -3 -1 -3
473	114912	0x1c0e0	26	0 0 0 0 0 1 1 -1 2 0 0 0 0 0 -1 -1 -1
474	115903	0x1c4bf	26	1 -1 -1 -1 1 -1 0 -1 0 0 1 0 0 0 -1 -1 -1
475	118003	0x1ccf3	26	1 -1 0 0 1 -1 -1 -1 0 0 1 -1 0 0 -1 -1 -1
476	119408	0x1d270	26	0 0 0 0 1 -1 -1 0 0 1 0 0 -1 2 -1 -1 -1
477	119417	0x1d279	26	1 -2 0 -1 -1 1 3 0 -2 -1 0 2 1 -2 1 1 1
478	119443	0x1d293	26	1 1 2 2 3 -2 -6 1 -2 1 0 -4 -1 2 -3 -1 -3
479	120251	0x1d5bb	26	1 -1 0 1 1 1 0 -1 -1 0 1 0 -1 0 -1 1 -1
480	120827	0x1d7fb	26	1 -1 0 -1 -1 -1 1 1 -1 -1 -1 0 1 0 1 -1 1
481	120982	0x1d896	26	2 -1 1 0 3 -2 -4 1 -2 0 0 -3 -1 2 -3 -1 -3
482	122536	0x1dea8	26	0 0 0 1 0 1 0 -1 0 1 1 1 -1 0 -1 1 -1
483	124844	0x1e7ac	26	2 0 1 1 4 -3 -6 1 -3 1 1 -4 0 1 -3 -1 -3
484	126277	0x1ed45	26	1 -2 -1 -2 -2 2 5 0 1 -2 -1 3 2 -1 3 -1 1
485	126800	0x1ef50	26	2 0 2 2 3 -4 -7 2 -3 1 -1 -5 -2 3 -3 -1 -3
486	127133	0x1f09d	26	1 0 1 1 3 -4 -6 1 -2 2 0 -4 -1 3 -3 -1 -3
487	127190	0x1f0d6	26	0 1 1 2 3 -4 -7 1 -2 2 0 -4 -1 3 -3 -1 -3
488	127221	0x1f0f5	26	1 0 1 0 1 -3 -3 1 0 0 -2 -2 1 3 -1 -3 -3
489	128153	0x1f499	26	1 0 0 1 1 2 0 -1 0 0 1 0 -1 -1 -1 1 -1
490	128691	0x1f6b3	26	1 1 2 2 3 -3 -6 1 -2 1 -1 -4 -1 3 -3 -1 -3
491	128893	0x1f77d	26	1 0 -1 -1 1 -1 -1 0 1 1 1 0 -1 1 -1 -1 -1
492	129894	0x1fb66	26	2 -1 1 0 2 -1 -3 0 -3 1 2 -1 -1 -1 -3 1 -1
493	955	0x003bb	25	1 -1 0 1 1 1 0 -1 -1 1 2 0 -2 -2 -2 2 0
494	961	0x003c1	25	1 0 0 0 2 -2 -3 1 -1 1 0 -2 -2 2 -2 0 -2
495	963	0x003c3	25	1 -1 0 -2 -2 0 3 1 1 -1 -2 2 2 0 2 -2 0
496	1132	0x0046c	25	2 -2 1 1 2 -1 -3 0 -2 0 1 -2 0 0 -2 0 -2
497	1140	0x00474	25	2 -2 1 0 3 -1 -3 0 -2 0 1 -2 0 0 -2 0 -2
498	1257	0x004e9	25	1 0 0 1 2 -1 -3 1 0 2 1 -2 -2 2 -2 0 -2
499	1599	0x0063f	25	1 -1 -1 -1 1 1 2 -2 0 -1 1 2 0 -2 0 0 0
500	1612	0x0064c	25	2 -2 -1 -1 0 2 3 -2 0 -1 1 2 0 -2 0 0 0
501	1758	0x006de	25	2 -1 1 1 3 0 -3 -1 -2 -1 1 -2 0 0 -2 0 -2
502	1931	0x0078b	25	1 1 2 3 4 -6 -10 3 -3 3 -1 -6 -2 4 -4 0 -4
503	1955	0x007a3	25	1 1 2 2 4 -3 -8 1 -3 1 1 -6 -2 2 -4 0 -2
504	2454	0x00996	25	0 1 1 2 1 -2 -4 1 -1 2 0 -3 -2 2 -2 0 -2
505	2747	0x00abb	25	1 -1 0 -1 -1 -1 2 1 0 -1 -2 1 2 0 2 -2 0
506	2754	0x00ac2	25	0 1 0 2 2 -2 -5 1 0 1 0 -3 -2 2 -2 0 -2
507	2955	0x00b8b	25	1 1 0 1 2 -2 -4 1 -1 1 0 -3 -2 2 -2 0 -2
508	3003	0x00bbb	25	1 1 2 3 3 -3 -8 1 -3 1 0 -5 -2 2 -4 0 -2
509	3051	0x00beb	25	1 1 0 1 2 -3 -5 1 -1 1 0 -3 -2 2 -2 0 -2
510	3102	0x00c1e	25	2 -1 -1 -1 1 2 2 -2 0 -2 1 1 0 -2 0 0 0
511	3406	0x00d4e	25	2 -1 1 1 2 -2 -3 0 -3 0 1 -3 0 0 -2 0 -2
512	3434	0x00d6a	25	2 -1 0 1 2 -1 -3 0 -3 0 1 -1 0 0 -2 0 -2
513	3695	0x00e6f	25	1 1 1 1 4 -5 -7 2 -2 1 -1 -5 0 4 -2 -2 -4
