priority	mask	hex	multiplicity	witness_index	representative
186	106894	0x1a18e	24	2	0 1 1 1 0 -4 -4 3 -1 2 -2 -2 0 3 0 -1 -1
186	106894	0x1a18e	24	3	2 -1 1 1 2 -2 -4 1 -3 0 0 -2 0 1 -2 -1 -3
186	106894	0x1a18e	24	4	2 -1 1 -1 2 -2 -2 1 -1 0 0 -2 0 1 -2 -1 -3
187	5113	0x013f9	22	1	1 0 2 1 3 -3 -7 1 -3 1 0 -4 -1 2 -4 0 -2
187	5113	0x013f9	22	2	1 0 0 1 3 -3 -5 1 -1 1 0 -4 -1 2 -2 0 -2
187	5113	0x013f9	22	3	1 0 0 1 3 -3 -5 1 -3 1 0 -2 -1 2 -2 0 -2
187	5113	0x013f9	22	4	1 0 0 1 1 -1 -3 1 -1 1 0 -2 -1 2 -2 0 -2
188	93739	0x16e2b	20	1	1 -1 0 -1 0 1 2 -2 0 -1 1 1 0 -3 -1 0 1
188	93739	0x16e2b	20	2	1 -1 2 1 0 -1 -2 2 -2 1 -1 -1 0 1 -1 0 -1
188	93739	0x16e2b	20	3	1 1 0 1 2 -3 -4 2 0 1 -1 -3 0 3 -1 -2 -3
188	93739	0x16e2b	20	4	3 -1 0 -1 2 -1 -2 0 -2 -1 1 -1 0 -1 -1 0 -1
189	124417	0x1e601	20	1	1 0 2 2 2 -4 -6 2 -2 1 -1 -4 -2 3 -3 -1 -3
189	124417	0x1e601	20	2	3 -2 0 -2 2 0 0 0 -2 -1 1 0 0 -1 -1 -1 -1
189	124417	0x1e601	20	3	1 0 0 0 2 -2 -4 0 -2 -1 1 -2 0 1 -1 -1 -1
189	124417	0x1e601	20	4	1 0 0 0 2 2 0 -2 -2 -1 3 0 0 -3 -1 1 1
190	129052	0x1f81c	21	1	2 0 1 1 5 -4 -8 2 -4 0 0 -5 -1 3 -3 -1 -3
190	129052	0x1f81c	21	2	0 2 1 3 3 -4 -8 2 -2 2 0 -5 -1 3 -3 -1 -3
190	129052	0x1f81c	21	3	2 0 1 1 3 -4 -6 2 -2 2 0 -5 -1 3 -3 -1 -3
190	129052	0x1f81c	21	4	0 0 1 1 -1 2 2 0 0 0 0 1 -1 -1 1 1 1
191	122417	0x1de31	20	1	1 0 0 0 1 -1 -2 0 0 1 1 -1 -1 2 -1 -1 -1
191	122417	0x1de31	20	2	1 -2 0 0 -1 1 2 0 -2 -1 1 1 1 -2 1 1 1
191	122417	0x1de31	20	3	1 0 2 2 3 -3 -6 2 -2 1 -1 -5 -1 2 -3 -1 -3
191	122417	0x1de31	20	4	1 0 2 2 3 -5 -8 2 -4 1 -1 -5 -1 4 -3 -1 -3
192	11238	0x02be6	21	1	0 1 1 2 2 -1 -5 1 -1 1 0 -3 -2 3 -2 0 -2
192	11238	0x02be6	21	2	0 1 1 2 2 -3 -5 1 -1 3 0 -3 -2 3 -2 0 -2
192	11238	0x02be6	21	3	0 1 1 0 2 -3 -5 1 -1 1 0 -3 0 3 -2 -2 -2
192	11238	0x02be6	21	4	0 1 1 2 2 -3 -5 1 -1 1 -2 -3 0 3 -2 -2 -2
193	4724	0x01274	23	1	0 0 1 2 1 -1 -3 0 0 1 0 -2 -1 2 -2 0 -2
193	4724	0x01274	23	2	0 0 1 0 -1 -1 -1 2 0 1 -2 0 -1 2 0 0 0
193	4724	0x01274	23	3	2 -2 -1 -2 1 3 3 -2 0 -1 2 2 1 -2 0 0 0
193	4724	0x01274	23	4	0 0 1 0 -1 -1 -1 0 0 1 0 0 -1 0 -2 0 0
194	101365	0x18bf5	20	1	1 0 1 2 3 -3 -5 1 -3 1 0 -3 0 2 -2 -1 -3
194	101365	0x18bf5	20	2	1 0 1 0 3 -3 -5 1 -1 1 0 -3 0 2 -2 -1 -3
194	101365	0x18bf5	20	3	3 -2 1 0 3 1 -1 -1 -3 -1 2 -1 0 -2 -2 1 -1
194	101365	0x18bf5	20	4	1 0 1 2 3 -1 -5 1 -3 1 2 -3 -2 0 -2 1 -1
195	73073	0x11d71	21	1	1 0 0 0 3 -1 -3 0 -1 0 1 -3 -1 0 -2 0 -1
195	73073	0x11d71	21	2	1 0 0 0 1 -1 -3 0 -1 0 1 -1 -1 0 -2 0 -1
195	73073	0x11d71	21	3	1 0 0 0 1 -1 -1 0 -1 0 1 -1 -1 0 -2 0 -1
195	73073	0x11d71	21	4	1 0 2 2 3 -3 -7 2 -3 2 1 -5 -1 2 -4 0 -3
196	29295	0x0726f	21	1	1 -1 -1 -1 0 1 3 -2 0 -1 0 2 1 -1 1 0 0
196	29295	0x0726f	21	2	1 -1 1 1 2 -1 -3 0 -2 -1 0 -2 1 1 -1 0 -2
196	29295	0x0726f	21	3	1 -1 1 -1 0 1 1 0 0 -1 0 0 1 -1 1 0 0
196	29295	0x0726f	21	4	1 -1 1 1 0 1 1 0 -2 -1 0 0 1 -1 1 0 0
197	11717	0x02dc5	21	1	1 -2 -1 -2 -2 2 5 -1 -1 -2 1 3 2 -3 2 0 2
197	11717	0x02dc5	21	2	1 0 1 0 2 -4 -5 1 -1 0 -1 -3 0 3 -2 -2 -2
197	11717	0x02dc5	21	3	1 0 1 0 0 0 -1 -1 -1 0 1 -1 0 -1 -2 0 0
197	11717	0x02dc5	21	4	1 0 -1 0 2 0 -1 -1 -1 -2 1 -1 0 -1 0 0 0
198	93603	0x16da3	22	1	1 -1 0 0 2 1 0 -1 -1 -2 1 -1 0 -1 -1 0 -1
198	93603	0x16da3	22	2	1 -1 0 -2 0 1 2 -1 1 0 1 1 0 -1 -1 0 -1
198	93603	0x16da3	22	3	1 -1 0 0 2 1 0 -1 -1 0 1 1 0 -1 -1 0 -1
198	93603	0x16da3	22	4	1 -1 0 0 2 -1 -2 -1 -1 0 1 -1 0 1 -1 0 -1
199	8269	0x0204d	22	1	1 0 1 1 4 -2 -5 0 -2 0 0 -4 0 1 -2 0 -2
199	8269	0x0204d	22	2	1 0 1 1 2 -2 -5 0 -2 0 0 -2 0 1 -2 0 -2
199	8269	0x0204d	22	3	1 0 1 1 2 -2 -3 0 -2 0 0 -2 0 1 -2 0 -2
199	8269	0x0204d	22	4	1 0 1 1 2 0 -3 0 -2 0 0 -2 0 1 -2 0 -2
200	23352	0x05b38	22	1	0 0 0 1 1 -1 -2 0 1 1 0 -1 -1 2 -1 0 -2
200	23352	0x05b38	22	2	0 0 0 1 1 -1 -2 0 -1 1 2 -1 -1 0 -1 0 0
200	23352	0x05b38	22	3	0 2 0 1 1 -3 -4 2 1 1 -2 -3 -1 4 -1 -2 -2
200	23352	0x05b38	22	4	0 0 0 1 1 -1 -2 0 -1 -1 0 -1 -1 0 -1 0 0
201	47137	0x0b821	21	1	1 0 0 0 2 -1 -2 0 0 0 0 -1 -1 1 -2 -1 -2
201	47137	0x0b821	21	2	1 0 2 2 2 -1 -4 0 -2 0 0 -3 -1 1 -2 1 -2
201	47137	0x0b821	21	3	1 -2 -2 -2 -2 5 8 -4 2 -2 2 5 1 -5 2 1 2
201	47137	0x0b821	21	4	1 0 0 0 2 -1 -2 0 0 0 0 -1 1 1 0 -1 -2
202	16661	0x04115	23	1	1 0 1 2 1 0 -2 0 -1 0 0 -2 0 0 -1 0 -2
202	16661	0x04115	23	2	1 -2 1 0 1 0 0 0 -1 0 0 0 0 0 -1 0 -2
202	16661	0x04115	23	3	1 -2 -1 -2 -1 4 6 -4 1 -2 2 4 2 -4 1 0 2
202	16661	0x04115	23	4	1 0 1 2 3 -4 -6 2 -3 2 0 -4 -2 2 -3 0 -2
203	47728	0x0ba70	21	1	2 0 2 2 5 -5 -9 2 -4 1 0 -7 -1 3 -4 -1 -4
203	47728	0x0ba70	21	2	0 0 0 0 1 1 1 -2 0 -1 0 1 1 -1 0 -1 0
203	47728	0x0ba70	21	3	0 0 0 0 1 -1 -1 0 0 -1 0 -1 1 1 0 -1 -2
203	47728	0x0ba70	21	4	2 -2 0 0 1 1 1 -2 -2 -1 2 1 1 -3 0 1 0
204	63791	0x0f92f	21	1	1 -1 -1 -1 0 1 2 -2 1 -2 0 1 1 -1 1 -1 0
204	63791	0x0f92f	21	2	1 -1 1 -1 2 -1 -2 0 -1 0 0 -1 1 1 -1 -1 -2
204	63791	0x0f92f	21	3	1 1 1 1 4 -5 -8 2 -3 2 0 -5 -1 3 -3 -1 -2
204	63791	0x0f92f	21	4	1 -1 1 -1 0 1 2 0 -1 -2 0 1 1 -1 1 -1 0
205	80064	0x138c0	21	1	0 0 0 0 0 0 1 -1 0 0 0 1 1 -1 0 0 -1
205	80064	0x138c0	21	2	0 0 0 0 2 0 -1 -1 0 0 0 -1 1 1 0 0 -1
205	80064	0x138c0	21	3	0 0 0 0 0 2 1 -1 0 -2 0 1 1 -1 2 0 1
205	80064	0x138c0	21	4	2 -2 0 -2 -2 2 5 -1 0 -2 0 3 1 -3 2 0 1
206	120189	0x1d57d	21	1	1 -2 -1 -3 -3 5 9 -2 1 -2 1 6 1 -4 3 1 3
206	120189	0x1d57d	21	2	1 0 1 1 3 -5 -7 2 -3 2 -1 -4 -1 4 -3 -1 -3
206	120189	0x1d57d	21	3	1 0 1 1 3 -1 -5 0 -3 0 1 -2 -1 0 -3 1 -1
206	120189	0x1d57d	21	4	1 0 1 1 1 -1 -3 0 -1 2 1 -2 -1 0 -3 1 -1
207	87905	0x15761	23	1	1 0 0 0 2 -1 -3 0 -1 1 1 -2 -1 0 -3 0 -1
207	87905	0x15761	23	2	1 2 2 2 4 -5 -9 2 -3 1 -1 -6 -1 4 -3 -2 -3
207	87905	0x15761	23	3	1 0 0 0 2 -1 -3 0 -1 -1 1 -2 -1 0 -1 0 -1
207	87905	0x15761	23	4	1 0 0 2 2 -1 -3 0 -1 1 1 -2 -1 0 -1 0 -1
208	44375	0x0ad57	21	1	1 -1 1 0 -1 -2 -1 2 -1 0 -1 -1 0 1 0 -1 0
208	44375	0x0ad57	21	2	1 -1 1 0 1 0 -1 0 -1 0 1 -1 0 -1 -2 1 -2
208	44375	0x0ad57	21	3	1 -1 -1 -2 1 0 1 -2 -1 -2 1 1 2 -1 0 -1 0
208	44375	0x0ad57	21	4	1 1 1 2 1 -4 -5 2 -1 2 -1 -3 -2 3 -2 -1 -2
209	39933	0x09bfd	21	1	1 0 1 1 1 -3 -5 1 -1 1 0 -3 -1 2 -2 -1 -2
209	39933	0x09bfd	21	2	1 0 1 1 1 -3 -3 1 -1 1 0 -3 -1 2 -2 -1 -2
209	39933	0x09bfd	21	3	1 0 1 1 3 -3 -5 1 -3 1 0 -3 -1 2 -2 -1 -2
209	39933	0x09bfd	21	4	1 0 1 1 3 -3 -5 1 -1 1 0 -3 -1 2 -2 -1 -2
210	7942	0x01f06	22	1	2 -1 1 0 2 0 -2 0 -1 1 1 -1 -1 0 -2 0 -2
210	7942	0x01f06	22	2	0 1 1 2 2 -2 -4 0 -1 1 -1 -3 -1 2 -2 0 -2
210	7942	0x01f06	22	3	0 1 1 0 0 -2 -2 2 -1 1 -1 -1 -1 2 0 0 0
210	7942	0x01f06	22	4	0 1 1 2 0 -2 -4 2 -1 1 -1 -3 -1 2 0 0 0
211	24261	0x05ec5	21	1	1 0 1 2 2 -2 -5 1 -2 1 1 -3 -1 0 -3 0 -2
211	24261	0x05ec5	21	2	1 0 1 2 4 -4 -7 1 -4 1 1 -5 -1 2 -3 0 -2
211	24261	0x05ec5	21	3	1 0 1 0 2 -2 -5 1 -2 1 1 -3 -1 2 -3 0 -2
211	24261	0x05ec5	21	4	1 0 1 2 2 -2 -5 1 -2 1 -1 -3 -1 2 -3 0 -2
212	105829	0x19d65	22	1	3 -2 1 0 2 1 -1 0 -3 0 3 -1 -1 -2 -2 1 -1
212	105829	0x19d65	22	2	1 0 1 0 0 -1 -1 2 -1 0 -1 -1 1 0 0 -1 -1
212	105829	0x19d65	22	3	1 0 1 2 2 -3 -5 2 -1 2 -1 -3 -1 2 -2 -1 -3
212	105829	0x19d65	22	4	1 -2 -1 -2 -2 5 7 -2 1 -2 1 5 1 -4 2 1 3
213	7552	0x01d80	22	1	0 0 0 0 2 0 -2 -1 -1 0 1 -1 -1 0 -2 0 0
213	7552	0x01d80	22	2	0 0 0 2 2 -2 -4 1 -1 2 1 -3 -1 2 -2 0 -2
213	7552	0x01d80	22	3	0 0 0 0 0 2 2 -1 -1 -2 1 1 1 -2 2 0 2
213	7552	0x01d80	22	4	0 0 0 0 0 0 0 1 -1 0 -1 1 1 0 0 0 0
214	23185	0x05a91	21	1	1 0 0 0 1 -2 -2 1 0 1 0 -1 -1 2 -1 -2 -2
214	23185	0x05a91	21	2	1 0 2 2 1 -2 -4 1 -2 1 0 -3 -1 0 -3 0 -2
214	23185	0x05a91	21	3	1 0 2 2 3 -2 -6 1 -2 1 0 -5 -1 2 -3 0 -2
214	23185	0x05a91	21	4	1 0 2 2 3 -2 -6 1 -4 1 0 -3 -1 2 -3 0 -2
215	109473	0x1aba1	22	1	1 0 0 0 2 -3 -4 1 -1 1 0 -3 0 3 -2 -1 -3
215	109473	0x1aba1	22	2	1 0 0 0 2 -1 -2 -1 -1 -1 0 -1 0 1 0 -1 -1
215	109473	0x1aba1	22	3	1 -2 -2 -2 -2 5 8 -3 1 -3 2 5 2 -5 4 1 3
215	109473	0x1aba1	22	4	1 -2 0 -2 -2 3 6 -1 1 -3 0 3 2 -3 2 -1 1
216	128056	0x1f438	20	1	0 0 0 1 1 -1 -2 0 0 0 1 -2 -1 1 -1 -1 -1
216	128056	0x1f438	20	2	0 0 0 1 1 1 0 -2 0 0 1 0 -1 -1 -1 1 1
216	128056	0x1f438	20	3	0 2 2 3 3 -5 -8 2 -2 2 -1 -6 -1 3 -3 -1 -3
216	128056	0x1f438	20	4	2 0 2 1 3 -3 -6 2 -2 2 -1 -4 -1 3 -3 -1 -3
217	92673	0x16a01	22	1	1 0 2 2 4 -4 -8 2 -4 1 0 -5 -2 3 -3 0 -3
217	92673	0x16a01	22	2	1 0 2 2 2 0 -4 0 -2 1 2 -3 -2 -1 -3 2 -1
217	92673	0x16a01	22	3	1 0 0 0 2 0 -2 -2 -2 -1 2 -1 0 -1 -1 0 1
217	92673	0x16a01	22	4	1 -2 0 0 0 2 2 0 -2 -1 2 1 0 -3 1 2 1
218	58638	0x0e50e	23	1	0 1 1 1 0 -2 -2 2 -1 0 -1 -2 0 1 1 -1 0
218	58638	0x0e50e	23	2	0 1 1 1 2 -2 -4 0 -1 0 -1 -2 0 3 -1 -1 -2
218	58638	0x0e50e	23	3	0 1 1 1 2 -4 -6 2 -1 2 -1 -4 -2 3 -3 -1 -2
218	58638	0x0e50e	23	4	2 -1 1 1 2 -2 -4 2 -3 2 1 -2 -2 1 -3 1 -2
219	42521	0x0a619	22	1	1 0 0 1 3 -2 -4 0 -2 1 1 -2 0 1 -2 -1 -2
219	42521	0x0a619	22	2	1 0 0 -1 -1 -2 0 2 0 1 -1 0 0 1 0 -1 0
219	42521	0x0a619	22	3	1 0 2 1 3 -4 -6 2 -2 1 -1 -4 0 3 -2 -1 -4
219	42521	0x0a619	22	4	1 0 0 1 3 -4 -6 2 -2 1 -1 -4 0 3 -2 -1 -2
220	75059	0x12533	21	1	1 -1 0 0 1 1 0 0 -1 0 1 0 0 -1 -2 0 -1
220	75059	0x12533	21	2	1 -1 0 -2 -1 3 4 -2 1 -2 1 2 0 -3 0 0 1
220	75059	0x12533	21	3	1 -1 0 0 1 1 0 -2 -1 -2 1 0 0 -1 0 0 1
220	75059	0x12533	21	4	1 -1 0 0 -1 -1 0 2 -1 0 -1 0 0 1 0 0 -1
221	93844	0x16e94	21	1	2 0 1 0 3 -4 -6 1 -2 1 -1 -3 0 3 -3 -2 -3
221	93844	0x16e94	21	2	2 -2 1 0 1 0 0 -1 -2 -1 1 -1 0 -1 -1 0 -1
221	93844	0x16e94	21	3	0 2 1 2 3 -4 -8 3 -2 3 -1 -5 -2 5 -3 0 -3
221	93844	0x16e94	21	4	0 0 1 0 -1 2 2 -1 0 -1 1 1 0 -1 1 0 1
222	81725	0x13f3d	21	1	1 0 1 1 1 -3 -4 2 -1 1 -1 -3 -1 3 -2 -2 -3
222	81725	0x13f3d	21	2	1 0 1 1 1 -1 -2 0 -1 1 1 -1 -1 -1 -2 0 -1
222	81725	0x13f3d	21	3	1 0 1 1 3 -1 -4 0 -3 -1 1 -3 -1 1 -2 0 -1
222	81725	0x13f3d	21	4	1 0 1 1 3 -1 -4 0 -1 1 1 -3 -1 1 -2 0 -1
223	18158	0x046ee	21	1	2 -1 1 1 2 -1 -3 1 -2 1 1 -2 -2 0 -3 0 -2
223	18158	0x046ee	21	2	2 -3 -1 -3 -2 3 7 -1 0 -3 1 4 2 -4 3 0 2
223	18158	0x046ee	21	3	0 1 1 1 0 -3 -3 3 0 1 -3 -2 0 4 1 -2 -2
223	18158	0x046ee	21	4	0 1 1 1 2 -3 -5 3 -2 1 -1 -4 0 2 -1 0 -2
224	48111	0x0bbef	20	1	1 1 1 1 2 -3 -5 1 -1 1 0 -3 -1 1 -2 -1 -2
224	48111	0x0bbef	20	2	1 -1 -1 -1 -2 3 5 -1 1 -1 0 3 1 -3 2 1 2
224	48111	0x0bbef	20	3	1 1 1 1 2 -3 -5 1 -1 1 0 -3 -1 3 -2 -1 -2
224	48111	0x0bbef	20	4	1 1 1 1 2 -3 -5 1 -1 1 -2 -3 -1 3 -2 -1 -2
225	102857	0x191c9	23	1	1 0 0 1 2 0 -3 -1 -1 0 2 -2 -1 0 -2 1 -1
225	102857	0x191c9	23	2	1 0 0 -1 2 0 -1 -1 -1 -2 0 0 1 0 0 -1 -1
225	102857	0x191c9	23	3	1 0 0 -1 0 0 1 -1 1 0 0 0 1 0 0 -1 -1
225	102857	0x191c9	23	4	1 -2 0 -1 0 2 3 -3 -1 -2 2 2 1 -4 0 1 1
226	113165	0x1ba0d	21	1	1 0 1 1 2 -2 -4 0 -2 -1 0 -3 -1 1 -2 -1 -1
226	113165	0x1ba0d	21	2	1 0 1 1 4 -4 -6 2 -2 1 0 -5 -1 3 -2 -1 -3
226	113165	0x1ba0d	21	3	1 0 1 1 2 -4 -6 2 -2 1 0 -3 -1 3 -2 -1 -3
226	113165	0x1ba0d	21	4	1 0 1 1 2 -2 -4 2 -2 1 0 -3 -1 3 -2 -1 -3
227	56608	0x0dd20	22	1	2 0 2 2 4 -5 -8 2 -3 2 -1 -5 -1 4 -3 -1 -4
227	56608	0x0dd20	22	2	0 0 0 0 2 -1 -2 0 -1 0 -1 -1 1 2 -1 -1 -2
227	56608	0x0dd20	22	3	0 2 2 2 2 -5 -8 2 -3 2 -1 -5 -1 4 -3 -1 -2
227	56608	0x0dd20	22	4	2 0 0 0 2 -3 -4 2 -1 0 -1 -3 -1 2 -1 -1 -2
228	115265	0x1c241	20	1	1 0 2 2 2 -2 -5 2 -2 1 0 -4 -2 2 -3 1 -3
228	115265	0x1c241	20	2	1 0 0 0 2 -2 -3 0 -2 -1 0 -2 0 0 -1 -1 -1
228	115265	0x1c241	20	3	1 0 0 0 2 0 -1 0 0 -1 0 -2 0 0 -1 -1 -1
228	115265	0x1c241	20	4	1 0 0 0 0 0 -1 0 0 -1 0 0 0 0 -1 -1 -1
229	14900	0x03a34	20	1	0 0 1 0 1 -1 -2 0 0 1 0 -1 -1 1 -2 0 -2
229	14900	0x03a34	20	2	2 -2 -1 -2 1 3 4 -2 0 -1 2 3 1 -3 0 0 0
229	14900	0x03a34	20	3	0 0 1 0 -1 -1 0 2 0 1 0 -1 -1 1 0 0 0
229	14900	0x03a34	20	4	0 2 3 4 3 -5 -10 4 -2 3 -2 -7 -3 5 -4 0 -4
230	29253	0x07245	20	1	1 0 1 2 2 -2 -5 0 -2 1 0 -2 -1 1 -3 0 -2
230	29253	0x07245	20	2	1 0 1 0 2 -2 -3 0 -2 -1 0 -2 1 1 -1 -2 -2
230	29253	0x07245	20	3	1 0 1 0 0 -2 -3 2 -2 1 0 -2 -1 1 -1 0 0
230	29253	0x07245	20	4	1 -2 1 0 0 0 1 0 -2 -1 0 0 1 -1 1 0 0
231	59519	0x0e87f	22	1	1 -1 -1 -1 1 1 1 -2 0 0 2 1 0 -1 -1 1 0
231	59519	0x0e87f	22	2	1 -1 1 -1 1 -1 -1 0 0 0 0 -1 0 1 -1 -1 -2
231	59519	0x0e87f	22	3	1 -1 -1 -1 1 1 1 -2 0 -2 0 1 2 -1 1 -1 0
231	59519	0x0e87f	22	4	1 1 1 1 3 -5 -7 2 -2 2 0 -5 -2 3 -3 -1 -2
232	122735	0x1df6f	21	1	1 1 1 1 2 -3 -5 2 -1 1 -1 -3 -1 2 -3 -1 -3
232	122735	0x1df6f	21	2	1 1 1 1 4 -5 -9 2 -3 1 -1 -5 -1 4 -3 -1 -3
232	122735	0x1df6f	21	3	1 -1 1 1 2 -1 -3 0 -3 1 1 -1 -1 0 -3 1 -1
232	122735	0x1df6f	21	4	1 -1 -1 -1 0 1 1 0 1 1 1 1 -1 0 -1 1 -1
233	84494	0x14a0e	21	1	2 -1 1 1 2 -2 -4 2 -2 1 0 -3 -2 2 -3 0 -3
233	84494	0x14a0e	21	2	0 1 1 3 4 -4 -8 2 -2 3 0 -5 -2 4 -3 0 -3
233	84494	0x14a0e	21	3	0 1 1 1 2 -2 -4 2 -2 1 0 -3 0 2 -1 0 -1
233	84494	0x14a0e	21	4	2 -1 1 1 2 -2 -4 2 -4 -1 0 -3 0 0 -1 0 -1
234	19458	0x04c02	21	1	0 1 0 0 2 0 -2 -2 0 0 1 -1 0 0 -1 0 0
234	19458	0x04c02	21	2	2 -1 0 0 2 -2 -2 0 -2 0 1 -1 0 0 -1 0 -2
234	19458	0x04c02	21	3	2 -1 0 0 2 0 -2 0 -2 0 1 -1 0 0 -1 0 -2
234	19458	0x04c02	21	4	0 1 0 0 0 -2 -2 2 0 0 -1 -1 0 2 1 -2 0
235	128622	0x1f66e	21	1	0 1 1 1 2 -3 -5 2 0 1 -1 -4 -1 3 -3 -1 -3
235	128622	0x1f66e	21	2	2 -1 1 1 2 -1 -3 0 -2 1 1 -2 -1 -1 -3 1 -1
235	128622	0x1f66e	21	3	0 1 1 1 2 -1 -5 0 -2 1 1 -2 -1 1 -3 1 -1
235	128622	0x1f66e	21	4	0 1 -1 1 2 -1 -3 0 0 1 1 -2 -1 1 -1 1 -1
236	100147	0x18733	23	1	1 1 0 0 3 -5 -6 2 -1 1 -1 -4 0 4 -2 -3 -3
236	100147	0x18733	23	2	1 -1 0 0 1 1 0 0 -1 -1 1 0 0 0 0 -1 -1
236	100147	0x18733	23	3	1 -1 0 0 1 -1 0 0 -1 -1 -1 0 0 0 0 -1 -1
236	100147	0x18733	23	4	1 -1 0 0 -1 3 4 -2 1 -1 1 2 0 -4 0 1 1
237	43866	0x0ab5a	21	1	2 -1 0 -1 1 2 1 -2 -1 -1 2 1 0 -3 -2 1 0
237	43866	0x0ab5a	21	2	0 1 0 1 3 -2 -5 0 -1 1 0 -3 0 3 -2 -1 -2
237	43866	0x0ab5a	21	3	2 -1 2 1 3 -2 -5 0 -3 -1 0 -3 0 1 -2 -1 -2
237	43866	0x0ab5a	21	4	0 1 2 3 3 -4 -9 2 -3 3 0 -5 -2 3 -4 1 -2
238	4628	0x01214	21	1	2 -2 -1 -2 1 2 2 -2 0 -1 2 2 1 -2 0 0 0
238	4628	0x01214	21	2	0 0 1 0 -1 0 0 2 0 1 0 0 -1 0 0 0 0
238	4628	0x01214	21	3	2 -2 1 0 1 0 0 0 -2 -1 0 0 1 0 0 0 -2
238	4628	0x01214	21	4	0 2 1 2 1 -4 -6 2 0 1 -2 -4 -1 4 -2 -2 -2
239	6469	0x01945	21	1	1 0 1 0 0 0 -1 2 -1 0 0 -1 -1 0 0 0 0
239	6469	0x01945	21	2	1 -2 -1 -2 0 4 5 -2 -1 -2 2 3 1 -4 2 2 2
239	6469	0x01945	21	3	1 0 1 0 0 0 -1 0 -1 0 0 -1 -1 0 -2 0 0
239	6469	0x01945	21	4	1 -2 -1 -2 -2 2 5 0 1 -2 0 3 1 -2 2 0 0
240	48000	0x0bb80	21	1	2 0 2 2 4 -4 -8 1 -3 1 0 -5 -1 3 -4 -1 -4
240	48000	0x0bb80	21	2	0 0 0 0 2 0 -2 -1 -1 1 2 -1 -1 -1 -2 1 0
240	48000	0x0bb80	21	3	0 0 0 2 2 -2 -4 1 -1 1 0 -3 -1 1 -2 1 -2
240	48000	0x0bb80	21	4	2 -2 0 0 0 2 2 -1 -1 -1 2 1 -1 -3 0 1 0
241	54003	0x0d2f3	23	1	1 1 2 2 3 -3 -7 1 -2 1 0 -4 -1 2 -3 -1 -2
241	54003	0x0d2f3	23	2	1 1 0 0 1 -3 -3 1 0 1 0 -2 -1 2 -1 -1 -2
241	54003	0x0d2f3	23	3	1 -1 0 0 1 -1 -1 1 0 1 0 0 -1 2 -1 -1 -2
241	54003	0x0d2f3	23	4	1 -1 0 0 1 1 1 -1 -2 -1 2 0 -1 -2 -1 1 0
242	63525	0x0f825	20	1	1 0 -1 0 2 -1 -2 0 0 0 0 -1 1 1 -1 -1 -2
242	63525	0x0f825	20	2	1 -2 -1 -2 -2 5 8 -4 2 -2 2 5 1 -5 1 1 2
242	63525	0x0f825	20	3	1 0 1 0 2 -1 -2 0 -2 0 0 -1 1 1 -1 -1 -2
242	63525	0x0f825	20	4	1 -2 -1 -2 0 3 4 -2 0 -2 2 3 1 -3 1 1 0
243	124138	0x1e4ea	22	1	0 1 0 1 2 -1 -3 -1 0 0 1 -2 0 1 -1 -1 -1
243	124138	0x1e4ea	22	2	0 1 0 -1 0 -1 -1 1 0 0 -1 0 0 1 1 -1 1
243	124138	0x1e4ea	22	3	2 -1 0 1 2 1 -1 -1 -2 0 1 0 0 -1 -1 1 -1
243	124138	0x1e4ea	22	4	0 1 0 1 0 -3 -3 3 0 2 -1 -2 -2 3 -1 -1 -1
244	67458	0x10782	22	1	0 1 0 0 2 -2 -4 1 -1 1 1 -2 -2 2 -2 0 -1
244	67458	0x10782	22	2	0 1 0 2 2 -4 -6 3 -1 3 -1 -4 -2 4 -2 0 -3
244	67458	0x10782	22	3	0 1 0 0 2 -2 -4 1 -1 1 -1 -2 0 2 -2 0 -1
244	67458	0x10782	22	4	0 1 2 2 0 -2 -4 1 -1 1 -1 -2 -2 2 -2 0 -1
245	54401	0x0d481	20	1	1 0 0 0 0 0 0 -1 0 0 1 0 -1 0 -1 -1 0
245	54401	0x0d481	20	2	1 0 0 0 2 -2 -2 1 0 0 -1 -2 -1 2 -1 -1 -2
245	54401	0x0d481	20	3	1 0 0 0 0 0 0 -1 0 0 1 0 -1 -2 -1 1 0
245	54401	0x0d481	20	4	1 -2 0 0 0 2 2 -1 0 0 1 2 -1 -2 -1 1 0
246	98260	0x17fd4	22	1	2 0 1 2 3 -2 -5 1 -3 1 1 -3 -1 1 -3 0 -3
246	98260	0x17fd4	22	2	2 -2 -1 -2 1 0 1 -1 -1 -1 1 1 1 -1 -1 0 -1
246	98260	0x17fd4	22	3	0 0 1 0 1 0 -1 -1 -1 -1 1 -1 1 -1 -1 0 -1
246	98260	0x17fd4	22	4	2 -2 1 0 3 0 -1 -1 -3 -1 1 -1 1 -1 -1 0 -1
247	28771	0x07063	21	1	1 -1 0 0 0 3 3 -2 0 0 2 2 -1 -3 -1 2 0
247	28771	0x07063	21	2	1 1 2 2 2 -3 -7 2 -2 2 0 -4 -3 3 -3 0 -2
247	28771	0x07063	21	3	1 -1 0 0 0 1 1 0 0 0 2 0 -1 -1 -1 0 0
247	28771	0x07063	21	4	1 -1 0 0 0 1 1 0 0 0 0 0 -1 -1 -1 0 0
248	82576	0x14290	20	1	2 0 2 2 3 -2 -6 1 -2 1 0 -4 -2 2 -3 0 -3
