i	j	c0	c1	c2
0	1	1	0	1
0	2	0.34659394475578975	1	0.42886728055844009
0	3	1.2142003976667882e-06	2.1164352936575421e-06	1.3726335488649438e-06
0	4	2.6120173478117761e-06	7.9381521793038798e-06	3.2651774883480735e-06
0	5	8.2872616372026085e-07	9.6371149056372239e-07	1.1247535491023359e-06
0	6	1.2100867975896492e-06	2.1129231480154446e-06	1.3727096125100601e-06
0	7	1.2220147536308883e-06	2.1155368942307611e-06	1.3687486547714177e-06
0	8	1.3564753610082915e-06	3.3833942058977907e-06	1.5660083626899672e-06
1	2	0.34659394475578786	1.0000000000000029	0.42886728055843809
1	3	1.2141992453102642e-06	2.1164319734902614e-06	1.3726321167025247e-06
1	4	2.6120166978279176e-06	7.938150855627453e-06	3.265176731522198e-06
1	5	8.2872468782474866e-07	9.6370709328801024e-07	1.1247518809887786e-06
1	6	1.2100856435326446e-06	2.1129198341416695e-06	1.3727081888400689e-06
1	7	1.2220136286634203e-06	2.1155336100216617e-06	1.3687472323772998e-06
1	8	1.3564743247079587e-06	3.3833917313165466e-06	1.5660071048990548e-06
2	3	-0.34659394475243899	-0.99999999999998912	-0.42886728055513701
2	4	-0.34659394476663219	-1.00000000005864	-0.42886728057419771
2	5	-0.34659394475135946	-0.99999999999658917	-0.42886728055430762
2	6	-0.34659394475241934	-0.9999999999999637	-0.42886728055513612
2	7	-0.34659394475248229	-1.0000000000000355	-0.42886728055511775
2	8	-0.34659394475339794	-1.0000000000070628	-0.42886728055623979
3	4	2.2736042705079159e-06	7.9387267882601688e-06	2.9342454537970189e-06
3	5	-2.1620604757883829e-07	8.9508101289584826e-07	8.9023907420295072e-08
3	6	4.3561944907811897e-06	6.7704097785477069e-06	-2.066661898696154e-06
3	7	-2.1554115109794511e-06	-2.2583663737211619e-06	-5.733383404394348e-07
3	8	7.1142404028390421e-07	3.3808333954510582e-06	9.5238773145520487e-07
4	5	-2.1262058273831822e-06	-7.4497555689760547e-06	-2.812725209449235e-06
4	6	-2.2708546427920945e-06	-7.9367479715862961e-06	-2.9344433563898846e-06
4	7	-2.2793923355338611e-06	-7.9430741013455244e-06	-2.9318251680983984e-06
4	8	-2.4956453068896303e-06	-9.4947295431236126e-06	-3.1734353440782797e-06
5	6	1.7977089982105355e-07	-8.8142542698025244e-07	-1.1233207493945621e-07
5	7	2.6005565136135052e-07	-9.3570886918145212e-07	-6.0791250449208225e-08
5	8	3.3442957617384881e-07	1.898805454338168e-06	5.4582727613918888e-07
6	7	-1.481733847145433e-06	-1.9308264137863115e-06	-4.8178245967720611e-07
6	8	6.9962622570711527e-07	3.369317389500211e-06	9.513705193452302e-07
7	8	7.3301319533344767e-07	3.3960489014816458e-06	9.4269969175481629e-07
