trial	slot	rank_before	candidate_norm	orthogonal_height	orthogonal_ratio	new_block_dim	new_block_norm	new_block_projection_share	previous_coefficient	previous_abs_coefficient	previous_coeff_num	previous_coeff_den	previous_coeff_rational	previous_coeff_rational_error	previous_residual_corr	previous_energy_share	last_increment_corr	new_block_max_energy_share	new_block_last_energy_share	alpha_l2	alpha_max_abs	alpha_coefficients	alpha_rationals
2	3	19	66.27572241067418	0.5321135337646723	0.008028785117836326	2	32.029358003503354	0.48718588088876147	-6.549967736577754	6.549967736577754	-72	11	-6.545454545454546	0.004513191123208138	0.9884499395737252	0.6443228389452197	0.8026972274433366	0.6443228389452197	0.6443228389452197	6.834740312711906	6.549967736577754	-1.95233137351212 -6.54996773657775	-23/12:0.0356647 -72/11:0.00451319
2	4	20	65.35026030320893	0.7291947632124192	0.011158253384594601	3	40.90019902246811	0.6329236245284964	8.695929898639028	8.695929898639028	87	10	8.7	0.004070101360971634	0.2521703442607798	0.9838093454884987	0.9918716376066505	0.9838093454884987	0.9838093454884987	59.23631298909357	56.10225053043719	16.9073671859303 56.1022505304372 8.69592989863903	186/11:0.00172372 561/10:0.00225053 87/10:0.0040701
3	1	17	61.346380589895006	0.4585024626936942	0.007473993710546941	0	0.0	0.0	nan	nan					nan	nan	nan	nan	nan	0.0	0.0		
3	2	18	54.29077857035505	0.7193669460516858	0.013250260265092037	1	1.2151021429206552	0.022681913843192594	1.627929364606263	1.627929364606263	13	8	1.625	0.0029293646062629186	1.0	1.0	1.0	1.0	1.0	1.627929364606263	1.627929364606263	1.62792936460626	13/8:0.00292936
3	3	19	66.34809989387023	0.6797507456902139	0.010245217975760218	2	8.913399647922233	0.1357335727720097	2.516853709383395	2.516853709383395	5	2	2.5	0.01685370938339492	0.9901017246710591	0.5112379041057366	0.7150090237932222	0.5112379041057366	0.5112379041057366	2.7137318582401995	2.516853709383395	-1.01478470819719 2.51685370938339	-1/1:0.0147847 5/2:0.0168537
3	4	20	66.44808441744576	2.350837092881733	0.03537855324937745	3	39.392043571644535	0.6145668529598197	7.304843944201694	7.304843944201694	73	10	7.3	0.004843944201693873	0.24210827799149823	0.9207952405857064	0.9595807629302009	0.9207952405857064	0.9207952405857064	18.783473409387696	17.004143870823242	3.21204288457965 -17.0041438708232 7.30484394420169	29/9:0.0101793 -17/1:0.00414387 73/10:0.00484394
4	1	17	56.51661367624592	0.45849612863167977	0.00811259024219257	0	0.0	0.0	nan	nan					nan	nan	nan	nan	nan	0.0	0.0		
4	2	18	66.74149173351233	0.8369619362474481	0.012540354051259413	1	3.1806825784336454	0.048261972101432814	-2.6338578274925486	2.6338578274925486	-29	11	-2.6363636363636362	0.0025058088710876447	1.0	1.0	1.0	1.0	1.0	2.6338578274925486	2.6338578274925486	-2.63385782749255	-29/11:0.00250581
4	3	19	59.732577390137656	0.8651913101463578	0.01448441282711514	2	16.321905858200978	0.27726568045712335	-0.31116925470184764	0.31116925470184764	-3	10	-0.3	0.011169254701847653	0.9197126335430528	0.004965102266633161	0.07046348179470811	0.9950348977333668	0.004965102266633161	5.14149060386237	5.1320657950316	5.1320657950316 -0.311169254701848	41/8:0.0070658 -3/10:0.0111693
4	4	20	63.12353621718597	0.8217383775378266	0.013017939532261196	3	34.63719973235302	0.5559582697998854	-4.765576747997205	4.765576747997205	-43	9	-4.777777777777778	0.012201029780572803	0.08811721436268181	0.5672837079580675	0.7531823869143964	0.5672837079580675	0.5672837079580675	17.45478720999792	15.875932385389318	15.8759323853893 -5.46933686106479 -4.7655767479972	127/8:0.000932385 -60/11:0.0147914 -43/9:0.012201
5	1	17	66.83263305395425	0.46457479433040305	0.0069513166413082954	0	0.0	0.0	nan	nan					nan	nan	nan	nan	nan	0.0	0.0		
5	2	18	66.65985846408893	0.45127639007328924	0.006769837207446238	1	1.0185016030128429	0.015383226329696104	1.4806521336234761	1.4806521336234761	3	2	1.5	0.01934786637652386	1.0	1.0	1.0	1.0	1.0	1.4806521336234761	1.4806521336234761	1.48065213362348	3/2:0.0193479
5	3	19	65.70564962820097	0.7065305804736113	0.010752965452309709	2	14.610680720501188	0.22478274989808555	-4.458895390943191	4.458895390943191	-49	11	-4.454545454545454	0.00434993639773662	0.9513519369758284	0.6140825116821184	0.7836341695473203	0.6140825116821184	0.6140825116821184	5.44107558134313	4.458895390943191	3.11826159494582 -4.45889539094319	25/8:0.00673841 -49/11:0.00434994
5	4	20	64.33332584648119	1.209578598696588	0.018801742064183172	3	4.188613446135377	0.06635558927915802	-1.9544453044963535	1.9544453044963535	-23	12	-1.9166666666666667	0.03777863782968671	0.2208523439481972	0.6443290669861861	0.8027011068798809	0.6443290669861861	0.6443290669861861	10.112485623711287	8.84331086544178	4.49870670067065 -8.84331086544178 -1.95444530449635	9/2:0.0012933 -53/6:0.00997753 -23/12:0.0377786
