i	j	c0	c1	c2
0	1	1	0	1
0	2	-2.4361880244253284	1	-2.4852073060794457
0	3	0.094057314111641241	0.24808928769492197	0.084365777070447748
0	4	0.073209702921468764	0.11637372383175927	-0.10745244039098362
0	5	0.097626417950223934	0.26260890720631935	0.084753517962997349
0	6	0.097626417950223865	0.26260890720631952	0.084753517962997474
0	7	0.09762641795022399	0.26260890720631946	0.084753517962997529
0	8	0.097626417950224004	0.26260890720631974	0.084753517962997599
1	2	-0.71175352586130525	0.068963438144097111	-0.71513406405952695
1	3	0.094057314111641255	0.24808928769492197	0.084365777070447748
1	4	0.073209702921468806	0.11637372383175931	-0.10745244039098362
1	5	0.097626417950223962	0.26260890720631935	0.084753517962997363
1	6	0.097626417950223879	0.26260890720631952	0.084753517962997446
1	7	0.097626417950224004	0.26260890720631946	0.084753517962997516
1	8	0.097626417950224018	0.26260890720631974	0.084753517962997571
2	3	0.094057314111641213	0.24808928769492192	0.084365777070447748
2	4	0.07320970292146875	0.11637372383175927	-0.10745244039098362
2	5	0.09762641795022392	0.2626089072063193	0.084753517962997349
2	6	0.097626417950223851	0.26260890720631958	0.084753517962997488
2	7	0.097626417950223976	0.26260890720631941	0.084753517962997516
2	8	0.09762641795022399	0.26260890720631974	0.084753517962997599
3	4	0.10602589167590847	0.12997273695729519	-0.10711058304671528
3	5	-0.094057314111642323	-0.24808928769492528	-0.084365777070449788
3	6	-0.094057314111641546	-0.24808928769492117	-0.084365777070447373
3	7	-0.094057314111640727	-0.24808928769492319	-0.084365777070449122
3	8	-0.094057314111634677	-0.24808928769491381	-0.084365777070446263
4	5	-0.073209702921469125	-0.11637372383175984	0.10745244039098334
4	6	-0.073209702921468861	-0.11637372383175926	0.10745244039098359
4	7	-0.073209702921468819	-0.11637372383175945	0.10745244039098346
4	8	-0.073209702921468264	-0.11637372383175894	0.10745244039098363
5	6	-0.15729015984482583	-0.17233802242393415	-0.075161595959395519
5	7	-0.065972480606213024	-0.21275290238146444	-0.24747928189981641
5	8	-0.015335041192143056	0.0079161619778109569	-0.058603008071140335
6	7	-0.0092633162074645652	0.06644116711789104	0.066260052907853861
6	8	0.050148712276238953	0.28768206974291127	0.16779590211473075
7	8	0.16823968337902442	0.22531776484377128	-0.038754849400250271
