i	j	c0	c1	c2
0	1	-1	0	1
0	2	2.5337095283939899	1	-1.5338662723035823
0	3	-0.060534809510961032	-0.0071677687691648791	0.054009044568161364
0	4	-0.055331844560197622	-0.17348122215409043	-0.11623835858766994
0	5	-0.051449712647124946	-0.29748824626185938	-0.24609522775598577
0	6	-0.051449712647129262	-0.297488246261852	-0.24609522775598677
0	7	-0.051449712647128269	-0.29748824626185644	-0.24609522775597753
0	8	-0.053069466597422961	-0.24031226843536344	-0.371078734024195
1	2	0.71776035379970693	0.088533314144426056	-0.62924754587711718
1	3	-0.060534809510959332	-0.0071677687691488494	0.054009044568196225
1	4	-0.055331844560195832	-0.17348122215407663	-0.11623835858765144
1	5	-0.051449712647122704	-0.297488246261848	-0.24609522775597226
1	6	-0.051449712647127492	-0.29748824626184212	-0.24609522775597245
1	7	-0.051449712647126444	-0.29748824626184506	-0.24609522775596396
1	8	-0.05306946659742115	-0.24031226843535067	-0.37107873402418412
2	3	-0.060534809510961747	-0.0071677687691716627	0.054009044568146591
2	4	-0.055331844560198372	-0.17348122215409625	-0.11623835858767777
2	5	-0.051449712647125868	-0.2974882462618641	-0.24609522775599144
2	6	-0.051449712647130004	-0.29748824626185627	-0.24609522775599327
2	7	-0.051449712647129046	-0.29748824626186132	-0.24609522775598333
2	8	-0.053069466597423738	-0.24031226843536882	-0.37107873402419961
3	4	0.14020862912812418	0.36033765686964264	0.22236230820992969
3	5	0.060534809510943956	0.0071677687691014055	-0.05400904456810951
3	6	0.060534809510942353	0.0071677687691044083	-0.054009044568107796
3	7	0.060534809510938072	0.0071677687691092101	-0.054009044568095591
3	8	0.083212314807563442	0.031581095979168167	-0.23546936783632638
4	5	0.055331844560180136	0.17348122215406056	0.11623835858769468
4	6	0.055331844560176417	0.17348122215406758	0.11623835858769867
4	7	0.055331844560166397	0.17348122215407896	0.11623835858772685
4	8	0.1301625564255009	0.1275706799937904	-0.18644745243657426
5	6	-0.030843648961104787	0.15499103326587749	0.19562558894333923
5	7	-0.045812466298692477	-0.17686094726994708	-0.19137364341659524
5	8	-0.053069466597406113	-0.2403122684353674	-0.37107873402421532
6	7	-0.082441336217795702	-0.3272491924597708	-0.25323162071477762
6	8	-0.053069466597397169	-0.24031226843535425	-0.37107873402421121
7	8	-0.053069466597373195	-0.24031226843530096	-0.3710787340241819
