i	j	c0	c1	c2
0	1	1	0	1
0	2	-1.5356873453621895	1	-1.5372682789688958
0	3	0.083193158071617215	-0.010090801956333566	0.083216418925994309
0	4	-0.030735327123430484	-0.37298305877692589	-0.030127322189707761
0	5	-0.036103756348925597	-0.39640732343380208	-0.035427822982550344
0	6	0.0054663176212280118	-0.2289001565696101	0.005842284032265865
0	7	-0.036090779006523063	-0.3963689383271361	-0.035493619545327808
0	8	-0.036124261433995039	-0.39651670626919611	-0.035527209889908352
1	2	-0.60128566280883189	0.17561159216637595	-0.60156386798621153
1	3	0.10397333058202664	0.076713004904646359	0.10385949111325006
1	4	-0.024149479771292739	-0.33181005418376902	-0.023606331633810696
1	5	-0.029818998251368131	-0.35654824541933711	-0.029204208554772518
1	6	0.014699911108068656	-0.17715726571528076	0.01499432564624989
1	7	-0.029805316741674918	-0.35650777741682105	-0.029273575262087671
1	8	-0.029840615745106009	-0.35666356239476549	-0.029308987221606481
2	3	0.071862501037539814	-0.058796219107490402	0.071962773580339631
2	4	-0.034775217353162677	-0.39826813456490645	-0.034127333566313499
2	5	-0.039973655250714848	-0.42095058006094843	-0.039259943730935623
2	6	-3.2611762207276864e-05	-0.26000834535755957	0.00039244561959749099
2	7	-0.039961076587414247	-0.42091337419357933	-0.039323719215565912
2	8	-0.039993530574990853	-0.42105660346030827	-0.039356278235724747
3	4	0.03242047185191145	0.017407489633787653	0.032421162750292665
3	5	0.021891376961948456	-0.0285397972385983	0.022022350329396201
3	6	0.12884839079471352	0.40250260051163422	0.12824237994262688
3	7	0.021916096565647494	-0.028466679692909707	0.02189701924765081
3	8	0.02185232526260528	-0.028748115650352332	0.021833067770319424
4	5	0.081610911133231531	0.35408084650115068	0.082611967034057904
4	6	-0.085783711088035813	-0.32345131354305817	-0.085349686326768981
4	7	0.082030141012993552	0.35532099155649488	0.080486287367397352
4	8	0.080952527753968676	0.35056856673759396	0.079420596228745616
5	6	-0.058713894838851768	-0.2052856044825036	-0.058594601203007218
5	7	0.18229328835761494	-0.0029197784828695335	-0.011775737901828117
5	8	-0.25586536909174395	-0.21198826848790464	-0.036703139079599684
6	7	0.058772075606314193	0.20545769736143435	0.058299616839215723
6	8	0.05862202792971636	0.20479554484836576	0.058149322869174021
7	8	-0.12336044410104106	-0.17620361192299033	-0.27579266060176355
