adaptive_followup,all_frozen_features,arm,calls,calls_since_last_gain,censored,classification,cohort,continuation_batches,cpu_seconds,declared_cohort_size,deep_amplifier,denominator,detector,displayed_discriminant_bits,displayed_model_bits,elapsed_seconds,endpoint_bucket,endpoint_status,extra_direction_after_first,family,final_gain,final_rank,first_gain_call,full_selection_sha256,full_selection_source,further_after_seed,gained_after_seed_phase,generic_gram_sha256,generic_gram_source,generic_rank,id,initial_calls,initial_rank,initial_seed_calls,j_leakage_group,job_count,known_equation,last_gain_call,model,numerator,observed_acquiring_calls,parameter,parameter_height,point_search_cpu_seconds,point_search_elapsed_seconds,post_seed_exposure,predictive_eligible,previous_equation,rank_evidence,rescue_used,same_j_rows,search_height,seconds_per_chart,seed,selection_protocol,source,source_id,surface,timing_scope,trajectory_complete,trajectory_gap,trajectory_rank
RANK_DEPENDENT_CONTINUATION_AND_HASH_RESCUE,"{""arm"": ""ranked"", ""backend"": ""native"", ""discriminant_bits"": 507, ""family"": ""103b2"", ""id"": ""b-3a806c7664f2af4a1a65"", ""index"": 238148, ""intake_status"": ""ACCEPTED"", ""local_singular_primes"": [7, 13, 23, 47], ""model_bits"": 253, ""nonsingular"": true, ""parameter"": ""1025/452"", ""parameter_height"": 1025, ""parent_id"": ""103b2"", ""rescue"": false, ""score_units"": 60671266413989, ""scores_by_cutoff"": {""257"": 32209431621252, ""97"": 15997903789491, ""997"": 60671266413989}, ""smooth_prime_count"": 162}",ranked,67,67,False,no seed,broad-rank-v1,0,81.94317213,,0,452,native,507,253,88.40314281499013,no seed,CERTIFIED,0,103b2,0,17,,,,,False,5b1d40b6a919183e75a2f706adf87706b6e6a36f65de4b6ef216535d681ae55e,artifacts/local/elliptic-curves/broad-rank-v1/runtime/research/broad-inputs/parents/103b2.json,17,broad-rank-v1:b-3a806c7664f2af4a1a65,67,17,67,3cca87fd66e5b2d8dc041d52a58abd1ef9df91019168d3f40c08762f99e73ece,,False,,"[""0"", ""0"", ""0"", ""-735368220875151624077535866844901345895282145435072"", ""7730928881376811153053056767084832709058465934296173631994510626572735206400""]",1025,0,1025/452,1025,,,,True,False,RETAINED_CERTIFICATE_NOT_NEW_ARITHMETIC_REPLAY,False,1,,,0,,artifacts/local/elliptic-curves/broad-rank-v1/runtime/research/broad-cases/b-3a806c7664f2af4a1a65/state.json,b-3a806c7664f2af4a1a65,X948,SUM_OF_BATCH_PROCESS_TREE_CPU_AND_ELAPSED; excludes queue waiting and shared scoring,True,,
RANK_DEPENDENT_CONTINUATION_AND_HASH_RESCUE,"{""arm"": ""ranked"", ""backend"": ""native"", ""discriminant_bits"": 514, ""family"": ""11952"", ""id"": ""b-c1ded63b28f7b50b904b"", ""index"": 348281, ""intake_status"": ""ACCEPTED"", ""local_singular_primes"": [5, 11, 13], ""model_bits"": 256, ""nonsingular"": true, ""parameter"": ""-1104/611"", ""parameter_height"": 1104, ""parent_id"": ""11952"", ""rescue"": false, ""score_units"": 60295732601914, ""scores_by_cutoff"": {""257"": 33506711687917, ""97"": 17159028027458, ""997"": 60295732601914}, ""smooth_prime_count"": 163}",ranked,98,98,False,no seed,broad-rank-v1,0,116.87303912599998,,0,611,native,514,256,127.21928529199795,no seed,CERTIFIED,0,11952,0,17,,,,,False,6a444b1891c301efd8e1fe5c26e1ccb6a72c0fd42a3df082b313f8fc1af3e25d,artifacts/local/elliptic-curves/broad-rank-v1/runtime/research/broad-inputs/parents/11952.json,17,broad-rank-v1:b-c1ded63b28f7b50b904b,98,17,98,48e5d4b170d202d4e35d9420eb4df4c621d016a3cf1cb55f7e6ff3e8513b06b0,,False,,"[""0"", ""0"", ""0"", ""-3796861060559877095260163057711311229459040870663600"", ""90647321665593581522675147704605093854014635691489408705825104977200783113600""]",-1104,0,-1104/611,1104,,,,True,False,RETAINED_CERTIFICATE_NOT_NEW_ARITHMETIC_REPLAY,False,1,,,0,,artifacts/local/elliptic-curves/broad-rank-v1/runtime/research/broad-cases/b-c1ded63b28f7b50b904b/state.json,b-c1ded63b28f7b50b904b,X948,SUM_OF_BATCH_PROCESS_TREE_CPU_AND_ELAPSED; excludes queue waiting and shared scoring,True,,
RANK_DEPENDENT_CONTINUATION_AND_HASH_RESCUE,"{""arm"": ""ranked"", ""backend"": ""generic"", ""discriminant_bits"": 476, ""family"": ""x1092-original"", ""id"": ""b-9f0232c47e60e89b1002"", ""index"": 296452, ""intake_status"": ""ACCEPTED"", ""local_singular_primes"": [13, 79], ""model_bits"": 237, ""nonsingular"": true, ""parameter"": ""584/271"", ""parameter_height"": 584, ""parent_id"": ""x1092-original"", ""rescue"": true, ""score_units"": 60369717850268, ""scores_by_cutoff"": {""257"": 33352597491860, ""97"": 18198221897701, ""997"": 60369717850268}, ""smooth_prime_count"": 164}",ranked,298,207,False,amplifier,broad-rank-v1,1,357.456183199,,0,271,generic,476,237,459.9619113979861,seed only (endpoint +1/+2),CERTIFIED,1,x1092-original,2,19,24,,,1,True,cff2de04887f86511e4e86c8e2e829fae835c424232a79fd84a33c0d6a518441,artifacts/local/elliptic-curves/broad-rank-v1/runtime/research/broad-inputs/parents/x1092-original.json,17,broad-rank-v1:b-9f0232c47e60e89b1002,198,19,,32ad3f21f9740a79fc8f69b65f63d838bc656386a8fed4949ffe5b6c0b464b3c,,False,91,"[""0"", ""0"", ""0"", ""-582337789422542273224896850816004086575768339867"", ""169940809910785609216168464475908772703229488772599307395563147471495350""]",584,2,584/271,584,,,274,True,False,RETAINED_CERTIFICATE_NOT_NEW_ARITHMETIC_REPLAY,False,1,,,1,,artifacts/local/elliptic-curves/broad-rank-v1/runtime/research/broad-cases/b-9f0232c47e60e89b1002/state.json,b-9f0232c47e60e89b1002,X1092,SUM_OF_BATCH_PROCESS_TREE_CPU_AND_ELAPSED; excludes queue waiting and shared scoring,True,,
RANK_DEPENDENT_CONTINUATION_AND_HASH_RESCUE,"{""arm"": ""ranked"", ""backend"": ""generic"", ""discriminant_bits"": 2959, ""family"": ""x1092-class1"", ""id"": ""b-ae5fa9c1d55bb77b64c1"", ""index"": 346513, ""intake_status"": ""ACCEPTED"", ""local_singular_primes"": [5, 7, 13, 17, 37, 41, 59, 101, 197, 313], ""model_bits"": 1480, ""nonsingular"": true, ""parameter"": ""-2373/1733"", ""parameter_height"": 2373, ""parent_id"": ""x1092-class1"", ""rescue"": false, ""score_units"": 56453384952258, ""scores_by_cutoff"": {""257"": 26694721168940, ""97"": 13034711441888, ""997"": 56453384952258}, ""smooth_prime_count"": 156}",ranked,198,198,False,no seed,broad-rank-v1,0,271.204974186,,0,1733,generic,2959,1480,361.3395572199952,no seed,CERTIFIED,0,x1092-class1,0,17,,,,,False,d5f3d13b294b545fd88ef00ad64c43e576d7413af5d20cccde9f39edeaa22db1,artifacts/local/elliptic-curves/broad-rank-v1/runtime/research/broad-inputs/parents/x1092-class1.json,17,broad-rank-v1:b-ae5fa9c1d55bb77b64c1,198,17,,a3211d194d06b4a1dde993909431ae1dfcc0a6e344aea75228319afb99ae27dc,,False,,"[""0"", ""0"", ""0"", ""-1730851044889068247573675331964909526856943814825823710049628442137556130238117622940140902716030647706990890309345003738108321527128378009100666243154780646829483736425211227669335265155337015450072397741560818913950232912484192717024061294155373465465681932864008663360478217638704629195278528512"", ""27730429573051767546066144795014642376740506167735451214102524626004067732098703692343476529975649816459116813669364550549661701595888425829497536183561795843643674764687129153302639194887326820297167018376165762960601568179542117426073668090126945698899017532249049279096016446039774769472861649949475911356372482932824077595013531911125010065022359845585157442700844441067357534025917018791254189368509514534577855431444303940034586460680617984""]",-2373,0,-2373/1733,2373,,,,True,False,RETAINED_CERTIFICATE_NOT_NEW_ARITHMETIC_REPLAY,False,1,,,0,,artifacts/local/elliptic-curves/broad-rank-v1/runtime/research/broad-cases/b-ae5fa9c1d55bb77b64c1/state.json,b-ae5fa9c1d55bb77b64c1,X1092,SUM_OF_BATCH_PROCESS_TREE_CPU_AND_ELAPSED; excludes queue waiting and shared scoring,True,,
RANK_DEPENDENT_CONTINUATION_AND_HASH_RESCUE,"{""arm"": ""ranked"", ""backend"": ""native"", ""discriminant_bits"": 477, ""family"": ""074d9"", ""id"": ""b-c812079dcdc850a91327"", ""index"": 188318, ""intake_status"": ""ACCEPTED"", ""local_singular_primes"": [5, 13, 17], ""model_bits"": 237, ""nonsingular"": true, ""parameter"": ""101/458"", ""parameter_height"": 458, ""parent_id"": ""074d9"", ""rescue"": false, ""score_units"": 60412915069708, ""scores_by_cutoff"": {""257"": 32188939289810, ""97"": 16428446889640, ""997"": 60412915069708}, ""smooth_prime_count"": 163}",ranked,86,86,False,no seed,broad-rank-v1,0,104.31612471199999,,0,458,native,477,237,110.55837656499352,no seed,CERTIFIED,0,074d9,0,17,,,,,False,98e6d83fcd56ce9d2adba8bd0a93cf8fdd22ed950645c1b80bb922773845e6ae,artifacts/local/elliptic-curves/broad-rank-v1/runtime/research/broad-inputs/parents/074d9.json,17,broad-rank-v1:b-c812079dcdc850a91327,86,17,86,1df0f26265f44a2a47f23f82965be7424e663ba0cfe30d977369930478972328,,False,,"[""0"", ""0"", ""0"", ""-571025085586159402422556072856611892799028921467"", ""168714803659506198051784033618813656321556325435441133878636990685437526""]",101,0,101/458,458,,,,True,False,RETAINED_CERTIFICATE_NOT_NEW_ARITHMETIC_REPLAY,False,1,,,0,,artifacts/local/elliptic-curves/broad-rank-v1/runtime/research/broad-cases/b-c812079dcdc850a91327/state.json,b-c812079dcdc850a91327,X948,SUM_OF_BATCH_PROCESS_TREE_CPU_AND_ELAPSED; excludes queue waiting and shared scoring,True,,
RANK_DEPENDENT_CONTINUATION_AND_HASH_RESCUE,"{""arm"": ""ranked"", ""backend"": ""native"", ""discriminant_bits"": 479, ""family"": ""07ca9"", ""id"": ""b-1c8c4697f625dff92d72"", ""index"": 246250, ""intake_status"": ""ACCEPTED"", ""local_singular_primes"": [5, 13, 29, 31], ""model_bits"": 237, ""nonsingular"": true, ""parameter"": ""306/415"", ""parameter_height"": 415, ""parent_id"": ""07ca9"", ""rescue"": false, ""score_units"": 60321957618995, ""scores_by_cutoff"": {""257"": 32101551909624, ""97"": 16178730963812, ""997"": 60321957618995}, ""smooth_prime_count"": 162}",ranked,303,211,False,amplifier,broad-rank-v1,2,440.42020103,,0,415,native,479,237,473.7147209709801,endpoint +3 or more,CERTIFIED,1,07ca9,4,21,3,,,1,True,c041e34d0156558d58fe40d5ac6bebfadd0803dcd5c923015d5e5e071df8a639,artifacts/local/elliptic-curves/broad-rank-v1/runtime/research/broad-inputs/parents/07ca9.json,17,broad-rank-v1:b-1c8c4697f625dff92d72,103,21,3,bf4026c23d15b1f93f86378576bf026fce18f45f6c3687e48464fafe04f0f7e7,,False,92,"[""0"", ""0"", ""0"", ""-589961655907895567176802847233605220085080718192"", ""166868781941323109938265238856332133167533242255600399449346314598545024""]",306,4,306/415,415,,,300,True,False,RETAINED_CERTIFICATE_NOT_NEW_ARITHMETIC_REPLAY,False,1,,,1,,artifacts/local/elliptic-curves/broad-rank-v1/runtime/research/broad-cases/b-1c8c4697f625dff92d72/state.json,b-1c8c4697f625dff92d72,X948,SUM_OF_BATCH_PROCESS_TREE_CPU_AND_ELAPSED; excludes queue waiting and shared scoring,True,,
RANK_DEPENDENT_CONTINUATION_AND_HASH_RESCUE,"{""arm"": ""ranked"", ""backend"": ""native"", ""discriminant_bits"": 587, ""family"": ""08234"", ""id"": ""b-2e2a471ef01a660c2be2"", ""index"": 209294, ""intake_status"": ""ACCEPTED"", ""local_singular_primes"": [5, 7, 13, 53], ""model_bits"": 292, ""nonsingular"": true, ""parameter"": ""323/1198"", ""parameter_height"": 1198, ""parent_id"": ""08234"", ""rescue"": false, ""score_units"": 60388599375558, ""scores_by_cutoff"": {""257"": 31800582078624, ""97"": 16834713299573, ""997"": 60388599375558}, ""smooth_prime_count"": 162}",ranked,86,86,False,no seed,broad-rank-v1,0,113.636239249,,0,1198,native,587,292,118.58443681299104,no seed,CERTIFIED,0,08234,0,17,,,,,False,0b363e8c1ce1bc83a9fd2237a4b43ab82dc2e35393978d10b5ced7a4c03ae1cd,artifacts/local/elliptic-curves/broad-rank-v1/runtime/research/broad-inputs/parents/08234.json,17,broad-rank-v1:b-2e2a471ef01a660c2be2,86,17,86,fe09d881ede1a700a5c2cdac73012854e288e91029a817cd7d8de0700dd947a7,,False,,"[""0"", ""0"", ""0"", ""-62212957659408473807840391778955965817726643956719446626547"", ""6033692021084952598268124018639605088196818997554511049720433481874698218815616027825486""]",323,0,323/1198,1198,,,,True,False,RETAINED_CERTIFICATE_NOT_NEW_ARITHMETIC_REPLAY,False,1,,,0,,artifacts/local/elliptic-curves/broad-rank-v1/runtime/research/broad-cases/b-2e2a471ef01a660c2be2/state.json,b-2e2a471ef01a660c2be2,X948,SUM_OF_BATCH_PROCESS_TREE_CPU_AND_ELAPSED; excludes queue waiting and shared scoring,True,,
RANK_DEPENDENT_CONTINUATION_AND_HASH_RESCUE,"{""arm"": ""ranked"", ""backend"": ""native"", ""discriminant_bits"": 533, ""family"": ""08f72"", ""id"": ""b-4fa782cfd9c318575c95"", ""index"": 176479, ""intake_status"": ""ACCEPTED"", ""local_singular_primes"": [11, 13, 37, 241], ""model_bits"": 266, ""nonsingular"": true, ""parameter"": ""-259/1137"", ""parameter_height"": 1137, ""parent_id"": ""08f72"", ""rescue"": false, ""score_units"": 60146518555222, ""scores_by_cutoff"": {""257"": 31802134767871, ""97"": 16134387481335, ""997"": 60146518555222}, ""smooth_prime_count"": 162}",ranked,425,203,False,amplifier,broad-rank-v1,4,554.528041353,,0,1137,native,533,266,590.1146489170496,endpoint +3 or more,CERTIFIED,1,08f72,3,20,7,,,1,True,dbeddf1891151415012a83af24072c4306704226679a2adb013c37fae5844c4f,artifacts/local/elliptic-curves/broad-rank-v1/runtime/research/broad-inputs/parents/08f72.json,17,broad-rank-v1:b-4fa782cfd9c318575c95,107,19,7,94e626a74be8ed6838d0593f07ed3b43a36a0be636ade3348f9960a715ce3afd,,False,222,"[""0"", ""0"", ""0"", ""-327596930809297925165728426776130152752782858420961712"", ""72520327825780919762740761705359415450290797442360287505627707283350606690323840""]",-259,3,-259/1137,1137,,,418,True,False,RETAINED_CERTIFICATE_NOT_NEW_ARITHMETIC_REPLAY,False,1,,,1,,artifacts/local/elliptic-curves/broad-rank-v1/runtime/research/broad-cases/b-4fa782cfd9c318575c95/state.json,b-4fa782cfd9c318575c95,X948,SUM_OF_BATCH_PROCESS_TREE_CPU_AND_ELAPSED; excludes queue waiting and shared scoring,True,,
RANK_DEPENDENT_CONTINUATION_AND_HASH_RESCUE,"{""arm"": ""ranked"", ""backend"": ""native"", ""discriminant_bits"": 543, ""family"": ""103b2"", ""id"": ""b-9e942c075f40e051ebff"", ""index"": 367234, ""intake_status"": ""ACCEPTED"", ""local_singular_primes"": [5, 7, 13], ""model_bits"": 268, ""nonsingular"": true, ""parameter"": ""1016/1851"", ""parameter_height"": 1851, ""parent_id"": ""103b2"", ""rescue"": true, ""score_units"": 60620083351156, ""scores_by_cutoff"": {""257"": 32259586818820, ""97"": 16797087327997, ""997"": 60620083351156}, ""smooth_prime_count"": 163}",ranked,309,243,False,amplifier,broad-rank-v1,2,377.20744513100004,,0,1851,native,543,268,408.87171240197495,seed only (endpoint +1/+2),CERTIFIED,1,103b2,2,19,9,,,1,True,5b1d40b6a919183e75a2f706adf87706b6e6a36f65de4b6ef216535d681ae55e,artifacts/local/elliptic-curves/broad-rank-v1/runtime/research/broad-inputs/parents/103b2.json,17,broad-rank-v1:b-9e942c075f40e051ebff,109,19,9,2a9e86355c8d3ff9b1399e737896355774d92ed228302be8b1c902299c6b6ffa,,False,66,"[""0"", ""0"", ""0"", ""-901148858751594324675451541701366460293565819525199792"", ""269016135135782285234707426062316702431450721724106910239840551156957455840957824""]",1016,2,1016/1851,1851,,,300,True,False,RETAINED_CERTIFICATE_NOT_NEW_ARITHMETIC_REPLAY,False,1,,,1,,artifacts/local/elliptic-curves/broad-rank-v1/runtime/research/broad-cases/b-9e942c075f40e051ebff/state.json,b-9e942c075f40e051ebff,X948,SUM_OF_BATCH_PROCESS_TREE_CPU_AND_ELAPSED; excludes queue waiting and shared scoring,True,,
RANK_DEPENDENT_CONTINUATION_AND_HASH_RESCUE,"{""arm"": ""ranked"", ""backend"": ""native"", ""discriminant_bits"": 493, ""family"": ""11952"", ""id"": ""b-58e6a6ecbdc481a13cfc"", ""index"": 170112, ""intake_status"": ""ACCEPTED"", ""local_singular_primes"": [5, 11, 13, 83], ""model_bits"": 244, ""nonsingular"": true, ""parameter"": ""569/485"", ""parameter_height"": 569, ""parent_id"": ""11952"", ""rescue"": false, ""score_units"": 60288424790618, ""scores_by_cutoff"": {""257"": 30520708178556, ""97"": 16677352124103, ""997"": 60288424790618}, ""smooth_prime_count"": 162}",ranked,398,248,False,amplifier,broad-rank-v1,4,467.09580581399996,,0,485,native,493,244,505.8182571590005,seed only (endpoint +1/+2),CERTIFIED,1,11952,2,19,1,,,1,True,6a444b1891c301efd8e1fe5c26e1ccb6a72c0fd42a3df082b313f8fc1af3e25d,artifacts/local/elliptic-curves/broad-rank-v1/runtime/research/broad-inputs/parents/11952.json,17,broad-rank-v1:b-58e6a6ecbdc481a13cfc,97,18,1,7379ba3b2f8ff420902a9e04733d8856009f65f4863c0a9e1ad9c149010786fd,,False,150,"[""0"", ""0"", ""0"", ""-14145525755233363673982495468559438417443160691712"", ""21368991288158855560522637309669601804378055827648154065848601249540931584""]",569,2,569/485,569,,,397,True,False,RETAINED_CERTIFICATE_NOT_NEW_ARITHMETIC_REPLAY,False,1,,,1,,artifacts/local/elliptic-curves/broad-rank-v1/runtime/research/broad-cases/b-58e6a6ecbdc481a13cfc/state.json,b-58e6a6ecbdc481a13cfc,X948,SUM_OF_BATCH_PROCESS_TREE_CPU_AND_ELAPSED; excludes queue waiting and shared scoring,True,,
RANK_DEPENDENT_CONTINUATION_AND_HASH_RESCUE,"{""arm"": ""ranked"", ""backend"": ""generic"", ""discriminant_bits"": 539, ""family"": ""x1092-original"", ""id"": ""b-09f4a73c87ca1625dfca"", ""index"": 347307, ""intake_status"": ""ACCEPTED"", ""local_singular_primes"": [7, 19, 157], ""model_bits"": 271, ""nonsingular"": true, ""parameter"": ""-1973/2728"", ""parameter_height"": 2728, ""parent_id"": ""x1092-original"", ""rescue"": false, ""score_units"": 60351072380617, ""scores_by_cutoff"": {""257"": 32800351114190, ""97"": 17709811378599, ""997"": 60351072380617}, ""smooth_prime_count"": 163}",ranked,298,212,False,seed only,broad-rank-v1,1,360.37689466100005,,0,2728,generic,539,271,476.4997802040016,seed only (endpoint +1/+2),CERTIFIED,0,x1092-original,1,18,86,,,0,True,cff2de04887f86511e4e86c8e2e829fae835c424232a79fd84a33c0d6a518441,artifacts/local/elliptic-curves/broad-rank-v1/runtime/research/broad-inputs/parents/x1092-original.json,17,broad-rank-v1:b-09f4a73c87ca1625dfca,198,18,,4c78855e23e7fabd37ddef851500ca41abf50889120956f415f88473f31277de,,False,86,"[""0"", ""0"", ""0"", ""-3325153498207393528688146257299101137153254005423503552"", ""2334602510339199444624564792160450927822410080737222294059688037811299455253280000""]",-1973,1,-1973/2728,2728,,,212,True,False,RETAINED_CERTIFICATE_NOT_NEW_ARITHMETIC_REPLAY,False,1,,,1,,artifacts/local/elliptic-curves/broad-rank-v1/runtime/research/broad-cases/b-09f4a73c87ca1625dfca/state.json,b-09f4a73c87ca1625dfca,X1092,SUM_OF_BATCH_PROCESS_TREE_CPU_AND_ELAPSED; excludes queue waiting and shared scoring,True,,
RANK_DEPENDENT_CONTINUATION_AND_HASH_RESCUE,"{""arm"": ""ranked"", ""backend"": ""generic"", ""discriminant_bits"": 2894, ""family"": ""x1092-class1"", ""id"": ""b-65256e55a8345556d50f"", ""index"": 233729, ""intake_status"": ""ACCEPTED"", ""local_singular_primes"": [5, 7, 17, 41, 59, 101, 197], ""model_bits"": 1448, ""nonsingular"": true, ""parameter"": ""-366/319"", ""parameter_height"": 366, ""parent_id"": ""x1092-class1"", ""rescue"": false, ""score_units"": 56406977931027, ""scores_by_cutoff"": {""257"": 28245794829015, ""97"": 15307438759683, ""997"": 56406977931027}, ""smooth_prime_count"": 159}",ranked,198,198,False,no seed,broad-rank-v1,0,263.331774075,,0,319,generic,2894,1448,357.09984428199823,no seed,CERTIFIED,0,x1092-class1,0,17,,,,,False,d5f3d13b294b545fd88ef00ad64c43e576d7413af5d20cccde9f39edeaa22db1,artifacts/local/elliptic-curves/broad-rank-v1/runtime/research/broad-inputs/parents/x1092-class1.json,17,broad-rank-v1:b-65256e55a8345556d50f,198,17,,fb7daf3e37ef41118b2fda095112983bd72aa8411890bd2e8f32cb284c4de2ec,,False,,"[""0"", ""0"", ""0"", ""-514682268685602552193008348819283235716727743278513686824894218378966666930876915504932709884117625986298274823377490239477791582656038246708340503742165640546984516372633482515033824134930854040759159496729144009198729315795030419730104993516264614271862895942042576825331357463494910707067"", ""4496302077901644077642710858616120073539970671888761889741457713142678574032943494572774423127593637677097324283877527909339805479895765568334922426345123675449514425762028269336923534363371247117116140183241953108559376681233480419655149682630579402290941524014070412483921029787022952594343040670261629012226682070304030078078661540948143316338445484301276738181556486439831990426257892629837975148469367785512600621120447071462674774""]",-366,0,-366/319,366,,,,True,False,RETAINED_CERTIFICATE_NOT_NEW_ARITHMETIC_REPLAY,False,1,,,0,,artifacts/local/elliptic-curves/broad-rank-v1/runtime/research/broad-cases/b-65256e55a8345556d50f/state.json,b-65256e55a8345556d50f,X1092,SUM_OF_BATCH_PROCESS_TREE_CPU_AND_ELAPSED; excludes queue waiting and shared scoring,True,,
RANK_DEPENDENT_CONTINUATION_AND_HASH_RESCUE,"{""arm"": ""ranked"", ""backend"": ""native"", ""discriminant_bits"": 516, ""family"": ""074d9"", ""id"": ""b-d51b925139f6df712617"", ""index"": 343847, ""intake_status"": ""ACCEPTED"", ""local_singular_primes"": [7, 11, 13, 19, 29, 41], ""model_bits"": 257, ""nonsingular"": true, ""parameter"": ""-432/1135"", ""parameter_height"": 1135, ""parent_id"": ""074d9"", ""rescue"": false, ""score_units"": 60357349775131, ""scores_by_cutoff"": {""257"": 29533504019925, ""97"": 13562501567683, ""997"": 60357349775131}, ""smooth_prime_count"": 160}",ranked,86,86,False,no seed,broad-rank-v1,0,94.18670533400001,,0,1135,native,516,257,103.2732389929879,no seed,CERTIFIED,0,074d9,0,17,,,,,False,98e6d83fcd56ce9d2adba8bd0a93cf8fdd22ed950645c1b80bb922773845e6ae,artifacts/local/elliptic-curves/broad-rank-v1/runtime/research/broad-inputs/parents/074d9.json,17,broad-rank-v1:b-d51b925139f6df712617,86,17,86,5b7aeddd9862cce3a070a1fe9ca0d2e1c429b44f6c8104bcb6f144f042c784bb,,False,,"[""0"", ""0"", ""0"", ""-4798920512926936734806617028130192813583407911255472"", ""126672307739818728577387021102351446506809555992032817659706786147752535776640""]",-432,0,-432/1135,1135,,,,True,False,RETAINED_CERTIFICATE_NOT_NEW_ARITHMETIC_REPLAY,False,1,,,0,,artifacts/local/elliptic-curves/broad-rank-v1/runtime/research/broad-cases/b-d51b925139f6df712617/state.json,b-d51b925139f6df712617,X948,SUM_OF_BATCH_PROCESS_TREE_CPU_AND_ELAPSED; excludes queue waiting and shared scoring,True,,
RANK_DEPENDENT_CONTINUATION_AND_HASH_RESCUE,"{""arm"": ""ranked"", ""backend"": ""native"", ""discriminant_bits"": 517, ""family"": ""07ca9"", ""id"": ""b-6e44766af0c4afdcc7ed"", ""index"": 183706, ""intake_status"": ""ACCEPTED"", ""local_singular_primes"": [7, 13, 37, 59, 61, 101, 601], ""model_bits"": 256, ""nonsingular"": true, ""parameter"": ""900/1163"", ""parameter_height"": 1163, ""parent_id"": ""07ca9"", ""rescue"": false, ""score_units"": 60310808087761, ""scores_by_cutoff"": {""257"": 30230705743976, ""97"": 14876812147926, ""997"": 60310808087761}, ""smooth_prime_count"": 159}",ranked,447,247,False,amplifier,broad-rank-v1,3,505.202548556,,0,1163,native,517,256,546.5110045629845,endpoint +3 or more,CERTIFIED,1,07ca9,3,20,47,,,1,True,c041e34d0156558d58fe40d5ac6bebfadd0803dcd5c923015d5e5e071df8a639,artifacts/local/elliptic-curves/broad-rank-v1/runtime/research/broad-inputs/parents/07ca9.json,17,broad-rank-v1:b-6e44766af0c4afdcc7ed,147,19,47,19ef4a8c2b40ce959eed1854fbac69ddb4daef0826a06beb01e8ecf78021b110,,False,200,"[""0"", ""0"", ""0"", ""-3338726519544922310143329481709071257363485520890112"", ""70546116680164892833638648675505159404446544957434846306043078862646192148480""]",900,3,900/1163,1163,,,400,True,False,RETAINED_CERTIFICATE_NOT_NEW_ARITHMETIC_REPLAY,False,1,,,1,,artifacts/local/elliptic-curves/broad-rank-v1/runtime/research/broad-cases/b-6e44766af0c4afdcc7ed/state.json,b-6e44766af0c4afdcc7ed,X948,SUM_OF_BATCH_PROCESS_TREE_CPU_AND_ELAPSED; excludes queue waiting and shared scoring,True,,
RANK_DEPENDENT_CONTINUATION_AND_HASH_RESCUE,"{""arm"": ""ranked"", ""backend"": ""native"", ""discriminant_bits"": 588, ""family"": ""08234"", ""id"": ""b-1a7946f5fda347d882e9"", ""index"": 167222, ""intake_status"": ""ACCEPTED"", ""local_singular_primes"": [5, 7, 13, 17, 23], ""model_bits"": 293, ""nonsingular"": true, ""parameter"": ""535/1228"", ""parameter_height"": 1228, ""parent_id"": ""08234"", ""rescue"": false, ""score_units"": 60388113454493, ""scores_by_cutoff"": {""257"": 30780418301494, ""97"": 14224737660294, ""997"": 60388113454493}, ""smooth_prime_count"": 161}",ranked,86,86,False,no seed,broad-rank-v1,0,102.25189903799999,,0,1228,native,588,293,109.36424317100318,no seed,CERTIFIED,0,08234,0,17,,,,,False,0b363e8c1ce1bc83a9fd2237a4b43ab82dc2e35393978d10b5ced7a4c03ae1cd,artifacts/local/elliptic-curves/broad-rank-v1/runtime/research/broad-inputs/parents/08234.json,17,broad-rank-v1:b-1a7946f5fda347d882e9,86,17,86,f24790d6e50c158844f996d7bf910059a11f8d1a77aa3669557d037790d0a1f3,,False,,"[""0"", ""0"", ""0"", ""-75717155074972668590877218533655639272996242304142422357947"", ""8101799866629895662587168340075197821116326103788821989207572001447341040563186129672214""]",535,0,535/1228,1228,,,,True,False,RETAINED_CERTIFICATE_NOT_NEW_ARITHMETIC_REPLAY,False,1,,,0,,artifacts/local/elliptic-curves/broad-rank-v1/runtime/research/broad-cases/b-1a7946f5fda347d882e9/state.json,b-1a7946f5fda347d882e9,X948,SUM_OF_BATCH_PROCESS_TREE_CPU_AND_ELAPSED; excludes queue waiting and shared scoring,True,,
