adaptive_followup,all_frozen_features,arm,calls,calls_since_last_gain,censored,classification,cohort,continuation_batches,cpu_seconds,declared_cohort_size,deep_amplifier,denominator,detector,displayed_discriminant_bits,displayed_model_bits,elapsed_seconds,endpoint_bucket,endpoint_status,extra_direction_after_first,family,final_gain,final_rank,first_gain_call,full_selection_sha256,full_selection_source,further_after_seed,gained_after_seed_phase,generic_gram_sha256,generic_gram_source,generic_rank,id,initial_calls,initial_rank,initial_seed_calls,j_leakage_group,job_count,known_equation,last_gain_call,model,numerator,observed_acquiring_calls,parameter,parameter_height,point_search_cpu_seconds,point_search_elapsed_seconds,post_seed_exposure,predictive_eligible,previous_equation,rank_evidence,rescue_used,same_j_rows,search_height,seconds_per_chart,seed,selection_protocol,source,source_id,surface,timing_scope,trajectory_complete,trajectory_gap,trajectory_rank
FIXED_GENERIC_CHART_BANK; later targeted follow-ups not pooled here,"{""arms"": [""new11952_annulus_fresh4096_top64""], ""combined_late_units"": 158034811184492, ""combined_selection_units"": 143535000449829, ""family"": ""11952"", ""id"": ""11952-0016384"", ""parameter"": ""296171/49502"", ""retained_index"": 16384, ""source_selection_record"": {""combined_good"": 3506, ""combined_late_good"": 6536, ""combined_late_units"": 158034811184492, ""combined_selection_units"": 143535000449829, ""cpu_ms"": 44, ""denominator"": 49502, ""direct_checks"": [[4099, 109], [32771, -200]], ""extension_good"": 2948, ""extension_selection_units"": 52837745511761, ""family"": ""11952"", ""good_primes"": 558, ""id"": ""11952-0016384"", ""model"": [""0"", ""0"", ""0"", ""-1337505553148688687367681339474155527774596730909098602381740572553652"", ""18448019138574399211663444903852811773279170083357601074135262745855028671131351884068868926824760514820""], ""numerator"": 296171, ""parameter"": ""296171/49502"", ""raw_sha256"": ""16e452e9eb06d5995fc890613c5807aba0b9c81ff1429ae8451cbe79be63d499"", ""retained_index"": 16384, ""score_units"": 90697254938068, ""scores"": {""extension_good"": 2948, ""extension_selection_units"": 52837745511761, ""validation_good"": 3030, ""validation_units"": 14499810734663}, ""slice_id"": ""pos-q0"", ""wall_seconds"": 0.12721075396984816}}",,49,49,False,no seed,joint64_r17,,,64,0,49502,,672,339,,no seed,COMPLETE_DECLARED_POINT_ATTEMPT,0,11952,0,17,,063fc278d0ebd8ae13ce34d95f338ed64872f1c90fbb05236562c20c2e5dde5d,artifacts/generated-results/elliptic-curves/joint11952_fresh_selection_v1.json,,,6a444b1891c301efd8e1fe5c26e1ccb6a72c0fd42a3df082b313f8fc1af3e25d,artifacts/local/elliptic-curves/broad-rank-v1/runtime/research/broad-inputs/parents/11952.json,17,joint64_r17:11952-0016384,,17,,ee63631e9384b99244758c56842b5fce30ee4f862fe919f35258f17f3aebb506,,False,,"[""0"", ""0"", ""0"", ""-49537242709210692124728938499042797324985064107744392680805206390876/3"", ""683259968095348118950497959401955991602932225309540780523528249846482543375235254965513663956472611660/27""]",296171,0,296171/49502,296171,24.256999999999998,24.48136872239411,,True,False,RETAINED_FULL_COHORT_CERTIFICATE; discovery hash checked; no arithmetic rerun,,1,125000,10,0,artifacts/local/elliptic-curves/joint64-r17-pari-v1/protocol.json,artifacts/generated-results/elliptic-curves/joint64_r17_results_v1.json,11952-0016384,X948,UNKNOWN,True,0,17
FIXED_GENERIC_CHART_BANK; later targeted follow-ups not pooled here,"{""arms"": [""new11952_annulus_fresh4096_top64""], ""combined_late_units"": 157996991655580, ""combined_selection_units"": 137829104852571, ""family"": ""11952"", ""id"": ""11952-0000123"", ""parameter"": ""-263320/493761"", ""retained_index"": 123, ""source_selection_record"": {""combined_good"": 3505, ""combined_late_good"": 6535, ""combined_late_units"": 157996991655580, ""combined_selection_units"": 137829104852571, ""cpu_ms"": 37, ""denominator"": 493761, ""direct_checks"": [[4099, 105], [32771, 80]], ""extension_good"": 2947, ""extension_selection_units"": 50560599524460, ""family"": ""11952"", ""good_primes"": 558, ""id"": ""11952-0000123"", ""model"": [""0"", ""0"", ""0"", ""-96526933655854819991544858827036799911104768873646853639630128798118958512"", ""452256291728685722359984899186957634879376563812154670480015916814430810203766619353453750554629571837209542016""], ""numerator"": -263320, ""parameter"": ""-263320/493761"", ""raw_sha256"": ""705e8d52b040714cc9f9e954bc55cd7280b370ac89f5f42590062e89255c3a92"", ""retained_index"": 123, ""score_units"": 87268505328111, ""scores"": {""extension_good"": 2947, ""extension_selection_units"": 50560599524460, ""validation_good"": 3030, ""validation_units"": 20167886803009}, ""slice_id"": ""neg-q0"", ""wall_seconds"": 0.1417427429696545}}",,49,49,False,no seed,joint64_r17,,,64,0,493761,,700,352,,no seed,COMPLETE_DECLARED_POINT_ATTEMPT,0,11952,0,17,,063fc278d0ebd8ae13ce34d95f338ed64872f1c90fbb05236562c20c2e5dde5d,artifacts/generated-results/elliptic-curves/joint11952_fresh_selection_v1.json,,,6a444b1891c301efd8e1fe5c26e1ccb6a72c0fd42a3df082b313f8fc1af3e25d,artifacts/local/elliptic-curves/broad-rank-v1/runtime/research/broad-inputs/parents/11952.json,17,joint64_r17:11952-0000123,,17,,3e6f617f90789a6e4bef424fa9d0d284578e85c558624ecf3f84abe76406f548,,False,,"[""0"", ""0"", ""0"", ""-74480658685073163573722884897404938203012938945715164845393617899783147/16"", ""4846710945309131969735777811931559015768353092980052624314299520044911803452574367213796195072762043865843/32""]",-263320,0,-263320/493761,493761,30.86500000000001,31.11009993904736,,True,False,RETAINED_FULL_COHORT_CERTIFICATE; discovery hash checked; no arithmetic rerun,,1,125000,10,0,artifacts/local/elliptic-curves/joint64-r17-pari-v1/protocol.json,artifacts/generated-results/elliptic-curves/joint64_r17_results_v1.json,11952-0000123,X948,UNKNOWN,True,0,17
FIXED_GENERIC_CHART_BANK; later targeted follow-ups not pooled here,"{""arms"": [""new11952_annulus_fresh4096_top64""], ""combined_late_units"": 157911310897741, ""combined_selection_units"": 140042694386755, ""family"": ""11952"", ""id"": ""11952-0012298"", ""parameter"": ""-48049/489542"", ""retained_index"": 12298, ""source_selection_record"": {""combined_good"": 3505, ""combined_late_good"": 6535, ""combined_late_units"": 157911310897741, ""combined_selection_units"": 140042694386755, ""cpu_ms"": 49, ""denominator"": 489542, ""direct_checks"": [[4099, -72], [32771, -9]], ""extension_good"": 2948, ""extension_selection_units"": 48848846927757, ""family"": ""11952"", ""good_primes"": 557, ""id"": ""11952-0012298"", ""model"": [""0"", ""0"", ""0"", ""-122053336890208978689491492301032113739656500160941402547163097287822121012"", ""514876255526065385751088806076410791939812953182537047465483786541084674838740458101915327097627399180452436420""], ""numerator"": -48049, ""parameter"": ""-48049/489542"", ""raw_sha256"": ""444f388edb495f693037fa18f153c0a83d641127bc01eee11c7ca19878c543eb"", ""retained_index"": 12298, ""score_units"": 91193847458998, ""scores"": {""extension_good"": 2948, ""extension_selection_units"": 48848846927757, ""validation_good"": 3030, ""validation_units"": 17868616510986}, ""slice_id"": ""neg-q3"", ""wall_seconds"": 0.1423497140640393}}",,49,49,False,no seed,joint64_r17,,,64,0,489542,,720,364,,no seed,COMPLETE_DECLARED_POINT_ATTEMPT,0,11952,0,17,,063fc278d0ebd8ae13ce34d95f338ed64872f1c90fbb05236562c20c2e5dde5d,artifacts/generated-results/elliptic-curves/joint11952_fresh_selection_v1.json,,,6a444b1891c301efd8e1fe5c26e1ccb6a72c0fd42a3df082b313f8fc1af3e25d,artifacts/local/elliptic-curves/broad-rank-v1/runtime/research/broad-inputs/parents/11952.json,17,joint64_r17:11952-0012298,,17,,21ac3992156e31df24fd4a807af74960ab9e69011f1f0a1a86c8c373527ac026,,False,,"[""0"", ""0"", ""0"", ""-4520493958896628840351536751890078286653944450405237131376411010660078556/3"", ""19069490945409829101892178002830029331104183451205075832054955057077210179212609559330197299912125895572312460/27""]",-48049,0,-48049/489542,489542,30.642,30.90021084365435,,True,False,RETAINED_FULL_COHORT_CERTIFICATE; discovery hash checked; no arithmetic rerun,,1,125000,10,0,artifacts/local/elliptic-curves/joint64-r17-pari-v1/protocol.json,artifacts/generated-results/elliptic-curves/joint64_r17_results_v1.json,11952-0012298,X948,UNKNOWN,True,0,17
FIXED_GENERIC_CHART_BANK; later targeted follow-ups not pooled here,"{""arms"": [""new11952_annulus_fresh4096_top64""], ""combined_late_units"": 157891184812418, ""combined_selection_units"": 141275493640147, ""family"": ""11952"", ""id"": ""11952-0020483"", ""parameter"": ""397580/514523"", ""retained_index"": 20483, ""source_selection_record"": {""combined_good"": 3506, ""combined_late_good"": 6536, ""combined_late_units"": 157891184812418, ""combined_selection_units"": 141275493640147, ""cpu_ms"": 44, ""denominator"": 514523, ""direct_checks"": [[4099, 14], [32771, 166]], ""extension_good"": 2947, ""extension_selection_units"": 51848417068509, ""family"": ""11952"", ""good_primes"": 559, ""id"": ""11952-0020483"", ""model"": [""0"", ""0"", ""0"", ""-82055733282514292056120081828509777384958282938601989524465741460055430832"", ""279414571833810328726868445737306606740174937776732504261628394738441939092193372823264856334420601372105808256""], ""numerator"": 397580, ""parameter"": ""397580/514523"", ""raw_sha256"": ""27f24543144a67d666a21ae57e523b7abd2c60220fa6750c916ae8a7bcfa61e5"", ""retained_index"": 20483, ""score_units"": 89427076571638, ""scores"": {""extension_good"": 2947, ""extension_selection_units"": 51848417068509, ""validation_good"": 3030, ""validation_units"": 16615691172271}, ""slice_id"": ""pos-q1"", ""wall_seconds"": 0.14889770292211324}}",,49,49,False,no seed,joint64_r17,,,64,0,514523,,696,356,,no seed,COMPLETE_DECLARED_POINT_ATTEMPT,0,11952,0,17,,063fc278d0ebd8ae13ce34d95f338ed64872f1c90fbb05236562c20c2e5dde5d,artifacts/generated-results/elliptic-curves/joint11952_fresh_selection_v1.json,,,6a444b1891c301efd8e1fe5c26e1ccb6a72c0fd42a3df082b313f8fc1af3e25d,artifacts/local/elliptic-curves/broad-rank-v1/runtime/research/broad-inputs/parents/11952.json,17,joint64_r17:11952-0020483,,17,,c986b559b0883b8fa68f1477a390fefdd45a1153438e14f144b0bc951cd7b06d,,False,,"[""0"", ""0"", ""0"", ""-189943827042857157537315004232661521724440469765282383158485512639017201/48"", ""80849123794505303451061471567507698709541359310397136649776734588669542561398545377102099633802257341465801/864""]",397580,0,397580/514523,514523,26.90600000000001,27.1805097485194,,True,False,RETAINED_FULL_COHORT_CERTIFICATE; discovery hash checked; no arithmetic rerun,,1,125000,10,0,artifacts/local/elliptic-curves/joint64-r17-pari-v1/protocol.json,artifacts/generated-results/elliptic-curves/joint64_r17_results_v1.json,11952-0020483,X948,UNKNOWN,True,0,17
FIXED_GENERIC_CHART_BANK; later targeted follow-ups not pooled here,"{""arms"": [""new11952_annulus_fresh4096_top64""], ""combined_late_units"": 157847453312938, ""combined_selection_units"": 139185579871622, ""family"": ""11952"", ""id"": ""11952-0008254"", ""parameter"": ""-225411/125989"", ""retained_index"": 8254, ""source_selection_record"": {""combined_good"": 3505, ""combined_late_good"": 6534, ""combined_late_units"": 157847453312938, ""combined_selection_units"": 139185579871622, ""cpu_ms"": 48, ""denominator"": 125989, ""direct_checks"": [[4099, -26], [32771, 360]], ""extension_good"": 2948, ""extension_selection_units"": 51531100040551, ""family"": ""11952"", ""good_primes"": 557, ""id"": ""11952-0008254"", ""model"": [""0"", ""0"", ""0"", ""-11498093552190800610149735329505546902479962592158204097552889441300800"", ""478168218311811537335623358007738954264839095818553809863613916122556707205320215785386462307505850854400""], ""numerator"": -225411, ""parameter"": ""-225411/125989"", ""raw_sha256"": ""c032123a38df25736258403ae93b9e626462e2111bb2fba53d7ed616d3ce2523"", ""retained_index"": 8254, ""score_units"": 87654479831071, ""scores"": {""extension_good"": 2948, ""extension_selection_units"": 51531100040551, ""validation_good"": 3029, ""validation_units"": 18661873441316}, ""slice_id"": ""neg-q2"", ""wall_seconds"": 0.14005101297516376}}",,49,49,False,no seed,joint64_r17,,,64,0,125989,,668,337,,no seed,COMPLETE_DECLARED_POINT_ATTEMPT,0,11952,0,17,,063fc278d0ebd8ae13ce34d95f338ed64872f1c90fbb05236562c20c2e5dde5d,artifacts/generated-results/elliptic-curves/joint11952_fresh_selection_v1.json,,,6a444b1891c301efd8e1fe5c26e1ccb6a72c0fd42a3df082b313f8fc1af3e25d,artifacts/local/elliptic-curves/broad-rank-v1/runtime/research/broad-inputs/parents/11952.json,17,joint64_r17:11952-0008254,,17,,dac0b352dd7f6e156958d21571f8715b6202d610094279bcdf1e9cf63546f92c,,False,,"[""0"", ""0"", ""0"", ""-26615957296737964375346609559040617829814728222588435411002058891900/3"", ""276717718930446491513670924772997080014374476746848269596998794052405501854930680431357906427954774800/27""]",-225411,0,-225411/125989,225411,25.820000000000007,26.068834939971566,,True,False,RETAINED_FULL_COHORT_CERTIFICATE; discovery hash checked; no arithmetic rerun,,1,125000,10,0,artifacts/local/elliptic-curves/joint64-r17-pari-v1/protocol.json,artifacts/generated-results/elliptic-curves/joint64_r17_results_v1.json,11952-0008254,X948,UNKNOWN,True,0,17
FIXED_GENERIC_CHART_BANK; later targeted follow-ups not pooled here,"{""arms"": [""new11952_annulus_fresh4096_top64""], ""combined_late_units"": 157777335947749, ""combined_selection_units"": 138979783877105, ""family"": ""11952"", ""id"": ""11952-0020532"", ""parameter"": ""180858/301531"", ""retained_index"": 20532, ""source_selection_record"": {""combined_good"": 3505, ""combined_late_good"": 6535, ""combined_late_units"": 157777335947749, ""combined_selection_units"": 138979783877105, ""cpu_ms"": 45, ""denominator"": 301531, ""direct_checks"": [[4099, 95], [32771, -172]], ""extension_good"": 2948, ""extension_selection_units"": 45387609615160, ""family"": ""11952"", ""good_primes"": 557, ""id"": ""11952-0020532"", ""model"": [""0"", ""0"", ""0"", ""-1553353649727019339886268174767374246150383293271257833116800579886509232"", ""737685807704622394302598462848792248368050065222619472013609937808941744435888981026108308712505458985640320""], ""numerator"": 180858, ""parameter"": ""180858/301531"", ""raw_sha256"": ""0e445a5885211b46587150ed16b2362b837915b1071c8115f7e2a529dd3d1e24"", ""retained_index"": 20532, ""score_units"": 93592174261945, ""scores"": {""extension_good"": 2948, ""extension_selection_units"": 45387609615160, ""validation_good"": 3030, ""validation_units"": 18797552070644}, ""slice_id"": ""pos-q1"", ""wall_seconds"": 0.14020914898719639}}",,49,49,False,no seed,joint64_r17,,,64,0,301531,,633,325,,no seed,COMPLETE_DECLARED_POINT_ATTEMPT,0,11952,0,17,,063fc278d0ebd8ae13ce34d95f338ed64872f1c90fbb05236562c20c2e5dde5d,artifacts/generated-results/elliptic-curves/joint11952_fresh_selection_v1.json,,,6a444b1891c301efd8e1fe5c26e1ccb6a72c0fd42a3df082b313f8fc1af3e25d,artifacts/local/elliptic-curves/broad-rank-v1/runtime/research/broad-inputs/parents/11952.json,17,joint64_r17:11952-0020532,,17,,aba54f63157209028fef89658f63c9b48f47b403ee6760ba4cd6e8d722af746b,,False,,"[""0"", ""0"", ""0"", ""-125896363608934105615261112243140270771200505000283492731995373441/48"", ""44221918568595022596817149498930824502891547900039401271387674158230258590558771845505439567312705/864""]",180858,0,180858/301531,301531,31.904,32.156714387005195,,True,False,RETAINED_FULL_COHORT_CERTIFICATE; discovery hash checked; no arithmetic rerun,,1,125000,10,0,artifacts/local/elliptic-curves/joint64-r17-pari-v1/protocol.json,artifacts/generated-results/elliptic-curves/joint64_r17_results_v1.json,11952-0020532,X948,UNKNOWN,True,0,17
FIXED_GENERIC_CHART_BANK; later targeted follow-ups not pooled here,"{""arms"": [""new11952_annulus_fresh4096_top64""], ""combined_late_units"": 157753393118152, ""combined_selection_units"": 136360879953449, ""family"": ""11952"", ""id"": ""11952-0024759"", ""parameter"": ""488387/191076"", ""retained_index"": 24759, ""source_selection_record"": {""combined_good"": 3505, ""combined_late_good"": 6535, ""combined_late_units"": 157753393118152, ""combined_selection_units"": 136360879953449, ""cpu_ms"": 41, ""denominator"": 191076, ""direct_checks"": [[4099, -125], [32771, -213]], ""extension_good"": 2948, ""extension_selection_units"": 52686432666625, ""family"": ""11952"", ""good_primes"": 557, ""id"": ""11952-0024759"", ""model"": [""0"", ""0"", ""0"", ""-529099345912350959947446169594083928480688351205402859587812898251776452"", ""150754540155445680001408761531614117741762118428451358707422729641690599920753571730038586159235200078491204""], ""numerator"": 488387, ""parameter"": ""488387/191076"", ""raw_sha256"": ""267fe20f2120eb6c5486ebb1bde9c8a9d902f76f706d14c6ad45cd878932ba28"", ""retained_index"": 24759, ""score_units"": 83674447286824, ""scores"": {""extension_good"": 2948, ""extension_selection_units"": 52686432666625, ""validation_good"": 3030, ""validation_units"": 21392513164703}, ""slice_id"": ""pos-q2"", ""wall_seconds"": 0.13396525208372623}}",,49,49,False,no seed,joint64_r17,,,64,0,191076,,697,347,,no seed,COMPLETE_DECLARED_POINT_ATTEMPT,0,11952,0,17,,063fc278d0ebd8ae13ce34d95f338ed64872f1c90fbb05236562c20c2e5dde5d,artifacts/generated-results/elliptic-curves/joint11952_fresh_selection_v1.json,,,6a444b1891c301efd8e1fe5c26e1ccb6a72c0fd42a3df082b313f8fc1af3e25d,artifacts/local/elliptic-curves/broad-rank-v1/runtime/research/broad-inputs/parents/11952.json,17,joint64_r17:11952-0024759,,17,,b591df964eb2dac2d7310724d1c17fe8e5cc5a91a3fbb2177178dd96bbea6557,,False,,"[""0"", ""0"", ""0"", ""-6532090690275937777128965056717085536798621619819788389972998743849092"", ""206796351379212181071891305255986444090208667254391438556135431607257338711596120342988458380295199010276""]",488387,0,488387/191076,488387,25.311999999999998,25.567314336658455,,True,False,RETAINED_FULL_COHORT_CERTIFICATE; discovery hash checked; no arithmetic rerun,,1,125000,10,0,artifacts/local/elliptic-curves/joint64-r17-pari-v1/protocol.json,artifacts/generated-results/elliptic-curves/joint64_r17_results_v1.json,11952-0024759,X948,UNKNOWN,True,0,17
FIXED_GENERIC_CHART_BANK; later targeted follow-ups not pooled here,"{""arms"": [""new11952_annulus_fresh4096_top64""], ""combined_late_units"": 157723246355232, ""combined_selection_units"": 138995124083442, ""family"": ""11952"", ""id"": ""11952-0028724"", ""parameter"": ""414940/260867"", ""retained_index"": 28724, ""source_selection_record"": {""combined_good"": 3505, ""combined_late_good"": 6535, ""combined_late_units"": 157723246355232, ""combined_selection_units"": 138995124083442, ""cpu_ms"": 44, ""denominator"": 260867, ""direct_checks"": [[4099, -14], [32771, 76]], ""extension_good"": 2947, ""extension_selection_units"": 53154470086290, ""family"": ""11952"", ""good_primes"": 558, ""id"": ""11952-0028724"", ""model"": [""0"", ""0"", ""0"", ""-143155878891605620519303953694028048572054628663386506398951628314799792"", ""20744235352186283466214318204269384859543358721095963182522668871599049541615865082029956169866646292642176""], ""numerator"": 414940, ""parameter"": ""414940/260867"", ""raw_sha256"": ""28069c6e8b818fc6f0e4d61decd39323dc02cd3c905bc265bf08f1697669b693"", ""retained_index"": 28724, ""score_units"": 85840653997152, ""scores"": {""extension_good"": 2947, ""extension_selection_units"": 53154470086290, ""validation_good"": 3030, ""validation_units"": 18728122271790}, ""slice_id"": ""pos-q3"", ""wall_seconds"": 0.14304947096388787}}",,49,49,False,no seed,joint64_r17,,,64,0,260867,,666,342,,no seed,COMPLETE_DECLARED_POINT_ATTEMPT,0,11952,0,17,,063fc278d0ebd8ae13ce34d95f338ed64872f1c90fbb05236562c20c2e5dde5d,artifacts/generated-results/elliptic-curves/joint11952_fresh_selection_v1.json,,,6a444b1891c301efd8e1fe5c26e1ccb6a72c0fd42a3df082b313f8fc1af3e25d,artifacts/local/elliptic-curves/broad-rank-v1/runtime/research/broad-inputs/parents/11952.json,17,joint64_r17:11952-0028724,,17,,54d1686e501eadc40c38b801bd2314fe0554d1888eead666c5ef18ca8f513d94,,False,,"[""0"", ""0"", ""0"", ""-331379349286124121572462855773213075398274603387468764812388028506481/48"", ""6002382914405753317770346702624243304266018148465267124572531502198799057180516516791075280632710154121/864""]",414940,0,414940/260867,414940,24.62399999999999,24.868803469464183,,True,False,RETAINED_FULL_COHORT_CERTIFICATE; discovery hash checked; no arithmetic rerun,,1,125000,10,0,artifacts/local/elliptic-curves/joint64-r17-pari-v1/protocol.json,artifacts/generated-results/elliptic-curves/joint64_r17_results_v1.json,11952-0028724,X948,UNKNOWN,True,0,17
FIXED_GENERIC_CHART_BANK; later targeted follow-ups not pooled here,"{""arms"": [""new11952_annulus_fresh4096_top64""], ""combined_late_units"": 157679054956695, ""combined_selection_units"": 136592645417104, ""family"": ""11952"", ""id"": ""11952-0024724"", ""parameter"": ""79103/158308"", ""retained_index"": 24724, ""source_selection_record"": {""combined_good"": 3506, ""combined_late_good"": 6536, ""combined_late_units"": 157679054956695, ""combined_selection_units"": 136592645417104, ""cpu_ms"": 41, ""denominator"": 158308, ""direct_checks"": [[4099, -65], [32771, -84]], ""extension_good"": 2948, ""extension_selection_units"": 52506831333698, ""family"": ""11952"", ""good_primes"": 558, ""id"": ""11952-0024724"", ""model"": [""0"", ""0"", ""0"", ""-10277489767553910191641072514471546829832574199425440826623445452402500"", ""400163331520867412389730463876964843528570484734585495385979934861772109730666618551310200276831054720900""], ""numerator"": 79103, ""parameter"": ""79103/158308"", ""raw_sha256"": ""63a09c5b0782371785617e0aa7ad18c6dac4c23cf82773add52ff0298cbec499"", ""retained_index"": 24724, ""score_units"": 84085814083406, ""scores"": {""extension_good"": 2948, ""extension_selection_units"": 52506831333698, ""validation_good"": 3030, ""validation_units"": 21086409539591}, ""slice_id"": ""pos-q2"", ""wall_seconds"": 0.12990580406039953}}",,49,49,False,no seed,joint64_r17,,,64,0,158308,,677,343,,no seed,COMPLETE_DECLARED_POINT_ATTEMPT,0,11952,0,17,,063fc278d0ebd8ae13ce34d95f338ed64872f1c90fbb05236562c20c2e5dde5d,artifacts/generated-results/elliptic-curves/joint11952_fresh_selection_v1.json,,,6a444b1891c301efd8e1fe5c26e1ccb6a72c0fd42a3df082b313f8fc1af3e25d,artifacts/local/elliptic-curves/broad-rank-v1/runtime/research/broad-inputs/parents/11952.json,17,joint64_r17:11952-0024724,,17,,c8fbe08ee5edcbdec1d99e5d1229853b7a91c313f558dde66e52368e1d9ffa66,,False,,"[""0"", ""0"", ""0"", ""-380647769168663340431150833869316549253058303682423734319386868607500/3"", ""14820864130402496755175202365813512723280388323503166495777034624510078138172837724122600010253002026700/27""]",79103,0,79103/158308,158308,26.150000000000006,26.411878269165754,,True,False,RETAINED_FULL_COHORT_CERTIFICATE; discovery hash checked; no arithmetic rerun,,1,125000,10,0,artifacts/local/elliptic-curves/joint64-r17-pari-v1/protocol.json,artifacts/generated-results/elliptic-curves/joint64_r17_results_v1.json,11952-0024724,X948,UNKNOWN,True,0,17
FIXED_GENERIC_CHART_BANK; later targeted follow-ups not pooled here,"{""arms"": [""new11952_annulus_fresh4096_top64""], ""combined_late_units"": 157632046051311, ""combined_selection_units"": 139011301897783, ""family"": ""11952"", ""id"": ""11952-0028723"", ""parameter"": ""498859/457475"", ""retained_index"": 28723, ""source_selection_record"": {""combined_good"": 3505, ""combined_late_good"": 6535, ""combined_late_units"": 157632046051311, ""combined_selection_units"": 139011301897783, ""cpu_ms"": 38, ""denominator"": 457475, ""direct_checks"": [[4099, -4], [32771, -36]], ""extension_good"": 2948, ""extension_selection_units"": 54005897868495, ""family"": ""11952"", ""good_primes"": 557, ""id"": ""11952-0028723"", ""model"": [""0"", ""0"", ""0"", ""-12591478927475909695907951127542315505853587082235454497813682028731246912"", ""17667816352950390918055539148989392538998528657457590385452057626026195394041857322453779500453456331675741184""], ""numerator"": 498859, ""parameter"": ""498859/457475"", ""raw_sha256"": ""6942b9ded28b7639a6f84fd9a9178719e55756928ee612cc026d6850f3122e5a"", ""retained_index"": 28723, ""score_units"": 85005404029288, ""scores"": {""extension_good"": 2948, ""extension_selection_units"": 54005897868495, ""validation_good"": 3030, ""validation_units"": 18620744153528}, ""slice_id"": ""pos-q3"", ""wall_seconds"": 0.1517499949550256}}",,49,49,False,no seed,joint64_r17,,,64,0,457475,,700,353,,no seed,COMPLETE_DECLARED_POINT_ATTEMPT,0,11952,0,17,,063fc278d0ebd8ae13ce34d95f338ed64872f1c90fbb05236562c20c2e5dde5d,artifacts/generated-results/elliptic-curves/joint11952_fresh_selection_v1.json,,,6a444b1891c301efd8e1fe5c26e1ccb6a72c0fd42a3df082b313f8fc1af3e25d,artifacts/local/elliptic-curves/broad-rank-v1/runtime/research/broad-inputs/parents/11952.json,17,joint64_r17:11952-0028723,,17,,f6032c5fa96660d5644d85e8b5a46a5b7e1cd51182f812bc2002f9fd899006c5,,False,,"[""0"", ""0"", ""0"", ""-29146941961749790962749886869310915522809229357026515041235375066507516/3"", ""10224430759809254003504362933442935497105630010102772213803274089135529741922371135679270544243898340090128/27""]",498859,0,498859/457475,498859,23.879999999999995,24.132442309171893,,True,False,RETAINED_FULL_COHORT_CERTIFICATE; discovery hash checked; no arithmetic rerun,,1,125000,10,0,artifacts/local/elliptic-curves/joint64-r17-pari-v1/protocol.json,artifacts/generated-results/elliptic-curves/joint64_r17_results_v1.json,11952-0028723,X948,UNKNOWN,True,0,17
FIXED_GENERIC_CHART_BANK; later targeted follow-ups not pooled here,"{""arms"": [""new11952_annulus_fresh4096_top64""], ""combined_late_units"": 157621606065614, ""combined_selection_units"": 137961518150320, ""family"": ""11952"", ""id"": ""11952-0000114"", ""parameter"": ""-264253/166081"", ""retained_index"": 114, ""source_selection_record"": {""combined_good"": 3505, ""combined_late_good"": 6535, ""combined_late_units"": 157621606065614, ""combined_selection_units"": 137961518150320, ""cpu_ms"": 39, ""denominator"": 166081, ""direct_checks"": [[4099, -58], [32771, 124]], ""extension_good"": 2948, ""extension_selection_units"": 49665911863754, ""family"": ""11952"", ""good_primes"": 557, ""id"": ""11952-0000114"", ""model"": [""0"", ""0"", ""0"", ""-39327596410479679171972675030219515765562182262445390431064462925617232"", ""3030045022731255565448067760860583917256886881603443554617988172466281629011571224953457537938433596634944""], ""numerator"": -264253, ""parameter"": ""-264253/166081"", ""raw_sha256"": ""4e915c82cbc42d528fc74804c27541aa0dc3f28ea52c0ca7b8af9e1c616520e2"", ""retained_index"": 114, ""score_units"": 88295606286566, ""scores"": {""extension_good"": 2948, ""extension_selection_units"": 49665911863754, ""validation_good"": 3030, ""validation_units"": 19660087915294}, ""slice_id"": ""neg-q0"", ""wall_seconds"": 0.1305792259518057}}",,49,49,False,no seed,joint64_r17,,,64,0,166081,,673,340,,no seed,COMPLETE_DECLARED_POINT_ATTEMPT,0,11952,0,17,,063fc278d0ebd8ae13ce34d95f338ed64872f1c90fbb05236562c20c2e5dde5d,artifacts/generated-results/elliptic-curves/joint11952_fresh_selection_v1.json,,,6a444b1891c301efd8e1fe5c26e1ccb6a72c0fd42a3df082b313f8fc1af3e25d,artifacts/local/elliptic-curves/broad-rank-v1/runtime/research/broad-inputs/parents/11952.json,17,joint64_r17:11952-0000114,,17,,8c37ee511f379d8c93815b70a1e5282dd0bcef22ed43ef3358d683c2a76639c8,,False,,"[""0"", ""0"", ""0"", ""-91036102802036294379566377384767397605468014496401366738575145661151/3"", ""1753498277043550674449113287535060137301439167594585390403928340547616683455770384811028667788445368423/27""]",-264253,0,-264253/166081,264253,25.734000000000005,26.07473921228666,,True,False,RETAINED_FULL_COHORT_CERTIFICATE; discovery hash checked; no arithmetic rerun,,1,125000,10,0,artifacts/local/elliptic-curves/joint64-r17-pari-v1/protocol.json,artifacts/generated-results/elliptic-curves/joint64_r17_results_v1.json,11952-0000114,X948,UNKNOWN,True,0,17
