attribution,batch_cpu_lower,batch_cpu_upper,batch_elapsed_lower,batch_elapsed_upper,call,deep_event,directions,id,point_search_cpu_sum,point_search_elapsed_sum,rank_after_call_attribution,rank_from_earlier_calls,timing_scope
ORIGINATING_CALL; may be certified by later reconciliation,0.0,155.912884136,0.0,168.88817933597602,3,False,1,broad-rank-v1:b-144b852368361af77229,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,155.912884136,0.0,168.88817933597602,56,False,1,broad-rank-v1:b-144b852368361af77229,,,19,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,141.624303516,0.0,154.57559360400774,13,False,1,broad-rank-v1:b-58db637c331f53d1084f,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,248.21340296099999,0.0,350.4778486090072,3,False,1,broad-rank-v1:b-1eba72dd052f75ab8475,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,248.21340296099999,383.234235922,350.4778486090072,500.21161194102024,251,False,1,broad-rank-v1:b-1eba72dd052f75ab8475,,,19,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,248.21340296099999,383.234235922,350.4778486090072,500.21161194102024,264,False,1,broad-rank-v1:b-1eba72dd052f75ab8475,,,20,19,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,209.845560714,0.0,230.8333656169998,45,False,1,broad-rank-v1:b-a3dbda024e012d3395bf,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,209.845560714,0.0,230.8333656169998,68,False,1,broad-rank-v1:b-a3dbda024e012d3395bf,,,19,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,209.845560714,0.0,230.8333656169998,95,False,1,broad-rank-v1:b-a3dbda024e012d3395bf,,,20,19,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,190.092586017,0.0,217.66396397000062,3,False,1,broad-rank-v1:b-0b30de153a32fb76c632,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,190.092586017,0.0,217.66396397000062,12,False,1,broad-rank-v1:b-0b30de153a32fb76c632,,,19,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,190.092586017,0.0,217.66396397000062,23,False,1,broad-rank-v1:b-0b30de153a32fb76c632,,,20,19,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,190.092586017,0.0,217.66396397000062,72,False,1,broad-rank-v1:b-0b30de153a32fb76c632,,,21,20,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,208.542417786,0.0,225.59875501997885,87,False,1,broad-rank-v1:b-fbc1f47f3387de0afec8,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,253.899596293,0.0,348.8820452069922,24,False,1,broad-rank-v1:b-9f0232c47e60e89b1002,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,253.899596293,0.0,348.8820452069922,91,False,1,broad-rank-v1:b-9f0232c47e60e89b1002,,,19,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,204.75057004299995,0.0,229.65061074099503,3,False,1,broad-rank-v1:b-1c8c4697f625dff92d72,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,204.75057004299995,0.0,229.65061074099503,18,False,1,broad-rank-v1:b-1c8c4697f625dff92d72,,,19,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,204.75057004299995,0.0,229.65061074099503,91,False,1,broad-rank-v1:b-1c8c4697f625dff92d72,,,20,19,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,204.75057004299995,0.0,229.65061074099503,92,False,1,broad-rank-v1:b-1c8c4697f625dff92d72,,,21,20,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,165.688123613,0.0,180.39931685000192,7,False,1,broad-rank-v1:b-4fa782cfd9c318575c95,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,165.688123613,0.0,180.39931685000192,42,False,1,broad-rank-v1:b-4fa782cfd9c318575c95,,,19,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,277.002439933,408.64246205200004,297.25503196701175,436.5292989660229,222,False,1,broad-rank-v1:b-4fa782cfd9c318575c95,,,20,19,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,156.265329693,0.0,177.91347454898641,9,False,1,broad-rank-v1:b-9e942c075f40e051ebff,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,156.265329693,0.0,177.91347454898641,66,False,1,broad-rank-v1:b-9e942c075f40e051ebff,,,19,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,132.81689686500002,0.0,148.89652576399385,1,False,1,broad-rank-v1:b-58e6a6ecbdc481a13cfc,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,132.81689686500002,244.952973413,148.89652576399385,270.4501966679818,150,False,1,broad-rank-v1:b-58e6a6ecbdc481a13cfc,,,19,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,244.85860330400004,0.0,348.39444087300217,86,False,1,broad-rank-v1:b-09f4a73c87ca1625dfca,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,182.165269918,0.0,204.31737676999182,47,False,1,broad-rank-v1:b-6e44766af0c4afdcc7ed,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,182.165269918,0.0,204.31737676999182,52,False,1,broad-rank-v1:b-6e44766af0c4afdcc7ed,,,19,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,182.165269918,299.42082851099997,204.31737676999182,330.92069469898706,200,False,1,broad-rank-v1:b-6e44766af0c4afdcc7ed,,,20,19,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,138.85385580700003,0.0,151.27765854098834,15,False,1,broad-rank-v1:b-a4daf2694b5f004a3530,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,131.094867223,0.0,146.41150246097823,11,False,1,broad-rank-v1:b-cc6a91e20b7f32e097ad,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,238.851057059,0.0,331.01499195900396,3,False,1,broad-rank-v1:b-a10b5a662c91d5492f70,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,238.851057059,0.0,331.01499195900396,6,False,1,broad-rank-v1:b-a10b5a662c91d5492f70,,,19,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,238.851057059,0.0,331.01499195900396,47,False,1,broad-rank-v1:b-a10b5a662c91d5492f70,,,20,19,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,143.77518321199997,0.0,159.24644032301148,3,False,1,broad-rank-v1:b-2a44423f0753c3711f0f,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,143.77518321199997,0.0,159.24644032301148,4,False,1,broad-rank-v1:b-2a44423f0753c3711f0f,,,19,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,157.944439698,0.0,172.86953388899565,3,False,1,broad-rank-v1:b-a22d31e668c0f006deb5,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,157.944439698,0.0,172.86953388899565,70,False,1,broad-rank-v1:b-a22d31e668c0f006deb5,,,19,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,149.61809374899997,0.0,165.09007601000485,21,False,1,broad-rank-v1:b-d4a3961f3b8e49c44a2f,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,168.92581511400002,0.0,188.20509162399685,15,False,1,broad-rank-v1:b-123da869692d5e96cdf2,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,168.92581511400002,0.0,188.20509162399685,66,False,1,broad-rank-v1:b-123da869692d5e96cdf2,,,19,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,138.89104078900002,0.0,151.99585083298734,7,False,1,broad-rank-v1:b-39959d19aa7f661e2d95,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,268.224559532,0.0,369.23961176598095,1,False,1,broad-rank-v1:b-8aaad4277869373d5793,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,268.224559532,0.0,369.23961176598095,8,False,2,broad-rank-v1:b-8aaad4277869373d5793,,,20,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,175.986369339,0.0,192.1796952470031,25,False,1,broad-rank-v1:b-1f40dc42c6e49be91a32,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,175.986369339,0.0,192.1796952470031,32,False,1,broad-rank-v1:b-1f40dc42c6e49be91a32,,,19,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,169.43028125,0.0,183.52576015898376,7,False,1,broad-rank-v1:b-b1b0204b400c26f243af,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,169.43028125,0.0,183.52576015898376,60,False,1,broad-rank-v1:b-b1b0204b400c26f243af,,,19,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,190.13870747600004,0.0,207.824976539996,69,False,1,broad-rank-v1:b-cdaa92bc595ef064919e,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,160.584002061,0.0,181.85371171397856,5,False,2,broad-rank-v1:b-02e32fe54681916d1d91,,,19,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,160.584002061,0.0,181.85371171397856,22,False,1,broad-rank-v1:b-02e32fe54681916d1d91,,,20,19,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,265.783311139,0.0,353.98245641199173,68,False,1,broad-rank-v1:b-5eebc34a7d9d87f4e59f,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,170.883791303,0.0,188.27422234701226,1,False,1,broad-rank-v1:b-d9319574dd7623519a3a,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,170.883791303,0.0,188.27422234701226,4,False,1,broad-rank-v1:b-d9319574dd7623519a3a,,,19,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,170.883791303,0.0,188.27422234701226,35,False,1,broad-rank-v1:b-d9319574dd7623519a3a,,,20,19,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,184.07789043300002,0.0,201.3437331689929,73,False,1,broad-rank-v1:b-18a7759b86e59d098054,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,139.057107648,0.0,154.78944557602517,3,False,2,broad-rank-v1:b-616297761d7ac5051ab0,,,19,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,142.147319485,0.0,154.24598632898415,5,False,1,broad-rank-v1:b-e04daff7603ed291f419,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,150.751050448,0.0,167.51053931901697,3,False,1,broad-rank-v1:b-21b0e4281254110f0e00,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,150.751050448,0.0,167.51053931901697,88,False,1,broad-rank-v1:b-21b0e4281254110f0e00,,,19,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,206.253592694,0.0,224.74353807099396,87,False,1,broad-rank-v1:b-027b6078e31ab2e2a208,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,200.793284261,0.0,228.41905817299266,1,False,1,broad-rank-v1:b-fc4613e4870f6b9bb9e8,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,200.793284261,0.0,228.41905817299266,2,False,1,broad-rank-v1:b-fc4613e4870f6b9bb9e8,,,19,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,200.793284261,0.0,228.41905817299266,23,False,1,broad-rank-v1:b-fc4613e4870f6b9bb9e8,,,20,19,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,200.793284261,0.0,228.41905817299266,70,False,1,broad-rank-v1:b-fc4613e4870f6b9bb9e8,,,21,20,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,159.31847517799997,0.0,177.7839811879967,59,False,1,broad-rank-v1:b-3d0e82c1bf53feb667bf,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,154.184131453,0.0,170.8339814739884,65,False,1,broad-rank-v1:b-1c29779c0dbc96685505,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,165.387190451,0.0,179.27478857300594,3,False,1,broad-rank-v1:b-9c6c623a71212ae2961e,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,165.387190451,0.0,179.27478857300594,22,False,1,broad-rank-v1:b-9c6c623a71212ae2961e,,,19,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,191.996205604,0.0,205.58155430600164,30,False,1,broad-rank-v1:b-c002d772862615c7bf38,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,191.996205604,0.0,205.58155430600164,77,False,1,broad-rank-v1:b-c002d772862615c7bf38,,,19,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,191.996205604,354.943845098,205.58155430600164,383.1983698460099,218,False,1,broad-rank-v1:b-c002d772862615c7bf38,,,20,19,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,191.996205604,354.943845098,205.58155430600164,383.1983698460099,219,False,1,broad-rank-v1:b-c002d772862615c7bf38,,,21,20,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,151.503934978,0.0,164.25575981999282,19,False,1,broad-rank-v1:b-28ee21710a1c9f2d3920,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,136.39612486500002,0.0,148.8744821450091,9,False,1,broad-rank-v1:b-09c6150e336e84391c20,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,246.463547472,0.0,344.2516097589978,19,False,1,broad-rank-v1:b-b345437a645914753c16,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,246.463547472,0.0,344.2516097589978,164,False,1,broad-rank-v1:b-b345437a645914753c16,,,19,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,213.94812429,0.0,231.47057029302232,85,False,1,broad-rank-v1:b-c493760479395aaf2073,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,213.94812429,332.839717516,231.47057029302232,362.40519509802107,222,False,1,broad-rank-v1:b-c493760479395aaf2073,,,19,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,163.27197753200002,0.0,181.16946821901365,1,False,2,broad-rank-v1:b-e0948cc3101f02bcd022,,,19,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,163.27197753200002,0.0,181.16946821901365,2,False,1,broad-rank-v1:b-e0948cc3101f02bcd022,,,20,19,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,249.25341499300004,0.0,342.39968025899725,128,False,1,broad-rank-v1:b-117b0c84d37b26097527,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,187.061272312,0.0,209.98500539700035,1,False,1,broad-rank-v1:b-08cdfbe261e3c1d8de32,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,187.061272312,0.0,209.98500539700035,24,False,1,broad-rank-v1:b-08cdfbe261e3c1d8de32,,,19,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,187.061272312,0.0,209.98500539700035,49,False,1,broad-rank-v1:b-08cdfbe261e3c1d8de32,,,20,19,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,187.061272312,0.0,209.98500539700035,58,False,1,broad-rank-v1:b-08cdfbe261e3c1d8de32,,,21,20,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,256.57624262800005,0.0,356.2515462409938,15,False,1,broad-rank-v1:b-21cf046e5f7b0e9f8cda,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,256.57624262800005,0.0,356.2515462409938,46,False,1,broad-rank-v1:b-21cf046e5f7b0e9f8cda,,,19,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,256.57624262800005,0.0,356.2515462409938,63,False,1,broad-rank-v1:b-21cf046e5f7b0e9f8cda,,,20,19,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,254.960885207,0.0,337.1384241049818,13,False,1,broad-rank-v1:b-909dc1470a58b017bd6b,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,136.057397167,0.0,147.52530072597438,3,False,1,broad-rank-v1:b-2f53d0abd3f49f7db783,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,163.303938428,0.0,180.0151840360195,7,False,1,broad-rank-v1:b-fb7512031651fb8cc06a,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,163.303938428,0.0,180.0151840360195,16,False,1,broad-rank-v1:b-fb7512031651fb8cc06a,,,19,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,272.612069684,0.0,369.68082733498886,1,False,1,broad-rank-v1:b-f0a767f64e1069f4f27a,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,135.73044103099997,0.0,145.16588755699922,1,False,1,broad-rank-v1:b-77790841121b5a00426e,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,149.17810956600002,0.0,159.13282860501204,19,False,1,broad-rank-v1:b-2f746063158b17a9486e,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,171.41837568000003,0.0,188.95701126300264,5,False,1,broad-rank-v1:b-ccac013feb4613a60440,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,171.41837568000003,0.0,188.95701126300264,22,False,1,broad-rank-v1:b-ccac013feb4613a60440,,,19,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,141.832300667,0.0,156.47729045301094,23,False,1,broad-rank-v1:b-73901c1c0d0f612fcdc3,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,247.83349417799997,0.0,339.9308322290017,64,False,1,broad-rank-v1:b-0b0cd9e871e25899314b,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,143.892696815,0.0,156.67893465197994,3,False,1,broad-rank-v1:b-672ebef409069cb13e58,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,134.440750224,0.0,147.91008150199195,9,False,1,broad-rank-v1:b-6501f3cb24b1d4a34924,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,228.933512782,342.15763825700003,248.51495614799205,369.5719742929796,234,False,1,broad-rank-v1:b-6501f3cb24b1d4a34924,,,19,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,219.210926338,0.0,313.9886931720248,25,False,1,broad-rank-v1:b-6a18c65db090a17033cc,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,219.210926338,0.0,313.9886931720248,102,False,1,broad-rank-v1:b-6a18c65db090a17033cc,,,19,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,301.093015768,0.0,322.8452235699806,5,False,1,broad-rank-v1:b-e6d04993ed063649fccb,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,301.093015768,0.0,322.8452235699806,6,False,2,broad-rank-v1:b-e6d04993ed063649fccb,,,20,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,301.093015768,0.0,322.8452235699806,9,False,1,broad-rank-v1:b-e6d04993ed063649fccb,,,21,20,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,301.093015768,0.0,322.8452235699806,16,False,2,broad-rank-v1:b-e6d04993ed063649fccb,,,23,21,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,225.893673549,0.0,242.80102808200172,59,False,1,broad-rank-v1:b-bb21d7c5fb8356fd46d9,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,225.893673549,0.0,242.80102808200172,78,False,1,broad-rank-v1:b-bb21d7c5fb8356fd46d9,,,19,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,340.35569487299995,0.0,364.01893814699724,5,False,1,broad-rank-v1:b-f4523a2ab7fa837bb374,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,340.35569487299995,0.0,364.01893814699724,10,False,1,broad-rank-v1:b-f4523a2ab7fa837bb374,,,19,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,340.35569487299995,0.0,364.01893814699724,25,False,1,broad-rank-v1:b-f4523a2ab7fa837bb374,,,20,19,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,340.35569487299995,0.0,364.01893814699724,34,False,1,broad-rank-v1:b-f4523a2ab7fa837bb374,,,21,20,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,340.35569487299995,0.0,364.01893814699724,45,False,1,broad-rank-v1:b-f4523a2ab7fa837bb374,,,22,21,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,340.35569487299995,0.0,364.01893814699724,48,False,1,broad-rank-v1:b-f4523a2ab7fa837bb374,,,23,22,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,235.17384164999999,0.0,254.683112986997,3,False,1,broad-rank-v1:b-43eeec75fb577a8c3b1f,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
