attribution,batch_cpu_lower,batch_cpu_upper,batch_elapsed_lower,batch_elapsed_upper,call,deep_event,directions,id,point_search_cpu_sum,point_search_elapsed_sum,rank_after_call_attribution,rank_from_earlier_calls,timing_scope
ORIGINATING_CALL; may be certified by later reconciliation,,,,,8,True,1,retention24_r17:074d9-069,3.908,3.9493832901353016,26,25,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,2,retention24_r17:074d9-415,0.254,0.25935095496242866,19,17,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,3,False,5,retention24_r17:074d9-415,1.291,1.305653124989476,24,19,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,4,True,1,retention24_r17:074d9-415,1.708,1.7260780759970658,25,24,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,4,retention24_r17:07ca9-280,0.617,0.6206757189938799,21,17,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,2,False,2,retention24_r17:07ca9-280,1.111,1.1186077760066837,23,21,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,3,True,2,retention24_r17:07ca9-280,2.015,2.0263977340073325,25,23,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,8,True,1,retention24_r17:07ca9-280,4.978,5.020803808060009,26,25,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,6,False,3,retention24_r17:07ca9-248,4.49,4.5270969700068235,20,17,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,8,False,1,retention24_r17:07ca9-248,5.771000000000001,5.820080781006254,21,20,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,9,False,1,retention24_r17:07ca9-248,6.588000000000001,6.640624707972165,22,21,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,20,False,2,retention24_r17:07ca9-248,14.715000000000002,14.814839278988075,24,22,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,21,True,1,retention24_r17:07ca9-248,15.195000000000002,15.29813174897572,25,24,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,5,retention24_r17:07ca9-214,0.505,0.5095298799569719,22,17,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,2,False,1,retention24_r17:07ca9-214,0.998,1.005768974951934,23,22,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,3,True,2,retention24_r17:07ca9-214,1.5,1.5157478849287145,25,23,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,1,retention24_r17:07ca9-245,0.561,0.5725744829978794,18,17,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,4,False,2,retention24_r17:07ca9-245,1.973,1.9990424899733625,20,18,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,8,False,1,retention24_r17:07ca9-245,4.152,4.199636423960328,21,20,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,5,retention24_r17:08234-433,0.779,0.7909612530493177,22,17,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,2,False,3,retention24_r17:08234-433,1.248,1.2645948700373992,25,22,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,3,False,2,retention24_r17:08234-671,2.376,2.3885167600237764,19,17,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,4,False,1,retention24_r17:08234-671,3.189,3.2056512300041504,20,19,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,5,False,3,retention24_r17:08234-671,4.295,4.315466706990264,23,20,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,7,True,1,retention24_r17:08234-671,6.09,6.124031465034932,24,23,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,8,True,1,retention24_r17:08234-671,6.958,6.996878128033131,25,24,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,4,retention24_r17:08234-154,0.511,0.5145825689542107,21,17,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,4,retention24_r17:08234-305,0.528,0.5358519639703445,21,17,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,2,False,3,retention24_r17:08234-305,1.013,1.0274851819267496,24,21,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,3,True,1,retention24_r17:08234-305,1.6039999999999999,1.623247854935471,25,24,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,1,retention24_r17:08f72-464,0.614,0.6176427120226435,18,17,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,2,False,4,retention24_r17:08f72-464,1.358,1.36546681902837,22,18,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,3,False,1,retention24_r17:08f72-464,1.826,1.837594151031226,23,22,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,4,True,1,retention24_r17:08f72-464,2.15,2.1692228150204755,24,23,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,7,True,1,retention24_r17:08f72-464,3.731,3.761314028990455,25,24,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,11,True,2,retention24_r17:08f72-464,6.007000000000001,6.056481238920242,27,25,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,5,retention24_r17:08f72-124,0.56,0.563881806039717,22,17,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,2,False,1,retention24_r17:08f72-124,1.028,1.039245046034921,23,22,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,2,retention24_r17:08f72-475,0.618,0.623354572977405,19,17,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,2,False,2,retention24_r17:08f72-475,1.3519999999999999,1.3608445290010422,21,19,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,3,False,1,retention24_r17:08f72-475,1.763,1.776957975991536,22,21,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,4,False,1,retention24_r17:08f72-475,2.286,2.305219395959284,23,22,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,6,True,1,retention24_r17:08f72-475,3.106,3.1347401309758425,24,23,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,2,retention24_r17:08f72-336,0.683,0.6862933310330845,19,17,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,2,False,2,retention24_r17:08f72-336,1.351,1.3582010440295562,21,19,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,4,False,2,retention24_r17:08f72-336,2.063,2.0822703060111962,23,21,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,5,True,1,retention24_r17:08f72-336,2.696,2.7204986510332674,24,23,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,2,False,1,retention24_r17:103b2-733,0.743,0.7581952350446954,18,17,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,3,False,1,retention24_r17:103b2-733,1.1219999999999999,1.144301719032228,19,18,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,6,False,1,retention24_r17:103b2-733,3.0309999999999997,3.065653104975354,20,19,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,8,False,2,retention24_r17:103b2-733,4.298,4.340744689980056,22,20,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,9,False,1,retention24_r17:103b2-733,4.596,4.642451100982726,23,22,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,10,True,2,retention24_r17:103b2-733,5.382,5.431776603974868,25,23,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,23,True,1,retention24_r17:103b2-733,12.167,12.279578353918623,26,25,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,26,True,1,retention24_r17:103b2-733,14.066,14.1969047919265,27,26,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,3,retention24_r17:103b2-461,0.591,0.5964716000016779,20,17,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,2,False,3,retention24_r17:103b2-461,1.019,1.0292493349988945,23,20,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,5,True,2,retention24_r17:103b2-461,2.909,2.9305386179476045,25,23,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,5,retention24_r17:103b2-198,0.565,0.569615304004401,22,17,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,3,False,2,retention24_r17:103b2-198,1.598,1.6095022679655813,24,22,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,3,False,2,retention24_r17:103b2-074,1.3679999999999999,1.3876632819883525,19,17,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,4,False,1,retention24_r17:103b2-074,1.658,1.6808156259940006,20,19,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,5,False,1,retention24_r17:103b2-074,1.914,1.9428366899956018,21,20,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,12,False,1,retention24_r17:103b2-074,5.25,5.317938952008262,22,21,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,16,False,1,retention24_r17:103b2-074,7.57,7.654055020015221,23,22,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,19,True,1,retention24_r17:103b2-074,8.88,8.979916891956236,24,23,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,2,False,1,retention24_r17:11952-113,1.06,1.0692778290249407,18,17,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,3,False,1,retention24_r17:11952-113,1.518,1.534519410051871,19,18,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,4,False,2,retention24_r17:11952-113,2.231,2.2509700760710984,21,19,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,5,False,1,retention24_r17:11952-113,2.803,2.8281167090754025,22,21,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,8,False,1,retention24_r17:11952-113,4.98,5.022655385080725,23,22,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,9,True,1,retention24_r17:11952-113,5.766,5.81753646308789,24,23,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,10,True,1,retention24_r17:11952-113,6.569,6.623737950110808,25,24,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,15,True,1,retention24_r17:11952-113,9.785999999999998,9.871637277130503,26,25,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,25,True,1,retention24_r17:11952-113,15.342000000000002,15.477050538233016,27,26,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,2,retention24_r17:11952-035,0.917,0.9242753789876588,19,17,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,3,False,1,retention24_r17:11952-035,2.258,2.2732941969879903,20,19,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,4,False,1,retention24_r17:11952-035,2.825,2.8438254289794713,21,20,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,6,False,2,retention24_r17:11952-035,4.024,4.049766690994147,23,21,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,8,True,1,retention24_r17:11952-035,5.354,5.3876421470195055,24,23,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,9,True,1,retention24_r17:11952-035,6.01,6.0472312399651855,25,24,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,23,True,1,retention24_r17:11952-035,13.478,13.584519981930498,26,25,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,4,False,1,retention24_r17:11952-571,2.462,2.526605511084199,18,17,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,16,False,1,retention24_r17:11952-571,9.818999999999999,9.986069713078905,19,18,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,1,retention24_r17:11952-446,0.348,0.3531024489784613,18,17,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,2,False,2,retention24_r17:11952-446,0.8049999999999999,0.8139243220211938,20,18,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,4,False,2,retention24_r17:11952-446,1.5989999999999998,1.6163352450239472,22,20,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,5,False,1,retention24_r17:11952-446,1.9719999999999998,1.992434845014941,23,22,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,10,True,1,retention24_r17:11952-446,4.358,4.401345578022301,24,23,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,2,next24_r17:074d9-110,0.171,0.18039347301237285,19,17,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,2,False,2,next24_r17:074d9-110,0.355,0.3693581949919462,21,19,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,4,False,1,next24_r17:074d9-110,0.8959999999999999,0.9177167859743349,22,21,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,5,False,2,next24_r17:074d9-110,1.1709999999999998,1.1972233760170639,24,22,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,3,False,1,next24_r17:074d9-103,1.1280000000000001,1.1418022400466725,18,17,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,17,False,1,next24_r17:074d9-103,5.877,5.962517375068273,19,18,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,21,False,1,next24_r17:074d9-103,7.827999999999999,7.935806115041487,20,19,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,24,False,1,next24_r17:074d9-103,9.025,9.151320503093302,21,20,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,1,next24_r17:074d9-024,0.296,0.29986553004710004,18,17,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,13,False,1,next24_r17:074d9-024,4.038,4.110388916160446,19,18,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,18,False,2,next24_r17:074d9-024,5.4110000000000005,5.506718278164044,21,19,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,2,next24_r17:074d9-015,0.24,0.243501603952609,19,17,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,2,False,1,next24_r17:074d9-015,0.538,0.5456469139317051,20,19,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,4,False,1,next24_r17:074d9-015,1.119,1.1381939399288967,21,20,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,7,False,3,next24_r17:074d9-015,2.2680000000000002,2.3114050859585404,24,21,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,9,True,1,next24_r17:074d9-015,3.0450000000000004,3.098886071878951,25,24,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,2,False,5,next24_r17:07ca9-013,0.9319999999999999,0.9390542060136795,22,17,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,3,False,1,next24_r17:07ca9-013,1.278,1.288757197035011,23,22,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,4,True,2,next24_r17:07ca9-013,1.655,1.6784061460057274,25,23,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,2,False,1,next24_r17:07ca9-066,0.575,0.5822782589821145,18,17,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,4,False,2,next24_r17:07ca9-066,1.262,1.2768583209835924,20,18,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,6,False,1,next24_r17:07ca9-066,1.898,1.9197977950097993,21,20,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,12,False,1,next24_r17:07ca9-066,4.027,4.083797503029928,22,21,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,1,next24_r17:07ca9-008,0.405,0.41005573997972533,18,17,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,2,False,1,next24_r17:07ca9-008,0.694,0.7036010879673995,19,18,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,8,False,1,next24_r17:07ca9-008,2.566,2.5978608419536613,20,19,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,32,False,1,next24_r17:07ca9-008,10.062999999999999,10.215942714828998,21,20,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,4,False,2,next24_r17:07ca9-065,1.366,1.3887131440569647,19,17,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,9,False,1,next24_r17:07ca9-065,2.8840000000000003,2.9347745669656433,20,19,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,13,False,1,next24_r17:07ca9-065,4.359,4.42848378099734,21,20,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,25,False,1,next24_r17:07ca9-065,8.440999999999999,8.56726578407688,22,21,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,6,next24_r17:08234-096,0.416,0.42284256097627804,23,17,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,2,next24_r17:08234-123,0.215,0.221981392998714,19,17,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,2,False,5,next24_r17:08234-123,0.708,0.7228163299732842,24,19,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,3,False,1,next24_r17:08234-107,1.135,1.1562079680152237,18,17,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,6,False,2,next24_r17:08234-107,1.962,1.9959464300773107,20,18,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,7,False,1,next24_r17:08234-107,2.45,2.4881092761061154,21,20,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,9,False,1,next24_r17:08234-107,3.17,3.219955363019835,22,21,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,25,False,1,next24_r17:08234-107,8.825,8.948336839093827,23,22,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,2,False,2,next24_r17:08f72-015,0.565,0.5742965310346335,19,17,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,5,False,3,next24_r17:08f72-015,1.833,1.859062537085265,22,19,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,6,False,1,next24_r17:08f72-015,2.116,2.146676706033759,23,22,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,7,True,1,next24_r17:08f72-015,2.624,2.6576956330100074,24,23,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,8,True,1,next24_r17:08f72-015,2.982,3.018946861033328,25,24,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,3,False,1,next24_r17:08f72-053,1.1300000000000001,1.1428737700916827,18,17,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,4,False,1,next24_r17:08f72-053,1.492,1.5129032271215692,19,18,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,5,False,1,next24_r17:08f72-053,1.914,1.9427574511501007,20,19,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,7,False,2,next24_r17:08f72-053,2.76,2.8007399381604046,22,20,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,9,False,1,next24_r17:08f72-053,3.7739999999999996,3.8253729692078196,23,22,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,18,True,1,next24_r17:08f72-053,7.274,7.373151345178485,24,23,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,25,True,1,next24_r17:08f72-053,9.560000000000002,9.6964255089988,25,24,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,3,next24_r17:08f72-008,0.277,0.28262071195058525,20,17,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,2,False,3,next24_r17:08f72-008,0.864,0.874202164937742,23,20,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,3,True,1,next24_r17:08f72-008,1.375,1.394586649897974,24,23,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,3,next24_r17:103b2-067,0.368,0.37282891501672566,20,17,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,2,False,1,next24_r17:103b2-067,0.855,0.8641002850490622,21,20,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,5,False,1,next24_r17:103b2-067,2.12,2.175798720039893,22,21,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,10,False,1,next24_r17:103b2-067,4.0760000000000005,4.165075850090943,23,22,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,8,next24_r17:103b2-025,0.555,0.5596174309612252,25,17,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,3,next24_r17:103b2-021,0.651,0.6543643079930916,20,17,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,2,False,3,next24_r17:103b2-021,1.118,1.1260145240230486,23,20,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,3,True,2,next24_r17:103b2-021,1.4480000000000002,1.4633612170582637,25,23,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,4,True,1,next24_r17:103b2-021,1.834,1.8539447060902603,26,25,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,2,next24_r17:103b2-055,0.2,0.20808106201002374,19,17,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,2,False,2,next24_r17:103b2-055,0.6759999999999999,0.6874256489682011,21,19,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,3,False,2,next24_r17:103b2-055,1.045,1.0611202800064348,23,21,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,5,True,1,next24_r17:103b2-055,1.674,1.7058727840776555,24,23,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,3,next24_r17:11952-030,0.416,0.4192390880198218,20,17,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,2,False,1,next24_r17:11952-030,0.6599999999999999,0.6678468850441277,21,20,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,3,False,4,next24_r17:11952-030,0.9969999999999999,1.00892894907156,25,21,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,5,True,1,next24_r17:11952-030,1.6889999999999998,1.7112666851026006,26,25,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,5,False,1,next24_r17:11952-017,1.71,1.7317419900209643,18,17,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,8,False,1,next24_r17:11952-017,2.6630000000000003,2.7018115610117093,19,18,Point-box sums only; excludes preparation/admission/verification
ORIGINATING_CALL; may be certified by later reconciliation,,,,,10,False,1,next24_r17:11952-017,3.322,3.369770355988294,20,19,Point-box sums only; excludes preparation/admission/verification
