priority_rank	orbit_mask	orbit_hex	group_addition_upper_bound	support_count	maximum_absolute_coefficient	coefficient_l1	minimal_unoriented_count	section_basis_w	direct_alternate_w	historical_alternate_w	short_basis_w
34779	76227	0x129c3	11	11	2	12	21	-1 1 0 0 0 1 -2 1 0 -1 -1 -1 0 1 1 0 -1	-3 0 3 -1 -1 0 0 -2 -2 -3 -2 1 1 -3 1 -2 -3	-14 -33 -1 10 8 -5 11 -11 0 1 11 -12 15 -2 -6 2 2	3 1 -2 -2 -2 2 -1 -1 1 0 0 -1 0 -1 0 2 -1
34780	50514	0x0c552	11	11	2	12	22	-1 1 0 0 0 1 -2 1 0 -1 -1 0 -1 1 1 0 -1	-2 0 1 0 0 1 0 -1 1 -1 0 0 -1 0 0 -1 -1	-20 -22 0 18 9 -9 8 -9 0 0 1 -13 17 -6 -13 1 2	2 -1 -2 0 -1 0 1 0 -1 0 -1 0 0 -2 1 1 0
34781	125370	0x1e9ba	11	11	2	12	21	-1 1 0 0 0 1 -2 1 0 -1 0 -1 -1 1 1 0 -1	-2 1 1 -1 1 -1 0 -1 0 -1 -1 0 -2 0 0 -2 -1	-15 -26 -1 12 7 -6 10 -10 -1 0 5 -12 15 -2 -8 0 2	2 1 -2 -1 -1 1 0 -1 1 0 0 -1 0 -1 1 1 -1
34782	93964	0x16f0c	11	11	2	12	20	-1 1 0 0 0 1 -2 1 1 -1 -1 -1 0 1 0 0 -1	-2 0 3 -1 -2 1 0 -2 -2 -4 -1 2 1 -3 1 -2 -3	-25 -46 1 15 10 -10 10 -15 5 5 13 -15 23 -7 -10 8 3	2 0 -1 -1 -2 2 0 0 1 1 1 -1 0 -1 1 2 -1
34783	63631	0x0f88f	11	11	2	12	21	-1 1 0 0 0 1 -1 1 0 -1 -2 0 -1 1 0 1 -1	-3 1 2 0 -1 1 -1 -2 -1 -3 -2 1 1 -2 1 -3 -3	-25 -21 2 20 10 -12 1 -6 6 3 1 -10 17 -12 -15 7 2	3 1 -3 -1 -2 2 0 -1 0 0 0 -1 -1 -1 1 1 0
34784	66899	0x10553	11	11	2	12	18	-1 1 0 0 0 1 -1 1 0 0 -2 0 -1 1 -1 1 -1	-3 1 2 -1 -3 1 0 -2 -2 -4 -1 2 0 -3 2 -3 -3	-21 -34 4 6 1 -9 -1 -10 9 9 3 -5 18 -13 -5 17 2	1 3 -2 -2 -1 4 -1 -2 3 2 3 -2 -2 0 2 0 -1
34785	36190	0x08d5e	11	11	2	12	20	-1 1 0 0 0 1 0 0 -1 0 1 -1 -1 -1 1 -1 2	0 0 -2 -1 2 0 2 0 1 4 0 -1 -2 1 -1 0 2	1 -19 -3 3 6 3 14 -7 -5 -3 14 -9 4 9 1 -8 1	0 1 -1 -1 -1 2 -1 0 1 0 -1 -1 0 0 0 1 0
34786	50898	0x0c6d2	11	11	2	12	21	-1 1 0 0 1 -1 -2 -1 0 -1 1 0 1 0 1 -1 0	-5 1 6 -2 -3 -3 0 -3 -4 -8 -5 4 3 -5 2 -4 -6	6 -6 -2 -4 -2 4 8 -4 -6 -2 3 -3 0 5 4 -4 0	2 1 -2 -2 -1 0 -1 -1 0 -1 -1 0 0 0 -1 1 0
34787	76355	0x12a43	11	11	2	12	20	-1 1 0 0 1 -1 -2 -1 0 -1 1 1 0 0 1 -1 0	-4 1 4 -1 -2 -2 0 -2 -1 -6 -3 3 1 -2 1 -3 -4	0 5 -1 4 -1 0 5 -2 -6 -3 -7 -4 2 1 -3 -5 0	1 -1 -2 0 0 -2 1 0 -2 -1 -2 1 0 -1 0 0 1
34788	126303	0x1ed5f	11	11	2	12	20	-1 1 0 0 1 -1 -2 -1 0 0 1 1 -1 0 1 -1 0	-3 1 2 -1 -2 -1 1 -1 0 -4 -1 2 -1 -1 1 -2 -2	0 6 0 2 -4 0 4 -3 -6 -2 -11 -3 3 0 -2 -3 0	-1 -1 -1 1 1 -2 1 0 -1 0 -1 1 0 -1 1 -1 1
34789	109813	0x1acf5	11	11	2	12	19	-1 1 0 0 1 -1 -2 -1 1 -1 0 1 1 0 0 -1 0	-4 0 6 -1 -5 0 0 -3 -3 -9 -3 5 4 -5 2 -3 -6	-10 -15 1 7 2 -4 5 -7 0 2 1 -7 10 -4 -5 3 1	1 -2 -1 0 -1 -1 1 1 -2 0 -1 1 0 -1 0 1 1
34790	40816	0x09f70	11	11	2	12	20	-1 1 0 0 1 -1 -2 -1 1 -1 1 0 0 1 0 -1 0	-3 2 6 -1 -3 -3 0 -3 -3 -10 -3 5 2 -3 1 -5 -6	-15 -1 1 17 8 -8 3 -3 0 -1 -3 -9 9 -3 -13 -4 1	2 0 -2 0 -1 -1 1 0 -1 -1 -1 1 1 0 0 1 0
34791	37846	0x093d6	11	11	2	12	23	-1 1 0 0 1 -1 -2 -1 1 0 0 -1 0 1 1 0 -1	-3 1 3 -1 -2 0 0 -2 -3 -5 -2 1 2 -4 2 -3 -3	-10 -4 1 11 5 -5 3 -4 0 0 -1 -7 8 -3 -8 -1 1	2 1 -1 0 -1 0 -1 -1 1 -1 0 0 1 0 0 1 0
34792	50737	0x0c631	11	11	2	12	22	-1 1 0 0 1 -1 -2 0 0 1 -1 0 -1 1 1 0 -1	-2 0 1 0 -2 1 1 -1 -1 -2 0 0 0 -2 2 -1 -1	-4 20 3 10 1 -3 -4 3 0 -1 -12 -1 1 -5 -8 -2 0	-1 2 0 0 1 1 -2 -2 2 1 1 0 0 0 1 -1 0
34793	93295	0x16c6f	11	11	2	12	20	-1 1 0 0 1 -1 -2 0 1 -1 -1 1 0 1 0 0 -1	-2 0 3 1 -2 1 -1 -2 0 -5 -1 2 2 -1 1 -2 -3	-21 16 4 27 10 -12 -6 3 5 0 -12 -7 9 -12 -21 -1 1	1 -1 -1 1 0 -1 1 0 -2 0 -1 1 0 -1 1 0 1
34794	101456	0x18c50	11	11	2	12	20	-1 1 0 0 1 -1 -2 0 1 -1 1 -1 0 -1 1 0 0	-2 0 2 -1 0 -1 -1 -1 -2 -1 -4 0 2 -2 1 0 -2	-5 6 0 13 7 -2 2 1 1 -2 2 -6 2 -1 -8 -6 1	0 0 0 0 -1 0 -1 0 0 0 -1 -1 0 0 0 1 1
34795	96449	0x178c1	11	11	2	12	19	-1 1 0 0 1 -1 -2 0 1 -1 1 0 -1 0 1 -1 0	-1 1 2 0 0 -1 0 -1 0 -3 -2 2 0 0 0 -2 -2	-13 15 0 25 11 -7 4 1 -3 -6 -8 -11 6 -2 -18 -12 1	-1 -2 0 2 0 -2 1 1 -2 0 -2 1 1 -1 1 0 1
34796	37299	0x091b3	11	11	2	12	23	-1 1 0 0 1 -1 -2 0 1 0 -1 -1 0 1 1 0 -1	-2 0 3 0 -2 1 0 -2 -3 -4 -2 1 3 -4 2 -2 -3	-13 9 2 21 11 -7 0 1 2 -2 -2 -8 6 -5 -15 -5 1	1 1 0 0 -1 1 -2 -1 1 0 0 0 1 0 0 1 0
34797	41645	0x0a2ad	11	11	2	12	17	-1 1 0 0 1 -1 -1 -1 1 -1 0 0 2 1 -1 0 0	0 -1 1 1 0 1 -1 -2 1 -2 1 0 2 1 0 -1 0	-16 12 5 21 11 -9 -8 4 10 4 1 -4 5 -7 -15 0 1	3 2 -1 -1 0 1 0 -1 0 -1 0 0 0 1 0 1 0
34798	40704	0x09f00	11	11	2	12	20	-1 1 0 0 1 -1 -1 -1 1 -1 0 0 2 1 0 -1 0	0 -1 1 1 0 2 0 -2 1 -2 1 1 2 0 0 -2 0	-12 6 2 21 12 -6 2 0 2 -1 3 -9 6 -1 -14 -7 1	2 0 0 0 0 0 0 0 -1 -1 -1 1 1 0 0 1 0
34799	29948	0x074fc	11	11	2	12	20	-1 1 0 0 1 -1 -1 -1 1 -1 2 -1 0 -1 0 0 0	-4 3 3 -3 -1 -3 -1 -2 -4 -5 -6 3 1 -4 2 -5 -4	0 -19 -1 -5 -4 2 6 -7 -1 2 5 -3 5 1 5 3 1	0 2 -1 -1 -1 1 -1 -1 2 0 1 -2 -1 1 1 0 0
34800	115036	0x1c15c	11	11	2	12	18	-1 1 0 0 1 -1 0 -2 0 1 1 0 0 -1 1 -1 1	-1 0 -3 -1 0 3 2 0 1 3 1 -1 -1 -1 1 -1 3	10 -6 -1 -8 -6 7 9 -6 -7 -1 2 -2 0 7 8 -3 0	-2 0 1 1 1 0 -1 0 1 0 0 0 0 0 1 -1 1
34801	63389	0x0f79d	11	11	2	12	20	-1 1 0 0 1 0 -2 -1 -1 1 0 1 -1 0 1 -1 0	-4 0 2 -2 -4 0 2 -1 -1 -4 0 2 -1 -3 2 -1 -2	5 -16 1 -14 -12 4 5 -9 -4 4 -4 1 5 0 10 8 0	-1 0 -1 -1 1 0 0 -1 1 1 1 0 -1 -1 1 -1 0
34802	77796	0x12fe4	11	11	2	12	19	-1 1 0 0 1 0 -2 -1 1 -1 1 -1 0 -1 1 0 0	-3 0 2 -2 -1 0 -1 -1 -2 -2 -3 0 2 -3 1 0 -2	-12 -29 0 6 4 -4 7 -10 3 4 10 -9 13 -3 -3 5 2	2 -2 -1 0 -2 -1 1 1 -1 -1 -1 -1 0 -1 0 2 1
34803	84744	0x14b08	11	11	2	12	20	-1 1 0 0 1 0 -2 0 0 -1 1 -1 -1 -1 1 0 1	-2 0 3 -1 0 -3 -1 -1 -2 -2 -4 0 2 -1 0 1 -3	-11 10 1 19 12 -6 -2 4 5 -1 3 -6 2 -3 -13 -6 1	2 0 -2 -1 -2 0 0 0 -1 -1 -2 -1 0 0 -1 2 1
34804	104090	0x1969a	11	11	2	12	16	-1 1 0 0 1 0 -2 0 0 -1 1 -1 -1 1 1 -1 0	-2 2 4 -1 0 -4 0 -2 -2 -6 -3 3 0 -1 0 -4 -4	-13 6 0 21 12 -7 4 0 -1 -4 -1 -10 6 0 -15 -10 1	2 1 -2 -1 -1 0 0 -1 0 -1 -1 0 1 0 0 1 -1
34805	51923	0x0cad3	11	11	2	12	21	-1 1 0 0 1 0 -2 0 1 -1 0 -1 -1 1 0 1 -1	-1 1 1 0 1 -1 -2 -1 0 -2 -1 -1 0 1 0 -1 -1	-29 6 5 30 14 -16 -9 2 12 4 -5 -8 13 -14 -23 3 2	3 1 -2 0 -1 0 1 -1 0 -1 0 -1 0 0 1 1 0
34806	95424	0x174c0	11	11	2	12	20	-1 1 0 0 1 0 -2 1 0 -1 0 -1 -1 1 0 1 -1	-1 1 1 0 2 -3 -2 -1 0 -1 -2 -1 -1 2 0 -1 -1	-18 25 5 25 11 -11 -13 9 11 2 -8 -2 3 -11 -19 -1 1	2 4 -2 -2 0 2 -1 -3 2 0 1 -2 -1 1 1 0 -1
34807	103679	0x194ff	11	11	2	12	19	-1 1 0 0 1 0 -2 1 0 -1 0 -1 -1 1 1 -1 0	-1 1 4 0 0 -3 0 -2 -2 -5 -3 3 1 -1 0 -3 -4	-16 19 1 31 18 -9 1 5 1 -6 -2 -11 4 -2 -22 -14 1	1 1 -1 -1 -1 1 -1 -1 0 0 -1 0 1 0 0 1 -1
34808	19968	0x04e00	11	11	2	12	21	-1 1 0 0 1 0 -2 1 0 -1 0 -1 0 1 1 -1 -1	-2 1 3 -1 0 -2 0 -2 -2 -4 -3 3 0 -2 1 -4 -3	-6 -1 0 13 7 -2 6 -2 -2 -3 2 -8 5 1 -8 -7 1	0 2 0 -2 0 2 -2 -2 2 1 1 -1 0 0 1 0 -2
34809	5412	0x01524	11	11	2	12	25	-1 1 0 0 1 0 -2 1 1 -1 -1 -1 -1 1 0 0 0	0 0 4 1 -1 -1 -1 -2 -2 -5 -2 2 3 -1 0 -1 -4	-34 19 5 46 26 -19 -8 7 12 -1 -2 -13 11 -13 -34 -7 2	2 0 -1 0 -2 1 0 0 -1 0 -1 0 1 0 0 2 0
34810	12919	0x03277	11	11	2	12	23	-1 1 0 0 1 0 -1 -1 -1 0 0 1 0 1 1 -2 1	0 -1 0 1 0 1 2 -1 3 -1 3 1 -1 2 -1 -1 1	-5 15 1 16 8 -3 4 1 -4 -4 -4 -7 2 3 -11 -11 0	1 -1 -1 0 1 -1 1 0 -2 -1 -2 2 1 -1 0 0 0
34811	70201	0x11239	11	11	2	12	21	-1 1 0 0 1 0 -1 -1 1 -1 2 -1 0 -1 0 -1 0	-4 3 3 -4 -2 -2 0 -2 -4 -6 -5 5 0 -5 2 -6 -4	-3 -54 -2 -12 -7 3 16 -19 -3 5 14 -8 15 3 11 9 2	-1 0 0 -1 -1 1 0 0 2 1 2 -2 -1 0 2 0 -1
34812	95957	0x176d5	11	11	2	12	21	-1 1 0 0 1 0 -1 0 0 -1 2 -1 -1 -1 0 -1 1	-3 3 4 -3 -1 -5 0 -2 -4 -6 -6 5 0 -3 1 -5 -5	-2 -15 -1 1 1 1 7 -5 -1 0 7 -5 4 3 1 -2 1	-1 2 -1 -2 -1 2 -1 -1 2 1 1 -2 -1 1 1 0 -1
34813	76017	0x128f1	11	11	2	12	19	-1 1 0 0 1 0 -1 1 -1 0 -1 -1 -2 1 1 0 0	-2 2 3 0 0 -3 0 -2 -3 -4 -4 2 1 -2 1 -4 -4	-10 34 2 26 14 -7 -6 11 2 -6 -8 -4 -3 -4 -19 -12 0	1 4 -2 -2 -1 3 -3 -3 2 0 0 -1 0 1 0 0 -1
34814	76448	0x12aa0	11	11	2	12	21	-1 1 0 0 1 1 -2 0 0 -1 -1 -1 0 1 1 0 -1	-3 0 3 -1 -1 0 -1 -2 -2 -4 -2 1 2 -3 1 -2 -3	-20 -23 2 16 10 -9 3 -7 6 4 8 -10 15 -7 -11 5 2	4 0 -2 -2 -2 1 0 -1 0 -1 0 -1 0 -1 0 2 -1
34815	60852	0x0edb4	11	11	2	12	22	-1 1 0 0 1 1 -2 0 0 -1 0 -1 0 1 1 -1 -1	-3 1 3 -2 -1 -1 0 -2 -2 -5 -2 3 0 -3 1 -4 -3	-13 -36 0 6 4 -4 11 -13 0 3 10 -11 16 -1 -3 4 2	2 0 -1 -2 -1 1 0 -1 1 0 1 -1 0 -1 1 1 -2
34816	128818	0x1f732	11	11	2	12	22	-1 1 0 0 1 1 -2 0 0 -1 1 -1 0 -1 1 -1 0	-3 0 2 -3 -1 -1 0 -1 -2 -2 -3 2 0 -3 1 -1 -2	-4 -45 -1 -6 -2 2 13 -15 0 5 16 -8 13 2 7 7 2	0 -1 0 -2 -1 1 0 0 1 1 1 -2 -1 -1 1 1 -1
34817	77870	0x1302e	11	11	2	12	22	-1 1 0 0 1 1 -2 0 0 0 -1 -1 -1 1 1 -1 0	-2 0 4 -1 -3 0 1 -2 -3 -6 -1 3 2 -4 1 -2 -4	-22 -22 2 20 13 -10 6 -8 4 2 8 -13 16 -5 -14 1 2	2 -1 -1 -1 -2 1 0 0 0 0 0 0 1 -1 0 2 -1
34818	101408	0x18c20	11	11	2	12	19	-1 1 0 0 1 1 -1 0 -1 1 0 -1 -2 -1 1 0 0	-3 1 -1 -3 -1 0 1 0 -2 1 -2 0 -2 -3 2 -1 0	2 -29 1 -13 -9 4 5 -10 1 6 6 0 7 -1 11 11 1	-2 2 0 -2 0 3 -2 -2 4 2 3 -3 -2 0 2 -1 -1
34819	12851	0x03233	11	11	2	12	21	-1 1 0 0 1 1 -1 1 0 -1 0 -1 -2 -1 1 0 0	-1 1 -1 -1 2 0 -1 0 0 2 -3 0 -1 0 0 -1 0	-17 -10 1 20 10 -7 3 -3 4 0 3 -10 11 -6 -13 -1 2	-1 -1 0 0 -1 1 0 0 0 1 0 -2 -1 -1 2 0 0
34820	62505	0x0f429	11	11	2	12	22	-1 1 0 0 2 -1 -1 -1 0 0 1 -1 -1 -1 1 0 0	-3 2 1 -2 0 -2 -1 -1 -3 -2 -5 1 1 -3 2 -3 -2	2 18 2 4 -1 1 -5 5 2 0 -5 2 -4 -2 -2 -2 0	-1 2 0 -1 0 1 -2 -2 2 0 1 -2 -1 1 1 -1 0
34821	6320	0x018b0	11	11	2	12	20	-1 1 0 0 2 -1 -1 -1 0 1 0 0 -1 -1 1 -1 0	-3 1 1 -2 -3 1 1 -1 -3 -3 -3 3 1 -5 3 -3 -2	5 3 2 -4 -7 4 1 -2 -2 1 -5 1 0 -1 4 2 0	-4 0 2 0 1 1 -2 -1 2 2 2 -1 -1 0 2 -2 0
34822	30202	0x075fa	11	11	2	12	20	-1 1 0 0 2 -1 -1 -1 1 -1 1 -1 0 -1 0 0 0	-3 2 3 -2 -1 -2 -2 -2 -4 -5 -6 3 3 -4 2 -4 -4	-9 4 3 11 4 -4 -5 2 7 3 1 -2 3 -6 -7 2 1	0 1 0 -1 -1 1 -1 -1 1 0 1 -2 -1 1 1 0 0
34823	66839	0x10517	11	11	2	12	20	-1 1 0 0 2 0 -1 -1 -1 1 0 0 -1 -1 1 -1 0	-4 1 1 -3 -3 0 1 -1 -3 -3 -3 3 0 -5 3 -3 -2	9 -13 2 -16 -13 7 2 -6 -1 5 0 4 1 0 13 9 0	-3 1 1 -2 1 2 -2 -2 3 2 3 -2 -2 0 2 -2 -1
34824	84637	0x14a9d	11	11	2	12	19	-1 1 0 0 2 0 -1 -1 0 -1 1 -1 -1 0 1 -1 0	-3 3 3 -2 0 -3 -1 -2 -3 -6 -5 4 1 -3 1 -6 -4	-11 0 1 15 7 -5 2 -1 1 -1 0 -7 6 -2 -10 -4 1	1 0 -1 -1 -1 0 0 -1 0 -1 0 -1 0 0 1 0 -1
34825	103817	0x19589	11	11	2	12	19	-1 1 0 0 2 0 -1 -1 0 1 0 -1 -1 -1 1 -1 0	-3 1 1 -3 -3 1 1 -1 -4 -3 -3 3 1 -6 3 -3 -2	0 -23 2 -7 -6 3 5 -9 1 5 6 -2 7 -1 7 8 1	-3 0 2 -1 0 2 -2 -1 3 2 3 -2 -1 0 2 -1 -1
34826	79481	0x13679	11	11	2	12	20	-1 1 0 0 2 0 -1 0 -1 0 0 -1 -1 -1 1 -1 1	-3 1 4 -2 -2 -3 0 -2 -5 -5 -6 4 3 -5 2 -3 -5	1 15 2 8 5 1 -3 6 3 -1 3 0 -5 0 -4 -5 0	-1 2 0 -3 -1 3 -3 -2 2 1 1 -2 -1 1 0 0 -1
34827	21855	0x0555f	11	11	2	12	20	-1 1 0 0 2 1 -1 0 -1 -1 0 -1 -1 0 1 -1 0	-3 2 3 -2 0 -3 -1 -2 -3 -5 -5 4 1 -3 1 -5 -4	-10 -3 2 13 7 -4 0 0 4 1 4 -5 5 -3 -8 -1 1	1 1 -1 -3 -1 2 -1 -2 1 0 1 -2 -1 0 1 0 -2
34828	79421	0x1363d	11	11	2	12	20	-1 1 0 0 2 1 -1 0 0 -1 0 -1 -1 -1 1 -1 0	-2 1 1 -2 0 0 -1 -1 -2 -2 -4 3 1 -3 1 -3 -2	-15 -20 2 14 7 -5 4 -6 5 3 8 -9 12 -5 -8 3 2	-1 -2 1 -1 -1 1 0 0 0 1 1 -2 -1 -1 2 0 -1
34829	29598	0x0739e	11	11	2	12	21	-1 1 0 1 0 -1 -1 -1 1 -1 2 -1 0 -1 0 0 0	-4 2 3 -2 -2 -1 -1 -2 -3 -5 -4 2 1 -4 2 -4 -4	2 -34 -3 -13 -8 3 10 -12 -4 2 5 -3 8 1 10 7 1	0 3 -1 -1 -1 2 -2 -1 3 1 2 -2 -1 1 1 0 0
34830	111519	0x1b39f	11	11	2	12	19	-1 1 0 1 0 -1 0 -1 -1 0 1 1 0 -1 0 -1 2	-1 -1 0 1 -1 1 1 -1 2 0 1 0 0 1 0 0 0	11 14 -1 -5 -4 5 1 3 -5 -3 -5 3 -7 4 4 -5 -1	-1 3 -1 -1 1 2 -2 -1 1 1 0 0 -1 1 0 -1 1
34831	68967	0x10d67	11	11	2	12	18	-1 1 0 1 0 -1 0 -1 0 -1 2 -1 1 0 0 -1 1	-1 1 1 0 1 -1 0 -2 0 -2 -1 1 0 0 0 -4 -1	7 -3 -3 -2 1 4 8 -2 -6 -4 5 -3 -2 8 3 -8 0	1 5 -1 -2 0 3 -3 -2 3 0 1 -1 0 2 0 0 -1
34832	49974	0x0c336	11	11	2	12	21	-1 1 0 1 0 -1 0 -1 0 -1 2 0 1 -1 -1 0 1	-1 0 -1 0 1 0 -1 -1 2 1 0 -1 -1 2 0 -1 1	7 -4 0 -10 -7 4 -1 -1 1 3 1 4 -2 1 8 4 0	0 5 -1 -2 1 3 -2 -2 3 1 2 -2 -2 2 1 -1 0
34833	41642	0x0a2aa	11	11	2	12	20	-1 1 0 1 0 -1 1 -1 -1 0 1 0 0 -1 -1 0 2	-2 1 1 0 -1 -1 0 -2 -1 -2 -2 1 1 -1 1 -3 -2	11 11 0 -9 -5 5 -4 5 0 0 -1 7 -9 2 7 0 -1	0 7 -2 -3 0 5 -4 -3 4 1 2 -2 -2 3 0 -1 0
34834	46278	0x0b4c6	11	11	2	12	21	-1 1 0 1 0 0 -1 -1 0 -1 2 -1 -1 -1 0 0 1	-4 2 4 -2 -2 -3 -1 -2 -3 -6 -4 2 1 -3 1 -3 -5	-4 -30 -2 -7 -3 -1 6 -9 0 3 6 -3 8 -1 5 7 1	2 3 -3 -2 -2 2 -1 -1 2 0 1 -2 -1 1 0 1 0
34835	111531	0x1b3ab	11	11	2	12	17	-1 1 0 1 0 0 -1 -1 0 -1 2 -1 0 -1 0 -1 1	-5 2 6 -3 -4 -3 0 -3 -5 -9 -5 5 2 -6 2 -5 -7	4 -50 -4 -19 -8 5 15 -16 -5 3 14 -4 9 5 15 8 1	1 3 -2 -3 -2 3 -2 -1 3 1 2 -2 -1 1 0 1 -1
34836	86932	0x15394	11	11	2	12	20	-1 1 0 1 0 0 -1 -1 0 -1 2 -1 0 -1 1 -1 0	-5 2 3 -3 -2 -1 0 -2 -3 -5 -4 3 0 -5 2 -5 -4	10 -56 -6 -25 -13 9 21 -20 -11 1 12 -5 10 8 20 7 1	0 2 -1 -2 -1 2 -2 -1 3 1 2 -2 -1 0 1 0 -1
34837	94647	0x171b7	11	11	2	12	17	-1 1 0 1 0 0 -1 0 0 -1 2 -1 -1 -1 0 -1 1	-3 2 4 -2 -2 -3 0 -2 -3 -6 -4 4 0 -3 1 -4 -5	0 -30 -3 -7 -3 2 11 -10 -4 0 7 -5 7 3 6 2 1	-1 3 -1 -2 -1 3 -2 -1 3 2 2 -2 -1 1 1 0 -1
34838	115578	0x1c37a	11	11	2	12	19	-1 1 0 1 0 0 0 -1 -1 -1 1 0 0 -1 1 -1 2	-1 -1 0 1 1 1 0 -1 2 1 0 -1 1 1 -1 0 0	2 1 -3 6 6 1 7 0 -5 -5 4 -5 -1 5 -3 -9 0	2 1 -2 -1 -1 1 -1 0 -1 -1 -2 0 0 0 -1 1 1
34839	70955	0x1152b	11	11	2	12	21	-1 1 0 1 0 0 0 -1 -1 -1 1 1 0 -1 0 -1 2	-1 -1 0 1 0 1 0 -1 3 0 1 0 0 2 -1 0 0	0 -2 -1 2 1 0 3 -1 -2 -1 0 -2 1 1 -1 -2 0	1 1 -2 -1 0 1 0 0 -1 0 -1 0 -1 0 0 0 1
34840	4678	0x01246	11	11	2	12	22	-1 1 0 1 0 0 0 -1 -1 1 1 -1 -1 -1 0 0 2	0 -1 -2 0 0 1 1 0 1 3 2 -3 -1 1 0 2 2	4 -2 1 -6 -2 2 -2 0 3 3 4 3 -2 1 5 3 0	0 5 -1 -2 0 4 -3 -2 4 1 2 -2 -1 2 0 0 0
34841	103672	0x194f8	11	11	2	12	19	-1 1 0 1 0 0 0 -1 0 0 1 -1 -1 -1 1 -1 2	1 -1 -2 1 1 3 1 0 2 3 2 -2 0 1 -1 1 2	-7 -8 -2 13 10 -3 9 -4 -3 -4 6 -10 6 3 -8 -8 1	0 0 0 1 -1 1 -1 1 0 0 -1 0 1 0 0 1 1
34842	77715	0x12f93	11	11	2	12	19	-1 1 0 1 0 0 1 -1 -1 0 1 -1 0 -1 -1 0 2	-2 1 1 -1 -1 -1 0 -2 -2 -2 -2 1 1 -2 1 -3 -2	6 -15 0 -12 -4 4 0 -2 3 4 10 4 -2 2 10 6 0	1 7 -2 -4 -1 6 -4 -3 5 1 3 -3 -2 3 0 0 -1
34843	4662	0x01236	11	11	2	12	22	-1 1 0 1 0 0 1 -1 -1 1 0 -1 -1 -1 0 0 2	-1 0 -1 0 -1 2 1 -1 -1 1 0 -1 1 -2 1 -1 0	3 -7 0 -4 0 2 1 -1 1 1 6 1 -1 1 4 2 0	0 5 -1 -2 -1 5 -4 -2 4 1 2 -2 -1 2 0 0 0
34844	93086	0x16b9e	11	11	2	12	21	-1 1 0 1 0 1 -1 1 -1 -1 0 -1 -2 0 0 1 0	-2 1 1 0 1 -2 -2 -1 0 -1 -2 -1 -1 1 0 -1 -2	-14 -2 2 11 5 -8 -7 2 8 3 -3 -1 6 -10 -9 6 1	2 5 -3 -3 -1 4 -2 -3 3 1 2 -3 -2 1 1 0 -1
34845	93166	0x16bee	11	11	2	12	20	-1 1 0 1 0 1 0 -1 -1 -1 1 -1 0 0 0 -1 2	-1 0 2 0 0 -1 0 -2 0 -3 0 1 1 0 -1 -2 -2	-9 -21 -1 7 9 -4 6 -5 2 1 13 -7 7 2 -4 -1 1	4 3 -3 -3 -2 3 -1 -1 1 -1 0 -1 0 1 -1 2 -1
34846	69601	0x10fe1	11	11	2	12	20	-1 1 0 1 0 1 0 -1 0 -1 1 -1 -1 -1 0 0 2	1 -1 -2 1 2 2 -1 0 3 3 2 -3 0 3 -2 2 2	-22 -18 1 20 14 -11 1 -4 8 3 9 -10 13 -6 -14 2 2	3 0 -2 0 -2 1 1 1 -1 -1 -1 -1 0 0 0 2 1
34847	2188	0x0088c	11	11	2	12	19	-1 1 0 1 0 1 0 -1 0 -1 1 -1 0 -1 0 -1 2	0 -1 0 0 0 2 0 -1 1 0 1 0 1 0 -1 0 0	-14 -38 -1 8 9 -5 10 -11 3 3 17 -11 14 0 -4 3 2	2 0 -1 -1 -2 2 0 1 0 0 0 -1 0 0 0 2 0
34848	123933	0x1e41d	11	11	2	12	20	-1 1 0 1 0 1 0 -1 0 -1 1 0 -1 -1 0 -1 2	1 -1 -2 1 1 3 0 0 4 2 3 -1 -1 3 -2 1 2	-20 -27 0 16 10 -9 7 -9 3 2 7 -12 16 -4 -11 2 2	1 -2 -1 1 -1 0 2 2 -2 0 -1 0 0 -1 1 1 1
34849	112287	0x1b69f	11	11	2	12	18	-1 1 0 1 0 1 0 0 -1 -1 1 -1 0 -1 0 -1 2	0 -1 0 0 1 0 0 -1 1 1 0 0 0 1 -1 0 0	-3 -19 -1 3 6 0 6 -4 2 1 14 -5 4 3 0 -1 1	1 3 -1 -3 -1 4 -2 -1 2 1 1 -2 -1 1 0 1 -1
34850	45442	0x0b182	11	11	2	12	18	-1 1 0 1 0 1 1 0 -1 -1 0 -1 -1 -1 0 0 2	0 0 -1 1 2 1 -1 -1 1 2 -1 -1 1 1 -1 -1 0	-12 -4 0 17 13 -6 0 2 5 -1 8 -6 4 -3 -11 -3 1	2 3 -2 -2 -2 4 -2 -1 1 0 0 -2 -1 1 0 1 0
34851	28813	0x0708d	11	11	2	12	20	-1 1 0 1 1 -1 -2 0 1 -1 1 -1 0 -1 0 0 0	-1 -1 2 0 -1 0 -2 -1 -1 -2 -2 0 2 -1 1 1 -2	-9 7 3 11 4 -5 -7 3 8 3 -2 -1 3 -8 -8 3 1	-1 2 1 -1 0 2 -2 -1 2 2 2 -2 -1 1 1 0 0
34852	70761	0x11469	11	11	2	12	21	-1 1 0 1 1 -1 0 -1 0 0 2 -1 0 -1 0 -1 1	1 0 -3 0 2 1 0 0 2 3 1 -1 -2 2 0 -1 3	7 10 1 -2 -3 4 -1 2 0 0 -1 2 -4 3 3 -3 0	-3 4 2 -1 2 3 -3 -2 4 2 3 -2 -1 2 2 -2 -1
