priority_rank	orbit_mask	orbit_hex	group_addition_upper_bound	support_count	maximum_absolute_coefficient	coefficient_l1	minimal_unoriented_count	section_basis_w	direct_alternate_w	historical_alternate_w	short_basis_w
1110	33696	0x083a0	4	5	1	5	22	0 -1 -1 0 1 0 0 0 1 0 0 0 0 0 1 0 0	2 -1 -1 1 2 0 -1 1 2 2 0 -1 1 3 -1 3 2	-21 44 5 41 21 -13 -11 13 9 -3 -8 -8 1 -8 -30 -13 1	0 -6 2 4 0 -5 4 3 -5 -1 -4 2 2 -2 0 1 2
1111	112992	0x1b960	4	5	1	5	19	0 -1 -1 0 1 0 0 0 1 0 0 0 1 0 0 0 0	1 -1 1 0 0 -1 -1 0 0 -1 -1 1 2 1 0 2 0	-17 30 6 29 15 -10 -12 10 12 2 -2 -4 1 -8 -21 -5 1	0 -4 2 2 0 -3 3 2 -3 0 -2 1 1 -1 0 1 1
1112	96537	0x17919	4	5	1	5	21	0 -1 -1 0 1 0 0 0 1 0 1 0 0 0 0 0 0	2 0 -1 0 2 -2 -1 1 2 1 0 0 -1 4 -1 2 2	-18 37 6 31 14 -11 -13 11 11 1 -8 -4 1 -8 -23 -7 1	-1 -4 2 3 1 -4 4 2 -3 0 -2 1 1 -1 1 0 1
1113	81830	0x13fa6	4	5	1	5	23	0 -1 -1 0 1 0 1 0 0 0 0 0 0 0 1 0 0	0 1 0 0 2 -2 -1 0 0 0 -3 1 1 1 0 -1 0	-8 45 3 28 14 -6 -9 14 4 -5 -8 -3 -6 -3 -20 -14 0	0 -3 1 2 0 -3 2 1 -3 -1 -3 1 1 -1 0 0 1
1114	6667	0x01a0b	4	5	1	5	22	0 -1 -1 0 1 0 1 0 0 0 0 0 0 1 0 0 0	0 2 2 0 1 -4 -1 -1 -1 -4 -3 3 1 1 0 -3 -2	-14 49 5 32 16 -10 -14 16 8 -3 -10 -2 -5 -6 -24 -12 0	1 -1 0 1 0 -2 2 0 -2 -1 -2 1 1 0 0 0 0
1115	105991	0x19e07	4	5	1	5	19	0 -1 -1 0 1 1 0 0 0 0 0 0 0 0 1 0 0	1 -1 -1 0 2 -1 -1 1 2 2 0 -1 0 3 -1 3 2	-17 28 5 29 15 -10 -10 9 10 1 -3 -5 2 -7 -21 -6 1	1 -5 1 2 0 -4 4 2 -4 -1 -3 1 1 -2 0 1 1
1116	48042	0x0bbaa	4	5	1	5	17	0 -1 -1 0 1 1 0 0 0 0 0 0 0 1 0 0 0	1 0 1 0 1 -3 -1 0 1 -2 0 1 0 3 -1 1 0	-23 32 7 33 17 -14 -15 11 14 3 -5 -4 3 -10 -25 -4 1	2 -3 0 1 0 -3 4 1 -3 -1 -2 1 1 -1 0 1 0
1117	121357	0x1da0d	4	5	1	5	18	0 -1 -1 1 0 0 0 0 0 0 0 0 0 1 0 1 0	1 -1 1 2 1 -2 -2 0 2 -1 1 -2 1 4 -1 3 0	-18 52 6 32 16 -14 -21 18 13 0 -14 1 -4 -12 -26 -6 0	3 0 -1 1 0 -2 2 0 -2 -1 -2 1 1 0 -1 1 1
1118	56672	0x0dd60	4	5	1	5	19	0 -1 -1 1 0 0 0 0 0 0 0 0 1 1 0 0 0	0 -1 3 1 -1 -2 -1 -1 0 -4 0 1 2 1 0 1 -2	-10 32 4 20 11 -8 -12 11 8 0 -6 0 -3 -6 -16 -5 0	2 0 0 0 0 -1 1 0 -1 0 -1 1 1 0 -1 1 0
1119	78321	0x131f1	4	5	1	5	20	0 -1 -1 1 0 0 0 0 0 0 0 1 0 1 0 0 0	1 -1 1 2 0 -1 -1 0 3 -2 2 0 0 4 -1 2 0	-16 43 5 28 12 -12 -15 13 8 -1 -16 -1 -1 -10 -23 -6 0	1 -2 0 2 1 -3 3 1 -3 0 -2 2 1 -1 0 0 1
1120	7449	0x01d19	4	5	1	5	21	0 -1 -1 1 0 0 0 0 0 0 1 0 0 1 0 0 0	1 0 1 1 1 -3 -1 0 2 -2 1 0 -1 4 -1 1 0	-11 39 4 22 10 -9 -13 12 7 -1 -12 0 -3 -6 -18 -7 0	1 0 0 1 1 -2 2 0 -1 0 -1 1 1 0 0 0 0
1121	628	0x00274	4	5	1	5	19	0 -1 -1 1 0 0 0 0 0 0 1 0 1 0 0 0 0	0 -1 1 0 0 -2 -1 0 1 -1 0 0 0 2 0 2 0	-1 21 3 6 2 -2 -9 7 6 2 -4 3 -4 -3 -5 -1 0	0 0 1 0 1 -1 1 0 0 1 0 0 0 0 0 0 0
1122	66172	0x1027c	4	5	1	5	20	0 -1 -1 1 0 0 0 0 0 1 0 0 0 0 0 1 0	1 -2 -1 1 0 0 -1 1 2 2 2 -3 0 3 0 5 2	-8 35 6 14 5 -7 -18 12 12 4 -10 5 -4 -10 -12 2 0	0 0 1 1 1 -1 1 0 0 1 0 0 0 0 0 0 1
1123	25853	0x064fd	4	5	1	5	21	0 -1 -1 1 0 0 0 0 1 0 0 0 0 0 0 0 -1	-4 2 6 -2 -5 -2 -1 -2 -5 -10 -5 6 3 -6 3 -4 -7	-9 -17 1 1 -2 -4 1 -6 2 3 -2 -3 9 -7 -2 8 1	-1 -2 1 1 -1 -1 1 1 0 2 1 0 0 -1 1 0 0
1124	47471	0x0b96f	4	5	1	5	21	0 -1 -1 1 0 0 0 0 1 0 0 0 0 0 0 1 0	2 -2 -1 2 1 1 -2 1 3 2 2 -3 1 4 -1 5 2	-23 35 6 33 16 -15 -17 12 14 2 -10 -3 3 -14 -26 -2 1	1 -3 1 3 0 -3 3 2 -3 0 -2 1 1 -1 0 1 2
1125	33986	0x084c2	4	5	1	5	23	0 -1 -1 1 0 0 0 0 1 0 0 0 0 0 1 0 0	2 -2 -1 2 1 2 -1 1 3 2 2 -2 1 3 -1 4 2	-19 29 3 33 17 -12 -7 8 6 -3 -8 -8 4 -8 -25 -9 1	0 -5 2 4 0 -4 3 3 -4 0 -3 2 2 -2 0 1 2
1126	114178	0x1be02	4	5	1	5	20	0 -1 -1 1 0 0 0 0 1 0 0 0 1 0 0 0 0	1 -2 1 1 -1 1 -1 0 1 -1 1 0 2 1 0 3 0	-15 15 4 21 11 -9 -8 5 9 2 -2 -4 4 -8 -16 -1 1	0 -3 2 2 0 -2 2 2 -2 1 -1 1 1 -1 0 1 1
1127	8060	0x01f7c	4	5	1	5	22	0 -1 -1 1 0 0 0 1 0 0 0 0 0 1 0 0 0	2 -1 1 2 1 -2 -1 0 2 -1 1 0 0 4 -1 2 0	-14 52 5 32 16 -11 -16 17 9 -3 -13 -1 -5 -8 -25 -11 0	0 0 1 1 1 -1 1 0 -1 1 -1 1 1 0 0 0 0
1128	25785	0x064b9	4	5	1	5	20	0 -1 -1 1 0 1 0 0 0 1 0 0 0 0 0 0 0	1 -2 -1 0 -1 1 0 1 2 1 3 -1 -1 2 0 4 2	-11 0 5 7 2 -6 -8 0 10 7 -1 0 6 -8 -6 8 1	-1 -2 2 1 1 -1 2 1 0 2 1 0 0 -1 1 0 0
1129	80306	0x139b2	4	5	1	5	20	0 -1 -1 1 1 0 0 0 0 0 0 0 0 0 1 0 0	2 -2 -1 2 2 0 -2 1 3 2 1 -2 1 4 -1 4 2	-14 58 6 34 16 -11 -19 19 11 -2 -14 0 -6 -10 -26 -10 0	0 -3 2 2 1 -3 2 1 -3 0 -2 1 1 -1 0 0 1
1130	7199	0x01c1f	4	5	1	5	17	0 -1 -1 1 1 0 0 0 0 0 0 0 0 1 0 0 0	2 -1 1 2 1 -2 -2 0 2 -2 1 0 1 4 -1 2 0	-20 62 8 38 18 -15 -24 21 15 0 -16 1 -5 -13 -30 -8 0	1 -1 1 1 1 -2 2 0 -2 0 -1 1 1 0 0 0 0
1131	12414	0x0307e	4	5	1	5	21	0 -1 0 -1 0 0 0 0 0 0 0 1 1 0 0 0 -1	-6 3 6 -4 -5 -4 1 -2 -7 -9 -7 7 2 -8 4 -6 -7	11 -34 -2 -25 -15 9 10 -12 -6 4 7 2 3 4 19 10 0	0 -1 -1 -1 -1 -1 1 0 0 0 0 0 -1 -1 0 0 0
1132	76536	0x12af8	4	5	1	5	19	0 -1 0 -1 0 0 0 0 0 0 1 1 1 0 0 0 0	0 0 -1 -1 1 -2 1 1 1 2 0 0 -2 2 0 1 2	4 5 1 -3 -3 3 0 0 0 2 1 1 -2 3 3 -1 0	0 -2 0 1 1 -3 3 1 -2 -1 -2 1 0 -1 0 0 1
1133	8499	0x02133	4	5	1	5	25	0 -1 0 -1 0 0 0 0 0 1 0 0 0 0 1 0 -1	-5 3 4 -4 -4 -3 2 -1 -7 -6 -6 5 1 -8 4 -5 -5	13 -30 -3 -23 -13 10 13 -12 -9 1 7 0 2 7 18 5 0	-1 -1 0 0 -1 -1 0 0 1 0 0 0 0 -1 0 0 0
1134	124065	0x1e4a1	4	5	1	5	20	0 -1 0 -1 0 0 0 0 0 1 0 0 0 1 1 0 0	1 0 -1 0 1 -1 2 1 0 2 1 -1 -1 1 0 1 2	-3 20 1 13 8 -2 0 4 -1 -3 -1 -4 -2 3 -9 -10 0	1 -2 0 2 0 -3 2 1 -2 -2 -3 2 2 -1 -1 1 1
1135	56929	0x0de61	4	5	1	5	20	0 -1 0 -1 0 0 0 0 0 1 0 0 1 1 0 0 0	0 0 1 -1 -1 -2 2 0 -2 -1 0 1 0 -1 1 0 0	1 6 2 1 2 1 -1 1 2 2 5 0 -2 3 0 -2 0	1 0 0 0 0 -1 1 0 0 -1 -1 1 1 0 -1 1 0
1136	63330	0x0f762	4	5	1	5	18	0 -1 0 -1 0 0 0 0 0 1 0 1 0 0 0 0 -1	-5 3 4 -4 -5 -3 2 -1 -6 -7 -5 6 0 -7 4 -5 -5	11 -33 -1 -27 -18 9 9 -13 -6 5 3 3 4 3 20 12 0	-2 -1 0 0 0 -1 1 0 1 1 1 0 -1 -1 1 -1 0
1137	5981	0x0175d	4	5	1	5	19	0 -1 0 -1 0 0 0 0 0 1 0 1 0 0 1 0 0	1 -1 -3 0 1 1 2 2 2 5 2 -2 -2 2 0 3 4	1 13 1 5 1 1 1 1 -2 -1 -3 -2 -1 2 -3 -5 0	-1 -4 1 3 1 -4 3 2 -3 -1 -3 2 1 -2 0 0 2
1138	108429	0x1a78d	4	5	1	5	18	0 -1 0 -1 0 0 0 0 1 0 0 0 0 0 0 1 -1	-4 3 4 -3 -3 -3 0 -1 -6 -6 -6 4 2 -6 3 -4 -5	-6 -24 0 -4 -3 -1 4 -8 1 4 5 -3 8 -3 3 8 1	1 -2 -1 1 -2 -2 2 1 -1 -1 -1 0 0 -1 0 1 1
1139	104992	0x19a20	4	5	1	5	20	0 -1 0 -1 0 0 0 0 1 0 0 0 0 0 1 0 -1	-4 3 4 -3 -3 -2 1 -1 -6 -6 -6 5 2 -7 3 -5 -5	-2 -30 -3 -4 -2 2 14 -12 -7 -1 7 -8 9 3 4 1 1	0 -4 0 2 -2 -3 2 2 -2 -1 -2 1 1 -2 0 1 1
1140	85105	0x14c71	4	5	1	5	20	0 -1 0 -1 0 0 0 0 1 0 0 1 0 0 0 0 -1	-4 3 4 -3 -4 -2 1 -1 -5 -7 -5 6 1 -6 3 -5 -5	-4 -33 -1 -8 -7 1 10 -13 -4 3 3 -5 11 -1 6 8 1	-1 -4 0 2 -1 -3 3 2 -2 0 -1 1 0 -2 1 0 1
1141	35299	0x089e3	4	5	1	5	21	0 -1 0 -1 0 0 0 0 1 0 0 1 0 1 0 0 0	2 0 -1 1 1 0 1 1 2 1 2 0 -1 3 -1 1 2	-20 17 3 28 14 -11 -3 3 4 -1 -5 -9 7 -5 -21 -7 1	1 -5 0 4 0 -5 5 3 -5 -2 -4 3 2 -2 0 1 2
1142	26620	0x067fc	4	5	1	5	20	0 -1 0 -1 0 0 0 0 1 1 0 0 0 0 0 0 -1	-4 3 4 -4 -5 -2 2 -1 -7 -7 -5 6 1 -8 4 -5 -5	2 -43 -1 -18 -11 5 12 -16 -4 5 9 -3 10 2 14 11 1	-2 -2 1 1 -1 -1 1 1 1 1 1 0 0 -1 1 0 0
1143	107118	0x1a26e	4	5	1	5	21	0 -1 0 -1 0 0 0 0 1 1 0 0 0 1 0 0 0	2 0 -1 0 0 0 2 1 0 1 2 0 -1 1 0 1 2	-14 7 3 18 10 -7 -1 0 4 1 1 -7 6 -2 -13 -4 1	0 -3 1 3 0 -3 3 2 -2 -1 -2 2 2 -1 0 1 1
1144	113923	0x1bd03	4	5	1	5	19	0 -1 0 -1 0 0 0 0 1 1 0 0 1 0 0 0 0	1 -1 -1 -1 -1 1 2 1 -1 2 1 0 0 -1 1 2 2	-4 -11 2 2 2 0 3 -5 3 4 9 -4 5 1 0 2 1	-1 -3 2 2 0 -2 2 2 -1 0 -1 1 1 -1 0 1 1
1145	20882	0x05192	4	5	1	5	21	0 -1 0 -1 0 0 0 0 1 1 0 1 0 0 0 0 0	2 -1 -3 0 0 2 2 2 2 4 3 -1 -2 2 0 3 4	-10 0 3 10 3 -4 0 -3 3 3 -1 -5 7 -3 -7 1 1	-2 -5 2 4 1 -4 4 3 -3 0 -2 2 1 -2 1 0 2
1146	56161	0x0db61	4	5	1	5	24	0 -1 0 -1 0 0 0 1 0 0 0 0 1 1 0 0 0	1 0 1 0 1 -3 1 0 -1 0 -1 1 0 1 0 0 0	-3 25 2 15 10 -2 -4 8 3 -2 2 -2 -5 2 -10 -10 0	1 0 0 0 0 -1 1 0 -1 -1 -2 1 1 0 -1 1 0
1147	62050	0x0f262	4	5	1	5	22	0 -1 0 -1 0 0 0 1 0 0 0 1 0 0 0 0 -1	-4 3 4 -3 -3 -4 1 -1 -5 -6 -6 6 0 -5 3 -5 -5	7 -14 -1 -13 -10 6 6 -6 -5 1 0 1 1 2 10 4 0	-2 -1 0 0 0 -1 1 0 0 1 0 0 -1 -1 1 -1 0
1148	79856	0x137f0	4	5	1	5	20	0 -1 0 -1 0 0 0 1 0 0 0 1 0 1 0 0 0	2 0 -1 1 2 -2 1 1 2 2 1 0 -2 4 -1 1 2	-9 36 3 23 11 -6 -7 10 3 -3 -8 -3 -3 -2 -17 -11 0	0 -2 0 2 1 -3 3 1 -3 -1 -3 2 1 -1 0 0 1
1149	75933	0x1289d	4	5	1	5	20	0 -1 0 -1 0 0 0 1 0 0 0 1 1 0 0 0 0	1 -1 -1 0 1 -1 1 1 1 3 0 0 -1 2 0 2 2	1 18 2 7 3 1 -3 5 2 0 0 0 -4 1 -4 -5 0	-1 -2 1 1 1 -2 2 1 -2 0 -2 1 0 -1 0 0 1
1150	121327	0x1d9ef	4	5	1	5	16	0 -1 0 -1 0 0 0 1 0 1 0 0 0 0 0 0 -1	-4 3 4 -4 -4 -4 2 -1 -7 -6 -6 6 0 -7 4 -5 -5	13 -24 -1 -23 -14 10 8 -9 -5 3 6 3 0 5 18 7 0	-3 1 1 -1 0 1 -1 -1 3 2 2 -1 -1 0 1 -1 -1
1151	7293	0x01c7d	4	5	1	5	19	0 -1 0 -1 0 0 0 1 0 1 0 0 0 1 0 0 0	2 0 -1 0 1 -2 2 1 0 2 1 0 -2 2 0 1 2	-3 26 3 13 7 -2 -5 7 3 -1 -2 -1 -4 1 -9 -8 0	-1 0 1 1 1 -1 1 0 0 0 -1 1 1 0 0 0 0
1152	126849	0x1ef81	4	5	1	5	17	0 -1 0 -1 0 0 0 1 0 1 0 1 0 0 0 0 0	2 -1 -3 0 1 0 2 2 2 5 2 -1 -3 3 0 3 4	1 19 3 5 0 1 -4 4 2 1 -4 1 -3 0 -3 -3 0	-3 -2 2 2 2 -2 2 1 -1 1 -1 1 0 -1 1 -1 1
1153	108398	0x1a76e	4	5	1	5	21	0 -1 0 -1 0 0 0 1 1 0 0 0 0 1 0 0 0	3 0 -1 1 2 -1 1 1 1 2 1 0 -1 3 -1 1 2	-18 26 3 32 18 -10 -4 7 5 -3 -2 -9 3 -3 -23 -12 1	0 -3 1 3 0 -3 3 2 -3 -1 -3 2 2 -1 0 1 1
1154	112643	0x1b803	4	5	1	5	21	0 -1 0 -1 0 0 0 1 1 0 0 0 1 0 0 0 0	2 -1 -1 0 1 0 1 1 0 3 0 0 0 1 0 2 2	-8 8 2 16 10 -3 0 2 4 0 6 -6 2 0 -10 -6 1	-1 -3 2 2 0 -2 2 2 -2 0 -2 1 1 -1 0 1 1
1155	55668	0x0d974	4	5	1	5	23	0 -1 0 -1 0 0 1 0 0 0 0 0 1 1 0 0 0	-1 2 2 -1 0 -3 1 -1 -3 -3 -3 3 1 -2 1 -4 -2	-1 7 0 7 6 0 2 2 -1 -2 5 -3 -2 4 -4 -7 0	2 0 -1 0 -1 -1 1 0 -1 -2 -2 1 1 0 -1 1 0
1156	121850	0x1dbfa	4	5	1	5	18	0 -1 0 -1 0 0 1 0 0 1 0 0 0 0 0 0 1	0 1 1 -1 -1 -2 2 0 -3 -1 -2 2 1 -2 1 -1 -1	-1 10 1 7 6 0 0 3 1 -1 5 -2 -3 3 -4 -6 0	0 -1 0 1 -1 -1 1 1 -1 -1 -2 1 1 0 -1 1 1
1157	67176	0x10668	4	5	1	5	19	0 -1 0 -1 0 0 1 0 0 1 0 0 0 0 0 1 0	0 1 -2 -1 1 -1 1 1 -1 3 -1 -1 -1 0 1 0 2	1 10 2 1 0 1 -4 3 3 2 1 2 -3 0 0 0 0	0 0 0 1 0 -1 1 0 0 -1 -1 0 0 0 0 0 1
1158	80837	0x13bc5	4	5	1	5	18	0 -1 0 -1 0 0 1 0 0 1 0 0 0 0 1 0 0	0 1 -2 -1 1 0 2 1 -1 3 -1 0 -1 -1 1 -1 2	5 4 -1 1 1 4 6 -1 -5 -3 3 -3 -2 6 1 -7 0	-1 -2 1 2 0 -2 1 1 -1 -1 -2 1 1 -1 0 0 1
1159	7784	0x01e68	4	5	1	5	24	0 -1 0 -1 0 0 1 0 0 1 0 0 0 1 0 0 0	0 2 0 -1 0 -2 2 0 -2 -1 -1 2 -1 -1 1 -3 0	-1 8 1 5 3 0 1 1 -1 -1 1 -2 -1 3 -3 -5 0	0 0 0 1 0 -1 1 0 0 -1 -1 1 1 0 0 0 0
1160	34695	0x08787	4	5	1	5	22	0 -1 0 -1 0 1 0 0 0 0 0 0 0 0 1 0 -1	-5 3 4 -4 -3 -3 1 -1 -6 -6 -6 5 1 -7 3 -5 -5	2 -46 -3 -16 -8 5 15 -16 -6 3 12 -5 10 4 13 8 1	1 -3 -1 0 -2 -2 2 1 -1 -1 -1 0 0 -2 0 1 0
1161	82453	0x14215	4	5	1	5	17	0 -1 0 -1 0 1 0 0 0 0 0 0 0 1 1 0 0	1 0 -1 0 2 -1 1 1 1 2 1 -1 -1 2 -1 1 2	-14 4 1 20 13 -7 2 0 2 -1 4 -9 6 0 -14 -7 1	3 -4 -1 2 -1 -4 4 2 -4 -3 -4 2 2 -2 -1 2 1
1162	30933	0x078d5	4	5	1	5	22	0 -1 0 -1 0 1 0 0 0 0 0 0 1 1 0 0 0	0 0 1 -1 0 -2 1 0 -1 -1 0 1 0 0 0 0 0	-10 -10 2 8 7 -4 1 -3 5 4 10 -5 6 0 -5 1 1	3 -2 -1 0 -1 -2 3 1 -2 -2 -2 1 1 -1 -1 2 0
1163	103492	0x19444	4	5	1	5	21	0 -1 0 -1 0 1 0 0 0 0 0 1 0 1 0 0 0	1 0 -1 0 1 -1 1 1 2 1 2 0 -2 3 -1 1 2	-16 1 3 16 8 -8 -2 -1 5 3 0 -6 8 -4 -12 0 1	2 -4 -1 2 0 -4 5 2 -4 -2 -3 2 1 -2 0 1 1
1164	101161	0x18b29	4	5	1	5	18	0 -1 0 -1 0 1 0 0 0 0 0 1 1 0 0 0 0	0 -1 -1 -1 0 0 1 1 1 2 1 0 -1 1 0 2 2	-6 -17 2 0 0 -1 2 -6 4 6 8 -3 7 -1 1 6 1	1 -4 0 1 0 -3 4 2 -3 -1 -2 1 0 -2 0 1 1
1165	105060	0x19a64	4	5	1	5	19	0 -1 0 -1 0 1 0 0 0 1 0 0 0 0 1 0 0	1 -1 -3 -1 1 1 2 2 1 5 2 -2 -2 1 0 3 4	-4 -13 1 2 2 0 5 -6 1 3 8 -5 6 2 0 1 1	0 -4 1 2 0 -3 3 2 -2 -1 -2 1 1 -2 0 1 1
1166	66778	0x104da	4	5	1	5	21	0 -1 0 -1 0 1 0 0 1 0 0 0 0 1 0 0 0	2 0 -1 0 1 0 1 1 1 1 2 0 -1 2 -1 1 2	-25 -9 3 25 15 -12 1 -4 7 3 6 -12 14 -5 -18 -1 2	2 -5 0 3 -1 -4 5 3 -4 -2 -3 2 2 -2 0 2 1
1167	42404	0x0a5a4	4	5	1	5	21	0 -1 0 -1 0 1 0 1 0 0 0 0 -1 0 0 0 0	-3 3 5 -3 -3 -5 1 -1 -6 -7 -6 6 1 -5 2 -4 -6	-8 -20 0 2 2 -2 5 -6 1 2 7 -5 7 -1 -1 3 1	0 -2 -1 0 -2 -1 2 1 -1 0 -1 0 0 -1 0 1 0
1168	106340	0x19f64	4	5	1	5	20	0 -1 0 -1 0 1 0 1 0 0 0 0 0 0 1 0 0	2 -1 -3 0 3 0 1 2 2 6 1 -2 -2 3 -1 3 4	-8 6 1 16 10 -3 2 1 2 -1 5 -7 3 1 -10 -7 1	0 -4 1 2 0 -3 3 2 -3 -1 -3 1 1 -2 0 1 1
1169	84277	0x14935	4	5	1	5	24	0 -1 0 -1 0 1 0 1 0 0 0 1 0 0 0 0 0	2 -1 -3 0 2 0 1 2 3 5 2 -1 -3 4 -1 3 4	-10 3 3 12 5 -4 -2 0 5 3 1 -4 5 -3 -8 0 1	-1 -4 1 2 1 -3 4 2 -3 0 -2 1 0 -2 1 0 1
1170	97614	0x17d4e	4	5	1	5	20	0 -1 0 -1 0 1 1 0 0 0 0 0 0 0 0 0 1	0 1 1 -1 0 -2 1 0 -2 -1 -2 2 1 -1 0 -1 -1	-12 -6 1 14 11 -5 2 -1 4 1 10 -7 5 0 -9 -3 1	2 -3 -1 1 -2 -2 3 2 -3 -2 -3 1 1 -1 -1 2 1
1171	105841	0x19d71	4	5	1	5	20	0 -1 0 -1 0 1 1 0 0 0 0 0 0 0 1 0 0	0 1 -2 -1 2 0 1 1 0 3 -1 0 -1 0 0 -1 2	-6 -12 -1 8 6 -1 8 -5 -2 -1 8 -8 6 3 -4 -4 1	1 -4 0 2 -1 -3 3 2 -3 -2 -3 1 1 -2 0 1 1
1172	47324	0x0b8dc	4	5	1	5	23	0 -1 0 -1 0 1 1 0 0 0 0 0 0 1 0 0 0	0 2 0 -1 1 -2 1 0 -1 -1 -1 2 -1 0 0 -3 0	-12 -8 1 12 8 -5 3 -3 2 1 6 -7 7 0 -8 -2 1	2 -2 -1 1 -1 -2 3 1 -2 -2 -2 1 1 -1 0 1 0
1173	80563	0x13ab3	4	5	1	5	21	0 -1 0 -1 1 0 0 0 0 1 0 0 0 0 1 0 0	2 -1 -3 0 2 0 1 2 1 5 1 -2 -1 2 0 3 4	-3 32 4 15 7 -2 -8 9 5 0 -3 0 -5 -1 -10 -7 0	-1 -3 2 2 1 -3 2 1 -2 -1 -2 1 1 -1 0 0 1
1174	126178	0x1ece2	4	5	1	5	20	0 -1 0 -1 1 0 0 0 0 1 0 1 0 0 0 0 0	2 -1 -3 0 1 0 1 2 2 4 2 -1 -2 3 0 3 4	-5 29 6 11 2 -3 -12 8 8 4 -7 3 -3 -5 -8 0 0	-2 -3 2 2 2 -3 3 1 -2 0 -1 1 0 -1 1 -1 1
1175	107533	0x1a40d	4	5	1	5	19	0 -1 0 -1 1 0 0 0 1 0 0 0 0 1 0 0 0	3 0 -1 1 2 -1 0 1 1 1 1 0 0 3 -1 1 2	-24 36 6 38 20 -14 -12 11 11 0 -5 -7 3 -8 -28 -9 1	1 -4 1 3 0 -4 4 2 -4 -2 -3 2 2 -1 0 1 1
1176	124448	0x1e620	4	5	1	5	24	0 -1 0 0 -1 0 0 0 0 0 0 0 0 0 1 1 -1	-5 2 4 -2 -3 -2 0 -1 -5 -5 -5 2 2 -6 3 -3 -5	7 -26 -4 -17 -9 5 9 -9 -7 0 3 0 3 2 12 6 0	2 0 -2 0 -2 -1 0 0 0 -1 -1 0 0 -1 -1 1 1
1177	56544	0x0dce0	4	5	1	5	20	0 -1 0 0 -1 0 0 0 0 0 0 0 1 0 0 1 -1	-6 2 6 -3 -5 -3 0 -2 -7 -8 -6 4 3 -8 4 -4 -7	11 -40 -3 -29 -15 8 8 -12 -4 5 9 4 3 2 21 14 0	2 2 -2 -2 -2 1 -1 -1 2 0 1 -1 -1 0 -1 1 0
1178	72050	0x11972	4	5	1	5	25	0 -1 0 0 -1 0 0 0 0 0 0 0 1 1 0 1 0	0 -1 1 1 0 -1 0 0 0 0 1 -2 1 1 0 2 0	-5 10 1 7 6 -4 -5 4 4 1 1 0 -1 -2 -6 -1 0	4 1 -2 0 -1 -1 1 0 -1 -2 -2 1 1 0 -2 2 1
1179	74975	0x124df	4	5	1	5	21	0 -1 0 0 -1 0 0 0 0 0 0 0 1 1 1 0 0	0 -1 1 1 0 0 1 0 0 0 1 -1 1 0 0 1 0	-1 4 -2 7 7 -1 5 0 -4 -4 3 -5 0 4 -5 -8 0	3 -1 -1 1 -1 -2 1 1 -2 -2 -3 2 2 -1 -2 2 1
1180	77937	0x13071	4	5	1	5	20	0 -1 0 0 -1 0 0 0 0 0 0 1 0 0 0 1 -1	-5 2 4 -2 -4 -2 0 -1 -4 -6 -4 3 1 -5 3 -3 -5	5 -29 -2 -21 -14 4 5 -10 -4 4 -1 3 5 -2 14 13 0	1 0 -2 0 -1 -1 1 0 0 0 0 0 -1 -1 0 0 1
1181	62947	0x0f5e3	4	5	1	5	25	0 -1 0 0 -1 0 0 0 0 0 0 1 0 1 0 1 0	1 -1 -1 2 1 0 0 1 3 2 3 -3 -1 4 -1 3 2	-11 21 2 15 7 -8 -8 6 4 0 -9 -1 1 -6 -13 -2 0	3 -1 -2 2 0 -3 3 1 -3 -2 -3 2 1 -1 -1 1 2
1182	60046	0x0ea8e	4	5	1	5	24	0 -1 0 0 -1 0 0 0 0 0 0 1 1 0 0 1 0	0 -2 -1 1 0 1 0 1 2 3 2 -3 0 2 0 4 2	-1 3 1 -1 -1 -1 -4 1 3 3 -1 2 0 -3 0 4 0	2 -1 -1 1 0 -2 2 1 -2 -1 -2 1 0 -1 -1 1 2
1183	8500	0x02134	4	5	1	5	22	0 -1 0 0 -1 0 0 0 0 0 1 0 0 0 1 0 -1	-5 3 4 -3 -3 -3 1 -1 -5 -6 -5 4 0 -6 3 -5 -5	14 -39 -6 -27 -15 10 17 -15 -13 -1 5 -1 4 8 20 5 0	0 0 -1 0 -1 -1 0 0 1 0 0 0 0 -1 0 0 0
1184	116326	0x1c666	4	5	1	5	19	0 -1 0 0 -1 0 0 0 0 0 1 0 1 0 0 1 0	0 -1 -1 0 1 -1 0 1 1 3 1 -3 -1 2 0 3 2	4 -1 0 -7 -3 2 -2 0 2 3 3 3 -2 1 5 3 0	2 1 -1 0 0 -1 1 0 0 -1 -1 0 0 0 -1 1 1
1185	7164	0x01bfc	4	5	1	5	21	0 -1 0 0 -1 0 0 0 0 1 0 0 0 0 0 1 -1	-5 2 4 -3 -5 -2 1 -1 -6 -6 -4 3 1 -7 4 -3 -5	11 -39 -2 -31 -18 8 7 -13 -4 6 5 5 4 1 22 16 0	0 2 -1 -1 -1 1 -1 -1 3 1 2 -1 -1 0 0 0 0
1186	9809	0x02651	4	5	1	5	21	0 -1 0 0 -1 0 0 0 0 1 0 0 0 0 1 0 -1	-5 2 4 -3 -5 -1 2 -1 -6 -6 -4 4 1 -8 4 -4 -5	15 -45 -5 -31 -17 11 17 -17 -12 1 7 0 5 7 23 9 0	-1 0 0 0 -1 0 -1 0 2 1 1 0 0 -1 0 0 0
