i	j	c0	c1	c2
0	1	1	0	1
0	2	-0.14170471270497206	1	-0.12384092893044445
0	3	0.19889058115387206	0.68491577589661501	0.23470041501970204
0	4	0.17333365546613014	0.72406317967742295	0.18626816354698375
0	5	0.24122643659188411	0.7727730909342948	0.28432593565589853
0	6	0.12246863524094938	0.52632143763657691	0.14511963733793423
0	7	0.15707188114977405	0.73830659492779049	0.17026083052087093
0	8	0.12814551259992996	0.76364271575478759	0.14178706095516549
1	2	-0.13619873300282281	0.53677695591125563	-0.11858644750026898
1	3	0.19889058115388172	0.68491577589665176	0.23470041501971309
1	4	0.19299156653983626	0.74133994239341017	0.21731580508266579
1	5	0.24122643659189399	0.77277309093432955	0.28432593565590986
1	6	0.12246863524095894	0.5263214376366141	0.14511963733794483
1	7	0.16997636609445282	0.72703800778557559	0.19383134128165908
1	8	0.13115891656663095	0.70291635713528855	0.15422243192426188
2	3	0.19889058115389721	0.684915775896625	0.23470041501972644
2	4	0.12175094323080474	0.67872864356144091	0.10479859371749711
2	5	0.24122643659190884	0.77277309093430557	0.28432593565592262
2	6	0.12246863524097581	0.52632143763658601	0.14511963733795857
2	7	0.1206649020126426	0.77009827191081681	0.10376215992697403
2	8	0.11840955715378319	0.9598424714010475	0.10160983312582521
3	4	-0.19889058115390348	-0.68491577589662145	-0.23470041501973254
3	5	0.84977539294077631	0.01739988810744034	1.2042741767694531
3	6	-0.21465233616550589	0.94477938626124425	-0.36450878524384878
3	7	-0.19889058115390446	-0.684915775896622	-0.23470041501973343
3	8	-0.19889058115390348	-0.68491577589662367	-0.23470041501973324
4	5	0.24122643659191279	0.77277309093430413	0.2843259356559274
4	6	0.1224686352409828	0.52632143763658301	0.14511963733796637
4	7	0.82597510213467962	0.15420004067791573	1.3920368747214298
4	8	0.18628575922366872	-0.40800420106298257	0.38171358358265794
5	6	-0.25136929857897555	0.27595359581990669	-0.36785904367463745
5	7	-0.2412264365919139	-0.77277309093430335	-0.28432593565592806
5	8	-0.24122643659191428	-0.7727730909343038	-0.2843259356559289
6	7	-0.12246863524098212	-0.5263214376365849	-0.14511963733796598
6	8	-0.12246863524097994	-0.52632143763658457	-0.14511963733796326
7	8	0.21897093944817109	-1.0666785765524114	0.51659504845623583
