rank	shell_id	eligible_id	ade	root_rank	mw_rank	root_count	root_det	d_f	d_o	mw_height	short_norm	section_p_o	fiber_twist	vertical_integral	support_fibres	support_components	vertical_l1	vertical_max	reflection_count	nearest_section_lifts	section_root_shift	section_nonzero_pairings	root_coefficients	reduced	v
98	4030	4027	A3+A1+A1	5	12	16	16	2	0	181/30	8	2	0	1	0	0	0	0	7	30	0,0,0,0,0,0,0	O:2;R2:1;R3:1;R5:1	0,0,0,0,0,0,0	2,2,-109,-1206,6337,5960,-1705,-1725,115,6,-1952,2274,1959,-1508,-4996,2689,-3716,1866,3402	502,5373,-28340,-26626,7651,7701,-530,-3,8736,-10134,-8745,6759,22344,-12030,16638,-8348,-15205
99	4036	4033	A3+A1+A1	5	12	16	16	2	0	181/30	8	2	0	1	0	0	0	0	7	30	0,0,0,0,0,0,0	O:2;R1:1;R3:1;R4:1	0,0,0,0,0,0,0	2,2,57,580,-3066,-2878,831,831,-58,3,947,-1093,-945,733,2419,-1303,1802,-903,-1644	668,7159,-37743,-35464,10187,10257,-703,-6,11635,-13501,-11649,9000,29759,-16022,22156,-11117,-20251
100	4059	4056	A3+A1+A1	5	12	16	16	2	0	181/30	8	2	0	1	0	0	0	0	7	30	0,0,0,0,0,0,0	O:2;R2:1;R3:1;R4:1	0,0,0,0,0,0,0	2,2,-313,-3378,17809,16731,-4806,-4840,331,4,-5488,6370,5495,-4245,-14038,7557,-10454,5245,9554	298,3201,-16868,-15855,4550,4586,-314,-5,5200,-6038,-5209,4022,13302,-7162,9900,-4969,-9053
101	4060	4057	A3+A1+A1	5	12	16	16	2	0	181/30	8	2	0	1	0	0	0	0	7	30	0,0,0,0,0,0,0	O:2;R2:1;R3:1;R4:1	0,0,0,0,0,0,0	2,2,-412,-4449,23446,22029,-6325,-6373,434,7,-7225,8389,7236,-5588,-18482,9949,-13761,6905,12579	199,2130,-11231,-10557,3031,3053,-211,-2,3463,-4019,-3468,2679,8858,-4770,6593,-3309,-6028
102	4080	4077	A3+A1+A1	5	12	16	16	2	0	181/30	8	2	0	1	0	0	0	0	7	30	0,0,0,0,0,0,0	O:2;R1:1;R3:1;R5:1	0,0,0,0,0,0,0	2,2,-76,-825,4329,4067,-1166,-1176,76,1,-1336,1552,1338,-1029,-3416,1837,-2539,1273,2322	535,5754,-30348,-28519,8190,8250,-569,-8,9352,-10856,-9366,7238,23924,-12882,17815,-8941,-16285
103	4082	4079	A3+A1+A1	5	12	16	16	2	0	181/30	8	2	0	1	0	0	0	0	7	30	0,0,0,0,0,0,0	O:2;R1:1;R3:1;R5:1	0,0,0,0,0,0,0	2,2,-244,-2624,13821,12983,-3729,-3755,254,1,-4262,4945,4266,-3293,-10899,5866,-8112,4069,7414	367,3955,-20856,-19603,5627,5671,-391,-8,6426,-7463,-6438,4974,16441,-8853,12242,-6145,-11193
104	4083	4080	A3+A1+A1	5	12	16	16	2	0	181/30	8	2	0	1	0	0	0	0	7	30	0,0,0,0,0,0,0	O:2;R1:1;R3:1;R5:1	0,0,0,0,0,0,0	2,2,-343,-3695,19458,18281,-5248,-5288,357,4,-5999,6964,6007,-4636,-15343,8258,-11419,5729,10439	268,2884,-15219,-14305,4108,4138,-288,-5,4689,-5444,-4697,3631,11997,-6461,8935,-4485,-8168
105	4092	4089	A3+A1+A1	5	12	16	16	2	0	181/30	8	2	0	1	0	0	0	0	7	30	0,0,0,0,0,0,0	O:2;R2:1;R3:1;R5:1	0,0,0,0,0,0,0	2,2,-358,-3868,20379,19150,-5499,-5539,378,4,-6282,7293,6290,-4858,-16068,8651,-11962,6002,10935	253,2711,-14298,-13436,3857,3887,-267,-5,4406,-5115,-4414,3409,11272,-6068,8392,-4212,-7672
106	4093	4090	A3+A1+A1	5	12	16	16	2	0	181/30	8	2	0	1	0	0	0	0	7	30	0,0,0,0,0,0,0	O:2;R2:1;R3:1;R5:1	0,0,0,0,0,0,0	2,2,-457,-4939,26016,24448,-7018,-7072,481,7,-8019,9312,8031,-6201,-20512,11043,-15269,7662,13960	154,1640,-8661,-8138,2338,2354,-164,-2,2669,-3096,-2673,2066,6828,-3676,5085,-2552,-4647
107	4099	4096	A3+A1+A1	5	12	16	16	2	0	181/30	8	2	0	1	0	0	0	0	7	30	0,0,0,0,0,0,0	O:2;R1:1;R3:1;R4:1	0,0,0,0,0,0,0	2,2,-96,-1050,5531,5198,-1493,-1503,103,1,-1705,1980,1707,-1318,-4361,2348,-3247,1629,2968	515,5529,-29146,-27388,7863,7923,-542,-8,8983,-10428,-8997,6949,22979,-12371,17107,-8585,-15639
108	4101	4098	A3+A1+A1	5	12	16	16	2	0	181/30	8	2	0	1	0	0	0	0	7	30	0,0,0,0,0,0,0	O:2;R1:1;R3:1;R5:1	0,0,0,0,0,0,0	2,2,-344,-3701,19509,18329,-5265,-5301,362,3,-6014,6979,6021,-4650,-15382,8280,-11452,5745,10466	267,2878,-15168,-14257,4091,4125,-283,-6,4674,-5429,-4683,3617,11958,-6439,8902,-4469,-8141
109	4126	4123	A3+A1+A1	5	12	16	16	2	0	181/30	8	2	0	1	0	0	0	0	7	30	0,0,0,0,0,0,0	O:2;R1:1;R3:1;R4:1	0,0,0,0,0,0,0	2,2,-391,-4230,22301,20956,-6018,-6062,416,6,-6872,7979,6882,-5317,-17580,9465,-13091,6569,11966	220,2349,-12376,-11630,3338,3364,-229,-3,3816,-4429,-3822,2950,9760,-5254,7263,-3645,-6641
110	4128	4125	A3+A1+A1	5	12	16	16	2	0	181/30	8	2	0	1	0	0	0	0	7	30	0,0,0,0,0,0,0	O:2;R1:1;R3:1;R4:1	0,0,0,0,0,0,0	2,2,-490,-5301,27938,26254,-7537,-7595,519,9,-8609,9998,8623,-6660,-22024,11857,-16398,8229,14991	121,1278,-6739,-6332,1819,1831,-126,0,2079,-2410,-2081,1607,5316,-2862,3956,-1985,-3616
111	4130	4127	A3+A1+A1	5	12	16	16	2	0	181/30	8	2	0	1	0	0	0	0	7	30	0,0,0,0,0,0,0	O:2;R1:1;R3:1;R4:1	0,0,0,0,0,0,0	2,2,-658,-7100,37430,35170,-10100,-10174,697,9,-11535,13391,11551,-8924,-29507,15886,-21971,11025,20083	-47,-521,2753,2584,-744,-748,52,0,-847,983,847,-657,-2167,1167,-1617,811,1476
112	4168	4165	A3+A1+A1	5	12	16	16	2	0	181/30	8	2	0	1	0	0	0	0	7	30	0,0,0,0,0,0,0	O:2;R2:1;R3:1;R4:1	0,0,0,0,0,0,0	2,2,-499,-5392,28417,26699,-7668,-7723,527,6,-8758,10167,8769,-6774,-22402,12060,-16680,8369,15246	112,1187,-6260,-5887,1688,1703,-118,-3,1930,-2241,-1935,1493,4938,-2659,3674,-1845,-3361
113	4183	4180	A3+A1+A1	5	12	16	16	2	0	181/30	8	2	0	1	0	0	0	0	7	30	0,0,0,0,0,0,0	O:2;R1:1;R3:1;R5:1	0,0,0,0,0,0,0	2,2,-530,-5715,30117,28297,-8127,-8184,558,5,-9284,10776,9295,-7179,-23746,12783,-17678,8869,16158	81,864,-4560,-4289,1229,1242,-87,-4,1404,-1632,-1409,1088,3594,-1936,2676,-1345,-2449
114	4205	4202	A3+A1+A1	5	12	16	16	2	0	181/30	8	2	0	1	0	0	0	0	7	30	0,0,0,0,0,0,0	O:2;R2:1;R3:1;R5:1	0,0,0,0,0,0,0	2,2,-118,-1301,6837,6425,-1841,-1859,123,4,-2107,2451,2112,-1626,-5390,2900,-4010,2012,3668	493,5278,-27840,-26161,7515,7567,-522,-5,8581,-9957,-8592,6641,21950,-11819,16344,-8202,-14939
115	4206	4203	A3+A1+A1	5	12	16	16	2	0	181/30	8	2	0	1	0	0	0	0	7	30	0,0,0,0,0,0,0	O:2;R2:1;R3:1;R5:1	0,0,0,0,0,0,0	2,2,-46,-534,2790,2623,-748,-760,47,4,-859,1004,863,-661,-2199,1182,-1634,820,1497	565,6045,-31887,-29963,8608,8666,-598,-5,9829,-11404,-9841,7606,25141,-13537,18720,-9394,-17110
116	4209	4206	A3+A1+A1	5	12	16	16	2	0	181/30	8	2	0	1	0	0	0	0	7	30	0,0,0,0,0,0,0	O:2;R2:1;R3:1;R5:1	0,0,0,0,0,0,0	2,2,-413,-4481,23607,22183,-6366,-6418,436,9,-7274,8450,7287,-5625,-18609,10017,-13854,6952,12666	198,2098,-11070,-10403,2990,3008,-209,0,3414,-3958,-3417,2642,8731,-4702,6500,-3262,-5941
117	4213	4210	A3+A1+A1	5	12	16	16	2	0	181/30	8	2	0	1	0	0	0	0	7	30	0,0,0,0,0,0,0	O:2;R2:1;R3:1;R5:1	0,0,0,0,0,0,0	2,2,-466,-5034,26516,24913,-7154,-7206,489,5,-8174,9489,8184,-6319,-20906,11254,-15563,7808,14226	145,1545,-8161,-7673,2202,2220,-156,-4,2514,-2919,-2520,1948,6434,-3465,4791,-2406,-4381
118	4220	4217	A3+A1+A1	5	12	16	16	2	0	181/30	8	2	0	1	0	0	0	0	7	30	0,0,0,0,0,0,0	O:2;R1:1;R3:1;R4:1	0,0,0,0,0,0,0	2,2,-499,-5396,28438,26719,-7673,-7729,527,7,-8764,10175,8776,-6778,-22418,12068,-16692,8375,15257	112,1183,-6239,-5867,1683,1697,-118,-2,1924,-2233,-1928,1489,4922,-2651,3662,-1839,-3350
