i	j	c0	c1	c2
0	1	1	0	1
0	2	0.37052134089484529	1	0.29361903497975733
0	3	-1.0495600613690791e-08	-1.8751383706577784e-07	-2.4371263907514092e-08
0	4	-2.4492347033162344e-07	-2.8331032094352992e-07	1.5077392932001551e-07
0	5	-1.2713179419562612e-07	-1.1826423901048911e-07	-1.116054779874819e-07
0	6	-2.3211346345325219e-07	-2.5790345781756043e-07	-2.8083667276872378e-08
0	7	-1.3779499943812501e-07	-3.6662869444685606e-07	3.6371155300465762e-08
0	8	-1.9927643711333215e-07	-3.1670742687098345e-07	-2.8172931016341004e-08
1	2	0.37052134089484556	0.99999999999999456	0.29361903497975367
1	3	-1.0495629076838535e-08	-1.8751387496055663e-07	-2.4371282234406532e-08
1	4	-2.4492348959876585e-07	-2.8331034997614476e-07	1.5077391982817796e-07
1	5	-1.2713181890662352e-07	-1.1826426486624258e-07	-1.1160549364566173e-07
1	6	-2.3211348369340172e-07	-2.579034778808165e-07	-2.8083677745763384e-08
1	7	-1.377950135002964e-07	-3.6662872434466435e-07	3.6371149672540289e-08
1	8	-1.9927645465096102e-07	-3.1670745247216465e-07	-2.8172939823342866e-08
2	3	-0.37052134089480265	-0.99999999999998113	-0.29361903497974556
2	4	-0.37052134089485789	-0.99999999999994404	-0.29361903497972436
2	5	-0.37052134089480876	-0.99999999999997613	-0.29361903497974945
2	6	-0.37052134089482269	-0.99999999999997058	-0.29361903497974745
2	7	-0.37052134089482064	-0.99999999999998612	-0.29361903497974196
2	8	-0.37052134089481759	-0.99999999999998856	-0.29361903497974157
3	4	-8.0398671756248103e-08	-2.1964100915391755e-08	1.4602481566540698e-07
3	5	1.9259842582147658e-07	-1.170710829490446e-07	-2.6989695455168856e-07
3	6	1.9013318008187883e-07	-2.2627278814344392e-07	1.2237996011562445e-07
3	7	-8.5184692874683199e-08	-3.4699831994112006e-07	-1.1740464666212298e-07
3	8	9.9143457952722218e-08	-3.7152631637769768e-07	5.5312939506430018e-08
4	5	2.5536289495200711e-07	-2.9812663654131198e-08	-7.2666416005433899e-08
4	6	2.5744946324904932e-07	5.6577379308100296e-08	-1.5980588542411128e-07
4	7	3.0270884947595151e-07	1.317659844953069e-07	-2.4318102488893921e-07
4	8	3.6530457522775614e-07	-8.9053572638545694e-08	-1.3595173355561207e-07
5	6	-3.8098900914040172e-08	-2.6874854226852959e-07	3.7217594588343142e-08
5	7	-4.3390040778590713e-08	-2.2364162080273705e-07	6.7653478744026333e-08
5	8	-5.7666442451805392e-08	-3.1605485427410056e-07	1.163800858178808e-07
6	7	9.7980306180329681e-08	2.0110896532035557e-07	8.0626536843492901e-08
6	8	9.6443527478847556e-08	1.6332684759145157e-07	5.7112517530944451e-07
7	8	-1.0723106779993866e-07	-4.056833849138926e-07	-8.9681638104985597e-08
