rank	shell_id	eligible_id	ade	root_rank	mw_rank	root_count	root_det	d_f	d_o	mw_height	short_norm	section_p_o	fiber_twist	vertical_integral	support_fibres	support_components	vertical_l1	vertical_max	reflection_count	nearest_section_lifts	section_root_shift	section_nonzero_pairings	root_coefficients	reduced	v
141	7997	7995	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R4:1	0,0,0,0,0	2,2,-34981,384,2887,-51795,-11868,-18679,13137,-6803,20997,-4780,-24099,-12874,-28533,-20430,6875,-4905,-8796	-2793,33,233,-4134,-952,-1495,1051,-545,1676,-382,-1926,-1028,-2279,-1631,546,-391,-701
142	7998	7996	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R4:1	0,0,0,0,0	2,2,-48869,540,4035,-72361,-16579,-26096,18353,-9506,29335,-6676,-33667,-17986,-39861,-28540,9605,-6854,-12287	-16681,189,1381,-24700,-5663,-8912,6267,-3248,10014,-2278,-11494,-6140,-13607,-9741,3276,-2340,-4192
143	8015	8013	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R4:1	0,0,0,0,0	2,2,-19958,217,1647,-29551,-6771,-10657,7495,-3881,11979,-2728,-13748,-7345,-16279,-11657,3923,-2798,-5019	12230,-134,-1007,18110,4145,6527,-4591,2377,-7342,1670,8425,4501,9975,7142,-2406,1716,3076
144	8046	8044	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R5:1	0,0,0,0,0	2,2,-7150,77,588,-10586,-2428,-3815,2686,-1388,4291,-978,-4925,-2631,-5835,-4178,1407,-1001,-1800	25038,-274,-2066,37075,8488,13369,-9400,4870,-15030,3420,17248,9215,20419,14621,-4922,3513,6295
145	8049	8047	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R5:1	0,0,0,0,0	2,2,-25553,281,2106,-37836,-8671,-13640,9597,-4966,15338,-3492,-17603,-9404,-20847,-14926,5025,-3582,-6428	6635,-70,-548,9825,2245,3544,-2489,1292,-3983,906,4570,2442,5407,3873,-1304,932,1667
146	8155	8153	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R4:1	0,0,0,0,0	2,2,-25585,281,2113,-37880,-8683,-13663,9609,-4976,15355,-3497,-17624,-9417,-20869,-14943,5026,-3586,-6433	6603,-70,-541,9781,2233,3521,-2477,1282,-3966,901,4549,2429,5385,3856,-1303,928,1662
147	8156	8154	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R4:1	0,0,0,0,0	2,2,-33322,366,2750,-49338,-11308,-17792,12515,-6479,20000,-4554,-22954,-12264,-27182,-19463,6549,-4671,-8380	-1134,15,96,-1677,-392,-608,429,-221,679,-156,-781,-418,-928,-664,220,-157,-285
148	8157	8155	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R4:1	0,0,0,0,0	2,2,-43988,485,3631,-65130,-14926,-23488,16520,-8554,26402,-6011,-30302,-16190,-35881,-25691,8644,-6167,-11061	-11800,134,977,-17469,-4010,-6304,4434,-2296,7081,-1613,-8129,-4344,-9627,-6892,2315,-1653,-2966
149	8163	8161	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R5:1	0,0,0,0,0	2,2,-39563,438,3268,-58578,-13423,-21128,14858,-7697,23747,-5405,-27255,-14562,-32269,-23104,7773,-5548,-9946	-7375,87,614,-10917,-2507,-3944,2772,-1439,4426,-1007,-5082,-2716,-6015,-4305,1444,-1034,-1851
150	8199	8197	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R4:1	0,0,0,0,0	2,2,-33571,369,2772,-49705,-11392,-17927,12608,-6529,20149,-4588,-23126,-12356,-27383,-19607,6596,-4706,-8441	-1383,18,118,-2044,-476,-743,522,-271,828,-190,-953,-510,-1129,-808,267,-192,-346
151	8211	8209	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R5:1	0,0,0,0,0	2,2,-32594,360,2691,-48259,-11062,-17404,12242,-6338,19563,-4454,-22453,-11996,-26588,-19037,6405,-4569,-8196	-406,9,37,-598,-146,-220,156,-80,242,-56,-280,-150,-334,-238,76,-55,-101
152	8229	8227	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R4:1	0,0,0,0,0	2,2,-35762,395,2951,-52951,-12137,-19094,13432,-6953,21465,-4887,-24636,-13162,-29174,-20888,7029,-5013,-8994	-3574,44,297,-5290,-1221,-1910,1346,-695,2144,-489,-2463,-1316,-2920,-2089,700,-499,-899
