i	j	c0	c1	c2
0	1	-1	0	1
0	2	-0.064649049879688544	1	-0.59707941574149592
0	3	-0.03656802103524933	0.102147406764292	0.16887394321966009
0	4	-0.068207980009396707	0.098768259264480726	0.19630857514321265
0	5	-0.056582826704888345	0.10223471879583114	0.17717044063803525
0	6	-0.056771016188683333	0.11783429224959906	0.17455745024985148
0	7	-0.055266701884738714	0.11007177153414442	0.17663713567782752
0	8	-0.056797795064509313	0.10693071230858778	0.16232947678481899
1	2	-0.09828575567666091	0.92835814359924473	-0.63530068770567028
1	3	-0.065273882967874633	0.1251202810249207	0.23542182691434752
1	4	-0.10650198706078627	0.12995914442777959	0.28334316242944901
1	5	-0.091136770382005697	0.1326169136432733	0.24873045224042234
1	6	-0.091324163913258594	0.14648977789147208	0.24655136015480703
1	7	-0.089399319126874502	0.14091598148246345	0.24883922030073585
1	8	-0.091400512636359704	0.13675829047949406	0.23578647854862592
2	3	0.21481826908386298	-0.69138468794130969	0.75560737376219811
2	4	0.20342397542278665	-0.71409485384569515	0.74430170792102135
2	5	0.20581347917921702	-0.70245879610476247	0.75300319748368261
2	6	0.21281409871896914	-0.69654657339711423	0.75163366986591285
2	7	0.20789886972160287	-0.70109159714548774	0.75213420379551876
2	8	0.20786964624979093	-0.70719328235499224	0.74592464055153407
3	4	-0.068112553785333332	0.10619858567925414	-0.15238705368041269
3	5	-0.21048124984783464	0.12085564936644715	0.35808081128632813
3	6	-0.20959491496967525	0.12585950142193303	0.34272451228809964
3	7	-0.23885242481874869	0.039440498991408481	0.29696134993030721
3	8	-0.20715396746692868	0.12492692831082747	0.33807334757826091
4	5	-0.19684329166412989	0.11752733306059791	0.34018010626503226
4	6	-0.19870518497931483	0.13745143331466184	0.34304734068452331
4	7	-0.15401935875578457	0.19196990377097992	0.364041992517179
4	8	-0.20308158066828574	0.12344918998407936	0.33216250566992772
5	6	-0.10596665278096361	-0.089745213910166086	0.077074365227997363
5	7	0.21413666418795693	-0.20473074426805432	-0.26034308172144832
5	8	0.11332488440768432	0.34443682878259013	0.28706572687034349
6	7	0.19943666112062	-0.095250964024247084	-0.41535702258893353
6	8	0.24140508248196632	-0.50170461803370325	0.43346283588412615
7	8	-0.16703594241359329	0.070049733443211845	0.34451972356292826
