orbit_mask	category	minimum_norm	reduced_basis_w	parent_MW17_w	lattice_class_at_minimum
18031	rational	10	-3 -1 3 -1 2 1 1 -2 -2 1 -1 -2 2 -2 -1 0 0	-1 1 2 -3 0 -2 -2 2 1 1 0 0 -2 3 0 -1 0	2O+4F+phi(w)
18032	genus_one	8	2 0 0 0 -1 -1 1 2 0 -1 1 0 0 2 1 -2 0	2 -2 -3 0 0 -2 1 0 -1 -1 2 -2 0 3 2 -1 0	2O+4F+phi(w)
18033	rational	10	3 2 -4 2 -3 -1 -1 2 2 -1 1 2 -2 2 1 0 0	1 0 -1 2 0 2 1 -2 -1 -1 0 0 2 -3 0 1 0	2O+4F+phi(w)
18034	genus_one	8	0 1 -2 2 -1 -1 1 0 0 1 -1 2 0 0 -1 0 0	0 1 1 -2 0 0 -1 0 1 -1 0 0 0 1 0 -1 0	2O+4F+phi(w)
18035	rational	10	-1 -1 0 0 -1 1 1 0 0 1 -3 0 0 -2 -1 2 0	1 1 -1 0 2 0 1 0 -1 -1 2 2 0 -3 -2 1 0	2O+4F+phi(w)
18037	genus_one	8	-1 0 1 0 1 -1 1 0 0 1 -1 0 0 0 -1 0 0	1 0 -1 -1 0 -2 1 0 1 -1 2 0 0 1 0 -1 0	2O+4F+phi(w)
18039	genus_one	8	-1 -1 1 0 1 -1 1 0 0 1 -1 0 0 0 -1 0 0	1 -1 -1 -1 0 -2 1 0 1 -1 2 0 0 1 0 -1 0	2O+4F+phi(w)
18041	genus_one	8	-1 0 0 -1 1 1 -1 0 0 -1 1 -2 0 0 1 0 0	-1 0 0 0 0 0 1 0 -1 1 0 0 0 -1 0 1 0	2O+4F+phi(w)
18042	genus_one	8	0 1 0 1 -1 -1 1 0 0 1 -1 2 0 0 -1 0 0	0 1 0 0 0 0 -1 0 1 -1 0 0 0 1 0 -1 0	2O+4F+phi(w)
18043	rational	10	1 1 -2 -1 -1 1 -1 2 2 -1 -1 0 0 0 -1 0 2	1 -1 -2 0 0 -2 1 0 -1 1 2 -2 0 1 0 -1 2	2O+4F+phi(w)
18044	genus_one	8	0 0 -1 -1 1 -1 -1 2 2 -1 1 0 0 0 -1 0 2	0 -2 -2 1 -2 -2 1 0 -1 1 0 -2 0 3 2 -1 2	2O+4F+phi(w)
18047	genus_one	8	1 1 -1 -1 -1 1 -1 2 2 -1 -1 0 0 0 -1 0 2	1 -1 -2 1 0 -2 1 0 -1 1 2 -2 0 1 0 -1 2	2O+4F+phi(w)
18048	genus_one	8	0 0 0 -2 2 0 -2 1 2 -1 1 0 0 0 -1 0 2	-1 -2 -1 2 -2 -1 1 0 0 2 -1 -2 0 2 1 -1 2	2O+4F+phi(w)
18049	rational	10	-1 -2 2 -2 2 0 0 -1 0 1 -1 0 2 -2 -1 0 0	0 0 -1 -2 0 -1 -1 0 0 0 1 0 -2 4 1 -1 0	2O+4F+phi(w)
18050	rational	10	0 1 0 0 0 0 0 -1 0 1 -1 2 0 0 -1 0 0	-1 1 1 0 0 1 -1 0 2 0 -1 0 0 0 -1 -1 0	2O+4F+phi(w)
18051	genus_one	8	1 -1 0 0 0 0 0 -1 0 -1 1 0 0 0 1 0 -2	0 1 1 0 0 3 -1 0 0 0 -1 2 0 -2 -1 1 -2	2O+4F+phi(w)
18052	genus_one	8	0 0 1 -2 2 2 -2 -1 0 -1 1 -2 0 0 1 0 0	-1 0 1 1 0 1 1 0 0 2 -1 0 0 -2 -1 1 0	2O+4F+phi(w)
18055	genus_one	8	1 1 -1 2 -2 0 0 1 0 -1 1 0 0 2 1 0 0	0 1 1 1 0 1 -1 0 0 0 -1 0 2 -2 -1 1 0	2O+4F+phi(w)
18057	genus_one	8	1 0 0 -1 0 0 0 -1 0 1 -1 0 0 0 1 0 0	0 0 0 0 0 1 1 0 0 0 1 0 0 -2 -1 1 0	2O+4F+phi(w)
18059	genus_one	8	1 -1 0 1 0 0 0 -1 0 -1 1 0 0 0 1 0 -2	0 1 2 0 0 3 -1 0 0 0 -1 2 0 -2 -1 1 -2	2O+4F+phi(w)
18060	rational	10	-2 0 1 -1 2 0 0 -1 0 1 -1 0 0 -2 -1 0 0	-1 0 0 -1 0 -1 1 0 0 0 1 0 -2 2 1 -1 0	2O+4F+phi(w)
18061	genus_one	8	1 0 1 -1 0 0 0 -1 0 1 -1 0 0 0 1 0 0	0 0 0 1 0 1 1 0 0 0 1 0 0 -2 -1 1 0	2O+4F+phi(w)
18062	rational	10	0 1 -1 -1 2 0 -2 1 2 -1 1 0 0 0 -1 0 2	-1 -1 0 1 -2 -1 1 0 0 2 -1 -2 0 2 1 -1 2	2O+4F+phi(w)
18063	genus_one	8	1 -1 1 -1 0 0 0 -1 0 1 -1 0 0 0 1 0 0	0 -1 0 1 0 1 1 0 0 0 1 0 0 -2 -1 1 0	2O+4F+phi(w)
18064	genus_one	8	-2 0 0 0 1 0 0 -1 0 1 -1 0 0 -2 -1 2 0	-1 2 1 0 0 1 0 0 0 0 -1 2 0 -2 -1 1 0	2O+4F+phi(w)
18065	rational	10	-1 0 0 0 -1 2 0 -1 0 1 -3 0 0 -2 -1 2 0	0 2 1 0 2 1 0 0 0 0 1 2 0 -4 -3 1 0	2O+4F+phi(w)
18067	genus_one	8	1 1 0 0 -1 0 0 1 0 -1 1 0 0 2 1 -2 0	0 -1 -1 0 0 -1 0 0 0 0 1 -2 0 2 1 -1 0	2O+4F+phi(w)
18069	genus_one	8	1 0 1 -2 1 2 -2 -1 0 -1 1 -2 0 0 1 0 0	0 0 1 1 0 1 0 0 0 2 -1 0 0 -2 -1 1 0	2O+4F+phi(w)
18070	genus_one	8	2 1 -1 0 -1 0 0 1 0 -1 1 0 0 2 1 -2 0	1 -1 -1 -1 0 -1 0 0 0 0 1 -2 0 2 1 -1 0	2O+4F+phi(w)
18073	genus_one	8	1 2 0 1 -1 0 0 1 -2 -1 1 0 0 2 1 -2 0	0 0 0 0 0 -1 0 0 0 0 -1 -2 0 2 1 -1 0	2O+4F+phi(w)
18075	genus_one	8	1 1 0 1 -1 0 0 -1 -2 1 -1 0 0 0 1 0 0	0 1 2 0 0 1 0 0 0 0 -1 0 0 -2 -1 1 0	2O+4F+phi(w)
18076	genus_one	8	0 0 1 1 -1 0 0 1 0 -1 -1 0 0 0 -1 0 0	1 0 0 1 0 -1 0 0 0 0 1 0 0 0 -1 -1 0	2O+4F+phi(w)
18078	genus_one	8	0 1 1 1 -1 0 0 -1 -2 1 -1 0 0 0 1 0 0	-1 1 2 1 0 1 0 0 0 0 -1 0 0 -2 -1 1 0	2O+4F+phi(w)
18080	genus_one	8	0 0 2 -2 2 1 -2 -1 0 -1 1 -2 0 0 1 0 0	-1 0 1 2 -1 1 1 0 0 2 -1 0 0 -2 -1 1 0	2O+4F+phi(w)
18081	rational	10	1 0 0 0 0 -1 0 -1 0 1 -1 2 0 0 -1 0 0	0 0 1 0 -1 1 -1 0 2 0 -1 0 0 0 -1 -1 0	2O+4F+phi(w)
18082	genus_one	8	0 -1 0 0 0 1 0 -1 0 -1 1 0 0 0 1 0 -2	-1 1 1 0 1 3 -1 0 0 0 -1 2 0 -2 -1 1 -2	2O+4F+phi(w)
18083	rational	10	1 1 0 0 0 -1 0 -1 0 1 -1 2 0 0 -1 0 0	0 1 1 0 -1 1 -1 0 2 0 -1 0 0 0 -1 -1 0	2O+4F+phi(w)
18084	genus_one	8	0 0 1 -2 2 1 -2 -1 0 -1 1 -2 0 0 1 0 0	-1 0 1 1 -1 1 1 0 0 2 -1 0 0 -2 -1 1 0	2O+4F+phi(w)
18085	rational	10	1 0 1 -2 2 1 -2 -1 0 -1 1 -2 0 0 1 0 0	0 0 1 1 -1 1 1 0 0 2 -1 0 0 -2 -1 1 0	2O+4F+phi(w)
18086	genus_one	8	0 1 -3 2 -2 -1 0 1 2 1 -1 2 -2 0 -1 2 0	1 1 -1 1 1 1 1 -2 0 -2 1 2 2 -4 -1 1 0	2O+4F+phi(w)
18087	rational	10	-1 -1 1 0 0 1 0 -1 0 -1 1 -2 0 0 1 0 -2	0 1 1 -1 1 1 -1 0 0 0 1 2 0 -2 -1 1 -2	2O+4F+phi(w)
18088	rational	10	0 0 0 1 0 -1 0 -1 0 1 -1 2 0 0 -1 0 0	-1 0 2 0 -1 1 -1 0 2 0 -1 0 0 0 -1 -1 0	2O+4F+phi(w)
18089	genus_one	8	1 0 0 1 0 -1 0 -1 0 1 -1 2 0 0 -1 0 0	0 0 2 0 -1 1 -1 0 2 0 -1 0 0 0 -1 -1 0	2O+4F+phi(w)
18090	genus_one	8	0 1 0 1 0 -1 0 -1 0 1 -1 2 0 0 -1 0 0	-1 1 2 0 -1 1 -1 0 2 0 -1 0 0 0 -1 -1 0	2O+4F+phi(w)
18091	rational	10	1 1 0 -1 0 1 -2 1 2 -1 -1 0 0 0 -1 0 2	0 -1 0 2 -1 -1 1 0 0 2 1 -2 0 0 -1 -1 2	2O+4F+phi(w)
18092	rational	10	-2 0 -1 1 0 1 0 -1 0 1 -1 0 0 -2 -1 2 0	-1 2 2 -1 1 1 -1 0 0 0 -1 2 0 -2 -1 1 0	2O+4F+phi(w)
18093	genus_one	8	1 0 -1 1 -2 1 0 1 0 -1 -1 0 0 0 1 0 0	0 0 0 1 1 1 1 0 -2 0 1 0 0 -2 -1 1 0	2O+4F+phi(w)
18094	genus_one	8	0 -1 -1 1 0 1 0 -1 0 -1 1 0 0 0 1 0 -2	-1 1 2 -1 1 3 -1 0 0 0 -1 2 0 -2 -1 1 -2	2O+4F+phi(w)
18095	rational	10	1 1 -1 -1 0 1 -2 1 2 -1 -1 0 0 0 -1 0 2	0 -1 0 1 -1 -1 1 0 0 2 1 -2 0 0 -1 -1 2	2O+4F+phi(w)
18096	genus_one	8	0 0 2 -2 1 1 -2 -1 0 -1 1 -2 0 0 1 0 0	-1 0 1 2 -1 1 0 0 0 2 -1 0 0 -2 -1 1 0	2O+4F+phi(w)
18097	rational	10	-1 0 0 0 -1 1 0 -1 0 1 -3 0 0 -2 -1 2 0	0 2 1 0 1 1 0 0 0 0 1 2 0 -4 -3 1 0	2O+4F+phi(w)
18098	genus_one	8	0 1 0 0 -1 1 0 1 0 -1 -1 0 0 0 -1 0 0	1 1 -1 0 1 -1 0 0 0 0 1 0 0 0 -1 -1 0	2O+4F+phi(w)
18100	rational	10	-2 -2 1 0 1 1 0 -3 0 1 -1 0 0 -2 -1 2 -2	-1 2 3 -1 1 3 -2 0 2 0 -1 4 0 -4 -3 1 -2	2O+4F+phi(w)
18101	genus_one	8	1 0 1 -2 1 1 -2 -1 0 -1 1 -2 0 0 1 0 0	0 0 1 1 -1 1 0 0 0 2 -1 0 0 -2 -1 1 0	2O+4F+phi(w)
18103	genus_one	8	1 1 1 0 -1 1 0 -1 -2 1 -1 0 0 0 1 0 0	0 1 1 1 1 1 0 0 0 0 -1 0 0 -2 -1 1 0	2O+4F+phi(w)
18105	genus_one	8	1 0 0 1 -1 -1 0 1 0 -1 1 0 0 2 1 0 0	0 0 0 2 -1 1 0 0 0 0 -1 0 2 -2 -1 1 0	2O+4F+phi(w)
18106	genus_one	8	0 1 0 -1 1 -1 0 1 0 1 -1 0 0 0 -1 0 2	1 -1 -2 0 -1 -3 2 0 0 0 1 -2 0 2 1 -1 2	2O+4F+phi(w)
18108	genus_one	8	0 0 1 -1 1 -1 0 1 0 1 -1 0 0 0 -1 0 2	1 -2 -2 1 -1 -3 2 0 0 0 1 -2 0 2 1 -1 2	2O+4F+phi(w)
18109	rational	10	3 2 -3 1 -3 1 -2 3 2 -3 1 0 -2 2 1 0 0	2 0 -2 3 1 1 2 -2 -2 0 1 0 2 -4 -1 1 0	2O+4F+phi(w)
18111	genus_one	8	1 -1 -1 1 -1 1 0 -1 0 -1 1 0 0 0 1 0 -2	0 1 2 -1 1 3 -2 0 0 0 -1 2 0 -2 -1 1 -2	2O+4F+phi(w)
18112	rational	10	0 2 0 2 -2 0 1 1 -2 -1 1 0 0 2 1 -2 0	-1 0 1 0 0 -1 -1 1 0 0 -1 -2 0 2 1 -1 0	2O+4F+phi(w)
18113	genus_one	8	1 2 0 2 -2 0 1 1 -2 -1 1 0 0 2 1 -2 0	0 0 1 0 0 -1 -1 1 0 0 -1 -2 0 2 1 -1 0	2O+4F+phi(w)
18114	genus_one	8	2 1 0 0 0 0 -1 1 0 -1 1 0 0 2 1 -2 0	1 -1 -1 0 0 -1 1 -1 0 0 1 -2 0 2 1 -1 0	2O+4F+phi(w)
18115	rational	10	1 -1 0 0 0 0 -1 -1 0 -1 1 0 0 0 1 0 -2	0 1 1 0 0 3 -1 -1 0 0 -1 2 0 -2 -1 1 -2	2O+4F+phi(w)
18117	genus_one	8	1 2 -1 2 -2 0 1 1 -2 -1 1 0 0 2 1 -2 0	0 0 1 -1 0 -1 -1 1 0 0 -1 -2 0 2 1 -1 0	2O+4F+phi(w)
18118	genus_one	8	0 -1 1 0 0 0 1 -1 -2 1 -1 0 2 0 1 0 0	-1 1 1 -1 0 1 -1 1 0 0 -1 0 0 0 -1 1 0	2O+4F+phi(w)
18119	rational	10	1 1 -3 2 -2 0 -1 1 2 -1 -1 2 -2 0 -1 2 0	0 1 1 3 0 3 1 -1 0 0 -1 2 2 -6 -3 1 0	2O+4F+phi(w)
18120	rational	10	2 2 0 1 -2 0 1 1 -2 -1 1 0 0 2 1 -2 0	1 0 0 0 0 -1 -1 1 0 0 -1 -2 0 2 1 -1 0	2O+4F+phi(w)
18121	genus_one	8	1 2 0 1 -2 0 1 1 -2 -1 1 0 0 2 1 -2 0	0 0 0 0 0 -1 -1 1 0 0 -1 -2 0 2 1 -1 0	2O+4F+phi(w)
18122	rational	10	2 1 0 1 -2 0 1 1 -2 -1 1 0 0 2 1 -2 0	1 -1 0 0 0 -1 -1 1 0 0 -1 -2 0 2 1 -1 0	2O+4F+phi(w)
18123	genus_one	8	1 -1 0 1 0 0 -1 -1 0 -1 1 0 0 0 1 0 -2	0 1 2 0 0 3 -1 -1 0 0 -1 2 0 -2 -1 1 -2	2O+4F+phi(w)
18124	rational	10	2 2 -1 1 -2 0 1 1 -2 -1 1 0 0 2 1 -2 0	1 0 0 -1 0 -1 -1 1 0 0 -1 -2 0 2 1 -1 0	2O+4F+phi(w)
18125	genus_one	8	-1 0 1 -1 0 0 1 -1 0 1 -1 0 0 -2 -1 0 0	0 0 0 -1 0 -1 -1 1 0 0 1 0 -2 2 1 -1 0	2O+4F+phi(w)
18126	rational	10	-2 -1 1 -1 2 0 1 -1 0 1 -1 0 0 -2 -1 0 0	-1 -1 0 -1 0 -1 1 1 0 0 1 0 -2 2 1 -1 0	2O+4F+phi(w)
18127	genus_one	8	-1 -1 1 -1 0 0 1 -1 0 1 -1 0 0 -2 -1 0 0	0 -1 0 -1 0 -1 -1 1 0 0 1 0 -2 2 1 -1 0	2O+4F+phi(w)
18128	rational	10	0 0 0 0 1 0 -1 -1 2 -1 1 0 0 0 -1 0 0	-1 0 3 0 -2 1 -2 1 2 2 -1 0 0 0 -1 -1 0	2O+4F+phi(w)
18129	genus_one	8	1 0 0 0 1 0 -1 -1 0 -1 1 0 0 0 1 0 0	-2 0 3 2 -2 3 0 1 0 2 -3 0 0 -2 -1 1 0	2O+4F+phi(w)
18130	genus_one	8	2 1 0 0 -1 0 -1 1 0 -1 1 0 0 2 1 -2 0	1 -1 -1 0 0 -1 0 -1 0 0 1 -2 0 2 1 -1 0	2O+4F+phi(w)
18132	genus_one	8	0 0 1 -2 1 2 -1 -1 0 -1 1 -2 0 0 1 0 0	-1 0 1 1 0 1 0 1 0 2 -1 0 0 -2 -1 1 0	2O+4F+phi(w)
18135	genus_one	8	1 1 -1 2 -1 0 -1 1 0 -1 1 0 0 2 1 0 0	0 1 1 1 0 1 0 -1 0 0 -1 0 2 -2 -1 1 0	2O+4F+phi(w)
18137	genus_one	8	1 2 0 1 -1 0 1 1 -2 -1 1 0 0 2 1 -2 0	0 0 0 0 0 -1 0 1 0 0 -1 -2 0 2 1 -1 0	2O+4F+phi(w)
18139	genus_one	8	1 1 0 1 -1 0 1 1 -2 -1 1 0 0 2 1 -2 0	0 -1 0 0 0 -1 0 1 0 0 -1 -2 0 2 1 -1 0	2O+4F+phi(w)
18140	genus_one	8	0 0 1 1 -1 0 1 -1 -2 1 -1 0 0 0 1 0 0	-1 0 2 1 0 1 0 1 0 0 -1 0 0 -2 -1 1 0	2O+4F+phi(w)
18141	rational	10	-1 0 -1 -1 1 0 -1 1 2 1 -1 0 0 0 -1 2 2	0 0 -2 1 0 -1 2 -1 0 0 1 0 2 -2 -1 1 2	2O+4F+phi(w)
18142	genus_one	8	0 1 1 1 -1 0 1 -1 -2 1 -1 0 0 0 1 0 0	-1 1 2 1 0 1 0 1 0 0 -1 0 0 -2 -1 1 0	2O+4F+phi(w)
18144	rational	10	0 0 0 2 -2 1 1 -1 -2 1 -1 0 0 0 1 0 -2	1 2 1 -2 3 1 -1 -1 0 -2 1 2 0 -2 -1 1 -2	2O+4F+phi(w)
18145	genus_one	8	-1 0 0 0 0 1 -1 1 0 -1 1 -2 0 0 1 0 0	0 0 -1 0 1 -1 1 -1 -2 0 1 0 0 0 1 1 0	2O+4F+phi(w)
18146	rational	10	0 1 -4 2 -2 -1 1 1 2 1 -1 2 -2 0 -1 2 0	1 1 -1 0 1 1 1 -1 0 -2 1 2 2 -4 -1 1 0	2O+4F+phi(w)
18147	genus_one	8	1 -1 0 0 0 1 -1 -1 0 -1 1 0 0 0 1 0 -2	0 1 1 0 1 3 -1 -1 0 0 -1 2 0 -2 -1 1 -2	2O+4F+phi(w)
18148	rational	10	0 2 -1 0 0 1 -1 1 0 -1 -1 0 0 0 -1 0 2	-1 0 1 1 -1 -1 1 1 0 2 -1 -2 0 0 -1 -1 2	2O+4F+phi(w)
18149	genus_one	8	1 0 -1 0 0 1 -1 -1 0 -1 1 0 0 0 1 0 0	-2 0 3 1 -1 3 -1 1 0 2 -3 0 0 -2 -1 1 0	2O+4F+phi(w)
18150	rational	10	2 1 -3 0 -2 1 -1 1 2 -1 1 0 -2 0 1 0 0	1 -1 -1 1 1 1 1 -1 -2 0 1 0 0 -2 1 1 0	2O+4F+phi(w)
18151	genus_one	8	-1 1 -1 2 -2 1 1 1 0 -1 -1 0 0 0 -1 0 0	0 1 1 -1 1 -1 -1 1 0 0 1 0 0 0 -1 -1 0	2O+4F+phi(w)
18153	genus_one	8	1 0 0 1 0 -1 1 -1 0 1 -1 2 0 0 -1 0 0	0 0 2 0 -1 1 -1 1 2 0 -1 0 0 0 -1 -1 0	2O+4F+phi(w)
18154	genus_one	8	0 1 0 1 0 -1 1 -1 0 1 -1 2 0 0 -1 0 0	-1 1 2 0 -1 1 -1 1 2 0 -1 0 0 0 -1 -1 0	2O+4F+phi(w)
18155	rational	10	-1 1 0 1 0 -1 1 -1 0 1 -1 2 0 0 -1 0 0	-2 1 2 0 -1 1 -1 1 2 0 -1 0 0 0 -1 -1 0	2O+4F+phi(w)
18156	rational	10	0 0 1 1 -2 1 1 -1 -2 1 -1 0 0 0 1 0 -2	1 2 0 -1 3 1 -1 -1 0 -2 1 2 0 -2 -1 1 -2	2O+4F+phi(w)
18157	genus_one	8	1 0 -1 1 0 -1 1 -1 0 1 -1 2 0 0 -1 0 0	0 0 2 -1 -1 1 -1 1 2 0 -1 0 0 0 -1 -1 0	2O+4F+phi(w)
18158	genus_one	8	0 1 -1 1 0 -1 1 -1 0 1 -1 2 0 0 -1 0 0	-1 1 2 -1 -1 1 -1 1 2 0 -1 0 0 0 -1 -1 0	2O+4F+phi(w)
18159	rational	10	1 1 -1 1 -2 1 -1 -1 0 -1 1 0 -2 0 1 0 -2	0 1 2 1 1 3 -1 -1 0 0 -1 2 0 -4 -1 1 -2	2O+4F+phi(w)
18160	rational	10	2 2 -4 2 -3 1 -1 3 2 -3 1 0 -2 2 1 0 0	1 0 -1 2 1 1 2 -1 -2 0 1 0 2 -4 -1 1 0	2O+4F+phi(w)
18161	genus_one	8	1 2 0 2 -1 -1 1 1 -2 -1 1 0 0 2 1 -2 0	0 0 1 0 -1 -1 0 1 0 0 -1 -2 0 2 1 -1 0	2O+4F+phi(w)
18163	genus_one	8	1 1 0 2 -1 -1 1 1 -2 -1 1 0 0 2 1 -2 0	0 -1 1 0 -1 -1 0 1 0 0 -1 -2 0 2 1 -1 0	2O+4F+phi(w)
18164	genus_one	8	2 0 -1 0 -1 1 -1 1 0 -1 -1 0 0 0 1 0 0	1 0 -1 1 1 1 2 -1 -2 0 1 0 0 -2 -1 1 0	2O+4F+phi(w)
18165	rational	10	1 2 -1 2 -1 -1 1 1 -2 -1 1 0 0 2 1 -2 0	0 0 1 -1 -1 -1 0 1 0 0 -1 -2 0 2 1 -1 0	2O+4F+phi(w)
18166	genus_one	8	0 1 1 0 -1 1 1 -1 -2 1 -1 0 0 0 1 0 0	-1 1 1 1 1 1 0 1 0 0 -1 0 0 -2 -1 1 0	2O+4F+phi(w)
18167	rational	10	-1 -1 3 -2 3 1 -1 -3 -2 1 1 -2 2 0 1 0 0	-2 1 3 -1 -1 1 -2 1 2 2 -3 0 0 0 -1 1 0	2O+4F+phi(w)
18168	rational	10	0 0 0 1 1 -1 1 -1 0 1 -1 2 0 0 -1 0 0	-1 0 2 0 -1 1 0 1 2 0 -1 0 0 0 -1 -1 0	2O+4F+phi(w)
18169	genus_one	8	1 2 0 1 -1 -1 1 1 -2 -1 1 0 0 2 1 -2 0	0 0 0 0 -1 -1 0 1 0 0 -1 -2 0 2 1 -1 0	2O+4F+phi(w)
18170	genus_one	8	2 1 0 1 -1 -1 1 1 -2 -1 1 0 0 2 1 -2 0	1 -1 0 0 -1 -1 0 1 0 0 -1 -2 0 2 1 -1 0	2O+4F+phi(w)
18171	rational	10	1 1 -2 1 -1 1 -1 -1 0 -1 1 0 -2 0 1 0 -2	0 1 2 0 1 3 0 -1 0 0 -1 2 0 -4 -1 1 -2	2O+4F+phi(w)
18172	genus_one	8	0 0 1 -1 1 1 -1 -1 0 -1 1 -2 0 0 1 0 0	-1 0 2 1 -1 1 0 1 0 2 -1 0 0 -2 -1 1 0	2O+4F+phi(w)
18173	rational	10	1 2 1 1 -1 -1 1 1 -2 -1 1 0 0 2 1 -2 0	0 0 0 1 -1 -1 0 1 0 0 -1 -2 0 2 1 -1 0	2O+4F+phi(w)
18174	rational	10	2 1 1 1 -1 -1 1 1 -2 -1 1 0 0 2 1 -2 0	1 -1 0 1 -1 -1 0 1 0 0 -1 -2 0 2 1 -1 0	2O+4F+phi(w)
18175	genus_one	8	1 1 1 1 -1 -1 1 1 -2 -1 1 0 0 2 1 -2 0	0 -1 0 1 -1 -1 0 1 0 0 -1 -2 0 2 1 -1 0	2O+4F+phi(w)
18178	genus_one	8	2 1 0 0 0 0 0 0 -1 -1 1 0 0 2 1 -2 0	0 -1 1 0 -1 0 0 1 1 1 -1 -2 0 1 0 -1 0	2O+4F+phi(w)
18179	genus_one	8	1 -1 0 0 0 0 0 0 -1 1 -1 0 0 0 1 0 0	1 -1 -1 0 1 0 2 -1 -1 -1 1 0 0 -1 0 1 0	2O+4F+phi(w)
18181	rational	10	-1 0 1 0 0 2 0 -2 -1 -1 1 -2 0 0 1 0 -2	-1 2 3 -1 1 2 -2 1 1 1 -1 2 0 -3 -2 1 -2	2O+4F+phi(w)
18182	genus_one	8	0 1 -1 0 0 0 0 2 1 -1 -1 0 0 0 -1 0 2	0 -1 -1 1 -1 -2 2 1 -1 1 1 -2 0 1 0 -1 2	2O+4F+phi(w)
18183	genus_one	8	-1 1 1 0 0 0 0 0 -1 1 -1 0 0 0 -1 0 0	1 1 -1 -1 1 -2 0 -1 1 -1 1 0 0 1 0 -1 0	2O+4F+phi(w)
18184	rational	10	0 0 0 1 0 0 0 0 -1 1 -1 0 0 0 1 0 0	0 0 0 0 1 0 2 -1 -1 -1 1 0 0 -1 0 1 0	2O+4F+phi(w)
18186	rational	10	0 1 0 -1 2 0 -2 0 1 -1 1 0 0 0 -1 0 2	-2 -1 2 2 -3 0 0 1 1 3 -3 -2 0 1 0 -1 2	2O+4F+phi(w)
18187	rational	10	-1 -1 0 1 0 0 2 -2 -1 1 1 0 0 0 1 0 -2	-1 1 2 -2 1 2 -2 1 1 -1 -1 2 0 -1 0 1 -2	2O+4F+phi(w)
18190	rational	10	-2 1 1 1 0 0 0 0 -1 1 -1 0 0 0 -1 0 0	0 1 0 -1 1 -2 0 -1 1 -1 1 0 0 1 0 -1 0	2O+4F+phi(w)
18192	genus_one	8	0 0 0 0 -1 0 0 2 1 -1 -1 0 0 0 -1 0 0	2 0 -3 0 1 -2 1 -1 -1 -1 3 0 0 1 0 -1 0	2O+4F+phi(w)
18198	genus_one	8	2 1 1 0 -1 0 0 0 -1 -1 1 0 0 2 1 -2 0	0 -1 1 1 -1 0 -1 1 1 1 -1 -2 0 1 0 -1 0	2O+4F+phi(w)
18199	genus_one	8	1 1 -1 0 -1 0 0 0 -1 1 -1 0 0 0 1 0 0	1 1 -1 -1 1 0 1 -1 -1 -1 1 0 0 -1 0 1 0	2O+4F+phi(w)
18200	genus_one	8	0 0 0 1 -1 0 0 0 -1 1 -1 0 0 0 1 0 0	0 0 0 0 1 0 1 -1 -1 -1 1 0 0 -1 0 1 0	2O+4F+phi(w)
18201	genus_one	8	1 0 0 1 -1 0 0 0 -1 1 -1 0 0 0 1 0 0	1 0 0 0 1 0 1 -1 -1 -1 1 0 0 -1 0 1 0	2O+4F+phi(w)
18202	genus_one	8	0 1 0 1 -1 0 0 0 -1 1 -1 0 0 0 1 0 0	0 1 0 0 1 0 1 -1 -1 -1 1 0 0 -1 0 1 0	2O+4F+phi(w)
18203	genus_one	8	-1 1 0 1 -1 0 2 0 -1 1 -1 0 0 0 -1 0 0	1 1 0 -2 1 -2 -1 1 1 -1 1 0 0 1 0 -1 0	2O+4F+phi(w)
18206	rational	10	0 1 1 -1 1 0 0 0 -1 -1 3 -2 0 2 1 -2 0	0 -1 0 -1 -1 -2 -1 1 1 1 -1 -2 0 3 2 -1 0	2O+4F+phi(w)
18207	rational	10	-1 1 1 -1 1 2 -2 0 -1 -1 1 -2 0 0 1 0 0	-1 1 0 1 1 0 1 -1 -1 1 -1 0 0 -1 0 1 0	2O+4F+phi(w)
18208	genus_one	8	0 0 0 0 0 1 0 0 -1 -1 1 -2 0 0 1 0 0	0 0 1 0 0 0 0 1 -1 1 -1 0 0 -1 0 1 0	2O+4F+phi(w)
18209	genus_one	8	-1 0 0 0 0 1 0 0 -1 -1 1 -2 0 0 1 0 0	-1 0 1 0 0 0 0 1 -1 1 -1 0 0 -1 0 1 0	2O+4F+phi(w)
18210	genus_one	8	0 1 0 0 -2 1 0 0 -1 1 -1 0 0 0 1 0 0	0 1 -1 0 2 0 0 -1 -1 -1 1 0 0 -1 0 1 0	2O+4F+phi(w)
18211	genus_one	8	-1 -1 4 -2 2 1 0 -2 -3 1 -1 -2 2 0 1 0 0	-1 1 1 0 0 0 0 1 1 1 -1 0 0 -1 -2 1 0	2O+4F+phi(w)
18212	genus_one	8	0 0 1 0 0 -1 0 0 -1 1 -1 0 0 0 1 0 0	0 0 -1 1 0 0 2 -1 -1 -1 1 0 0 -1 0 1 0	2O+4F+phi(w)
18213	genus_one	8	-1 0 1 0 0 -1 2 0 -1 1 -1 0 0 0 -1 0 0	1 0 -1 -1 0 -2 0 1 1 -1 1 0 0 1 0 -1 0	2O+4F+phi(w)
18214	genus_one	8	2 1 1 0 0 -1 0 0 -1 -1 1 0 0 2 1 -2 0	0 -1 1 1 -2 0 0 1 1 1 -1 -2 0 1 0 -1 0	2O+4F+phi(w)
