mask	representative
97403	1 -1 0 -1 1 1 1 0 0 0 1 1 -1 -1 -1 0 -1
97403	1 -1 0 -1 1 -1 -1 0 0 0 1 -1 -1 1 -1 0 -1
97403	1 -1 0 1 1 3 1 -2 -2 0 3 1 -1 -3 -1 2 1
97410	0 1 0 0 2 0 -2 -1 0 0 1 -1 -1 1 -1 0 -1
97410	2 -1 2 2 4 -2 -6 1 -4 0 1 -5 -1 1 -3 0 -3
97410	2 -1 0 0 2 0 -2 -1 -2 -2 1 -1 1 -1 -1 0 -1
97410	0 1 0 0 0 -2 -2 1 2 2 -1 -1 -1 3 -1 -2 -1
97423	3 -1 1 1 4 -2 -6 1 -4 0 1 -3 -1 1 -3 0 -3
97423	1 -1 -1 -1 0 2 4 -3 0 -2 1 3 1 -3 1 0 1
97423	1 -1 1 1 2 0 -2 -1 -2 0 1 -1 1 -1 -1 0 -1
97423	1 -3 -1 -3 -2 4 8 -3 0 -4 1 5 3 -5 3 0 3
97432	0 0 0 1 1 0 -2 -1 0 0 1 -1 -1 1 -1 0 -1
97432	0 2 2 3 3 -4 -8 1 -2 2 -1 -5 -1 3 -3 0 -3
97432	2 -2 0 -1 1 0 0 -1 -2 0 1 1 1 -1 -1 0 -1
97432	0 0 0 1 1 -2 -2 1 -2 0 -1 -1 1 1 1 0 -1
97449	1 0 0 1 2 -1 -2 -1 -2 0 1 -1 1 -1 -1 0 -1
97449	1 -2 0 -1 0 1 2 -1 0 0 1 1 1 -1 -1 0 -1
97449	1 -2 0 -1 0 3 4 -3 0 -2 1 3 1 -3 1 0 1
97449	1 0 0 -1 0 1 0 -1 0 0 1 1 -1 -1 -1 0 1
97451	3 -1 2 1 4 -3 -6 1 -4 0 1 -5 -1 1 -3 0 -3
97451	1 -1 0 1 2 -1 -2 -1 -2 0 1 -1 1 -1 -1 0 -1
97451	1 -1 0 -1 0 1 2 -1 0 0 1 1 1 -1 -1 0 -1
97451	1 -1 0 -1 0 3 4 -3 0 -2 1 3 1 -3 1 0 1
97467	3 -3 0 -1 1 1 2 -1 -2 -2 1 1 1 -3 -1 0 -1
97467	1 -1 0 -1 1 1 0 -1 0 0 1 1 1 -1 -1 0 -1
97467	1 -1 0 -1 -1 1 2 1 0 0 1 1 -1 -1 1 0 1
97467	1 -1 0 -1 -1 3 4 -3 0 -2 1 3 1 -3 1 0 1
97468	0 0 1 1 1 -3 -4 3 -2 2 -1 -3 -1 3 -1 0 -1
97468	0 0 1 1 1 -1 -2 1 -2 0 -1 -1 1 1 1 0 -1
97468	0 2 1 1 3 -5 -8 3 -2 2 -1 -5 -1 5 -3 -2 -3
97468	0 0 1 -1 -1 1 2 -1 0 -2 -1 1 1 -1 1 0 1
97486	2 -1 1 1 4 -2 -5 1 -4 0 1 -3 -1 1 -3 0 -3
97486	0 1 1 1 2 -2 -5 1 0 2 -1 -3 -1 3 -3 0 -3
97486	0 1 1 1 0 -4 -5 3 -2 2 -1 -3 -1 3 -1 0 -1
97486	2 -1 1 -1 2 0 -1 -1 -2 -2 1 -1 1 -1 -1 0 -1
97495	1 -1 -1 -2 1 0 1 -1 0 0 1 1 1 -1 -1 0 -1
97495	1 -1 -1 -2 -1 4 5 -3 2 -2 1 3 1 -3 1 0 1
97495	1 -1 1 0 1 0 -1 -1 -2 -2 1 -1 1 -1 -1 0 -1
97495	1 -1 -1 0 1 2 1 -1 -2 0 3 1 -1 -3 -1 2 1
97538	2 -1 0 0 2 0 0 0 -1 0 1 -1 -1 -1 -1 0 -1
97538	2 -1 0 0 0 0 0 0 -1 0 1 1 -1 -1 -1 0 -1
97538	0 1 0 2 2 -2 -4 0 -1 0 1 -3 -1 1 -1 0 -1
97538	2 -1 0 0 2 0 -2 0 -1 0 1 -1 -1 1 -1 0 -1
97543	1 -1 -1 0 0 2 2 -2 -1 0 3 1 -1 -3 -1 2 1
97543	1 1 1 2 4 -4 -8 2 -3 2 1 -5 -1 3 -3 0 -3
97543	1 1 1 2 4 -4 -8 2 -3 2 -1 -5 -1 3 -3 0 -3
97543	1 -1 1 0 2 0 -2 0 -1 0 1 -1 -1 1 -1 0 -1
97550	0 1 1 1 2 -2 -4 0 -1 2 1 -3 -1 1 -3 0 -1
97550	0 1 1 3 4 -4 -8 2 -3 2 -1 -5 -1 3 -3 0 -3
97550	0 1 1 1 2 -4 -6 2 -1 2 -1 -3 -1 3 -3 0 -3
97550	2 -1 1 1 0 0 0 0 -1 0 1 -1 -1 -1 -1 0 -1
97593	1 0 0 1 1 -1 -2 0 -1 0 1 -1 -1 -1 -1 0 -1
97593	1 0 0 1 3 -1 -4 0 -1 0 1 -3 -1 1 -1 0 -1
97593	1 0 0 -1 1 -1 -2 0 -1 0 1 -1 -1 1 -1 0 -1
97593	1 0 0 1 1 -1 -2 0 -1 0 1 -1 -1 1 -1 0 -1
97600	0 0 0 0 0 2 1 -2 1 0 1 1 -1 -1 -1 0 1
97600	2 0 0 0 2 0 -1 0 -1 0 1 -1 -1 -1 -1 0 -1
97600	2 -2 0 0 0 0 1 0 -1 0 1 1 -1 -1 -1 0 -1
97600	0 0 0 0 0 0 1 0 -1 0 -1 1 1 -1 1 0 1
97606	0 1 1 2 2 -2 -5 0 -1 2 1 -3 -1 1 -3 0 -1
97606	0 1 1 2 2 -4 -7 2 -1 2 -1 -5 -1 3 -3 0 -3
97606	0 1 1 2 2 -2 -5 2 -1 2 -1 -3 -1 3 -3 0 -3
97606	2 -1 1 0 2 0 -1 0 -1 0 1 -1 -1 -1 -1 0 -1
97608	2 0 2 1 4 -4 -7 2 -3 0 -1 -5 -1 3 -3 -2 -3
97608	2 -2 0 -1 0 0 1 0 -1 0 1 1 -1 -1 -1 0 -1
97608	0 0 0 1 2 -2 -3 0 -1 0 1 -3 -1 1 -1 0 -1
97608	0 0 0 1 2 0 -3 0 -1 0 1 -1 -1 1 -1 0 -1
97609	1 0 2 1 2 -2 -5 0 -3 0 1 -3 -1 1 -3 0 -1
97609	1 0 0 1 2 0 -1 0 -1 0 1 -1 -1 -1 -1 0 -1
97609	3 -2 0 -1 0 0 1 0 -1 0 1 1 -1 -1 -1 0 -1
97609	1 0 0 1 2 -2 -3 0 -1 0 1 -3 -1 1 -1 0 -1
97610	2 -1 0 1 2 0 -1 0 -1 0 1 -1 -1 -1 -1 0 -1
97610	2 -1 0 -1 0 0 1 0 -1 0 1 1 -1 -1 -1 0 -1
97610	0 1 0 1 2 -2 -3 0 -1 0 1 -3 -1 1 -1 0 -1
97610	0 1 0 1 2 0 -3 0 -1 0 1 -1 -1 1 -1 0 -1
97632	0 0 0 0 0 1 1 -2 1 0 1 1 -1 -1 -1 0 1
97632	2 -2 0 0 0 1 1 0 -1 0 1 1 -1 -1 -1 0 -1
97632	0 0 0 2 2 -1 -3 0 -1 0 1 -3 -1 1 -1 0 -1
97632	0 0 0 0 2 -1 -3 0 -1 0 1 -1 -1 1 -1 0 -1
97656	2 0 2 1 3 -5 -7 2 -3 0 -1 -5 -1 3 -3 -2 -3
97656	2 -2 0 -1 1 1 1 0 -1 0 1 1 -1 -1 -1 0 -1
97656	0 0 0 1 3 -1 -3 0 -1 0 1 -3 -1 1 -1 0 -1
97656	0 0 0 1 1 -1 -3 0 -1 0 1 -1 -1 1 -1 0 -1
97664	2 0 2 2 4 -2 -6 1 -3 0 1 -5 -1 1 -3 0 -3
97664	0 0 0 0 2 0 -2 -1 -1 0 1 -1 1 1 -1 0 -1
97664	0 0 0 0 0 0 0 1 -1 0 -1 1 1 1 1 0 -1
97664	0 0 0 0 0 0 0 1 1 0 -1 -1 1 1 1 0 -1
97679	1 -1 -1 -1 2 0 0 -1 -1 0 1 1 1 -1 -1 0 -1
97679	1 -1 -1 -1 0 4 4 -3 1 -2 1 3 1 -3 1 0 1
97679	1 -1 1 1 2 0 -2 -1 -3 -2 1 -1 1 -1 -1 0 -1
97679	1 -1 -1 -1 0 2 2 -1 -1 0 3 1 -1 -3 -1 2 1
97685	3 -2 1 0 3 -2 -4 1 -3 0 1 -3 -1 1 -3 0 -3
97685	1 -2 -1 -2 -1 4 6 -3 1 -2 1 5 1 -3 1 0 1
97685	1 0 1 0 3 -2 -4 1 -1 0 -1 -3 1 3 -1 -2 -3
97685	1 0 -1 0 1 -2 -2 1 -1 2 1 -1 -1 1 -1 0 -1
97697	1 0 0 0 2 -1 -2 -1 -1 0 1 -1 -1 1 -1 0 -1
97697	1 0 0 0 2 -3 -4 1 -1 0 -1 -3 1 3 -1 -2 -3
97697	1 0 0 0 2 -1 -2 -1 -1 0 1 -1 1 -1 -1 0 -1
97697	1 0 0 0 0 1 0 -1 -1 0 1 1 -1 -1 -1 0 1
97730	0 1 2 2 2 -2 -5 1 -1 2 -1 -3 -1 3 -3 0 -3
97730	2 -1 0 0 2 0 -1 -1 -3 -2 1 -1 1 -1 -1 0 -1
97730	2 -1 0 0 2 0 -1 -1 -1 0 1 -1 1 -1 -1 0 -1
97730	0 1 0 0 0 0 -1 -1 1 0 1 -1 -1 -1 -1 0 1
97734	2 -1 1 0 4 -2 -5 1 -3 0 1 -3 -1 1 -3 0 -3
97734	0 1 1 2 2 -2 -5 1 -1 2 -1 -3 -1 3 -3 0 -3
97734	2 -1 1 0 2 0 -1 -1 -3 -2 1 -1 1 -1 -1 0 -1
97734	0 1 1 2 2 -4 -7 3 -1 2 -1 -5 -1 3 -3 0 -3
97742	2 -1 1 1 4 -2 -5 1 -3 0 1 -3 -1 1 -3 0 -3
97742	0 1 1 1 0 -4 -5 3 -1 2 -1 -3 -1 3 -1 0 -1
97742	2 -1 1 -1 2 0 -1 -1 -3 -2 1 -1 1 -1 -1 0 -1
97742	2 -3 -1 -1 0 4 5 -3 -1 -2 3 3 1 -5 1 2 1
97744	0 0 0 0 1 0 -1 -1 1 0 1 -1 -1 1 -1 0 -1
97744	2 -2 0 0 3 0 -1 -1 -3 -2 1 -1 1 -1 -1 0 -1
97744	2 -2 0 -2 1 0 1 -1 -1 0 1 1 1 -1 -1 0 -1
97744	0 0 0 0 1 -2 -1 1 -1 0 -1 -1 1 1 1 0 -1
97755	1 -1 0 1 1 0 -1 -1 -1 0 1 -1 1 -1 -1 0 -1
97755	1 -1 0 -1 1 0 1 -1 -1 0 1 1 1 -1 -1 0 -1
97755	1 -1 0 -1 -1 4 5 -3 1 -2 1 3 1 -3 1 0 1
97755	1 1 2 1 3 -6 -9 3 -3 2 -1 -5 -1 5 -3 -2 -3
97773	1 0 1 1 2 -3 -5 1 -1 2 -1 -3 -1 3 -3 0 -3
97773	1 -2 -1 -1 0 3 5 -3 1 -2 1 3 1 -3 1 0 1
97773	1 0 1 1 2 -3 -5 1 -1 0 -1 -3 1 3 -1 -2 -3
97773	1 0 -1 -1 0 1 1 -1 1 0 1 1 -1 -1 -1 0 1
97774	2 -1 1 1 4 -1 -5 1 -3 0 1 -3 -1 1 -3 0 -3
97774	0 1 1 1 2 -3 -5 1 -1 2 -1 -3 -1 3 -3 0 -3
97774	0 1 1 1 0 -3 -5 3 -1 2 -1 -3 -1 3 -1 0 -1
97774	0 1 1 1 2 -3 -5 1 -1 0 -1 -3 1 3 -1 -2 -3
97780	0 0 1 2 1 1 -1 -1 -1 0 1 -1 -1 -1 -1 2 -1
97780	2 -2 -1 -2 -1 3 5 -3 1 -2 1 3 1 -3 1 0 1
97780	2 -2 1 0 3 1 -1 -1 -3 -2 1 -1 1 -1 -1 0 -1
97780	0 0 1 0 1 -1 -1 1 -1 0 -1 -1 1 1 1 0 -1
97785	1 -2 -2 -3 -3 3 7 -1 1 -2 1 5 1 -3 3 0 3
97785	1 0 0 1 3 -3 -5 1 -1 0 -1 -3 1 3 -1 -2 -3
97785	1 -2 0 -1 1 1 1 -1 -1 0 1 1 1 -1 -1 0 -1
97785	1 -2 0 -1 -1 3 5 -3 1 -2 1 3 1 -3 1 0 1
97786	2 -1 2 1 3 -1 -5 1 -3 0 1 -3 -1 1 -3 0 -3
97786	0 1 2 3 3 -3 -7 1 -1 2 -1 -5 -1 3 -3 0 -3
97786	0 1 0 1 3 -3 -5 1 -1 0 -1 -3 1 3 -1 -2 -3
97786	2 -1 0 -1 1 1 1 -1 -1 0 1 1 1 -1 -1 0 -1
97806	0 1 1 1 2 -2 -4 0 -2 1 1 -3 -1 1 -3 0 -1
97806	0 1 -1 1 2 0 -2 0 0 1 1 -1 -1 1 -1 0 -1
97806	2 -1 1 1 2 -2 -4 2 -2 1 1 -3 -1 1 -3 0 -3
97806	2 -1 1 1 2 0 -2 0 -2 -1 1 -1 -1 -1 -1 0 -1
97808	0 0 0 0 1 -2 -2 0 0 1 1 -1 -1 1 -1 0 -1
97808	0 0 0 0 1 0 -2 0 0 1 1 -1 -1 1 -1 0 -1
97808	0 0 0 2 1 0 -2 0 0 1 1 -1 -1 1 -1 0 -1
97808	0 0 0 0 1 0 0 0 0 1 1 -1 -1 1 -1 0 -1
97811	1 1 2 2 3 -4 -8 2 -2 1 -1 -5 -1 3 -3 -2 -3
97811	1 -1 0 0 1 0 0 0 0 -1 1 -1 -1 -1 -1 0 -1
97811	1 1 0 0 1 0 -2 0 0 1 1 -1 -1 1 -1 0 -1
97811	1 -1 0 -2 -1 0 2 0 0 -1 -1 1 1 -1 1 0 1
97833	1 0 2 1 2 -1 -4 0 -2 1 1 -3 -1 1 -3 0 -1
97833	1 0 0 1 2 -3 -4 2 0 1 -1 -3 -1 3 -1 -2 -3
97833	1 0 0 1 0 -1 -2 0 0 1 1 -1 -1 1 -1 0 -1
97833	1 0 0 1 2 -1 -2 0 -2 1 1 -1 -1 1 -1 0 -1
97843	1 1 2 2 3 -5 -8 2 -2 1 -1 -5 -1 3 -3 -2 -3
97843	1 -1 0 0 1 1 0 0 0 -1 1 -1 -1 -1 -1 0 -1
97843	1 -1 0 0 1 -1 -2 0 0 1 1 -1 -1 1 -1 0 -1
97843	1 -1 0 0 -1 1 2 0 0 -1 -1 1 1 -1 1 0 1
97860	2 0 1 0 2 -4 -5 2 -2 1 -1 -3 -1 3 -3 -2 -3
97860	0 0 1 2 2 -2 -5 0 -2 1 1 -3 -1 1 -3 0 -1
97860	0 0 1 0 -2 0 1 0 0 -1 -1 1 1 -1 1 0 1
97860	2 0 1 2 4 -4 -7 2 -4 1 1 -5 -1 1 -3 0 -3
97861	1 0 1 2 2 -2 -5 0 -2 1 1 -3 -1 1 -3 0 -1
97861	1 0 -1 0 2 0 -1 0 0 1 1 -1 -1 1 -1 0 -1
97861	3 -2 1 0 2 0 -1 0 -2 -1 1 -1 -1 -1 -1 0 -1
97861	1 0 1 0 0 0 -1 0 0 1 1 -1 -1 1 -1 0 -1
97884	2 0 1 1 3 -2 -5 0 -2 1 1 -3 -1 1 -3 0 -3
97884	0 0 1 1 3 -2 -5 0 -2 1 1 -3 -1 1 -3 0 -1
97884	0 0 1 -1 -1 0 1 0 0 -1 -1 1 1 -1 1 0 1
97884	2 -2 1 1 1 0 -1 0 -2 -1 1 -1 -1 -1 -1 0 -1
97891	1 1 2 2 2 -5 -7 2 -2 1 -1 -5 -1 3 -3 -2 -3
97891	1 -1 0 0 0 1 1 0 0 1 1 1 -1 -1 -1 0 -1
97891	1 -1 0 -2 -2 1 3 0 0 -1 -1 3 1 -1 1 0 1
97891	1 -1 0 0 0 -1 -1 0 0 1 1 -1 -1 1 -1 0 -1
97946	2 -1 0 1 3 -2 -4 1 -2 1 1 -3 -1 1 -3 0 -3
97946	0 1 0 1 1 0 -2 -1 0 1 1 -1 -1 1 -1 0 -1
97946	0 1 2 3 3 -4 -8 1 -2 1 -1 -5 -1 3 -3 0 -3
97946	2 -1 0 -1 3 0 -2 -1 -2 -1 1 -1 1 -1 -1 0 -1
97999	3 -1 1 1 4 -2 -5 1 -4 1 1 -3 -1 1 -3 0 -3
97999	1 -1 1 -1 2 0 -1 -1 -2 -1 1 -1 1 -1 -1 0 -1
97999	1 -1 1 1 2 0 -1 -1 -2 -1 1 -1 1 -1 -1 0 -1
97999	1 1 1 1 2 -2 -5 1 -2 1 1 -3 -1 1 -3 0 -1
98011	3 -1 2 1 3 -2 -5 1 -4 1 1 -3 -1 1 -3 0 -3
98011	1 -1 0 1 1 0 -1 -1 -2 -1 1 -1 1 -1 -1 0 -1
98011	1 -1 0 -1 3 0 -1 -1 -2 -1 1 -1 1 -1 -1 0 -1
98011	1 -1 0 -1 1 2 1 -1 0 -1 1 1 1 -1 -1 0 -1
98035	1 1 2 2 3 -3 -7 1 -2 1 -1 -5 -1 3 -3 0 -3
98035	1 -1 0 0 1 -1 -1 -1 -2 -1 1 -1 1 -1 -1 0 -1
98035	1 -1 0 0 3 1 -1 -1 -2 -1 1 -1 1 -1 -1 0 -1
98035	1 -1 0 -2 1 1 1 -1 0 -1 1 1 1 -1 -1 0 -1
98069	1 0 1 2 3 -2 -6 0 -3 1 1 -3 -1 1 -3 0 -1
98069	1 0 -1 0 1 -2 -2 0 -1 1 1 -1 -1 1 -1 0 -1
98069	3 -2 1 0 3 -2 -4 2 -3 1 1 -3 -1 1 -3 0 -3
98069	1 -2 -1 -2 -3 4 8 -2 1 -3 1 5 1 -5 3 0 3
98103	1 -1 1 0 -1 1 2 0 -1 -1 -1 1 1 -1 1 0 1
98103	1 -1 -1 0 1 3 2 -2 -1 -1 3 1 -1 -3 -1 2 1
98103	1 1 1 2 3 -5 -8 2 -3 1 -1 -5 -1 3 -3 0 -3
98103	1 -1 1 0 1 1 0 0 -1 -1 1 -1 -1 -1 -1 0 -1
98113	1 0 0 0 2 0 -1 -2 -1 -1 1 -1 1 -1 -1 0 -1
98113	1 0 2 2 2 -2 -5 0 -3 1 1 -3 -1 1 -3 0 -1
98113	1 0 0 0 2 0 -1 0 -1 -1 1 -1 -1 -1 -1 0 -1
98113	1 0 0 0 2 -2 -3 0 -1 1 1 -1 -1 1 -1 0 -1
98162	2 -1 0 0 1 -1 -1 0 -1 -1 1 -1 -1 -1 -1 0 -1
98162	0 1 0 2 1 -1 -3 0 -1 1 1 -1 -1 1 -1 0 -1
98162	2 -1 0 0 1 -1 -1 0 -1 1 1 -1 -1 1 -1 0 -1
98162	0 1 0 0 1 1 -1 0 1 1 1 -1 -1 1 -1 0 -1
98168	2 -2 0 -1 1 1 1 -2 -1 -1 1 1 1 -1 -1 0 -1
98168	2 0 2 1 3 -5 -7 2 -3 1 -1 -5 -1 3 -3 -2 -3
98168	2 -2 0 -1 1 1 1 0 -1 -1 1 1 -1 -1 -1 0 -1
98168	0 0 0 1 1 -1 -3 0 -1 1 1 -1 -1 1 -1 0 -1
98171	1 -1 0 -1 1 1 1 -2 -1 -1 1 1 1 -1 -1 0 -1
98171	1 1 0 1 1 -1 -3 0 -1 1 1 -1 -1 1 -1 0 -1
98171	1 -1 0 1 1 -1 -1 0 -1 1 1 -1 -1 1 -1 0 -1
98171	1 -1 0 -1 -1 -1 1 0 -1 -1 -1 1 1 -1 1 0 1
98179	1 1 2 2 4 -4 -8 1 -3 1 -1 -5 -1 3 -3 0 -3
98179	1 -1 0 0 2 0 -2 -1 -1 -1 1 -1 1 -1 -1 0 -1
98179	1 -1 0 0 2 0 0 -1 -1 -1 1 -1 1 -1 -1 0 -1
98179	1 -1 0 0 0 2 2 -1 -1 -1 1 1 1 -3 1 2 1
98196	2 0 1 2 3 -2 -6 1 -3 1 1 -3 -1 1 -3 0 -3
98196	2 -2 1 0 3 0 -2 -1 -3 -1 1 -1 1 -1 -1 0 -1
98196	0 2 1 2 3 -4 -8 3 -1 3 -1 -5 -3 5 -3 0 -3
98196	0 0 1 0 -1 2 2 -1 1 -1 -1 1 1 -1 1 0 1
98215	1 1 1 2 4 -3 -8 1 -3 1 1 -5 -1 3 -3 0 -3
98215	1 -1 -1 -2 0 3 4 -3 1 -3 1 3 1 -3 1 0 1
98215	1 -1 1 0 2 -1 -2 -1 -3 -1 1 -1 1 -1 -1 0 -1
98215	1 -1 1 0 2 1 0 -1 -1 -1 1 -1 1 -1 -1 0 -1
98326	2 -1 1 0 3 -2 -4 0 -2 0 0 -2 0 2 -2 -1 -3
98326	2 -1 1 0 1 -2 -2 0 -2 0 0 -2 0 0 -2 -1 -1
98326	0 1 1 2 3 -2 -6 0 -2 0 0 -4 0 2 -2 -1 -1
98326	2 -1 -1 0 1 0 0 0 0 0 0 0 0 0 0 -1 -1
98392	0 2 2 3 3 -4 -9 2 -2 2 0 -6 -2 4 -4 -1 -3
98392	0 0 2 1 1 -2 -3 2 -2 0 -2 -2 0 2 0 -1 -1
98392	0 0 0 1 1 0 -1 0 -2 0 0 0 0 0 0 1 1
98392	0 0 0 1 1 0 -1 0 0 0 0 0 0 0 0 -1 -1
98396	2 0 1 1 1 -2 -3 0 -2 0 0 -2 0 0 -2 -1 -1
98396	0 0 1 1 -1 0 -1 0 -2 0 0 0 0 0 0 1 1
98396	2 -2 -1 -1 1 2 3 -2 -2 -2 2 2 0 -4 0 1 1
98396	0 0 1 1 -1 2 1 0 0 0 0 0 0 -2 0 1 1
98398	2 -1 1 1 1 -2 -3 0 -2 0 0 -2 0 0 -2 -1 -1
98398	0 1 1 1 3 -2 -5 0 -2 0 0 -4 0 2 -2 -1 -1
98398	2 -1 -1 -1 1 0 1 0 0 0 0 0 0 0 0 -1 -1
98398	0 1 -1 1 1 -2 -3 0 0 0 0 -2 0 2 0 -1 -1
98404	0 2 1 2 4 -5 -9 2 -2 2 0 -6 -2 4 -4 -1 -3
98404	2 0 1 0 2 -1 -3 0 -2 0 0 -2 0 0 -2 -1 -1
98404	0 0 1 0 0 -1 -1 0 -2 0 0 0 0 0 0 1 1
98404	2 -2 -1 -2 0 3 5 -2 0 -2 2 2 0 -4 0 1 1
98419	1 1 2 2 3 -5 -9 2 -2 2 0 -6 -2 4 -4 -1 -3
98419	1 -1 0 -2 -1 1 3 0 0 -2 0 2 2 -2 2 -1 1
98419	1 -1 0 0 -1 -1 1 0 0 0 0 0 0 0 0 -1 -1
98419	1 -1 0 0 1 -1 -1 0 0 0 0 0 0 0 0 -1 -1
98430	0 1 1 1 1 -1 -3 0 0 2 0 -2 -2 2 -2 1 -1
98430	0 1 1 1 1 -1 -3 0 0 0 0 -2 0 0 -2 -1 -1
98430	2 -1 1 -1 1 -1 -1 0 -2 0 0 0 0 0 -2 -1 -1
98430	0 1 1 1 3 -3 -5 0 -2 0 0 -4 0 2 -2 -1 -1
98437	3 -2 1 0 2 -2 -2 1 -2 0 0 -2 0 0 -2 -1 -3
98437	1 0 1 2 4 -2 -6 1 -2 0 0 -4 0 2 -2 -1 -3
98437	1 0 1 0 2 -2 -4 1 -2 0 0 -2 0 2 -2 -1 -3
98437	1 -2 -1 -2 -2 4 6 -1 0 -2 2 4 0 -4 2 1 3
98453	1 0 1 2 3 -2 -6 1 -2 0 0 -4 0 2 -2 -1 -3
98453	1 0 1 0 3 -2 -4 1 -2 0 0 -2 0 2 -2 -1 -3
98453	3 -2 1 0 3 0 -2 -1 -4 -2 2 -2 0 -2 -2 1 -1
98453	1 -2 -1 -2 -1 4 6 -3 0 -2 2 4 2 -4 2 1 1
98462	2 -1 1 1 3 -2 -4 1 -2 0 0 -4 0 2 -2 -1 -3
98462	2 -1 1 -1 3 -2 -4 1 -2 0 0 -2 0 2 -2 -1 -3
98462	0 1 1 1 1 -2 -4 1 0 2 0 -2 -2 2 -2 -1 -1
98462	0 1 1 3 1 -4 -6 3 0 2 -2 -4 -2 4 -2 -1 -3
98489	1 0 2 1 3 -3 -6 1 -2 0 0 -4 0 2 -2 -1 -3
98489	1 0 0 -1 -1 -1 0 1 0 0 0 0 0 0 0 -1 1
98489	1 -2 0 -1 -1 1 4 -1 0 -2 0 2 2 -2 2 -1 1
98489	1 -2 -2 -3 -1 3 6 -3 0 -2 2 4 2 -4 2 1 3
98513	1 0 0 0 1 0 -1 -1 0 0 0 0 0 0 -2 -1 -1
98513	1 0 0 0 3 0 -3 -1 -2 0 2 -2 0 0 -2 1 -1
98513	1 0 2 2 3 -2 -5 1 -2 0 0 -4 0 2 -2 -1 -3
98513	1 -2 0 -2 -1 2 5 -1 0 -2 0 2 2 -2 2 -1 1
98541	1 0 1 1 0 -3 -3 3 -2 0 -2 -2 0 2 0 -1 -1
98541	1 0 1 1 2 -3 -5 1 -2 0 0 -4 0 2 -2 -1 -3
98541	1 0 1 1 4 -3 -5 1 -2 0 0 -4 0 2 -2 -1 -3
98541	1 0 1 1 2 -1 -3 -1 -2 0 0 -2 0 0 -2 1 -1
98553	1 0 0 -1 1 -1 -1 -1 0 0 0 0 0 0 -2 -1 -1
98553	1 0 0 1 3 -3 -5 1 -2 0 0 -4 0 2 -2 -1 -3
98553	1 0 2 1 3 -3 -5 1 -2 0 0 -4 0 2 -2 -1 -3
98553	1 -2 0 -1 1 3 3 -3 -2 -2 2 2 2 -4 0 1 1
98575	1 1 1 1 2 -4 -6 2 -1 2 0 -4 -2 4 -2 -1 -3
98575	1 1 1 1 2 -4 -6 2 -1 0 -2 -4 0 4 -2 -3 -3
98575	1 -1 -1 -1 0 0 2 0 1 0 0 0 0 0 0 -1 -1
98575	1 -1 -1 -1 0 0 2 0 1 0 0 2 0 0 0 -1 -1
98608	2 -2 0 -2 -1 1 4 0 -1 -2 0 2 2 -2 2 -1 1
98608	0 0 0 0 1 1 0 -2 -1 0 2 0 0 -2 -2 1 1
98608	0 0 0 0 1 1 0 0 -1 0 0 0 0 0 0 1 1
98608	2 -2 0 0 1 -1 0 0 -1 0 0 0 0 0 0 -1 -1
98609	1 -2 0 -2 -1 1 4 0 -1 -2 0 2 2 -2 2 -1 1
98609	1 0 2 2 3 -3 -6 2 -3 2 0 -4 -2 2 -4 1 -3
98609	1 0 0 0 1 -1 -2 0 -1 0 0 0 0 0 -2 -1 -1
98609	1 0 0 0 3 -1 -4 0 -3 0 2 -2 0 0 -2 1 -1
98639	1 1 3 3 4 -6 -11 4 -3 2 -2 -8 -2 6 -4 -1 -5
98639	1 -1 -1 -1 0 0 1 0 1 0 0 0 0 0 0 -1 -1
98639	1 -1 -1 -1 0 0 1 0 1 0 0 2 0 0 0 -1 -1
98639	1 -1 -1 -1 0 2 3 -2 -1 -2 2 2 0 -4 0 1 1
98692	0 0 1 0 0 -2 -2 3 -1 0 -2 -2 0 2 0 -1 -1
98692	2 0 1 0 4 -4 -6 1 -3 0 0 -4 0 2 -2 -1 -3
98692	2 0 1 2 4 -2 -6 1 -3 0 0 -4 0 2 -2 -1 -3
98692	0 2 1 2 2 -4 -6 3 -1 2 -2 -4 -2 4 -2 -1 -3
98717	1 0 1 1 3 -4 -6 1 -3 0 0 -4 0 2 -2 -1 -3
98717	1 0 1 1 3 -2 -4 1 -1 0 0 -4 0 2 -2 -1 -3
98717	1 0 1 1 3 0 -4 -1 -3 0 2 -2 0 0 -2 1 -1
98717	1 0 1 1 1 0 -2 1 -1 2 2 -2 -2 0 -2 1 -1
98745	1 0 0 1 3 -1 -4 -1 -3 0 2 -2 0 0 -2 1 -1
98745	1 0 2 1 3 -3 -6 1 -3 0 0 -4 0 2 -2 -1 -3
98745	1 0 0 -1 -1 -1 0 1 -1 0 0 0 0 0 0 -1 1
98745	1 0 0 1 1 -1 -2 1 -1 2 2 -2 -2 0 -2 1 -1
98762	2 -1 0 -1 2 -2 -3 1 -1 0 0 -2 0 2 -2 -1 -3
98762	2 -1 2 1 4 -2 -5 1 -3 0 0 -4 0 2 -2 -1 -3
98762	0 1 0 1 0 -2 -3 1 1 2 0 -2 -2 2 -2 -1 -1
98762	0 1 0 1 2 -2 -5 1 -1 2 0 -2 -2 2 -2 1 -1
98789	1 0 1 0 0 -3 -3 3 -1 0 -2 -2 0 2 0 -1 -1
98789	1 0 1 2 4 -3 -7 1 -3 0 0 -4 0 2 -2 -1 -3
