observation_id,family,parameter,generic_subgroup_rank,retained_rank_lower_bound,retained_quotient_rank,full_curve_rank,cohort,phase,boxes,score_units,dictionary_coverage,dictionary_size,compatible_cover_count,realizable_defect_span_exact,collision_support_size,rational_relation_component_count,split_triple_count,split_triples_with_some_fourth,triple_fourth_incidences,split_quartet_count,simultaneous_carrier_genus,simultaneous_carrier_degree
rank_jump_completed_cohort_panel_v1.json:11952-003,11952,3148/2791,17,25,8,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:11952-004,11952,2872/2073,17,20,3,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:11952-005,11952,-3482/2395,17,20,3,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:11952-006,11952,-3814/2675,17,24,7,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:11952-007,11952,914/2111,17,25,8,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:11952-008,11952,3058/1387,17,23,6,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:11952-009,11952,3950/4007,17,20,3,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:11952-010,11952,-1826/2583,17,26,9,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:11952-011,11952,1972/1459,17,22,5,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:11952-012,11952,3063/824,17,19,2,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:11952-013,11952,2015/3019,17,20,3,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:11952-014,11952,420/2827,17,22,5,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:11952-015,11952,54/2153,17,18,1,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:11952-016,11952,775/803,17,24,7,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:11952-017,11952,-1046/2299,17,20,3,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:11952-018,11952,2324/1991,17,24,7,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:11952-019,11952,-8/27,17,22,5,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:11952-020,11952,-4055/2356,17,18,1,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:11952-021,11952,1490/943,17,23,6,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:11952-022,11952,-1055/1376,17,20,3,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:11952-023,11952,-1171/1683,17,17,0,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:11952-024,11952,2741/2074,17,18,1,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:11952-025,11952,1737/530,17,22,5,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:11952-026,11952,939/4016,17,18,1,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:11952-027,11952,-815/1919,17,18,1,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:11952-028,11952,-1919/3168,17,18,1,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:11952-029,11952,3170/1609,17,20,3,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:11952-030,11952,1551/1252,17,24,7,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:11952-031,11952,-1667/631,17,20,3,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:11952-032,11952,1292/601,17,24,7,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:a1-fibration-01-015,a1-fibration-01,-557/3572,16,26,10,UNKNOWN,extended20_mw16_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:a1-fibration-01-052,a1-fibration-01,-1867/270,16,26,10,UNKNOWN,extended20_mw16_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:a1-fibration-01-000,a1-fibration-01,2407/532,16,23,7,UNKNOWN,extended20_mw16_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:a1-fibration-01-003,a1-fibration-01,787/103,16,24,8,UNKNOWN,extended20_mw16_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:a1-fibration-02-014,a1-fibration-02,3161/432,16,26,10,UNKNOWN,extended20_mw16_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:a1-fibration-02-089,a1-fibration-02,-1330/2323,16,20,4,UNKNOWN,extended20_mw16_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:a1-fibration-02-215,a1-fibration-02,3853/666,16,24,8,UNKNOWN,extended20_mw16_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:a1-fibration-02-164,a1-fibration-02,2675/728,16,18,2,UNKNOWN,extended20_mw16_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:a1-fibration-03-017,a1-fibration-03,2555/33,16,24,8,UNKNOWN,extended20_mw16_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:a1-fibration-03-120,a1-fibration-03,3877/95,16,20,4,UNKNOWN,extended20_mw16_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:a1-fibration-03-239,a1-fibration-03,-2849/227,16,18,2,UNKNOWN,extended20_mw16_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:a1-fibration-03-178,a1-fibration-03,1784/39,16,24,8,UNKNOWN,extended20_mw16_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:a1-fibration-04-000,a1-fibration-04,-1905/52,16,26,10,UNKNOWN,extended20_mw16_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:a1-fibration-04-001,a1-fibration-04,-1647/91,16,25,9,UNKNOWN,extended20_mw16_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:a1-fibration-04-024,a1-fibration-04,-2138/473,16,24,8,UNKNOWN,extended20_mw16_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:a1-fibration-04-186,a1-fibration-04,-1786/317,16,24,8,UNKNOWN,extended20_mw16_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:a1-fibration-05-000,a1-fibration-05,-34/87,16,24,8,UNKNOWN,extended20_mw16_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:a1-fibration-05-004,a1-fibration-05,509/149,16,24,8,UNKNOWN,extended20_mw16_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:a1-fibration-05-010,a1-fibration-05,3/17,16,22,6,UNKNOWN,extended20_mw16_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:a1-fibration-05-008,a1-fibration-05,-227/647,16,24,8,UNKNOWN,extended20_mw16_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
full11952_64_r17_results_v1.json:11952-0814660,11952,108687/71224,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0462373,11952,-23071/53128,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0635908,11952,60116/105691,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0144384,11952,-25276/15643,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0891932,11952,11019/11983,17,23,6,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0307284,11952,-344/49753,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0627148,11952,49376/87241,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0962587,11952,4286/1881,17,27,10,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0616990,11952,121683/72886,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0988170,11952,31014/26507,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0200129,11952,-49607/95623,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0008416,11952,-24004/56337,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0274988,11952,-55985/50714,17,18,1,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0656455,11952,19734/19715,17,19,2,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0028737,11952,-57142/93241,17,18,1,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0492110,11952,-79231/56258,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0738816,11952,7429/22948,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0767049,11952,118504/130523,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0969227,11952,82717/11110,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0923754,11952,53861/20237,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0323072,11952,-24231/30328,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0686311,11952,26679/94525,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-1021465,11952,97961/5068,17,18,1,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0636952,11952,14526/106717,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0553003,11952,89032/35897,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0855241,11952,48642/31367,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0223272,11952,-39749/82357,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0551990,11952,16487/26679,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0601378,11952,89074/31895,17,28,11,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0339465,11952,-8897/3736,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0228367,11952,-118486/447,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0439666,11952,-105474/78683,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-1021975,11952,29124/118733,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0302717,11952,-78101/27216,17,18,1,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0559616,11952,11021/36934,17,18,1,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0338045,11952,-39167/126613,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0729129,11952,125611/96657,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0101406,11952,-11998/42183,17,20,3,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0772264,11952,124596/46565,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0545280,11952,50507/59434,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0788483,11952,17950/24069,17,18,1,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0701049,11952,86365/19802,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0880880,11952,106174/76473,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0381952,11952,-29318/107243,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0699413,11952,3183/61783,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0458563,11952,-31737/73600,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0317111,11952,-90169/11884,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0996902,11952,51063/38812,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0766167,11952,91849/31193,17,18,1,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0150973,11952,-49050/4391,17,18,1,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0648705,11952,130349/28916,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0417830,11952,-79672/60209,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0176139,11952,-26826/53593,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0360551,11952,-55348/58049,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0905799,11952,21103/72426,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
