observation_id,family,parameter,generic_subgroup_rank,retained_rank_lower_bound,retained_quotient_rank,full_curve_rank,cohort,phase,boxes,score_units,dictionary_coverage,dictionary_size,compatible_cover_count,realizable_defect_span_exact,collision_support_size,rational_relation_component_count,split_triple_count,split_triples_with_some_fourth,triple_fourth_incidences,split_quartet_count,simultaneous_carrier_genus,simultaneous_carrier_degree
rank_jump_retrospective_report_v1.json:published-R17:44/35,published-R17,44/35,17,23,6,UNKNOWN,,historic_or_prior,,,COMPLETE_NATIVE_ATLAS,39120,3,2,15,UNKNOWN_NO_COMMON_RELATION_DICTIONARY,1,0,0,0,5,8
rank_jump_retrospective_report_v1.json:074d9:148/225,074d9,148/225,17,22,5,UNKNOWN,,historic_or_prior,,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:11952:744/5,11952,744/5,17,22,5,UNKNOWN,,historic_or_prior,,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_retrospective_report_v1.json:a1-fibration-01:32/253,a1-fibration-01,32/253,16,22,6,UNKNOWN,,historic_or_prior,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:a1-fibration-01:699/19,a1-fibration-01,699/19,16,22,6,UNKNOWN,,historic_or_prior,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:a1-fibration-04:-20/23,a1-fibration-04,-20/23,16,22,6,UNKNOWN,,historic_or_prior,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:a1-fibration-04:-209/118,a1-fibration-04,-209/118,16,22,6,UNKNOWN,,historic_or_prior,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:a1-fibration-04:-338/47,a1-fibration-04,-338/47,16,22,6,UNKNOWN,,historic_or_prior,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:a1-fibration-05:-279/730,a1-fibration-05,-279/730,16,22,6,UNKNOWN,,historic_or_prior,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:a1-fibration-05:3/17,a1-fibration-05,3/17,16,22,6,UNKNOWN,,historic_or_prior,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:published-R17:-3/148,published-R17,-3/148,17,22,5,UNKNOWN,,historic_or_prior,,,COMPLETE_NATIVE_ATLAS,39120,1,0,0,NOT_APPLICABLE,0,0,0,0,0,2
rank_jump_retrospective_report_v1.json:published-R17:-70/61,published-R17,-70/61,17,22,5,UNKNOWN,,historic_or_prior,,,COMPLETE_NATIVE_ATLAS,39120,13,12,232,UNKNOWN_NO_COMMON_RELATION_DICTIONARY,286,286,2860,715,45057,8192
rank_jump_retrospective_report_v1.json:published-R17:-7540/2317,published-R17,-7540/2317,17,22,5,UNKNOWN,,historic_or_prior,,,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_retrospective_report_v1.json:published-R17:1348/1431,published-R17,1348/1431,17,22,5,UNKNOWN,,historic_or_prior,,,COMPLETE_NATIVE_ATLAS,39120,1,0,0,NOT_APPLICABLE,0,0,0,0,0,2
rank_jump_retrospective_report_v1.json:published-R17:8/39,published-R17,8/39,17,22,5,UNKNOWN,,historic_or_prior,,,COMPLETE_NATIVE_ATLAS,39120,7,6,83,UNKNOWN_NO_COMMON_RELATION_DICTIONARY,35,35,140,35,321,128
rank_jump_retrospective_report_v1.json:07ca9:-2507/3068,07ca9,-2507/3068,17,26,9,UNKNOWN,compact-six-r17-h4096-v1,historic_or_prior,43,98169507050054,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:a1-fibration-02:187/190,a1-fibration-02,187/190,16,21,5,UNKNOWN,,historic_or_prior,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:a1-fibration-03:-181/936,a1-fibration-03,-181/936,16,16,0,UNKNOWN,,historic_or_prior,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:a1-fibration-04:632/611,a1-fibration-04,632/611,16,20,4,UNKNOWN,,historic_or_prior,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:a1-fibration-05:-34/87,a1-fibration-05,-34/87,16,24,8,UNKNOWN,,historic_or_prior,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:a1-fibration-02:28/323,a1-fibration-02,28/323,16,20,4,UNKNOWN,,historic_or_prior,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:a1-fibration-03:873/227,a1-fibration-03,873/227,16,16,0,UNKNOWN,,historic_or_prior,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:a1-fibration-02:39/10,a1-fibration-02,39/10,16,21,5,UNKNOWN,,historic_or_prior,36,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:a1-fibration-01:-197/118,a1-fibration-01,-197/118,16,20,4,UNKNOWN,,historic_or_prior,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:a1-fibration-02:-601/466,a1-fibration-02,-601/466,16,21,5,UNKNOWN,,historic_or_prior,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:a1-fibration-03:-1013/283,a1-fibration-03,-1013/283,16,16,0,UNKNOWN,,historic_or_prior,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:a1-fibration-01:2407/532,a1-fibration-01,2407/532,16,20,4,UNKNOWN,,historic_or_prior,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:a1-fibration-02:-3581/4061,a1-fibration-02,-3581/4061,16,16,0,UNKNOWN,,historic_or_prior,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:a1-fibration-03:-1193/4073,a1-fibration-03,-1193/4073,16,16,0,UNKNOWN,,historic_or_prior,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:a1-fibration-04:-1905/52,a1-fibration-04,-1905/52,16,25,9,UNKNOWN,,historic_or_prior,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:a1-fibration-01:-3187/3697,a1-fibration-01,-3187/3697,16,17,1,UNKNOWN,,historic_or_prior,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:a1-fibration-02:-1511/3474,a1-fibration-02,-1511/3474,16,16,0,UNKNOWN,,historic_or_prior,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:a1-fibration-03:3769/1361,a1-fibration-03,3769/1361,16,16,0,UNKNOWN,,historic_or_prior,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:a1-fibration-05:-3158/1291,a1-fibration-05,-3158/1291,16,16,0,UNKNOWN,prospective-mw16-h4096-v1,historic_or_prior,43,94196044392844,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:a1-fibration-01:320/2617,a1-fibration-01,320/2617,16,18,2,UNKNOWN,,historic_or_prior,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:a1-fibration-02:-2968/3107,a1-fibration-02,-2968/3107,16,16,0,UNKNOWN,,historic_or_prior,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:a1-fibration-03:3343/780,a1-fibration-03,3343/780,16,16,0,UNKNOWN,,historic_or_prior,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:a1-fibration-04:-2177/2397,a1-fibration-04,-2177/2397,16,16,0,UNKNOWN,prospective-mw16-h4096-v1,historic_or_prior,43,93613610761223,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:a1-fibration-05:1666/3461,a1-fibration-05,1666/3461,16,17,1,UNKNOWN,,historic_or_prior,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:a1-fibration-02:199/3254,a1-fibration-02,199/3254,16,17,1,UNKNOWN,,historic_or_prior,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:a1-fibration-03:3290/1563,a1-fibration-03,3290/1563,16,16,0,UNKNOWN,,historic_or_prior,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:a1-fibration-04:-3076/1981,a1-fibration-04,-3076/1981,16,16,0,UNKNOWN,,historic_or_prior,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:a1-fibration-05:2714/3419,a1-fibration-05,2714/3419,16,17,1,UNKNOWN,,historic_or_prior,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:published-R17:-1561/3133,published-R17,-1561/3133,17,17,0,UNKNOWN,compact-r17-top64-v1,historic_or_prior,43,93955181295586,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_retrospective_report_v1.json:ICARM-351,published-R17,,17,25,8,UNKNOWN,,historic_or_prior,,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:ICARM-356,published-R17,,17,29,12,UNKNOWN,,historic_or_prior,,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:ICARM-376,published-R17,,17,22,5,UNKNOWN,,historic_or_prior,,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:ICARM-377,published-R17,,17,23,6,UNKNOWN,,historic_or_prior,,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:ICARM-385,published-R17,,17,29,12,UNKNOWN,,historic_or_prior,,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:ICARM-398,curve398-p16875,,16,30,14,UNKNOWN,,historic_or_prior,,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:ICARM-400,curve400-p53042,,16,28,12,UNKNOWN,,historic_or_prior,,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:ICARM-401,curve401-p57487,,16,27,11,UNKNOWN,,historic_or_prior,,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:ICARM-542,curve542-p30486,,16,26,10,UNKNOWN,,historic_or_prior,,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:ICARM-543,norm12-orbit-07ca9,,17,29,12,UNKNOWN,,historic_or_prior,,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:ICARM-548,curve548-p31627,,16,24,8,UNKNOWN,,historic_or_prior,,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_retrospective_report_v1.json:control-r21-t3_8,published-R17,3/8,17,21,4,UNKNOWN,,historic_or_prior,,,COMPLETE_NATIVE_ATLAS,39120,25,24,840,UNKNOWN_NO_COMMON_RELATION_DICTIONARY,2300,2300,50600,12650,385875969,33554432
rank_jump_retrospective_report_v1.json:control-r25,published-R17,-2/377,17,25,8,UNKNOWN,,historic_or_prior,,,COMPLETE_NATIVE_ATLAS,39120,6,5,62,UNKNOWN_NO_COMMON_RELATION_DICTIONARY,20,20,60,15,129,64
rank_jump_retrospective_report_v1.json:control-r26,published-R17,-308/251,17,26,9,UNKNOWN,,historic_or_prior,,,COMPLETE_NATIVE_ATLAS,39120,3,2,17,UNKNOWN_NO_COMMON_RELATION_DICTIONARY,1,0,0,0,5,8
rank_jump_retrospective_report_v1.json:control-r27,published-R17,2456/135,17,27,10,UNKNOWN,,historic_or_prior,,,COMPLETE_NATIVE_ATLAS,39120,2,1,4,UNKNOWN_NO_COMMON_RELATION_DICTIONARY,0,0,0,0,1,4
rank_jump_retrospective_report_v1.json:control-r28,published-R17,-9529/5471,17,28,11,UNKNOWN,,historic_or_prior,,,COMPLETE_NATIVE_ATLAS,39120,1,0,0,NOT_APPLICABLE,0,0,0,0,0,2
rank_jump_retrospective_report_v1.json:nagao-0001,published-R17,-5643/6760,17,17,0,UNKNOWN,,historic_or_prior,,,COMPLETE_NATIVE_ATLAS,39120,1,0,0,NOT_APPLICABLE,0,0,0,0,0,2
rank_jump_retrospective_report_v1.json:nagao-0002,published-R17,1452/7817,17,17,0,UNKNOWN,,historic_or_prior,,,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_retrospective_report_v1.json:nagao-0003,published-R17,4298/8873,17,17,0,UNKNOWN,,historic_or_prior,,,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_retrospective_report_v1.json:nagao-0004,published-R17,-7634/2859,17,17,0,UNKNOWN,,historic_or_prior,,,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_retrospective_report_v1.json:nagao-0005,published-R17,-841/8544,17,17,0,UNKNOWN,,historic_or_prior,,,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_retrospective_report_v1.json:nagao-0006,published-R17,461/4420,17,17,0,UNKNOWN,,historic_or_prior,,,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_retrospective_report_v1.json:nagao-0007,published-R17,6695/1353,17,17,0,UNKNOWN,,historic_or_prior,,,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_retrospective_report_v1.json:nagao-0008,published-R17,1217/151,17,17,0,UNKNOWN,,historic_or_prior,,,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_retrospective_report_v1.json:nagao-0009,published-R17,9783/7559,17,17,0,UNKNOWN,,historic_or_prior,,,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_retrospective_report_v1.json:nagao-0010,published-R17,9446/3605,17,17,0,UNKNOWN,,historic_or_prior,,,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:2,published-R17,-636/3209,17,18,1,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,97074835226379,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:5,published-R17,-1264/1047,17,23,6,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,96061784854009,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:6,published-R17,444/2623,17,17,0,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,96049044569160,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:7,published-R17,2291/2392,17,23,6,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,96043536665376,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:10,published-R17,825/2224,17,19,2,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,95489802194956,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:11,published-R17,1501/732,17,20,3,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,95486292499921,COMPLETE_NATIVE_ATLAS,39120,1,0,0,NOT_APPLICABLE,0,0,0,0,0,2
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:15,published-R17,-3895/3749,17,23,6,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,95299631695012,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:16,published-R17,85/2016,17,17,0,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,95231527551847,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:18,published-R17,1101/2566,17,18,1,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,95207467143955,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:19,published-R17,2051/2045,17,18,1,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,95190850316870,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:20,published-R17,-560/1609,17,19,2,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,95167073160049,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:21,published-R17,-585/1223,17,19,2,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,95137979787911,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:22,published-R17,3243/1708,17,18,1,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,95125210228894,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:23,published-R17,1576/2331,17,17,0,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,94937810930907,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:24,published-R17,-3871/1618,17,17,0,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,94909736597760,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:25,published-R17,-1318/2675,17,20,3,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,94889501453592,COMPLETE_NATIVE_ATLAS,39120,2,1,6,UNKNOWN_NO_COMMON_RELATION_DICTIONARY,0,0,0,0,1,4
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:26,published-R17,2263/1084,17,17,0,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,94880769019076,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:27,published-R17,-3459/2327,17,17,0,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,94846764412970,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:28,published-R17,-4035/1852,17,19,2,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,94796570896704,COMPLETE_NATIVE_ATLAS,39120,1,0,0,NOT_APPLICABLE,0,0,0,0,0,2
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:29,published-R17,-3086/3229,17,17,0,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,94611834913966,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:30,published-R17,856/1327,17,17,0,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,94608479647482,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:31,published-R17,-1929/3242,17,17,0,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,94605690379262,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:32,published-R17,3056/609,17,18,1,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,94579515394546,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:33,published-R17,-2300/843,17,24,7,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,94547784214082,COMPLETE_NATIVE_ATLAS,39120,3,2,18,UNKNOWN_NO_COMMON_RELATION_DICTIONARY,1,0,0,0,5,8
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:34,published-R17,-601/1570,17,18,1,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,94535306551850,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:35,published-R17,-1193/1560,17,23,6,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,94436730922224,COMPLETE_NATIVE_ATLAS,39120,1,0,0,NOT_APPLICABLE,0,0,0,0,0,2
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:36,published-R17,-278/2615,17,17,0,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,94426080150090,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
